SecId,Name,PriceCurrency,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM36,GBRReturnM60,GBRReturnM120,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,FundTNAV,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,Size,Investment_Type,Curr_CHF,Curr_DKK,Curr_EUR,Curr_GBP,Curr_GBX,Curr_JPY,Curr_NOK,Curr_PLN,Curr_SEK,Curr_SGD,Curr_USD,Cat_Denmark Equity,Cat_Europe Equity Income,Cat_Europe Flex-Cap Equity,Cat_Europe Large-Cap Blend Equity,Cat_Europe Large-Cap Growth Equity,Cat_Europe Large-Cap Value Equity,Cat_Europe Mid-Cap Equity,Cat_Europe Small-Cap Equity,Cat_Europe ex-UK Equity,Cat_Europe ex-UK Small/Mid-Cap Equity,Cat_Eurozone Flex-Cap Equity,Cat_Eurozone Large-Cap Equity,Cat_Eurozone Mid-Cap Equity,Cat_France Small/Mid-Cap Equity,Cat_Germany Equity,Cat_Global Equity Income,Cat_Global Flex-Cap Equity,Cat_Global Large-Cap Blend Equity,Cat_Italy Equity,Cat_Long/Short Equity - Europe,Cat_Nordic Equity,Cat_Nordic Small/Mid-Cap Equity,Cat_Norway Equity,Cat_Property - Indirect Europe,Cat_Sector Equity Consumer Goods \u0026 Services,Cat_Sector Equity Ecology,Cat_Sector Equity Natural Resources,Cat_Sector Equity Technology,Cat_Spain Equity,Cat_Sweden Equity,Cat_Switzerland Equity,Cat_Switzerland Small/Mid-Cap Equity,Cat_UK Equity Income,Cat_UK Flex-Cap Equity,Cat_UK Large-Cap Equity,Cat_UK Mid-Cap Equity,Cat_UK Small-Cap Equity,FundType,Type_A,Type_B,Type_C,Type_I,Type_M,Type_P,Type_R
F0GBR04AX4,AS SICAV I UK Eq A Acc GBP,GBP,3,4,UK Flex-Cap Equity,0.0,-0.38,0.81,7.59,9.08,6.08,6.09,8.69,6.54,1.7,0.0,0.21,37105299.0,7939.85565,2,4.32,0.96,78.98,17.46,0.4,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,0,0,0,0,0,0
F0GBR04C7Q,Aberforth UK Small Companies Acc,GBX,1,2,UK Small-Cap Equity,0.7490899999999999,0.35,3.21,15.5,35.1,33.25,5.11,9.84,10.4,0.83,0.0,0.43,233049581.0,535.79158,5,-4.18,1.2,96.16,29.17,0.31,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,0,0,0,0,1,0,0
F0GBR04RLZ,Aegon Ethical Equity GBP A Acc,GBX,3,5,UK Flex-Cap Equity,0.59882,0.18,1.39,10.51,15.26,10.26,4.71,6.16,7.86,1.53,0.0,0.01,589077276.0,4012.9046799999996,3,3.21,1.04,79.78,18.77,0.32,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,0,0,0,0,0,0
F0GBR04SDJ,Aegon Ethical Equity GBP B Acc,GBX,3,5,UK Flex-Cap Equity,1.2049299999999998,0.2,1.46,10.72,15.69,10.62,5.49,6.96,8.68,0.77,0.0,0.01,589077276.0,4012.9046799999996,3,3.96,1.04,79.79,18.77,0.36,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
F0GBR04RM3,Aegon UK Equity GBP A Acc,GBX,3,1,UK Large-Cap Equity,1.12905,0.12,0.76,10.3,12.64,11.81,2.65,5.85,6.03,1.58,0.0,0.09,185056315.0,8574.096940000001,3,0.83,1.02,90.44,17.32,0.21,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,0,0,0,0,0,0
F0GBR053P3,Aegon UK Equity GBP B Acc,GBX,4,1,UK Large-Cap Equity,1.8666099999999999,0.14,0.84,10.55,13.14,12.25,3.58,6.8,6.91,0.65,0.0,0.09,185056315.0,8574.096940000001,3,1.73,1.02,90.43,17.33,0.26,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B,0,1,0,0,0,0,0
F000003YGM,Aegon UK Equity Income GBP B Acc,GBX,3,3,UK Equity Income,2.04548,0.36,1.08,9.3,14.76,14.04,2.27,5.57,7.21,0.68,0.0,0.05,50422051.0,14967.988940000001,3,-0.11,1.11,94.61,18.44,0.16,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,0,1,0,0,0,0,0
F0000005ZF,Aegon UK Opportunities GBP A Acc,GBX,3,2,UK Flex-Cap Equity,0.28917,0.11,0.72,9.21,13.05,9.21,5.97,8.05,7.33,1.54,0.0,0.23,145494618.0,3861.84031,3,4.6,1.02,75.98,18.91,0.39,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,0,0,0,0,0,0
F0000005Z9,Aegon UK Opportunities GBP B Acc,GBX,3,2,UK Flex-Cap Equity,0.8804299999999999,0.12,0.79,9.42,13.47,9.56,6.77,8.86,8.1,0.78,0.0,0.23,145494618.0,3861.84031,3,5.36,1.02,75.99,18.93,0.43,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
F0GBR06U39,Aegon UK Smaller Companies GBP A Acc,GBX,2,2,UK Small-Cap Equity,0.06696,0.05,2.72,14.53,21.03,14.7,7.62,11.4,10.48,1.54,0.0,0.0,284846983.0,1073.11033,3,0.71,0.8,78.22,21.52,0.44,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,0,0,0,0,0,0
F00000271D,Aegon UK Smaller Companies GBP B Acc,GBX,2,2,UK Small-Cap Equity,0.6228,0.06,2.79,14.75,21.48,15.07,8.43,12.24,11.29,0.78,0.0,0.0,284846983.0,1073.11033,3,1.46,0.8,78.22,21.53,0.48,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,0,1,0,0,0,0,0
F00000MBOY,Allianz Global Metals and Mining IT EUR,EUR,3,3,Sector Equity Natural Resources,0.0,-0.96,-3.01,8.63,21.96,21.43,7.96,14.07,-2.18,0.96,0.0,0.14,826391587.0,17260.33074,4,4.55,1.12,84.3,24.6,0.43,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,1,0,0
F00000MJU1,Ardevora UK Equity B GBP Acc,GBP,4,3,UK Flex-Cap Equity,0.0,-0.92,-0.77,6.3,5.71,1.54,1.75,7.89,10.33,0.64,0.0,0.15,60482976.0,7574.92351,1,0.84,0.45,35.53,12.19,0.17,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
F000014XX1,Artemis Income C Acc,GBP,4,4,UK Equity Income,3.37405,0.28,0.04,7.65,12.52,11.7,2.68,6.74,7.56,1.25,0.0,0.19,4852508869.0,12703.32563,2,0.59,1.05,96.22,17.33,0.2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,0,0,1,0,0,0,0
F000003U77,Artemis Income I Acc,GBP,5,4,UK Equity Income,3.36636,0.29,0.08,7.77,12.77,11.91,3.32,7.46,8.32,0.79,0.0,0.19,4852508869.0,12703.32563,2,1.22,1.05,96.22,17.33,0.24,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,0,0,0,1,0,0,0
F0GBR04FG6,Artemis Income R Acc,GBP,4,4,UK Equity Income,3.3794199999999996,0.28,0.02,7.57,12.35,11.55,2.54,6.66,7.52,1.55,0.0,0.19,4852508869.0,12703.32563,2,0.47,1.05,96.22,17.32,0.19,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,0,0,0,1
F0GBR06KDH,Artemis Instl Equity Income IN Acc,GBP,5,4,UK Equity Income,3.08675,0.29,0.1,7.85,12.88,12.02,3.24,7.15,8.16,0.77,0.0,0.21,397895001.0,12799.98497,2,1.14,1.04,96.27,17.09,0.23,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,0,0,0,1,0,0,0
F0GBR06KDN,Artemis Instl UK Special Sits IN Acc,GBP,3,2,UK Flex-Cap Equity,1.37415,0.26,1.07,12.2,20.17,17.33,6.95,8.39,8.7,0.79,0.0,0.34,26931055.0,6335.882570000001,4,5.33,1.4,91.47,23.68,0.39,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F000014XWZ,Artemis SmartGARP UK Eq C Acc GBP,GBP,3,1,UK Flex-Cap Equity,2.53185,-0.12,0.81,12.54,25.11,22.74,5.25,9.1,9.28,1.31,0.0,0.76,304720381.0,12131.56598,4,3.29,1.39,90.28,23.66,0.3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,0,0,1,0,0,0,0
F00000O7HQ,Artemis SmartGARP UK Eq Fd I Acc GBP,GBP,4,1,UK Flex-Cap Equity,2.8606700000000003,-0.11,0.85,12.67,25.38,22.97,5.91,9.84,10.06,0.86,0.0,0.76,304720381.0,12131.56598,4,3.91,1.39,90.29,23.66,0.33,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F0GBR04C7X,Artemis SmartGARP UK Eq R Acc GBP,GBP,3,1,UK Flex-Cap Equity,2.3092900000000003,-0.13,0.78,12.45,24.91,22.57,5.11,9.02,9.24,1.61,0.0,0.76,304720381.0,12131.56598,4,3.16,1.39,90.29,23.65,0.29,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,0,0,0,1
F000014XXB,Artemis UK Select C Acc GBP,GBP,3,3,UK Flex-Cap Equity,0.49488000000000004,-0.15,-0.23,11.71,21.08,18.17,8.36,11.0,9.97,1.34,0.0,0.2,1269666743.0,5818.88644,5,6.92,1.57,88.88,26.96,0.42,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,0,0,1,0,0,0,0
F00000NKOC,Artemis UK Select I Acc,GBP,4,3,UK Flex-Cap Equity,0.8458600000000001,-0.14,-0.19,11.84,21.35,18.4,9.03,11.75,10.76,0.89,0.0,0.2,1269666743.0,5818.88644,5,7.55,1.57,88.89,26.96,0.44,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F0GBR04SCW,Artemis UK Select R Acc,GBP,3,3,UK Flex-Cap Equity,0.32899,-0.16,-0.26,11.63,20.89,18.01,8.22,10.92,9.92,1.64,0.0,0.2,1269666743.0,5818.88644,5,6.79,1.57,88.89,26.95,0.41,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,0,0,0,1
F000014XXD,Artemis UK Special Situations C Acc,GBP,2,2,UK Flex-Cap Equity,0.97041,0.2,0.59,10.98,18.35,15.59,6.01,7.37,7.11,1.31,0.0,0.17,650270549.0,6284.21925,3,4.4,1.39,90.93,23.51,0.35,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,0,0,1,0,0,0,0
F000003U7B,Artemis UK Special Situations I Acc,GBP,3,2,UK Flex-Cap Equity,1.3399299999999998,0.21,0.63,11.1,18.61,15.81,6.67,8.1,7.87,0.86,0.0,0.17,650270549.0,6284.21925,3,5.03,1.39,90.94,23.51,0.38,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F0GBR04E9A,Artemis UK Special Situations R Acc,GBP,2,2,UK Flex-Cap Equity,0.79462,0.19,0.57,10.89,18.16,15.44,5.87,7.29,7.07,1.61,0.0,0.17,650270549.0,6284.21925,3,4.27,1.38,90.94,23.5,0.34,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,0,0,0,1
F0GBR06HVF,ASI (AAM) UK Smaller Companies A Acc,GBX,3,3,UK Small-Cap Equity,0.0,-0.2,2.07,16.09,19.08,14.27,9.98,14.26,11.39,1.34,0.0,0.0,115596607.0,1295.3635199999999,2,3.28,0.72,68.45,20.81,0.54,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,0,0,0,0,0,0
F00000P8DV,ASI (AAM) UK Smaller Companies I Acc,GBX,3,3,UK Small-Cap Equity,0.15120999999999998,-0.19,2.11,16.22,19.35,14.49,10.53,14.95,12.03,0.85,0.0,0.0,115596607.0,1295.3635199999999,2,3.79,0.72,68.47,20.8,0.57,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,I,0,0,0,1,0,0,0
F0GBR04RV2,ASI (AAM) UK Smaller Companies Z Acc,GBX,3,3,UK Small-Cap Equity,0.71396,-0.18,2.18,16.44,19.8,14.86,11.36,15.81,12.99,0.1,0.0,0.0,115596607.0,1295.3635199999999,2,4.54,0.72,68.47,20.81,0.6,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,0,0,0,1
F00000J5DM,ASI UK All Share Tracker A Acc,GBX,3,3,UK Large-Cap Equity,2.3984900000000002,0.03,0.12,8.12,12.1,11.64,1.99,6.83,5.93,0.23,0.0,0.09,1692590829.0,22007.116159999998,3,-0.21,1.04,97.05,17.12,0.16,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,0,0,0,0,0,0
F00000OOVI,ASI UK All Share Tracker C Acc,GBX,3,3,UK Large-Cap Equity,2.3931400000000003,0.05,0.12,8.11,12.1,11.64,1.99,6.82,6.21,0.23,0.0,0.09,1736565212.0,22007.116159999998,3,-0.21,1.04,97.05,17.12,0.16,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,C,0,0,1,0,0,0,0
F00000J5DN,ASI UK All Share Tracker K Acc,GBX,3,3,UK Large-Cap Equity,2.4965200000000003,0.05,0.13,8.15,12.16,11.7,2.12,6.8,5.7,0.1,0.0,0.09,1692590829.0,22007.116159999998,3,-0.08,1.04,97.04,17.12,0.16,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P,0,0,0,0,0,1,0
F0GBR04EAP,ASI UK Equity A Acc,GBX,3,4,UK Flex-Cap Equity,0.23765,-0.36,0.83,7.9,9.53,6.45,6.56,9.17,6.79,1.33,0.0,0.26,495992140.0,8066.22292,2,4.83,0.97,79.04,17.7,0.42,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,0,0,0,0,0,0
F0GBR06N02,ASI UK Equity I Acc,GBX,4,4,UK Flex-Cap Equity,0.62073,-0.35,0.87,8.02,9.78,6.66,7.09,9.82,7.47,0.85,0.0,0.26,495992140.0,8066.22292,2,5.33,0.97,79.04,17.7,0.45,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F0000040PB,ASI UK Equity Index Managed A Acc,GBX,3,2,UK Large-Cap Equity,2.52555,0.08,0.24,7.78,11.21,11.29,1.24,6.06,5.63,0.28,0.0,0.0,62131782.0,35105.63136,2,-1.15,0.97,96.63,15.99,0.1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,0,0,0,0,0,0
F00000S7PM,ASI UK Equity Index Managed B Acc,GBX,3,2,UK Large-Cap Equity,2.5257400000000003,0.08,0.24,7.78,11.21,11.29,1.23,6.06,5.82,0.28,0.0,0.0,61586436.0,35105.63136,2,-1.16,0.97,96.63,15.99,0.09,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B,0,1,0,0,0,0,0
F0GBR04RW7,ASI UK Ethical Equity I Acc,GBX,3,5,UK Flex-Cap Equity,0.45973,-0.04,1.31,10.57,18.2,13.02,3.82,8.59,9.73,0.85,0.0,0.12,345136779.0,3007.0712,5,3.01,1.41,82.35,25.14,0.27,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F00000OPTX,ASI UK Ethical Equity P1 Acc,GBX,3,5,UK Flex-Cap Equity,0.4209,-0.08,1.23,10.47,18.19,12.93,3.75,8.53,9.62,0.9,0.0,0.12,345136779.0,3007.0712,5,2.98,1.41,82.39,25.12,0.27,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P,0,0,0,0,0,1,0
F0GBR04RW5,ASI UK Ethical Equity R Acc,GBX,3,5,UK Flex-Cap Equity,0.09434,-0.05,1.25,10.42,17.92,12.79,3.32,8.08,9.07,1.32,0.0,0.12,345136779.0,3007.0712,5,2.56,1.41,82.38,25.1,0.26,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,0,0,0,1
F0GBR04RVX,ASI UK Growth Equity I Acc,GBX,2,1,UK Large-Cap Equity,1.78762,0.14,-0.21,6.52,12.65,12.27,0.07,5.53,5.05,0.85,0.0,0.21,104433790.0,16401.56092,5,-1.79,1.11,93.13,18.66,0.07,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,0,0,1,0,0,0
F00000OPTM,ASI UK Growth Equity P1 Acc,GBX,2,1,UK Large-Cap Equity,1.74659,0.14,-0.21,6.51,12.63,12.25,0.02,5.47,4.95,0.9,0.0,0.21,104433790.0,16401.56092,5,-1.84,1.11,93.13,18.65,0.07,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P,0,0,0,0,0,1,0
F0GBR04RV1,ASI UK Growth Equity R Acc,GBX,2,1,UK Large-Cap Equity,1.40022,0.14,-0.25,6.42,12.39,12.04,-0.39,5.03,4.43,1.32,0.0,0.21,104433790.0,16401.56092,5,-2.26,1.11,93.14,18.64,0.04,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,0,0,0,0,0,0,1
F0GBR04RYY,ASI UK High Alpha Equity I Acc,GBX,2,1,UK Flex-Cap Equity,1.97685,0.09,-0.26,6.28,14.74,12.29,-1.71,4.49,6.69,0.86,0.0,0.15,90462443.0,13324.85809,4,-3.38,1.31,90.11,22.28,0.01,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F00000OPTN,ASI UK High Alpha Equity P1 Acc,GBX,2,1,UK Flex-Cap Equity,1.97832,0.1,-0.29,6.23,14.64,12.23,-1.78,4.41,6.58,0.91,0.0,0.15,90462443.0,13324.85809,4,-3.45,1.31,90.12,22.28,0.01,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P,0,0,0,0,0,1,0
F0GBR04RYX,ASI UK High Alpha Equity R Acc,GBX,2,1,UK Flex-Cap Equity,1.9839799999999999,0.09,-0.27,6.14,14.41,12.07,-2.17,3.99,6.04,1.33,0.0,0.15,90462443.0,13324.85809,4,-3.86,1.31,90.08,22.26,-0.01,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,0,0,0,1
F0GBR04RW2,ASI UK High Income Equity I Acc,GBX,2,1,UK Equity Income,2.92259,0.46,0.35,7.27,16.44,15.5,-2.01,3.52,5.65,0.85,0.0,0.01,371004143.0,13717.04777,4,-3.89,1.26,93.4,21.13,-0.02,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,0,0,0,1,0,0,0
F00000OPTU,ASI UK High Income Equity P1 Acc,GBX,2,1,UK Equity Income,2.92418,0.44,0.32,7.22,16.41,15.46,-2.07,3.46,5.54,0.9,0.0,0.01,371004143.0,13717.04777,4,-3.94,1.26,93.34,21.14,-0.02,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,0,0,0,0,0,1,0
F0GBR04RVY,ASI UK High Income Equity R Acc,GBX,2,1,UK Equity Income,2.93364,0.44,0.28,7.1,16.15,15.24,-2.47,3.04,5.01,1.32,0.0,0.01,371004143.0,13717.04777,4,-4.34,1.26,93.4,21.11,-0.04,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,0,0,0,1
F0GBR04EAM,ASI UK Income Equity A Acc,GBX,4,3,UK Equity Income,3.21845,-0.11,1.44,9.45,11.24,9.38,5.89,7.4,6.11,1.34,0.0,0.1,183373095.0,12739.33603,2,3.74,0.9,91.34,15.21,0.41,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,0,0,0,0,0,0
F0GBR06IAU,ASI UK Income Equity I Acc,GBX,4,3,UK Equity Income,3.2056400000000003,-0.1,1.48,9.57,11.49,9.6,6.41,8.04,6.79,0.85,0.0,0.1,183373095.0,12739.33603,2,4.24,0.9,91.34,15.21,0.44,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,0,0,0,1,0,0,0
F000000FRV,ASI UK Income Unconstrained Eq I Acc,GBX,2,1,UK Equity Income,3.39394,-0.15,0.03,9.81,18.88,16.77,-2.38,2.46,6.95,0.9,0.0,0.08,774893626.0,2925.6181699999997,5,-3.77,1.32,90.4,22.54,-0.01,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,0,0,0,1,0,0,0
