SecId,Name,PriceCurrency,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM36,GBRReturnM60,GBRReturnM120,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,FundTNAV,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,Size,Investment_Type,Curr_CHF,Curr_DKK,Curr_EUR,Curr_GBP,Curr_GBX,Curr_JPY,Curr_NOK,Curr_PLN,Curr_SEK,Curr_SGD,Curr_USD,Cat_Denmark Equity,Cat_Europe Equity Income,Cat_Europe Flex-Cap Equity,Cat_Europe Large-Cap Blend Equity,Cat_Europe Large-Cap Growth Equity,Cat_Europe Large-Cap Value Equity,Cat_Europe Mid-Cap Equity,Cat_Europe Small-Cap Equity,Cat_Europe ex-UK Equity,Cat_Europe ex-UK Small/Mid-Cap Equity,Cat_Eurozone Flex-Cap Equity,Cat_Eurozone Large-Cap Equity,Cat_Eurozone Mid-Cap Equity,Cat_France Small/Mid-Cap Equity,Cat_Germany Equity,Cat_Global Equity Income,Cat_Global Flex-Cap Equity,Cat_Global Large-Cap Blend Equity,Cat_Italy Equity,Cat_Long/Short Equity - Europe,Cat_Nordic Equity,Cat_Nordic Small/Mid-Cap Equity,Cat_Norway Equity,Cat_Property - Indirect Europe,Cat_Sector Equity Consumer Goods \u0026 Services,Cat_Sector Equity Ecology,Cat_Sector Equity Natural Resources,Cat_Sector Equity Technology,Cat_Spain Equity,Cat_Sweden Equity,Cat_Switzerland Equity,Cat_Switzerland Small/Mid-Cap Equity,Cat_UK Equity Income,Cat_UK Flex-Cap Equity,Cat_UK Large-Cap Equity,Cat_UK Mid-Cap Equity,Cat_UK Small-Cap Equity,FundType,Type_A,Type_B,Type_C,Type_I,Type_M,Type_P,Type_R
F00000OYYE,JPM UK Dynamic C Net Acc,GBP,3,3,UK Flex-Cap Equity,1.65393,-0.45,0.54,11.81,18.76,16.77,-0.3,6.53,8.28,0.89,0.0,1.94,80816338.0,10751.98334,3,-1.84,1.2,92.56,20.12,0.07,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,0,0,1,0,0,0,0
F00000LYF6,JPM UK Equity Core E Net Acc,GBP,4,2,UK Large-Cap Equity,2.24632,0.05,0.3,9.45,13.86,13.07,2.5,7.29,7.21,0.32,0.0,0.27,1657358398.0,19757.24308,3,0.32,1.06,96.49,17.49,0.19,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P,0,0,0,0,0,1,0
F000002KDL,JPM UK Equity Growth A Net Acc,GBP,4,3,UK Flex-Cap Equity,0.8157300000000001,0.0,0.47,10.7,17.75,14.38,4.17,8.74,8.85,1.54,0.0,0.86,191182116.0,8911.36114,2,2.39,1.0,86.9,17.31,0.3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,0,0,0,0,0,0
F00000P00B,JPM UK Equity Growth B Net Acc,GBP,4,3,UK Flex-Cap Equity,1.12867,0.0,0.45,10.79,17.97,14.56,4.57,9.2,9.27,1.15,0.0,0.86,191182116.0,8911.36114,2,2.8,1.0,87.0,17.3,0.32,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
F00000OS9Z,JPM UK Equity Growth C Net Acc,GBP,4,3,UK Flex-Cap Equity,1.36855,-0.04,0.46,10.89,18.14,14.73,4.88,9.5,9.53,0.85,0.0,0.86,191182116.0,8911.36114,2,3.09,1.0,87.13,17.3,0.34,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,0,0,1,0,0,0,0
F0GBR04S54,JPM UK Equity Value A Net Acc,GBP,2,2,UK Flex-Cap Equity,1.84077,-0.1,-0.4,9.14,21.51,19.1,0.32,5.78,6.42,1.28,0.0,0.39,59098073.0,8895.74745,4,-1.23,1.4,93.81,23.36,0.11,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,0,0,0,0,0,0
F00000OQRH,JPM UK Equity Value C Net Acc,GBP,2,2,UK Flex-Cap Equity,2.25183,-0.05,-0.31,9.31,21.82,19.4,0.84,6.39,7.03,0.75,0.0,0.39,59098073.0,8895.74745,4,-0.72,1.4,93.83,23.34,0.13,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C,0,0,1,0,0,0,0
F000000PXG,JPM UK Equity Value I Net Acc,GBP,2,2,UK Flex-Cap Equity,2.3683099999999997,-0.04,-0.3,9.36,21.96,19.48,1.0,6.58,7.39,0.6,0.0,0.39,59098073.0,8895.74745,4,-0.57,1.4,93.92,23.31,0.14,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F00000V18M,Jupiter Global Value D USD Acc,USD,3,2,Global Flex-Cap Equity,0.0,0.75,2.19,13.36,27.28,24.54,5.81,11.23,8.39,0.95,0.0,0.1,352365107.0,5130.97974,3,-8.47,1.12,87.23,17.37,0.25,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,1,0
F0000040Q9,Jupiter Global Value L EUR Acc,EUR,3,2,Global Flex-Cap Equity,0.0,1.13,1.23,10.29,26.1,25.14,3.73,9.2,10.13,1.72,0.0,0.1,352365108.0,5130.97974,3,-9.1,1.13,86.21,17.49,0.21,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,1,0
F0000040QB,Jupiter Global Value L USD Acc,USD,3,2,Global Flex-Cap Equity,0.0,0.74,2.12,13.18,26.79,24.17,5.01,10.71,8.14,1.72,0.0,0.1,352365107.0,5130.97974,3,-9.21,1.12,87.16,17.37,0.21,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,1,0
F00000MWK3,Jupiter Growth \u0026 Income I Acc,GBX,2,1,UK Large-Cap Equity,2.6769700000000003,-0.08,-0.21,6.51,15.45,14.82,-0.62,2.53,5.9,0.99,0.0,0.41,38886271.0,11032.77637,5,-2.66,1.28,91.41,21.56,0.04,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,0,0,1,0,0,0
F00000MWK7,Jupiter Income Trust I Acc,GBX,3,3,UK Equity Income,2.57393,0.63,0.96,10.75,19.48,20.17,-0.31,5.55,6.83,0.94,0.0,0.18,1502237654.0,13434.186769999998,3,-2.51,1.18,91.13,20.0,0.04,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,0,0,0,1,0,0,0
F00000OSWI,Jupiter Responsible Inc I Acc,GBX,3,4,UK Equity Income,2.2829900000000003,-0.13,0.33,9.41,14.05,11.91,3.21,5.51,6.63,0.93,0.0,-0.01,47341487.0,13183.03121,2,1.22,1.02,92.63,17.21,0.23,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,0,0,0,1,0,0,0
F0000150TZ,Jupiter Responsible Inc J Acc,GBP,3,4,UK Equity Income,2.28488,-0.13,0.28,9.28,13.79,11.69,2.55,4.81,5.98,1.38,0.0,-0.01,47341487.0,13183.03121,2,0.59,1.02,92.66,17.22,0.2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,0,0,0,0,0,1,0
F0GBR04C3X,Jupiter Responsible Inc L Acc,GBX,3,4,UK Equity Income,2.29406,-0.14,0.25,9.2,13.62,11.54,2.44,4.75,5.94,1.68,0.0,-0.01,47341487.0,13183.03121,2,0.49,1.02,92.64,17.21,0.19,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,0,0,0,0,0,1,0
F000010FGD,Jupiter UK Alpha I GBP Acc,GBP,4,3,UK Large-Cap Equity,1.75692,0.05,0.49,9.02,17.03,13.95,3.3,8.24,7.73,0.85,0.0,0.13,838071281.0,13711.85848,5,1.37,1.27,94.07,21.23,0.23,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,0,0,1,0,0,0
F00000MWKP,Jupiter UK Growth I Acc,GBX,1,5,UK Flex-Cap Equity,0.5482,0.17,0.15,9.19,9.99,9.66,-9.43,-2.73,4.09,0.99,0.0,1.01,498934461.0,21906.10887,5,-10.91,1.39,84.03,24.52,-0.29,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F00000O7XW,Jupiter UK Mid Cap I GBP Acc,GBP,3,5,UK Mid-Cap Equity,0.30635999999999997,0.59,0.26,8.37,15.88,8.07,5.23,11.67,13.8,0.92,0.0,0.18,3528579153.0,3325.19961,5,0.95,1.15,87.42,27.12,0.3,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,I,0,0,0,1,0,0,0
F0GBR04KD7,Jupiter UK Mid Cap L GBP Acc,GBP,3,5,UK Mid-Cap Equity,0.0,0.58,0.21,8.16,15.45,7.71,4.45,10.84,13.04,1.67,0.0,0.18,3528579153.0,3325.19961,4,0.2,1.15,87.42,27.12,0.27,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,0,0,0,0,0,1,0
F000003WU9,Jupiter UK Mid Cap P GBP Acc,GBP,3,5,UK Mid-Cap Equity,0.11894,0.58,0.26,8.29,15.73,7.94,4.98,11.39,13.61,1.17,0.0,0.18,3528579153.0,3325.19961,5,0.7,1.15,87.39,27.12,0.29,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,0,0,0,0,0,1,0
F00000MKD7,Jupiter UK Smaller Companies I GBP Acc,GBP,3,2,UK Small-Cap Equity,0.1843,0.11,0.89,12.13,18.52,12.4,8.16,14.3,14.25,1.05,0.0,0.07,1415893010.0,1314.46697,3,0.58,0.86,80.75,22.76,0.44,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,I,0,0,0,1,0,0,0
F0GBR04FHH,Jupiter UK Smaller Companies L GBP Acc,GBP,3,2,UK Small-Cap Equity,0.0,0.1,0.81,11.88,17.99,11.97,7.22,13.3,13.28,1.92,0.0,0.07,1415893010.0,1314.46697,3,-0.29,0.85,80.78,22.73,0.4,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,0,0,0,0,1,0
F000003WUA,Jupiter UK Smaller Companies P GBP Acc,GBP,3,2,UK Small-Cap Equity,0.0,0.11,0.85,12.04,18.27,12.23,7.76,13.88,13.85,1.42,0.0,0.07,1415893010.0,1314.46697,3,0.22,0.85,80.76,22.74,0.43,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P,0,0,0,0,0,1,0
F000002YCC,Jupiter UK Special Situations I Acc,GBX,4,3,UK Large-Cap Equity,1.8175599999999998,0.42,1.08,11.06,19.97,20.39,2.79,8.07,8.94,0.76,0.0,0.21,2133776040.0,11560.82769,4,0.58,1.19,89.46,20.35,0.19,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,0,0,1,0,0,0
F0GBR05YZP,Lazard Managed Equity A Acc,GBX,3,4,Global Large-Cap Blend Equity,0.86644,0.0,-0.29,8.69,11.01,10.2,7.29,11.26,10.08,1.08,0.0,0.29,82450416.0,31398.866639999997,4,-4.29,1.07,95.36,15.52,0.51,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,0,0,0,0,0,0
F0GBR06I4M,Lazard Multicap UK Income A Acc,GBP,3,3,UK Equity Income,2.8461,0.36,0.09,8.95,14.48,13.85,1.96,6.46,7.49,0.85,0.0,0.39,67642567.0,14772.819,3,-0.22,1.17,96.17,19.31,0.16,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,0,0,0,0,0,0
F0GBR04DT9,Lazard Multicap UK Income B Acc,GBP,3,3,UK Equity Income,2.8551900000000003,0.35,0.05,8.81,14.2,13.6,1.46,5.92,6.95,1.35,0.0,0.39,67642567.0,14772.819,3,-0.72,1.17,96.18,19.3,0.13,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,0,1,0,0,0,0,0
F0000023NA,Lazard UK Omega A Acc,GBP,3,3,UK Large-Cap Equity,1.50581,0.34,0.51,8.76,12.83,12.44,1.21,6.51,7.68,1.05,0.0,0.81,279752099.0,19779.52692,4,-0.96,1.19,95.25,19.74,0.12,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,0,0,0,0,0,0
F000001X0T,Lazard UK Omega B Acc,GBP,3,3,UK Large-Cap Equity,1.10275,0.33,0.46,8.62,12.56,12.2,0.71,5.99,6.93,1.55,0.0,0.81,279752099.0,19779.52692,4,-1.46,1.19,95.25,19.73,0.09,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B,0,1,0,0,0,0,0
F0GBR0521O,L\u0026G (N) Tracker A Acc,GBX,3,3,UK Large-Cap Equity,1.9328,0.04,0.09,7.86,11.63,11.21,1.41,6.12,5.6,0.89,0.0,0.04,1893798716.0,21970.67586,3,-0.79,1.03,97.14,16.91,0.12,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,0,0,0,0,0,0
F0GBR06LHF,L\u0026G (N) Tracker CTF Acc,GBX,2,3,UK Large-Cap Equity,1.40186,0.0,0.0,7.66,11.26,10.92,0.75,5.5,5.12,1.54,0.0,0.04,1893798716.0,21970.67586,3,-1.43,1.03,97.1,16.92,0.08,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,M,0,0,0,0,1,0,0
F00000OUU0,L\u0026G (N) Tracker I Acc,GBX,3,3,UK Large-Cap Equity,2.56682,0.04,0.12,8.05,12.03,11.58,2.18,6.97,6.44,0.14,0.0,0.04,1893798716.0,21970.67586,3,-0.03,1.03,97.07,16.92,0.17,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,0,0,1,0,0,0
F000001W50,L\u0026G Growth I Acc,GBX,3,4,UK Flex-Cap Equity,0.4645,-0.32,0.58,7.64,12.97,7.64,5.88,10.94,9.11,0.78,0.0,1.05,300107928.0,4540.77693,4,5.36,1.3,66.78,25.81,0.35,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F0GBR05PUD,L\u0026G Growth R Acc,GBX,3,4,UK Flex-Cap Equity,0.0,-0.29,0.58,7.45,12.6,7.36,5.13,10.09,8.2,1.46,0.0,1.05,300107928.0,4540.77693,4,4.64,1.3,66.76,25.85,0.32,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,0,0,0,1
F0GBR06I71,L\u0026G UK 100 Index I Acc,GBX,3,2,UK Large-Cap Equity,2.9373099999999996,0.04,-0.04,7.58,10.65,11.06,1.1,6.4,5.74,0.11,0.0,-0.16,1219423490.0,35119.90157,2,-1.17,0.96,96.31,15.89,0.09,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,0,0,1,0,0,0
F0GBR0602H,L\u0026G UK 100 Index R Acc,GBX,3,2,UK Large-Cap Equity,2.60144,0.0,-0.09,7.43,10.41,10.85,0.71,5.85,5.12,0.49,0.0,-0.16,1219423490.0,35119.90157,2,-1.55,0.99,96.18,16.26,0.07,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,0,0,0,0,0,0,1
F0GBR04RQ2,L\u0026G UK 350 Index A Acc,GBX,3,3,UK Large-Cap Equity,2.03588,0.0,0.0,7.79,11.42,11.07,1.56,6.17,5.46,0.55,0.0,0.02,134225277.0,23520.13463,3,-0.63,1.03,97.21,16.91,0.13,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,0,0,0,0,0,0
F00000MAHY,L\u0026G UK Equity Income I Acc,GBX,2,3,UK Equity Income,2.86956,0.56,-0.28,6.91,15.41,13.78,-1.08,3.38,5.54,0.78,0.0,0.42,244430385.0,14182.2868,4,-2.95,1.4,91.17,23.73,0.04,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,0,0,0,1,0,0,0
F00000MA49,L\u0026G UK Equity Income R Acc,GBX,1,3,UK Equity Income,2.88032,0.54,-0.34,6.74,15.02,13.43,-1.78,2.58,4.68,1.46,0.0,0.42,244430385.0,14182.2868,4,-3.66,1.4,91.18,23.73,0.01,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,0,0,0,1
F0GBR06HX1,L\u0026G UK Index I Acc,GBX,3,3,UK Large-Cap Equity,2.54928,0.03,0.12,8.05,12.02,11.58,2.26,7.06,6.62,0.14,0.0,0.03,6797077148.0,21945.5144,3,-0.14,1.02,97.58,16.76,0.16,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,0,0,1,0,0,0
F0GBR04C2Y,L\u0026G UK Index R Acc,GBX,3,3,UK Large-Cap Equity,2.2557,0.03,0.09,7.95,11.85,11.38,1.88,6.61,6.2,0.52,0.0,0.03,6797077148.0,21945.5144,2,-0.5,1.0,96.74,16.4,0.14,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,0,0,0,0,0,0,1
F0GBR04DTS,L\u0026G UK Select Equity A Acc,GBX,2,3,UK Large-Cap Equity,0.05049,-0.2,1.12,7.6,12.68,9.63,2.12,6.86,6.44,1.37,0.0,0.93,355769863.0,5349.54686,5,0.43,1.25,81.52,22.41,0.17,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,0,0,0,0,0,0
F00000OUU2,L\u0026G UK Select Equity I Acc,GBX,3,3,UK Large-Cap Equity,0.5284800000000001,-0.19,1.18,7.77,13.02,9.93,2.73,7.49,7.11,0.78,0.0,0.93,355769863.0,5349.54686,5,1.02,1.25,81.59,22.4,0.2,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,0,0,0,1,0,0,0
F000002JUH,L\u0026G UK Select Equity R Acc,GBX,2,3,UK Large-Cap Equity,0.05051,-0.18,1.13,7.63,12.71,9.67,2.13,6.74,6.38,1.37,0.0,0.93,355769863.0,5349.54686,5,0.43,1.25,81.52,22.4,0.17,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,0,0,0,0,0,0,1
F00000OKFC,L\u0026G UK Smaller Companies I Acc,GBX,2,1,UK Small-Cap Equity,0.58945,0.91,4.26,16.73,26.89,21.24,5.81,8.17,10.48,0.78,0.0,0.07,300990515.0,1034.55778,2,-2.12,0.8,87.42,20.49,0.33,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,I,0,0,0,1,0,0,0
F0GBR05PUB,L\u0026G UK Smaller Companies R Acc,GBX,2,1,UK Small-Cap Equity,0.31748000000000004,0.84,4.2,16.58,26.44,20.86,5.06,7.34,9.45,1.46,0.0,0.07,300990515.0,1034.55778,2,-2.81,0.8,87.4,20.5,0.3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,0,0,0,1
F0000027AJ,L\u0026G UK Special Situations I Acc,GBX,2,3,UK Flex-Cap Equity,0.85046,0.41,1.67,10.35,18.65,15.82,-2.6,3.34,7.3,0.79,0.0,0.42,163908428.0,7868.67408,4,-4.45,1.44,90.31,24.46,-0.02,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I,0,0,0,1,0,0,0
F0000027AE,L\u0026G UK Special Situations R Acc,GBX,2,3,UK Flex-Cap Equity,0.2772,0.37,1.58,10.17,18.28,15.56,-3.27,2.56,6.4,1.47,0.0,0.42,163908428.0,7868.67408,4,-5.13,1.44,90.3,24.43,-0.05,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,0,0,0,0,0,0,1
F00000PLVV,Legg Mason IF QS UK Equity X Acc,GBP,2,2,UK Flex-Cap Equity,2.6333599999999997,-0.46,0.35,11.32,17.07,14.05,4.11,4.85,6.46,0.99,0.0,0.55,30926790.0,5569.745260000001,2,2.01,0.96,86.96,16.72,0.28,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P,0,0,0,0,0,1,0
F0GBR04H8N,LF Adam Worldwide Acc,GBX,2,2,Global Large-Cap Blend Equity,1.0806200000000001,0.24,0.67,7.3,10.36,8.88,5.19,9.55,8.07,1.62,0.0,0.1,16742558.0,16390.55585,3,-6.01,1.02,93.78,14.68,0.37,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,1,0,0
F00000OB1H,LF Canlife UK Equity Income C Acc,GBX,3,1,UK Equity Income,3.30628,-0.11,-0.43,8.07,13.8,13.34,0.67,4.17,5.91,0.82,0.0,0.41,244183589.0,22068.91169,3,-1.33,1.14,95.87,18.78,0.1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,C,0,0,1,0,0,0,0
