SecId,Equity_Holding,giant_percent,large_percent,mid_percent,small_percent,micro_percent
F00000OWPG,14.47 Bil,17.76,33.16,39.42,3.41,0
F00000PMU4,14.47 Bil,17.76,33.16,39.42,3.41,0
F00000P326,14.47 Bil,17.76,33.16,39.42,3.41,0
F00000OWPF,14.47 Bil,17.76,33.16,39.42,3.41,0
F00000NJAF,,17.76,33.16,39.42,3.41,0
F00000PUR8,14.47 Bil,17.76,33.16,39.42,3.41,0
F000010KD8,13.58 Bil,7.57,35.12,44.42,7.71,2.29
F00000ZVG6,26.36 Bil,26.7,46.61,24.86,0,0
F00000Q5TN,26.36 Bil,26.7,46.61,24.86,0,0
F0GBR064OL,26.36 Bil,26.7,46.61,24.86,0,0
F00000NULW,26.36 Bil,26.7,46.61,24.86,0,0
F00000YBS8,29.40 Bil,34.92,48.1,15.85,0,0
F0000101MU,29.40 Bil,34.92,48.1,15.85,0,0
F00000V7UX,48.13 Bil,46.71,45.21,7.33,0,0
F00000W14P,3.24 Bil,0,6.73,56.54,31.69,2.22
F0GBR04SGM,56.05 Bil,48.78,39.88,10.74,0,0
F00000S7J5,,,,10.74,0,0
F00000SDL9,56.05 Bil,48.78,39.88,10.74,0,0
F0GBR04SKF,56.05 Bil,48.78,39.88,10.74,0,0
F0GBR04SKI,,,,,,
F0GBR04N92,45.42 Bil,51.29,38.37,9.07,0,0
F00000UE9L,45.42 Bil,51.29,38.37,9.07,0,0
F00000T1HX,45.42 Bil,51.29,38.37,9.07,0,0
F0GBR052DV,45.42 Bil,51.29,38.37,9.07,0,0
F00000T1I7,45.42 Bil,51.29,38.37,9.07,0,0
F000003YD5,37.43 Bil,46.75,39.48,13.02,0.03,0
F00000UDZJ,37.43 Bil,46.75,39.48,13.02,0.03,0
F00000J4XI,38.97 Bil,43.06,40.18,16.05,0.08,0
F00000N9WE,38.97 Bil,43.06,40.18,16.05,0.08,0
F00000S7JE,38.97 Bil,43.06,40.18,16.05,0.08,0
F00000UDY1,38.97 Bil,43.06,40.18,16.05,0.08,0
F00000UE9N,38.97 Bil,43.06,40.18,16.05,0.08,0
F00000ZZ86,39.57 Bil,44.47,41.92,13.12,0,0
F00000X6F9,20.02 Bil,27.82,34.69,36.13,1.02,0
F000000P90,50.55 Bil,46.82,45.54,0,0,0
F00000ZLI0,43.00 Bil,37.18,47.94,12.14,0,0
F00000O8G4,6.84 Bil,5.15,33.25,43.18,16.61,0
F00000O8GA,6.84 Bil,5.15,33.25,43.18,16.61,0
F00000O8G8,6.84 Bil,5.15,33.25,43.18,16.61,0
F00000YBT6,6.04 Bil,5.85,27.67,46.03,20.78,0
F00000Y4KZ,13.39 Bil,17.16,33.65,28.09,10.96,0.85
F00000Y4L0,13.39 Bil,17.16,33.65,28.09,10.96,0.85
F00000Y4KY,13.39 Bil,17.16,33.65,28.09,10.96,0.85
F00000ZF2V,3.10 Bil,0,1.16,60.35,22.06,0
F00000ZF2T,3.10 Bil,0,1.16,60.35,22.06,0
F000011N2M,,0,1.16,60.35,22.06,0
F00000ZF2U,3.10 Bil,0,1.16,60.35,22.06,0
F00000PAPY,36.67 Bil,38.28,33.42,27.62,0,0
F00000Y4IV,,,,,,
F0GBR04W1G,39.25 Bil,51.62,36.53,9.96,0,0.15
F0GBR04DFV,49.65 Bil,56.31,30.41,12.03,0,0
F0GBR06WBS,28.77 Bil,39.86,29.03,24.16,3.15,0
F0GBR05S0Z,,33.74,31.95,23.58,8.09,0.02
F0GBR04RS9,4.80 Bil,0,24.33,60.79,13.88,0
F00000LL2Y,37.04 Bil,37,33.52,8.31,4.99,1.17
