SecId,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F00000JUYT,74.25,44.48,82.05,33.56,24.96,61.7,42.57,5.93,78.31,83.3,32.78,90.03,47.88,23.57,68.8,19.52,17.71,57.3,37,35.82,44.38
F00000JUYU,74.25,44.48,82.05,33.56,24.96,61.7,42.57,5.93,78.31,83.3,32.78,90.03,47.88,23.57,68.8,19.52,17.71,57.3,37,35.82,44.38
F0GBR052U8,70.09,43.38,85.4,47.54,24.95,60.52,39.24,14.35,77.5,84.31,35.46,92.15,36.03,15.55,55.73,15.08,14.18,63.81,34.9,32.53,55.21
0P0000LYIV,70.09,43.38,85.4,47.54,24.95,60.52,39.24,14.35,77.5,84.31,35.46,92.15,36.03,15.55,55.73,15.08,14.18,63.81,34.9,32.53,55.21
0P00001A0M,70.09,43.38,85.4,47.54,24.95,60.52,39.24,14.35,77.5,84.31,35.46,92.15,36.03,15.55,55.73,15.08,14.18,63.81,34.9,32.53,55.21
F00000OV1C,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F0GBR06MIL,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F00000OTNG,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F00000PC3G,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F0000045M1,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F0GBR06MIK,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F00000Q3YK,73.19,11.16,73.19,88.25,67.16,97.38,8.36,3.07,95.9,76.46,12.79,86.96,11.35,1,24.91,76.15,16.19,92.52,11.63,7.15,16.3
F00000QHCO,73.19,11.16,73.19,88.25,67.16,97.38,8.36,3.07,95.9,76.46,12.79,86.96,11.35,1,24.91,76.15,16.19,92.52,11.63,7.15,16.3
F000000RDD,73.19,11.16,73.19,88.25,67.16,97.38,8.36,3.07,95.9,76.46,12.79,86.96,11.35,1,24.91,76.15,16.19,92.52,11.63,7.15,16.3
F00000M89N,67.99,15.47,68.1,63.8,41.7,92.12,79.78,4.61,87.92,86.11,20.61,89.77,10.09,7.43,41.08,19.08,9.26,46.75,29.12,26.52,36.89
F0GBR04S4D,3.71,2.16,7.47,93.21,84.54,98.38,22.62,6.77,84.19,10.58,3.45,14.23,37.68,18.04,81.84,79.49,36.67,86.91,52.5,42.49,54.53
F00000O4Y5,3.71,2.16,7.47,93.21,84.54,98.38,22.62,6.77,84.19,10.58,3.45,14.23,37.68,18.04,81.84,79.49,36.67,86.91,52.5,42.49,54.53
F00000WVAJ,3.71,2.16,7.47,93.21,84.54,98.38,22.62,6.77,84.19,10.58,3.45,14.23,37.68,18.04,81.84,79.49,36.67,86.91,52.5,42.49,54.53
F000002SDO,75.82,73.59,97.6,17.88,3.51,18.57,61.49,23.86,92.18,55.07,27.01,84.72,83.74,41.83,97.18,44.18,26.48,69.65,66.81,32.66,66.81
F00000PLW7,75.82,73.59,97.6,17.88,3.51,18.57,61.49,23.86,92.18,55.07,27.01,84.72,83.74,41.83,97.18,44.18,26.48,69.65,66.81,32.66,66.81
F000000F6R,67.74,62.48,90.4,53.22,23.09,64.72,26.93,10.47,84.14,75.78,61.41,86.02,37.65,34.14,85.61,35.27,16.54,50.34,69.01,50.43,72.71
F000000JV4,67.74,62.48,90.4,53.22,23.09,64.72,26.93,10.47,84.14,75.78,61.41,86.02,37.65,34.14,85.61,35.27,16.54,50.34,69.01,50.43,72.71
F000010B5W,67.74,62.48,90.4,53.22,23.09,64.72,26.93,10.47,84.14,75.78,61.41,86.02,37.65,34.14,85.61,35.27,16.54,50.34,69.01,50.43,72.71
F0000139KC,35.68,30.74,49.52,71.65,51.63,76.25,31.74,10,62.61,63.79,43.44,74.58,39.41,32.54,89.91,24.99,23.69,69.05,44.53,44.53,62.32
F0000139KE,35.68,30.74,49.52,71.65,51.63,76.25,31.74,10,62.61,63.79,43.44,74.58,39.41,32.54,89.91,24.99,23.69,69.05,44.53,44.53,62.32
F0000139KD,35.68,30.74,49.52,71.65,51.63,76.25,31.74,10,62.61,63.79,43.44,74.58,39.41,32.54,89.91,24.99,23.69,69.05,44.53,44.53,62.32
F0000139KF,35.68,30.74,49.52,71.65,51.63,76.25,31.74,10,62.61,63.79,43.44,74.58,39.41,32.54,89.91,24.99,23.69,69.05,44.53,44.53,62.32
F0000000K1,5.39,4.43,14.07,92.64,87.93,98.04,35.68,8.99,89.5,25.4,9.6,42.66,30.24,12.56,79.49,75.52,43,88.11,44.72,35.95,46.31
F000000JV5,5.39,4.43,14.07,92.64,87.93,98.04,35.68,8.99,89.5,25.4,9.6,42.66,30.24,12.56,79.49,75.52,43,88.11,44.72,35.95,46.31
F0000000K2,5.39,4.43,14.07,92.64,87.93,98.04,35.68,8.99,89.5,25.4,9.6,42.66,30.24,12.56,79.49,75.52,43,88.11,44.72,35.95,46.31
F00000W7F4,5.39,4.43,14.07,92.64,87.93,98.04,35.68,8.99,89.5,25.4,9.6,42.66,30.24,12.56,79.49,75.52,43,88.11,44.72,35.95,46.31
F00000VW7T,5.39,4.43,14.07,92.64,87.93,98.04,35.68,8.99,89.5,25.4,9.6,42.66,30.24,12.56,79.49,75.52,43,88.11,44.72,35.95,46.31
F00000WEDC,5.39,4.43,14.07,92.64,87.93,98.04,35.68,8.99,89.5,25.4,9.6,42.66,30.24,12.56,79.49,75.52,43,88.11,44.72,35.95,46.31
F00000P8AJ,5.39,4.43,14.07,92.64,87.93,98.04,35.68,8.99,89.5,25.4,9.6,42.66,30.24,12.56,79.49,75.52,43,88.11,44.72,35.95,46.31
F00000UQKS,75.31,24.87,76.44,43.95,37.76,70.6,45.75,24.44,82.64,71.95,30.94,81.45,50.24,31.79,70.69,28.5,23.17,72.16,60.32,58.93,80.95
F00000U3S4,75.31,24.87,76.44,43.95,37.76,70.6,45.75,24.44,82.64,71.95,30.94,81.45,50.24,31.79,70.69,28.5,23.17,72.16,60.32,58.93,80.95
F0000000K4,3.87,2.6,9.12,92.19,85.32,97.76,21.79,8.58,87.08,9.15,4.18,14.17,43.31,18.47,88.71,78.45,29.62,83.67,58.33,47.98,59.05
F000000JV6,3.87,2.6,9.12,92.19,85.32,97.76,21.79,8.58,87.08,9.15,4.18,14.17,43.31,18.47,88.71,78.45,29.62,83.67,58.33,47.98,59.05
F0000000K6,3.87,2.6,9.12,92.19,85.32,97.76,21.79,8.58,87.08,9.15,4.18,14.17,43.31,18.47,88.71,78.45,29.62,83.67,58.33,47.98,59.05
F00000O26J,3.87,2.6,9.12,92.19,85.32,97.76,21.79,8.58,87.08,9.15,4.18,14.17,43.31,18.47,88.71,78.45,29.62,83.67,58.33,47.98,59.05
F00000QIXJ,3.87,2.6,9.12,92.19,85.32,97.76,21.79,8.58,87.08,9.15,4.18,14.17,43.31,18.47,88.71,78.45,29.62,83.67,58.33,47.98,59.05
F00000ZEAH,3.87,2.6,9.12,92.19,85.32,97.76,21.79,8.58,87.08,9.15,4.18,14.17,43.31,18.47,88.71,78.45,29.62,83.67,58.33,47.98,59.05
F00000PWRH,3.86,2.38,9.5,91.34,84.22,97.59,22.15,8.18,85.78,10.09,4.97,17.25,44.82,20.54,89.39,79.32,29.08,84.92,71.72,59.8,75.95
F00000PWRI,3.86,2.38,9.5,91.34,84.22,97.59,22.15,8.18,85.78,10.09,4.97,17.25,44.82,20.54,89.39,79.32,29.08,84.92,71.72,59.8,75.95
F00000PWRK,3.86,2.38,9.5,91.34,84.22,97.59,22.15,8.18,85.78,10.09,4.97,17.25,44.82,20.54,89.39,79.32,29.08,84.92,71.72,59.8,75.95
F00000W7F5,3.86,2.38,9.5,91.34,84.22,97.59,22.15,8.18,85.78,10.09,4.97,17.25,44.82,20.54,89.39,79.32,29.08,84.92,71.72,59.8,75.95
F00000VCZR,3.86,2.38,9.5,91.34,84.22,97.59,22.15,8.18,85.78,10.09,4.97,17.25,44.82,20.54,89.39,79.32,29.08,84.92,71.72,59.8,75.95
F00000V4O5,3.86,2.38,9.5,91.34,84.22,97.59,22.15,8.18,85.78,10.09,4.97,17.25,44.82,20.54,89.39,79.32,29.08,84.92,71.72,59.8,75.95
F00000PWRY,3.86,2.38,9.5,91.34,84.22,97.59,22.15,8.18,85.78,10.09,4.97,17.25,44.82,20.54,89.39,79.32,29.08,84.92,71.72,59.8,75.95
F00000JPQM,3.87,2.6,9.12,92.19,85.32,97.76,21.79,8.58,87.08,9.15,4.18,14.17,43.31,18.47,88.71,78.45,29.62,83.67,58.33,47.98,59.05
F00000ZOT1,19.31,5.64,21.92,85.36,75.36,97.04,20.22,4.33,63.11,28.5,12.4,49.35,33.54,15.28,43.4,20.15,10.68,60.81,26.58,20.81,31.07
F0000043SB,19.38,5.69,22.31,91.04,85.46,97.68,13.68,2.94,87.41,25.5,6.13,25.5,23.83,6.15,27.63,33.94,20.63,82.75,14.66,9.09,16.28
F0000043SC,19.38,5.69,22.31,91.04,85.46,97.68,13.68,2.94,87.41,25.5,6.13,25.5,23.83,6.15,27.63,33.94,20.63,82.75,14.66,9.09,16.28
F00000X30H,19.38,5.69,22.31,91.04,85.46,97.68,13.68,2.94,87.41,25.5,6.13,25.5,23.83,6.15,27.63,33.94,20.63,82.75,14.66,9.09,16.28
F00000OC95,19.38,5.69,22.31,91.04,85.46,97.68,13.68,2.94,87.41,25.5,6.13,25.5,23.83,6.15,27.63,33.94,20.63,82.75,14.66,9.09,16.28
FOGBR05KEJ,70.09,43.38,85.4,47.54,24.95,60.52,39.24,14.35,77.5,84.31,35.46,92.15,36.03,15.55,55.73,15.08,14.18,63.81,34.9,32.53,55.21
0P00006CWC,70.09,43.38,85.4,47.54,24.95,60.52,39.24,14.35,77.5,84.31,35.46,92.15,36.03,15.55,55.73,15.08,14.18,63.81,34.9,32.53,55.21
F00000ZHOD,70.09,43.38,85.4,47.54,24.95,60.52,39.24,14.35,77.5,84.31,35.46,92.15,36.03,15.55,55.73,15.08,14.18,63.81,34.9,32.53,55.21
F000013IQ0,70.09,43.38,85.4,47.54,24.95,60.52,39.24,14.35,77.5,84.31,35.46,92.15,36.03,15.55,55.73,15.08,14.18,63.81,34.9,32.53,55.21
F00000J84S,56.86,29.22,79.5,23.46,11.82,51.04,85.52,12.95,90.27,20.88,14.84,84.96,83.52,37.77,94.85,68.71,48,86.52,72.35,52.25,76.28
F000002MYQ,78.29,76.86,98.2,13.61,3.04,14.88,59.56,25.4,91.69,41.56,41.56,88.77,82.33,47.27,96.14,37.22,22.91,64.12,67.22,42.17,67.22
F000002MYR,78.29,76.86,98.2,13.61,3.04,14.88,59.56,25.4,91.69,41.56,41.56,88.77,82.33,47.27,96.14,37.22,22.91,64.12,67.22,42.17,67.22
F000002MYS,78.29,76.86,98.2,13.61,3.04,14.88,59.56,25.4,91.69,41.56,41.56,88.77,82.33,47.27,96.14,37.22,22.91,64.12,67.22,42.17,67.22
F00000ZLTS,78.29,76.86,98.2,13.61,3.04,14.88,59.56,25.4,91.69,41.56,41.56,88.77,82.33,47.27,96.14,37.22,22.91,64.12,67.22,42.17,67.22
F00000W7F6,78.29,76.86,98.2,13.61,3.04,14.88,59.56,25.4,91.69,41.56,41.56,88.77,82.33,47.27,96.14,37.22,22.91,64.12,67.22,42.17,67.22
F00000J84V,56.86,29.22,79.5,23.46,11.82,51.04,85.52,12.95,90.27,20.88,14.84,84.96,83.52,37.77,94.85,68.71,48,86.52,72.35,52.25,76.28
F00000J71C,56.86,29.22,79.5,23.46,11.82,51.04,85.52,12.95,90.27,20.88,14.84,84.96,83.52,37.77,94.85,68.71,48,86.52,72.35,52.25,76.28
F00000PAO2,56.86,29.22,79.5,23.46,11.82,51.04,85.52,12.95,90.27,20.88,14.84,84.96,83.52,37.77,94.85,68.71,48,86.52,72.35,52.25,76.28
F0GBR04SJW,8.78,4.04,36.18,87.03,49.11,96.06,77.59,4.86,84.38,22.16,6.93,29.57,63.16,33.15,90.64,83.5,51.1,89.65,67.47,36.62,71.6
FOGBR05LNS,8.78,4.04,36.18,87.03,49.11,96.06,77.59,4.86,84.38,22.16,6.93,29.57,63.16,33.15,90.64,83.5,51.1,89.65,67.47,36.62,71.6
F00000PAP8,8.78,4.04,36.18,87.03,49.11,96.06,77.59,4.86,84.38,22.16,6.93,29.57,63.16,33.15,90.64,83.5,51.1,89.65,67.47,36.62,71.6
F0GBR04AWZ,13.35,4.84,58.13,84.64,24.62,96.98,77.8,7.28,87.97,17.15,6.81,67.69,54.35,28.22,93.91,76.89,51.09,89.22,65.88,35.64,68.76
F00000Q7RF,13.35,4.84,58.13,84.64,24.62,96.98,77.8,7.28,87.97,17.15,6.81,67.69,54.35,28.22,93.91,76.89,51.09,89.22,65.88,35.64,68.76
F00000HH48,13.35,4.84,58.13,84.64,24.62,96.98,77.8,7.28,87.97,17.15,6.81,67.69,54.35,28.22,93.91,76.89,51.09,89.22,65.88,35.64,68.76
F000001VR4,13.35,4.84,58.13,84.64,24.62,96.98,77.8,7.28,87.97,17.15,6.81,67.69,54.35,28.22,93.91,76.89,51.09,89.22,65.88,35.64,68.76
F0GBR052CJ,23.64,19.66,37.11,64.99,47.75,77.49,23.95,13.68,85.54,19.34,17.15,73.68,48.63,17.54,72.74,65.52,25.6,76.91,67.97,49.88,74.92
F0GBR052CK,23.64,19.66,37.11,64.99,47.75,77.49,23.95,13.68,85.54,19.34,17.15,73.68,48.63,17.54,72.74,65.52,25.6,76.91,67.97,49.88,74.92
F000001GEN,23.91,15.16,40.1,66.38,56.36,86.88,40.69,9.54,77.63,21.99,16.43,89.96,46.5,28.22,86.13,67.47,31,79.94,67.42,54.04,75.2
F000001XHP,23.91,15.16,40.1,66.38,56.36,86.88,40.69,9.54,77.63,21.99,16.43,89.96,46.5,28.22,86.13,67.47,31,79.94,67.42,54.04,75.2
F00000XH8D,23.91,15.16,40.1,66.38,56.36,86.88,40.69,9.54,77.63,21.99,16.43,89.96,46.5,28.22,86.13,67.47,31,79.94,67.42,54.04,75.2
F000001GEQ,23.91,15.16,40.1,66.38,56.36,86.88,40.69,9.54,77.63,21.99,16.43,89.96,46.5,28.22,86.13,67.47,31,79.94,67.42,54.04,75.2
F000000LQ3,10.66,2.36,20.16,86.61,86.14,96.67,12.86,2.36,80.13,16.6,3.87,19.09,23.46,7.39,34.75,77.35,54.7,95.63,13.73,8.57,14.02
F000001XHM,10.66,2.36,20.16,86.61,86.14,96.67,12.86,2.36,80.13,16.6,3.87,19.09,23.46,7.39,34.75,77.35,54.7,95.63,13.73,8.57,14.02
F00000XH8E,10.66,2.36,20.16,86.61,86.14,96.67,12.86,2.36,80.13,16.6,3.87,19.09,23.46,7.39,34.75,77.35,54.7,95.63,13.73,8.57,14.02
F000000LQ4,10.66,2.36,20.16,86.61,86.14,96.67,12.86,2.36,80.13,16.6,3.87,19.09,23.46,7.39,34.75,77.35,54.7,95.63,13.73,8.57,14.02
F000001XHN,10.66,2.36,20.16,86.61,86.14,96.67,12.86,2.36,80.13,16.6,3.87,19.09,23.46,7.39,34.75,77.35,54.7,95.63,13.73,8.57,14.02
F0000100W5,81.34,74.97,92.25,38.71,21,48.46,56.07,53.12,93.31,76.42,54.13,88.12,33.13,22.09,73.38,21.62,17.19,42.04,39.83,35.22,44.11
F00000Q20H,81.22,79.07,97.08,63.97,8.06,74.72,18.05,18.05,98.39,67.17,58.57,88.93,25.55,9.19,63.96,17.05,14.07,38.44,34.57,27.08,49.68
F0000100W9,81.22,79.07,97.08,63.97,8.06,74.72,18.05,18.05,98.39,67.17,58.57,88.93,25.55,9.19,63.96,17.05,14.07,38.44,34.57,27.08,49.68
F00000LYE7,67.99,15.47,68.1,63.8,41.7,92.12,79.78,4.61,87.92,86.11,20.61,89.77,10.09,7.43,41.08,19.08,9.26,46.75,29.12,26.52,36.89
F00000PC3C,67.99,15.47,68.1,63.8,41.7,92.12,79.78,4.61,87.92,86.11,20.61,89.77,10.09,7.43,41.08,19.08,9.26,46.75,29.12,26.52,36.89
F00000LYE8,67.99,15.47,68.1,63.8,41.7,92.12,79.78,4.61,87.92,86.11,20.61,89.77,10.09,7.43,41.08,19.08,9.26,46.75,29.12,26.52,36.89
F00000LYE9,67.99,15.47,68.1,63.8,41.7,92.12,79.78,4.61,87.92,86.11,20.61,89.77,10.09,7.43,41.08,19.08,9.26,46.75,29.12,26.52,36.89
F00000ZZS6,79.65,24.71,79.65,75.26,55.06,89.25,22.32,4.84,91.86,80.86,33.88,89.51,18.07,3.61,33.79,28.84,9.49,46.53,22.39,20.84,33.63
F00000ZZS7,79.65,24.71,79.65,75.26,55.06,89.25,22.32,4.84,91.86,80.86,33.88,89.51,18.07,3.61,33.79,28.84,9.49,46.53,22.39,20.84,33.63
F00000JRPL,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F00000PC3E,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F00000QG19,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F00000PC3F,77.03,9.83,77.03,76.52,30.29,94.27,19.16,4.67,92.44,85.82,20.62,90.93,20.36,3.59,36.95,19.51,5.8,33.14,26.31,24.43,34.51
F00000VJPH,78.29,76.86,98.2,13.61,3.04,14.88,59.56,25.4,91.69,41.56,41.56,88.77,82.33,47.27,96.14,37.22,22.91,64.12,67.22,42.17,67.22
F00000SYCN,78.29,76.86,98.2,13.61,3.04,14.88,59.56,25.4,91.69,41.56,41.56,88.77,82.33,47.27,96.14,37.22,22.91,64.12,67.22,42.17,67.22
F00000OY8C,19.66,11.88,33.43,75.45,71.43,94.39,23.18,10.55,96.01,33.51,11.78,40.82,45.72,14.89,89.18,51.33,20.76,72.59,43.53,39.88,52.79
F00000OY8D,19.66,11.88,33.43,75.45,71.43,94.39,23.18,10.55,96.01,33.51,11.78,40.82,45.72,14.89,89.18,51.33,20.76,72.59,43.53,39.88,52.79
F00000LKRF,26.61,21.63,61.8,53.65,27.59,79.66,10.34,2.64,95.98,52.5,30.29,90.88,15.6,5.33,25.72,92.87,65.83,97.67,20.4,14.77,22.81
F00000PXNQ,26.61,21.63,61.8,53.65,27.59,79.66,10.34,2.64,95.98,52.5,30.29,90.88,15.6,5.33,25.72,92.87,65.83,97.67,20.4,14.77,22.81
F00000WT8Z,26.61,21.63,61.8,53.65,27.59,79.66,10.34,2.64,95.98,52.5,30.29,90.88,15.6,5.33,25.72,92.87,65.83,97.67,20.4,14.77,22.81
F00000LKIG,26.61,21.63,61.8,53.65,27.59,79.66,10.34,2.64,95.98,52.5,30.29,90.88,15.6,5.33,25.72,92.87,65.83,97.67,20.4,14.77,22.81
F00000Y4U4,37.96,33.79,71.88,57.28,32.83,83.17,10.91,3.86,98.18,80.45,69.4,93.7,20.27,4.8,28.44,94.62,88.4,99.18,12.37,8.8,14.88
F00000U5XR,37.96,33.79,71.88,57.28,32.83,83.17,10.91,3.86,98.18,80.45,69.4,93.7,20.27,4.8,28.44,94.62,88.4,99.18,12.37,8.8,14.88
F00000V91N,37.96,33.79,71.88,57.28,32.83,83.17,10.91,3.86,98.18,80.45,69.4,93.7,20.27,4.8,28.44,94.62,88.4,99.18,12.37,8.8,14.88
F00000Y8IA,37.96,33.79,71.88,57.28,32.83,83.17,10.91,3.86,98.18,80.45,69.4,93.7,20.27,4.8,28.44,94.62,88.4,99.18,12.37,8.8,14.88
F00000N7ZW,14.45,12.87,39.84,85.45,45.03,86.04,82.4,26.69,92.96,33.18,11.79,59.53,89.16,31.34,91.71,80.83,48.81,89.53,43.68,30.47,45.65
F000014XX2,96.51,47.1,96.51,43.99,15.4,87.05,6.87,1,81.29,73.35,31.59,84.65,26.89,10.67,65.01,16.65,15.8,60.3,34.28,23.51,39.53
F000003U74,96.51,47.1,96.51,43.99,15.4,87.05,6.87,1,81.29,73.35,31.59,84.65,26.89,10.67,65.01,16.65,15.8,60.3,34.28,23.51,39.53
F0GBR04INV,96.51,47.1,96.51,43.99,15.4,87.05,6.87,1,81.29,73.35,31.59,84.65,26.89,10.67,65.01,16.65,15.8,60.3,34.28,23.51,39.53
F0GBR04RUS,9.8,4.29,35.47,85.31,48.6,96.03,25.4,4.87,84.33,17.72,7.16,30.37,83.68,33.17,91.38,83.54,51.43,89.49,70.79,36.67,70.79
F0000045EX,9.8,4.29,35.47,85.31,48.6,96.03,25.4,4.87,84.33,17.72,7.16,30.37,83.68,33.17,91.38,83.54,51.43,89.49,70.79,36.67,70.79
F000000216,9.8,4.29,35.47,85.31,48.6,96.03,25.4,4.87,84.33,17.72,7.16,30.37,83.68,33.17,91.38,83.54,51.43,89.49,70.79,36.67,70.79
F000000NTM,16.08,14.35,32.74,70.74,50.23,83.43,57.28,8.91,61.96,27.77,27.77,78.23,46.55,21.06,72.03,45.55,23.92,67.49,51.6,34.15,51.6
F00000OPVB,16.08,14.35,32.74,70.74,50.23,83.43,57.28,8.91,61.96,27.77,27.77,78.23,46.55,21.06,72.03,45.55,23.92,67.49,51.6,34.15,51.6
F000000NTL,16.08,14.35,32.74,70.74,50.23,83.43,57.28,8.91,61.96,27.77,27.77,78.23,46.55,21.06,72.03,45.55,23.92,67.49,51.6,34.15,51.6
F0GBR04RYO,23.26,17.17,48.89,71.8,39.46,72.43,46.69,14.3,85.16,23.71,13.44,79.94,52.94,29.52,81.86,54.35,22.98,71.19,73,55.72,77.35
F00000OPTJ,23.26,17.17,48.89,71.8,39.46,72.43,46.69,14.3,85.16,23.71,13.44,79.94,52.94,29.52,81.86,54.35,22.98,71.19,73,55.72,77.35
F0GBR04RYM,23.26,17.17,48.89,71.8,39.46,72.43,46.69,14.3,85.16,23.71,13.44,79.94,52.94,29.52,81.86,54.35,22.98,71.19,73,55.72,77.35
F000002KQ5,53.93,34.61,64.22,30.89,15.84,41.37,50.37,10.98,58.22,37.98,20.22,63.74,84.01,33.24,96.02,34.97,22.79,70.94,71.6,46.07,72.75
F00000Q8S8,53.93,34.61,64.22,30.89,15.84,41.37,50.37,10.98,58.22,37.98,20.22,63.74,84.01,33.24,96.02,34.97,22.79,70.94,71.6,46.07,72.75
F00000OPTK,53.93,34.61,64.22,30.89,15.84,41.37,50.37,10.98,58.22,37.98,20.22,63.74,84.01,33.24,96.02,34.97,22.79,70.94,71.6,46.07,72.75
F000002KQ6,53.93,34.61,64.22,30.89,15.84,41.37,50.37,10.98,58.22,37.98,20.22,63.74,84.01,33.24,96.02,34.97,22.79,70.94,71.6,46.07,72.75
F00000WCNE,13.45,2.75,21.43,88.18,87.67,97.26,19.16,2.45,85.45,21.79,7.77,37.72,25.37,10.08,57.82,92.24,77.95,97.75,13.03,8.71,13.46
F00000WCNF,13.45,2.75,21.43,88.18,87.67,97.26,19.16,2.45,85.45,21.79,7.77,37.72,25.37,10.08,57.82,92.24,77.95,97.75,13.03,8.71,13.46
F00000WCND,13.45,2.75,21.43,88.18,87.67,97.26,19.16,2.45,85.45,21.79,7.77,37.72,25.37,10.08,57.82,92.24,77.95,97.75,13.03,8.71,13.46
F00000VF5A,52.26,45.54,76.04,32.74,24.63,46.71,51.14,20.62,67.46,26.73,23.62,54.51,76.78,50.67,94.12,53.98,24.44,58,77.43,62.18,79.47
F00000XKW9,52.26,45.54,76.04,32.74,24.63,46.71,51.14,20.62,67.46,26.73,23.62,54.51,76.78,50.67,94.12,53.98,24.44,58,77.43,62.18,79.47
F00000W9RL,26.57,14.14,75.31,32.62,32.62,83.82,84.64,5.18,98.08,33.98,19.63,64.78,82.86,24.53,97.99,75.15,36.22,91.35,16.04,14.16,19.06
F00000W9RN,26.57,14.14,75.31,32.62,32.62,83.82,84.64,5.18,98.08,33.98,19.63,64.78,82.86,24.53,97.99,75.15,36.22,91.35,16.04,14.16,19.06
F000014J0X,26.57,14.14,75.31,32.62,32.62,83.82,84.64,5.18,98.08,33.98,19.63,64.78,82.86,24.53,97.99,75.15,36.22,91.35,16.04,14.16,19.06
F0GBR04EAC,10.32,1,35.34,90.95,86.04,98.89,19.79,3.19,79.56,12.95,5.25,19.33,27.19,4.09,38.59,88.45,68.9,96.45,12.61,7.55,14.16
F00000P8DK,10.32,1,35.34,90.95,86.04,98.89,19.79,3.19,79.56,12.95,5.25,19.33,27.19,4.09,38.59,88.45,68.9,96.45,12.61,7.55,14.16
F0000000QC,50.88,7.6,50.88,67.55,57.25,95.92,64.92,7.58,90.01,35.55,24.84,84.83,54.59,18.17,67.23,47.6,22.79,86.6,59.57,27.86,67.63
F0GBR04FJH,50.88,7.6,50.88,67.55,57.25,95.92,64.92,7.58,90.01,35.55,24.84,84.83,54.59,18.17,67.23,47.6,22.79,86.6,59.57,27.86,67.63
F0000000QF,56.6,45.59,93.53,60.47,10.83,68.65,54.83,23.43,97.65,62.96,58.11,90.79,80.22,22.32,84.03,42.91,11.1,68.57,74.42,42.9,81.4
F0GBR04JU9,56.6,45.59,93.53,60.47,10.83,68.65,54.83,23.43,97.65,62.96,58.11,90.79,80.22,22.32,84.03,42.91,11.1,68.57,74.42,42.9,81.4
F0GBR04S2B,61.42,7.82,66.61,63.9,57.54,95.99,64.34,7.7,93.18,62.56,26.28,74.7,63.76,19.68,76.07,36.94,27.28,83.41,76.47,31.18,76.96
F00000P7E5,33.87,25.05,56.68,54.06,42.33,66.72,50.8,18.35,76.02,54.89,22.81,64.28,86.18,41.22,93.69,67.05,30.35,86.34,85.54,79.86,89.91
F0GBR04SH0,73.01,62.46,84.16,35.31,31.39,55.49,25.98,8.33,78.31,44.99,33.23,82.24,48.55,33.58,88.38,47.08,14.52,67.64,56.07,49.37,67.15
F0GBR04SKV,73.01,62.46,84.16,35.31,31.39,55.49,25.98,8.33,78.31,44.99,33.23,82.24,48.55,33.58,88.38,47.08,14.52,67.64,56.07,49.37,67.15
F0GBR05WSI,62.71,57.77,77.9,27.08,16.21,36.24,50.7,22.02,73.4,59.54,41.61,70.76,71.37,46.07,91.59,46.82,27.72,62.9,73.68,69.83,83.77
F000002JXQ,62.71,57.77,77.9,27.08,16.21,36.24,50.7,22.02,73.4,59.54,41.61,70.76,71.37,46.07,91.59,46.82,27.72,62.9,73.68,69.83,83.77
F0GBR04SGT,69.47,62.29,84.64,27.46,14.92,47.31,38.17,12.9,70.69,38.94,29.6,75.81,56.97,40.05,85.4,40.78,22.69,72.73,50.1,47.56,74.88
F0GBR06K35,69.47,62.29,84.64,27.46,14.92,47.31,38.17,12.9,70.69,38.94,29.6,75.81,56.97,40.05,85.4,40.78,22.69,72.73,50.1,47.56,74.88
F000010098,19.66,11.88,33.43,75.45,71.43,94.39,23.18,10.55,96.01,33.51,11.78,40.82,45.72,14.89,89.18,51.33,20.76,72.59,43.53,39.88,52.79
