SecId,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Top3_sector_percent,Top5_sector_percent
F0GBR0508Q,78,11,24,127,59.83,83.19
F00000PPN1,78,11,24,127,59.83,83.19
F0GBR06XFS,31,11,50,309,77.25,99.01
0P000015GT,31,11,50,309,77.25,99.01
F0GBR06XFQ,31,11,50,309,77.25,99.01
0P000015GS,31,11,50,309,77.25,99.01
F00000OXIF,31,11,50,309,77.25,99.01
0P00017IW6,31,11,50,309,77.25,99.01
0P00017IW8,31,11,50,309,77.25,99.01
F00000WALO,57,10,27,\u2014,53.79,77.15
F00000WALM,57,10,27,\u2014,53.79,77.15
F00000WALQ,57,10,27,\u2014,53.79,77.15
F00000VH4P,46,11,34,\u2014,62.22,83.54
F00000VH4K,46,11,34,\u2014,62.22,83.54
F00000YCGU,60,20,26,42.99,57.63,77.67
F00000YCGW,60,20,26,42.99,57.63,77.67
F00000YCGZ,60,20,26,42.99,57.63,77.67
F0GBR04AQH,55,32,50,-11.03,70.73,89.25
F0GBR06D0F,55,32,50,-11.03,70.73,89.25
F00000T90B,55,32,50,-11.03,70.73,89.25
F00000W76V,62,26,40,-5.69,69.76,91.45
F00000W76Y,62,26,40,-5.69,69.76,91.45
F00000W76Z,62,26,40,-5.69,69.76,91.45
F00000W770,62,26,40,-5.69,69.76,91.45
F0GBR04AOD,69,19,35,165.65,50.75,74.08
F00000OMR0,69,19,35,165.65,50.75,74.08
F00000SIXB,69,19,35,165.65,50.75,74.08
F00000GZXH,74,32,30,269.98,50.5,73.25
F0GBR04AO3,74,32,30,269.98,50.5,73.25
F000002A2E,74,32,30,269.98,50.5,73.25
F00000460E,74,32,30,269.98,50.5,73.25
F00000SD9V,66,26,26,70.12,48.65,71.01
F00000LL8V,66,26,26,70.12,48.65,71.01
F0GBR04AOG,66,26,26,70.12,48.65,71.01
F00000VGVI,138,30,25,96.13,38.7,58.75
F00000Z2BK,138,30,25,96.13,38.7,58.75
F00000VA4Q,138,30,25,96.13,38.7,58.75
F00000W6X2,138,30,25,96.13,38.7,58.75
F00000LNV7,100,34,11,156.71,45.52,67.83
F00000W5L2,100,34,11,156.71,45.52,67.83
F00000LNV8,100,34,11,156.71,45.52,67.83
F00000W5L4,100,34,11,156.71,45.52,67.83
F00000LMJC,100,34,11,156.71,45.52,67.83
F00000W5V3,100,34,11,156.71,45.52,67.83
F00000S97S,168,77,33,19.13,47.12,71.04
F00000OSEJ,168,77,33,19.13,47.12,71.04
F00000OEST,168,77,33,19.13,47.12,71.04
F00000PUHM,168,77,33,19.13,47.12,71.04
F00000OEPM,31,15,59,-18.12,53.27,73.67
F00000W6KO,31,15,59,-18.12,53.27,73.67
F00000LL8U,77,36,22,40.08,58.88,81.73
F0GBR055TK,77,36,22,40.08,58.88,81.73
F00000V3EE,77,36,22,40.08,58.88,81.73
F00000LJ0N,38,14,56,25.15,67.93,91.33
F00000WB73,38,14,56,25.15,67.93,91.33
F00000LJ0M,38,14,56,25.15,67.93,91.33
F00000WB74,38,14,56,25.15,67.93,91.33
F00000LNW5,37,25,43,16.06,53.85,75.82
F0GBR04HMG,37,25,43,16.06,53.85,75.82
F00000WHGI,37,25,43,16.06,53.85,75.82
F00000OWPE,58,12,37,50.08,71.44,90.4
F00000OWPG,58,12,37,50.08,71.44,90.4
F00000PMU4,58,12,37,50.08,71.44,90.4
F00000P326,58,12,37,50.08,71.44,90.4
F00000OWPF,58,12,37,50.08,71.44,90.4
F00000NJAF,58,12,37,50.08,71.44,90.4
F00000PUR8,58,12,37,50.08,71.44,90.4
F000010KD8,39,1,26,\u2014,97.56,100
F00000ZVG6,106,16,23,94.48,49.64,73.61
F00000Q5TN,106,16,23,94.48,49.64,73.61
F0GBR064OL,106,16,23,94.48,49.64,73.61
F00000NULW,106,16,23,94.48,49.64,73.61
F00000YBS8,91,3,26,\u2014,44.01,70.84
F0000101MU,91,3,26,\u2014,44.01,70.84
F00000V7UX,52,1,32,\u2014,43.95,69.53
F00000W14P,107,1,17,\u2014,62.74,81.57
F0GBR04SGM,439,5,18,-28,44.35,68.34
F00000S7J5,439,5,18,-28,44.35,68.34
F00000SDL9,439,5,18,-28,44.35,68.34
F0GBR04SKF,439,5,18,-28,44.35,68.34
F0GBR04SKI,439,5,18,-28,44.35,68.34
F0GBR04N92,249,1,24,-32,45.31,67.48
F00000UE9L,249,1,24,-32,45.31,67.48
F00000T1HX,249,1,24,-32,45.31,67.48
F0GBR052DV,249,1,24,-32,45.31,67.48
F00000T1I7,249,1,24,-32,45.31,67.48
F000003YD5,468,4,21,4,47.21,68.92
F00000UDZJ,468,4,21,4,47.21,68.92
F00000J4XI,545,5,17,4,44.73,67.73
F00000N9WE,545,5,17,4,44.73,67.73
F00000S7JE,545,5,17,4,44.73,67.73
F00000UDY1,545,5,17,4,44.73,67.73
F00000UE9N,545,5,17,4,44.73,67.73
F00000ZZ86,236,1,23,\u2014,42.28,64.72
F00000X6F9,118,8,27,\u2014,58.71,78.72
F000000P90,29,26,41,994.65,53.58,76.08
F00000ZLI0,49,2,33,14.44,48.75,73.69
F00000O8G4,31,16,51,\u2014,74.43,86.89
F00000O8GA,31,16,51,\u2014,74.43,86.89
F00000O8G8,31,16,51,\u2014,74.43,86.89
F00000YBT6,32,9,50,\u2014,74.02,85.66
F00000Y4KZ,87,12,26,\u2014,60.97,83.31
F00000Y4L0,87,12,26,\u2014,60.97,83.31
F00000Y4KY,87,12,26,\u2014,60.97,83.31
F00000ZF2V,57,7,25,\u2014,58.26,80.03
F00000ZF2T,57,7,25,\u2014,58.26,80.03
F000011N2M,57,7,25,\u2014,58.26,80.03
F00000ZF2U,57,7,25,\u2014,58.26,80.03
F00000PAPY,30,11,44,-22.39,59.71,90.75
F00000Y4IV,50,12,39,27.25,62.88,83.39
F0GBR04W1G,71,0,29,128.52,46.58,72.02
F0GBR04DFV,48,6,39,100,46.35,69.85
F0GBR06WBS,90,44,26,217.05,60.15,76.72
F0GBR05S0Z,189,71,27,70.88,62.74,83.81
F0GBR04RS9,78,11,24,127,59.83,83.19
F00000LL2Y,168,77,33,19.13,47.12,71.04
