SecId,Name,PriceCurrency,TenforeId,LegalName,ClosePrice,StarRatingM255,SustainabilityRank,QuantitativeRating,CategoryName,Yield_M12,GBRReturnD1,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,GBRReturnM120,MaxFrontEndLoad,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,MaximumExitCostAcquired,FeeLevel,ManagerTenure,MaxDeferredLoad,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,InvestorTypeRetail,InvestorTypeProfessional,InvestorTypeEligibleCounterparty,ExpertiseBasic,ExpertiseAdvanced,ExpertiseInformed,ReturnProfilePreservation,ReturnProfileGrowth,ReturnProfileIncome,ReturnProfileHedging,ReturnProfileOther,TrackRecordExtension
F0GBR04AX4,AS SICAV I UK Eq A Acc GBP,GBP,52.8.LU0011963757,Aberdeen Standard SICAV I - UK Equity Fund A Acc GBP,30.576,3,4,2,UK Flex-Cap Equity,0,0.41,-0.38,0.81,7.59,9.08,6.08,15.42,6.09,8.69,6.54,5,1.7,0,0.21,0,high,0.75,0,37105299,6,7939.85565,2,4.32,0.96,78.98,17.46,0.4,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000PAUJ,AS SICAV I UK Eq X Acc GBP,GBP,52.8.LU0837984672,Aberdeen Standard SICAV I - UK Equity Fund X Acc GBP,18.4294,4,4,2,UK Flex-Cap Equity,0,0.41,-0.36,0.87,7.8,9.49,6.42,16.28,6.89,9.51,,0,0.95,0,0.21,0,belowAvg,0.75,0,37105299,6,7939.85565,2,5.08,0.96,78.98,17.47,0.44,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04C7Q,Aberforth UK Small Companies Acc,GBX,52.8.GB0000072727,Aberforth UK Small Companies Acc,31969,1,2,2,UK Small-Cap Equity,0.74909,0,0.35,3.21,15.5,35.1,33.25,58.8,5.11,9.84,10.4,0,0.83,0,0.43,,low,30.25,,233049581,7,535.79158,5,-4.18,1.2,96.16,29.17,0.31,1,1,1,1,1,1,2,1,2,3,2,FALSE
F0GBR04RLZ,Aegon Ethical Equity GBP A Acc,GBX,52.8.GB0007452484,Aegon Ethical Equity Fund GBP A Acc,236.254,3,5,,UK Flex-Cap Equity,0.59882,0.04,0.18,1.39,10.51,15.26,10.26,21.74,4.71,6.16,7.86,2.5,1.53,0,0.01,,aboveAvg,22.42,,589077276,6,4012.90468,3,3.21,1.04,79.78,18.77,0.32,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04SDJ,Aegon Ethical Equity GBP B Acc,GBX,52.8.GB0007450884,Aegon Ethical Equity Fund GBP B Acc,277.781,3,5,,UK Flex-Cap Equity,1.20493,0.04,0.2,1.46,10.72,15.69,10.62,22.66,5.49,6.96,8.68,0,0.77,0,0.01,,,22.42,,589077276,6,4012.90468,3,3.96,1.04,79.79,18.77,0.36,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04RM3,Aegon UK Equity GBP A Acc,GBX,52.8.GB0007450223,Aegon UK Equity Fund GBP A Acc,312.367,3,1,5,UK Large-Cap Equity,1.12905,-0.05,0.12,0.76,10.3,12.64,11.81,20.98,2.65,5.85,6.03,2.5,1.58,0,0.09,,high,17.17,,185056315,5,8574.09694,3,0.83,1.02,90.44,17.32,0.21,1,1,1,1,1,1,2,1,3,3,2,TRUE
F0GBR053P3,Aegon UK Equity GBP B Acc,GBX,52.8.GB0007451411,Aegon UK Equity Fund GBP B Acc,363.685,4,1,5,UK Large-Cap Equity,1.86661,-0.05,0.14,0.84,10.55,13.14,12.25,22.08,3.58,6.8,6.91,0,0.65,0,0.09,,,17.17,,185056315,5,8574.09694,3,1.73,1.02,90.43,17.33,0.26,1,1,1,1,1,1,2,1,3,3,2,FALSE
F000003YGM,Aegon UK Equity Income GBP B Acc,GBX,52.8.GB00B4ZMVX86,Aegon UK Equity Income Fund GBP B Acc,286.861,3,3,4,UK Equity Income,2.04548,-0.13,0.36,1.08,9.3,14.76,14.04,17.55,2.27,5.57,7.21,0,0.68,0,0.05,,,12,,50422051,1,14967.98894,3,-0.11,1.11,94.61,18.44,0.16,1,1,1,1,1,1,2,1,1,3,2,FALSE
F0000005ZF,Aegon UK Opportunities GBP A Acc,GBX,52.8.GB00B1N9DR84,Aegon UK Opportunities Fund GBP A Acc,243.113,3,2,3,UK Flex-Cap Equity,0.28917,0.12,0.11,0.72,9.21,13.05,9.21,22.65,5.97,8.05,7.33,2.5,1.54,0,0.23,,aboveAvg,14.25,,145494618,6,3861.84031,3,4.6,1.02,75.98,18.91,0.39,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0000005Z9,Aegon UK Opportunities GBP B Acc,GBX,52.8.GB00B1N9DS91,Aegon UK Opportunities Fund GBP B Acc,266.559,3,2,4,UK Flex-Cap Equity,0.88043,0.13,0.12,0.79,9.42,13.47,9.56,23.57,6.77,8.86,8.1,0,0.78,0,0.23,,,14.25,,145494618,6,3861.84031,3,5.36,1.02,75.99,18.93,0.43,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR06U39,Aegon UK Smaller Companies GBP A Acc,GBX,52.8.GB00B142FH03,Aegon UK Smaller Companies Fund GBP A Acc,472.629,2,2,1,UK Small-Cap Equity,0.06696,-0.17,0.05,2.72,14.53,21.03,14.7,35.4,7.62,11.4,10.48,2.5,1.54,0,0,,aboveAvg,15,,284846983,9,1073.11033,3,0.71,0.8,78.22,21.52,0.44,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000271D,Aegon UK Smaller Companies GBP B Acc,GBX,52.8.GB00B142FS18,Aegon UK Smaller Companies Fund GBP B Acc,519.533,2,2,1,UK Small-Cap Equity,0.6228,-0.17,0.06,2.79,14.75,21.48,15.07,36.42,8.43,12.24,11.29,0,0.78,0,0,,,15,,284846983,9,1073.11033,3,1.46,0.8,78.22,21.53,0.48,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000MBOY,Allianz Global Metals and Mining IT EUR,EUR,52.8.LU0604768290,Allianz Global Investors Fund - Allianz Global Metals and Mining IT EUR,724.63,3,3,5,Sector Equity Natural Resources,0,-0.97,-0.96,-3.01,8.63,21.96,21.43,47.4,7.96,14.07,-2.18,2,0.96,0,0.14,,,7.67,,826391587,1,17260.33074,4,4.55,1.12,84.3,24.6,0.43,1,1,1,1,1,1,3,1,1,3,2,FALSE
F00000MJU1,Ardevora UK Equity B GBP Acc,GBP,52.8.IE00B3RJXX49,Ardevora UK Equity Fund B GBP Acc,2.6828,4,3,5,UK Flex-Cap Equity,0,0.24,-0.92,-0.77,6.3,5.71,1.54,1.55,1.75,7.89,10.33,0,0.64,0,0.15,,low,10.33,,60482976,5,7574.92351,1,0.84,0.45,35.53,12.19,0.17,1,1,1,1,1,1,2,1,3,2,2,FALSE
F00000MJTZ,Ardevora UK Equity C GBP Acc,GBP,52.8.IE00B3WN9227,Ardevora UK Equity Fund C GBP Acc,2.7228,4,3,4,UK Flex-Cap Equity,0,0.23,-0.93,-0.82,6.16,5.45,1.32,1.04,1.07,7.74,,0,1.14,0,0.15,,belowAvg,10.33,,60482976,5,7574.92351,1,0.23,0.45,35.51,12.2,0.12,1,1,1,1,1,1,2,1,3,2,2,FALSE
F000014XX1,Artemis Income C Acc,GBP,52.8.GB00BHL2BR79,Artemis Income Fund C Acc,4.8364,4,4,,UK Equity Income,3.37405,0.05,0.28,0.04,7.65,12.52,11.7,20.87,2.68,6.74,7.56,0,1.25,0,0.19,0,aboveAvg,19.42,,4852508869,1,12703.32563,2,0.59,1.05,96.22,17.33,0.2,1,1,1,1,1,1,3,1,1,3,2,TRUE
F000003U77,Artemis Income I Acc,GBP,52.8.GB00B2PLJH12,Artemis Income Fund I Acc,5.3139,5,4,,UK Equity Income,3.36636,0.05,0.29,0.08,7.77,12.77,11.91,21.41,3.32,7.46,8.32,0,0.79,0,0.19,0,,19.42,,4852508869,1,12703.32563,2,1.22,1.05,96.22,17.33,0.24,1,1,1,1,1,1,3,1,1,3,2,TRUE
F0GBR04FG6,Artemis Income R Acc,GBP,52.8.GB0032567926,Artemis Income Fund R Acc,4.8179,4,4,,UK Equity Income,3.37942,0.05,0.28,0.02,7.57,12.35,11.55,20.5,2.54,6.66,7.52,0,1.55,0,0.19,0,aboveAvg,19.42,,4852508869,1,12703.32563,2,0.47,1.05,96.22,17.32,0.19,1,1,1,1,1,1,3,1,1,3,2,FALSE
F0GBR06KDH,Artemis Instl Equity Income IN Acc,GBP,52.8.GB00B06J1S53,Artemis Institutional Equity Income Fund IN Acc,1.7794,5,4,4,UK Equity Income,3.08675,0.04,0.29,0.1,7.85,12.88,12.02,20.95,3.24,7.15,8.16,0,0.77,0,0.21,0,low,16.25,,397895001,1,12799.98497,2,1.14,1.04,96.27,17.09,0.23,1,1,1,1,1,1,3,1,1,3,2,FALSE
F0GBR06KDN,Artemis Instl UK Special Sits IN Acc,GBP,52.8.GB00B06J1Q30,Artemis Institutional UK Special Situations Fund IN Acc,2.0266,3,2,2,UK Flex-Cap Equity,1.37415,0.07,0.26,1.07,12.2,20.17,17.33,38.29,6.95,8.39,8.7,0,0.79,0,0.34,0,,16.25,,26931055,5,6335.88257,4,5.33,1.4,91.47,23.68,0.39,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000014XWZ,Artemis SmartGARP UK Eq C Acc GBP,GBP,52.8.GB00BHL2C417,Artemis SmartGARP UK Equity Fund Class C Acc GBP,19.4275,3,1,3,UK Flex-Cap Equity,2.53185,-0.36,-0.12,0.81,12.54,25.11,22.74,36.09,5.25,9.1,9.28,0,1.31,0,0.76,0,avg,10.92,,304720381,1,12131.56598,4,3.29,1.39,90.28,23.66,0.3,1,1,1,1,1,1,3,1,3,3,2,TRUE
F00000O7HQ,Artemis SmartGARP UK Eq Fd I Acc GBP,GBP,52.8.GB00B2PLJM64,Artemis SmartGARP UK Equity Fund Class I Acc GBP,20.9717,4,1,4,UK Flex-Cap Equity,2.86067,-0.36,-0.11,0.85,12.67,25.38,22.97,36.7,5.91,9.84,10.06,0,0.86,0,0.76,0,,10.92,,304720381,1,12131.56598,4,3.91,1.39,90.29,23.66,0.33,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0GBR04C7X,Artemis SmartGARP UK Eq R Acc GBP,GBP,52.8.GB0006795529,Artemis SmartGARP UK Equity Fund Class R Acc GBP,19.351,3,1,3,UK Flex-Cap Equity,2.30929,-0.36,-0.13,0.78,12.45,24.91,22.57,35.68,5.11,9.02,9.24,0,1.61,0,0.76,0,aboveAvg,10.92,,304720381,1,12131.56598,4,3.16,1.39,90.29,23.65,0.29,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000014XXB,Artemis UK Select C Acc GBP,GBP,52.8.GB00BHL2CD09,Artemis UK Select Fund C Acc GBP,7.3429,3,3,2,UK Flex-Cap Equity,0.49488,-0.17,-0.15,-0.23,11.71,21.08,18.17,42.57,8.36,11,9.97,,1.34,0,0.2,0,avg,5.5,,1269666743,4,5818.88644,5,6.92,1.57,88.88,26.96,0.42,1,1,1,1,1,1,3,1,3,3,2,TRUE
F00000NKOC,Artemis UK Select I Acc,GBP,52.8.GB00B2PLJG05,Artemis UK Select Fund I Acc,7.9276,4,3,3,UK Flex-Cap Equity,0.84586,-0.17,-0.14,-0.19,11.84,21.35,18.4,43.2,9.03,11.75,10.76,0,0.89,0,0.2,0,,5.5,,1269666743,4,5818.88644,5,7.55,1.57,88.89,26.96,0.44,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0GBR04SCW,Artemis UK Select R Acc,GBP,52.8.GB0002583267,Artemis UK Select Fund R Acc,7.3145,3,3,2,UK Flex-Cap Equity,0.32899,-0.17,-0.16,-0.26,11.63,20.89,18.01,42.13,8.22,10.92,9.92,0,1.64,0,0.2,0,aboveAvg,5.5,,1269666743,4,5818.88644,5,6.79,1.57,88.89,26.95,0.41,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000014XXD,Artemis UK Special Situations C Acc,GBP,52.8.GB00BHL2CC91,Artemis UK Special Situations Fund C Acc,7.4432,2,2,,UK Flex-Cap Equity,0.97041,0.07,0.2,0.59,10.98,18.35,15.59,35.69,6.01,7.37,7.11,0,1.31,0,0.17,0,avg,21.25,,650270549,5,6284.21925,3,4.4,1.39,90.93,23.51,0.35,1,1,1,1,1,1,3,1,3,3,2,TRUE
F000003U7B,Artemis UK Special Situations I Acc,GBP,52.8.GB00B2PLJQ03,Artemis UK Special Situations Fund I Acc,8.1878,3,2,,UK Flex-Cap Equity,1.33993,0.07,0.21,0.63,11.1,18.61,15.81,36.3,6.67,8.1,7.87,0,0.86,0,0.17,0,,21.25,,650270549,5,6284.21925,3,5.03,1.39,90.94,23.51,0.38,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0GBR04E9A,Artemis UK Special Situations R Acc,GBP,52.8.GB0002192267,Artemis UK Special Situations Fund R Acc,7.4144,2,2,,UK Flex-Cap Equity,0.79462,0.07,0.19,0.57,10.89,18.16,15.44,35.28,5.87,7.29,7.07,0,1.61,0,0.17,0,aboveAvg,21.25,,650270549,5,6284.21925,3,4.27,1.38,90.94,23.5,0.34,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000UMAF,Ash Park Glbl Cnsmr Fran UCITS A EUR,EUR,52.8.IE00BQQFW266,Ash Park Global Consumer Franchise UCITS Fund EUR A Class,120.7786,2,2,2,Sector Equity Consumer Goods \u0026 Services,0,0.11,0.81,1.84,10.5,13.32,11.67,17.71,7.97,4.12,,4.85,1.63,0,0.28,,avg,6.67,,37300897,2,18637.34953,2,-2.72,0.79,76.31,13.25,0.52,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000UMAI,Ash Park Glbl Cnsmr Fran UCITS A GBP,GBP,52.8.IE00BQQFW373,Ash Park Global Consumer Franchise UCITS Fund GBP A Class,175.262,2,2,2,Sector Equity Consumer Goods \u0026 Services,0,0.45,0.48,0.97,10.86,7.65,7.45,13.91,7.29,6.13,,4.85,1.63,0,0.28,,avg,6.67,,37300897,2,18637.34953,2,-2.75,0.79,76.28,13.25,0.52,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000Y8YN,Ash Park Glbl Cnsmr Fran UCITS E GBP,GBP,52.8.IE00BZ163576,Ash Park Global Consumer Franchise UCITS Fund GBP E Class,128.8101,3,2,2,Sector Equity Consumer Goods \u0026 Services,0,0.46,0.5,1.06,11.14,8.19,7.91,15.05,8.36,,,,0.63,0,0.28,,belowAvg,6.67,,37300897,2,18637.34953,2,-1.75,0.79,76.27,13.27,0.59,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000UMAO,Ash Park Glbl Cnsmr Fran UCITS A USD,USD,52.8.IE00BQQFW480,Ash Park Global Consumer Franchise UCITS Fund USD A Class,141.1374,2,2,2,Sector Equity Consumer Goods \u0026 Services,0,0.3,0.32,2.21,13.56,14.01,11.22,26.93,9.25,5.53,,4.85,1.63,0,0.28,,avg,6.67,,37300897,2,18637.34953,2,-2.76,0.78,75.62,13.29,0.51,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR06HVF,ASI (AAM) UK Smaller Companies A Acc,GBX,52.8.GB00B07T4636,ASI (AAM) UK Smaller Companies Fund A Acc,552.66,3,3,2,UK Small-Cap Equity,0,-0.12,-0.2,2.07,16.09,19.08,14.27,35.7,9.98,14.26,11.39,0,1.34,0,0,0,avg,2.92,,115596607,9,1295.36352,2,3.28,0.72,68.45,20.81,0.54,1,1,1,1,1,1,2,1,3,3,2,TRUE
F00000P8DV,ASI (AAM) UK Smaller Companies I Acc,GBX,52.8.GB00B07T4859,ASI (AAM) UK Smaller Companies Fund I Acc,295.07,3,3,2,UK Small-Cap Equity,0.15121,-0.12,-0.19,2.11,16.22,19.35,14.49,36.31,10.53,14.95,12.03,0,0.85,0,0,0,,2.92,,115596607,9,1295.36352,2,3.79,0.72,68.47,20.8,0.57,1,1,1,1,1,1,2,1,3,3,2,TRUE
F00000Y4J0,ASI (AAM) UK Smaller Companies K Acc,GBX,52.8.GB00BDD9P095,ASI (AAM) UK Smaller Companies Fund K Acc,203.15,3,3,2,UK Small-Cap Equity,0.21092,-0.11,-0.19,2.12,16.25,19.39,14.53,36.42,10.61,15.03,,0,0.78,0,0,0,,2.92,,115596607,9,1295.36352,2,3.86,0.72,68.46,20.8,0.57,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04RV2,ASI (AAM) UK Smaller Companies Z Acc,GBX,52.8.GB00B0XWNX64,ASI (AAM) UK Smaller Companies Fund Z Acc,688.22,3,3,,UK Small-Cap Equity,0.71396,-0.11,-0.18,2.18,16.44,19.8,14.86,37.34,11.36,15.81,12.99,0,0.1,0,0,0,,2.92,,115596607,9,1295.36352,2,4.54,0.72,68.47,20.81,0.6,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000J5DM,ASI UK All Share Tracker A Acc,GBX,52.8.GB00B632C647,ASI UK All Share Tracker Fund A Acc,57.26,3,3,3,UK Large-Cap Equity,2.39849,0.05,0.03,0.12,8.12,12.1,11.64,16.1,1.99,6.83,5.93,0,0.23,0,0.09,0,low,11.25,,1692590829,2,22007.11616,3,-0.21,1.04,97.05,17.12,0.16,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000NRQ7,ASI UK All Share Tracker B Acc,GBX,52.8.GB00B76B9Y24,ASI UK All Share Tracker Fund B Acc,199.76,4,3,4,UK Large-Cap Equity,2.4998,0.06,0.05,0.13,8.15,12.17,11.7,16.23,2.12,6.98,,0,0.1,0,0.09,0,,11.25,,1692590829,2,22007.11616,3,-0.08,1.04,97.04,17.13,0.16,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000OOVI,ASI UK All Share Tracker C Acc,GBX,52.8.GB00B61C0396,ASI UK All Share Tracker Fund C Acc,195.61,3,3,3,UK Large-Cap Equity,2.39314,0.06,0.05,0.12,8.11,12.1,11.64,16.08,1.99,6.82,6.21,0,0.23,0,0.09,0,low,11.25,,1736565212,2,22007.11616,3,-0.21,1.04,97.05,17.12,0.16,1,1,1,1,1,1,2,1,3,3,2,TRUE
F00000J5DN,ASI UK All Share Tracker K Acc,GBX,52.8.GB00B61LLQ69,ASI UK All Share Tracker Fund K Acc,243.34,3,3,4,UK Large-Cap Equity,2.49652,0.06,0.05,0.13,8.15,12.16,11.7,16.22,2.12,6.8,5.7,0,0.1,0,0.09,0,,11.25,,1692590829,2,22007.11616,3,-0.08,1.04,97.04,17.12,0.16,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000P6YC,ASI UK All Share Tracker L Acc,GBX,52.8.GB00B8FZ1J19,ASI UK All Share Tracker Fund L Acc,178.05,3,3,3,UK Large-Cap Equity,2.39315,0.06,0.04,0.12,8.11,12.1,11.64,16.08,1.99,6.84,,0,0.25,0,0.09,0,,11.25,,1692590829,2,22007.11616,3,-0.21,1.04,97.05,17.12,0.16,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000XMNY,ASI UK All Share Tracker X Acc,GBX,52.8.GB00BZB1N416,ASI UK All Share Tracker Fund X Acc,127.67,3,3,4,UK Large-Cap Equity,2.54849,0.06,0.05,0.14,8.17,12.21,11.73,16.3,2.18,,,0,0.05,0,0.09,0,low,11.25,,1736565212,2,22007.11616,3,-0.02,1.04,97.04,17.12,0.17,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000X3SE,ASI UK Equity Enhanced Index B Acc,GBX,52.8.GB00BRJL8531,ASI UK Equity Enhanced Index Fund B Acc,141.31,3,3,,UK Large-Cap Equity,2.5067,-0.01,0.01,0.04,8.88,13.14,12.51,17.14,1.11,6.49,,0,0.21,0,0.46,0,,5.25,,466118020,1,19195.05668,3,-0.99,1.04,96.02,17.17,0.11,1,1,1,1,1,1,2,1,1,3,2,FALSE
F0GBR04EAP,ASI UK Equity A Acc,GBX,52.8.GB00B0LG6H52,ASI UK Equity Fund A Acc,247.45,3,4,2,UK Flex-Cap Equity,0.23765,0.43,-0.36,0.83,7.9,9.53,6.45,16.04,6.56,9.17,6.79,0,1.33,0,0.26,0,avg,3.42,,495992140,6,8066.22292,2,4.83,0.97,79.04,17.7,0.42,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR06N02,ASI UK Equity I Acc,GBX,52.8.GB00B0LG6K81,ASI UK Equity Fund I Acc,271.88,4,4,2,UK Flex-Cap Equity,0.62073,0.42,-0.35,0.87,8.02,9.78,6.66,16.56,7.09,9.82,7.47,0,0.85,0,0.26,0,,3.42,,495992140,6,8066.22292,2,5.33,0.97,79.04,17.7,0.45,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000Y4IY,ASI UK Equity K Acc,GBX,52.8.GB00BDD9P210,ASI UK Equity Fund K Acc,163.41,4,4,2,UK Flex-Cap Equity,0.68387,0.42,-0.35,0.88,8.04,9.82,6.7,16.65,7.17,9.91,,0,0.78,0,0.26,0,,3.42,,495992140,6,8066.22292,2,5.41,0.97,79.04,17.71,0.46,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000XURC,ASI UK Equity L Acc,GBX,52.8.GB00BD074K91,ASI UK Equity Fund L Acc,148.11,5,4,2,UK Flex-Cap Equity,0.83157,0.42,-0.35,0.89,8.09,9.91,6.78,16.85,7.36,,,0,0.6,0,0.26,0,low,3.42,,495992140,6,8066.22292,2,5.58,0.97,79.02,17.7,0.47,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0000040PB,ASI UK Equity Index Managed A Acc,GBX,52.8.GB00B3B95J09,ASI UK Equity Index Managed Fund A Acc,217.96,3,2,2,UK Large-Cap Equity,2.52555,0.08,0.08,0.24,7.78,11.21,11.29,13.26,1.24,6.06,5.63,0,0.28,0,0,0,low,11.83,,62131782,1,35105.63136,2,-1.15,0.97,96.63,15.99,0.1,1,1,1,1,1,1,2,1,1,3,2,FALSE
F00000S7PM,ASI UK Equity Index Managed B Acc,GBX,52.8.GB00BDZRCP55,ASI UK Equity Index Managed Fund B Acc,143.8,3,2,2,UK Large-Cap Equity,2.52574,0.08,0.08,0.24,7.78,11.21,11.29,13.25,1.23,6.06,5.82,0,0.28,0,0,0,low,11.83,,61586436,1,35105.63136,2,-1.16,0.97,96.63,15.99,0.09,1,1,1,1,1,1,2,1,1,3,2,TRUE
F00000XMNZ,ASI UK Equity Index Managed X Acc,GBX,52.8.GB00BZB1N747,ASI UK Equity Index Managed Fund X Acc,124.24,3,2,,UK Large-Cap Equity,2.73417,0.08,0.08,0.26,7.84,11.35,11.41,13.54,1.48,,,0,0.03,0,0,0,low,11.83,,61586436,1,35105.63136,2,-0.91,0.97,96.62,15.99,0.11,1,1,1,1,1,1,2,1,1,3,2,FALSE
F00000WRZN,ASI UK Ethical Equity Inst A Acc,GBX,52.8.GB00BYY38081,ASI UK Ethical Equity Fund Institutional A Accumulation,77.1,2,5,,UK Flex-Cap Equity,0,-0.43,-0.06,1.23,10.35,17.62,12.57,24.15,3.02,7.77,,0,1.6,0,0.12,0,avg,17,,345136779,6,3007.0712,5,2.27,1.41,82.25,25.1,0.24,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04RW7,ASI UK Ethical Equity I Acc,GBX,52.8.GB0004333059,ASI UK Ethical Equity Fund Institutional Accumulation,239.6,3,5,,UK Flex-Cap Equity,0.45973,-0.42,-0.04,1.31,10.57,18.2,13.02,25.12,3.82,8.59,9.73,0,0.85,0,0.12,0,,17,,345136779,6,3007.0712,5,3.01,1.41,82.35,25.14,0.27,1,1,1,1,1,1,2,1,3,3,2,TRUE
F00000OPTX,ASI UK Ethical Equity P1 Acc,GBX,52.8.GB00B6Y80X40,ASI UK Ethical Equity Fund Platform 1 Accumulation,131.9,3,5,,UK Flex-Cap Equity,0.4209,-0.45,-0.08,1.23,10.47,18.19,12.93,25.02,3.75,8.53,9.62,0,0.9,0,0.12,0,,17,,345136779,6,3007.0712,5,2.98,1.41,82.39,25.12,0.27,1,1,1,1,1,1,2,1,3,3,2,TRUE
F0GBR04RW5,ASI UK Ethical Equity R Acc,GBX,52.8.GB0004331012,ASI UK Ethical Equity Fund Retail Accumulation,209.9,3,5,,UK Flex-Cap Equity,0.09434,-0.43,-0.05,1.25,10.42,17.92,12.79,24.57,3.32,8.08,9.07,4,1.32,0,0.12,0,aboveAvg,17,,345136779,6,3007.0712,5,2.56,1.41,82.38,25.1,0.26,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04RVX,ASI UK Growth Equity I Acc,GBX,52.8.GB0004333505,ASI UK Growth Equity Fund Institutional Accumulation,431.1,2,1,2,UK Large-Cap Equity,1.78762,0.14,0.14,-0.21,6.52,12.65,12.27,14.87,0.07,5.53,5.05,0,0.85,0,0.21,0,,3.17,,104433790,2,16401.56092,5,-1.79,1.11,93.13,18.66,0.07,1,1,1,1,1,1,2,1,3,3,2,TRUE
F00000OPTM,ASI UK Growth Equity P1 Acc,GBX,52.8.GB00B7J4W502,ASI UK Growth Equity Fund Platform 1 Accumulation,87.32,2,1,2,UK Large-Cap Equity,1.74659,0.15,0.14,-0.21,6.51,12.63,12.25,14.82,0.02,5.47,4.95,0,0.9,0,0.21,0,,3.17,,104433790,2,16401.56092,5,-1.84,1.11,93.13,18.65,0.07,1,1,1,1,1,1,2,1,3,3,2,TRUE
F0GBR04RV1,ASI UK Growth Equity R Acc,GBX,52.8.GB0004330717,ASI UK Growth Equity Fund Retail Accumulation,362.8,2,1,1,UK Large-Cap Equity,1.40022,0.17,0.14,-0.25,6.42,12.39,12.04,14.34,-0.39,5.03,4.43,4,1.32,0,0.21,0,aboveAvg,3.17,,104433790,2,16401.56092,5,-2.26,1.11,93.14,18.64,0.04,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04RYY,ASI UK High Alpha Equity I Acc,GBX,52.8.GB0004331897,ASI UK High Alpha Equity Fund Institutional Accumulation,232,2,1,1,UK Flex-Cap Equity,1.97685,0.13,0.09,-0.26,6.28,14.74,12.29,18.97,-1.71,4.49,6.69,0,0.86,0,0.15,0,,3.17,,90462443,2,13324.85809,4,-3.38,1.31,90.11,22.28,0.01,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000OPTN,ASI UK High Alpha Equity P1 Acc,GBX,52.8.GB00B76G2B50,ASI UK High Alpha Equity Fund Platform 1 Accumulation,104.8,2,1,1,UK Flex-Cap Equity,1.97832,0.1,0.1,-0.29,6.23,14.64,12.23,18.87,-1.78,4.41,6.58,0,0.91,0,0.15,0,,3.17,,90462443,2,13324.85809,4,-3.45,1.31,90.12,22.28,0.01,1,1,1,1,1,1,2,1,3,3,2,TRUE
F0GBR04RYX,ASI UK High Alpha Equity R Acc,GBX,52.8.GB0004330485,ASI UK High Alpha Equity Fund Retail Accumulation,224.7,2,1,1,UK Flex-Cap Equity,1.98398,0.13,0.09,-0.27,6.14,14.41,12.07,18.45,-2.17,3.99,6.04,4,1.33,0,0.15,0,aboveAvg,3.17,,90462443,2,13324.85809,4,-3.86,1.31,90.08,22.26,-0.01,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR04RW2,ASI UK High Income Equity I Acc,GBX,52.8.GB0004332978,ASI UK High Income Equity Fund Institutional Accumulation,284.7,2,1,1,UK Equity Income,2.92259,0.04,0.46,0.35,7.27,16.44,15.5,18.72,-2.01,3.52,5.65,0,0.85,0,0.01,0,,3.17,,371004143,1,13717.04777,4,-3.89,1.26,93.4,21.13,-0.02,1,1,1,1,1,1,2,1,1,3,2,FALSE
