SecId,Name,PriceCurrency,TenforeId,LegalName,ClosePrice,StarRatingM255,SustainabilityRank,QuantitativeRating,CategoryName,Yield_M12,GBRReturnD1,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,GBRReturnM120,MaxFrontEndLoad,OngoingCostActual,PerformanceFeeActual,TransactionFeeActual,MaximumExitCostAcquired,FeeLevel,ManagerTenure,MaxDeferredLoad,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,InvestorTypeRetail,InvestorTypeProfessional,InvestorTypeEligibleCounterparty,ExpertiseBasic,ExpertiseAdvanced,ExpertiseInformed,ReturnProfilePreservation,ReturnProfileGrowth,ReturnProfileIncome,ReturnProfileHedging,ReturnProfileOther,TrackRecordExtension
F00000ONVN,Jupiter Global Value I GBP Acc,GBP,52.8.LU0459991906,Jupiter Global Value Class I GBP Acc,15.12,2,2,2,Global Flex-Cap Equity,0,-0.2,1,0.53,10.93,19.9,20.19,30.12,3.95,,,5,0.91,0,0.1,0,,4.67,,352365107,4,5130.97974,3,-8.38,1.14,86.48,17.76,0.26,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0000040Q9,Jupiter Global Value L EUR Acc,EUR,52.8.LU0425094264,Jupiter Global Value Class L EUR Acc,29.57,3,2,2,Global Flex-Cap Equity,0,-0.44,1.13,1.23,10.29,26.1,25.14,33.62,3.73,9.2,10.13,5,1.72,0,0.1,0,avg,4.67,,352365108,4,5130.97974,3,-9.1,1.13,86.21,17.49,0.21,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0000040QB,Jupiter Global Value L USD Acc,USD,52.8.LU0425094421,Jupiter Global Value Class L USD Acc,24.56,3,2,2,Global Flex-Cap Equity,0,-0.24,0.74,2.12,13.18,26.79,24.17,44.39,5.01,10.71,8.14,5,1.72,0,0.1,0,avg,4.67,,352365107,4,5130.97974,3,-9.21,1.12,87.16,17.37,0.21,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0000108X4,Jupiter Global Value Equity Instl Acc,GBX,52.8.GB00BF5DS374,Jupiter Global Value Equity Fund Institutional Acc,62.31,2,2,3,Global Flex-Cap Equity,0.90081,-0.19,0.94,0.56,10.05,19.48,19.39,29.57,4.27,,,,0.93,0,0.14,0,low,3.25,,286222765,4,5395.8989,3,-7.52,1.1,85.1,16.94,0.29,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0000150T8,Jupiter Global Value Equity J Acc,GBP,52.8.GB00BJJQ5847,Jupiter Global Value Equity Fund J Acc,0.6102,2,2,2,Global Flex-Cap Equity,0,-0.18,0.93,0.54,9.93,19.23,19.16,29.01,3.59,,,,1.38,0,0.14,,belowAvg,3.25,,286222765,4,5395.8989,3,-8.17,1.1,85.04,16.95,0.25,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0000108X2,Jupiter Global Value Equity L Acc,GBX,52.8.GB00BF5DRF26,Jupiter Global Value Equity Fund L Acc,60.79,2,2,2,Global Flex-Cap Equity,0,-0.2,0.91,0.5,9.83,19.03,18.99,28.52,3.46,,,,1.68,0,0.14,0,avg,3.25,,286222765,4,5395.8989,3,-8.29,1.1,85.07,16.94,0.24,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0000108X6,Jupiter Global Value Equity X Acc,GBX,52.8.GB00BF5DRJ63,Jupiter Global Value Equity Fund X Acc,63.11,2,2,3,Global Flex-Cap Equity,1.21002,-0.19,0.94,0.61,10.16,19.73,19.59,30.1,4.69,,,,0.53,0,0.14,0,low,3.25,,286222765,4,5395.8989,3,-7.12,1.1,85.09,16.95,0.31,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0000150TA,Jupiter Growth \u0026 Income J Acc,GBP,52.8.GB00BJJQ5B72,Jupiter Growth \u0026 Income Fund J Acc,1.0184,1,1,2,UK Large-Cap Equity,2.48778,-0.13,-0.09,-0.25,6.38,15.19,14.58,18.27,-1.26,,,,1.44,0,0.14,,aboveAvg,8.08,,38886271,1,11032.77637,5,-3.3,1.28,91.42,21.57,0.01,1,1,1,1,1,1,3,1,1,3,2,TRUE
F000010G0B,Jupiter Growth \u0026 Income L Acc,GBX,52.8.GB00BF154R35,Jupiter Growth \u0026 Income Fund L Acc,101.52,1,1,2,UK Large-Cap Equity,2.37128,-0.14,-0.1,-0.28,6.3,15.01,14.43,17.91,-1.36,,,,1.74,0,0.41,0,high,8.08,,38886271,1,11032.77637,5,-3.4,1.27,91.41,21.55,0,1,1,1,1,1,1,3,1,1,3,2,FALSE
F00000MWK3,Jupiter Growth \u0026 Income I Acc,GBX,52.8.GB00B6QQDN77,Jupiter Growth \u0026 Income I Acc,131.43,2,1,2,UK Large-Cap Equity,2.67697,-0.13,-0.08,-0.21,6.51,15.45,14.82,18.78,-0.62,2.53,5.9,0,0.99,0,0.41,0,,8.08,,38886271,1,11032.77637,5,-2.66,1.28,91.41,21.56,0.04,1,1,1,1,1,1,3,1,1,3,2,TRUE
F00000MWK7,Jupiter Income Trust I Acc,GBX,52.8.GB00B5VXKR95,Jupiter Income Trust I Acc,800.31,3,3,,UK Equity Income,2.57393,-0.02,0.63,0.96,10.75,19.48,20.17,24.51,-0.31,5.55,6.83,0,0.94,0,0.18,0,low,8.42,,1502237654,1,13434.18677,3,-2.51,1.18,91.13,20,0.04,1,1,1,1,1,1,3,3,1,3,2,TRUE
F0000151EF,Jupiter Income Trust J Acc,GBP,52.8.GB00BJJQ5D96,Jupiter Income Trust INC TRUST J GBP ACC,5.7106,2,3,,UK Equity Income,2.58496,-0.02,0.62,0.92,10.63,19.22,19.94,23.96,-0.95,,,,1.39,0,0.18,,aboveAvg,8.42,,1502237654,1,13434.18677,3,-3.15,1.18,91.12,20,0,1,1,1,1,1,1,3,3,1,3,2,TRUE
F0000109A5,Jupiter Income Trust L Acc,GBX,52.8.GB00BF154T58,Jupiter Income Trust L Acc,569.34,2,3,,UK Equity Income,2.59112,-0.02,0.61,0.89,10.54,19.05,19.79,23.6,-1.05,,,,1.69,0,0.18,0,high,8.42,,1502237654,1,13434.18677,3,-3.25,1.18,91.15,19.98,0,1,1,1,1,1,1,3,3,1,3,2,FALSE
F00000VT9Y,Jupiter Income Trust Z Acc,GBX,52.8.GB00BQXWPX27,Jupiter Income Trust Z Acc,805.71,3,3,,UK Equity Income,2.57022,-0.02,0.63,0.97,10.78,19.54,20.22,24.64,-0.21,5.65,,0,0.84,0,0.18,0,,8.42,,1502237654,1,13434.18677,3,-2.41,1.18,91.14,20,0.04,1,1,1,1,1,1,3,3,1,3,2,FALSE
F00000OSWI,Jupiter Responsible Inc I Acc,GBX,52.8.GB00B40TGH32,Jupiter Responsible Income Fund I Acc,134.76,3,4,1,UK Equity Income,2.28299,0.15,-0.13,0.33,9.41,14.05,11.91,19.13,3.21,5.51,6.63,0,0.93,0,-0.01,0,,0.33,,47341487,1,13183.03121,2,1.22,1.02,92.63,17.21,0.23,1,1,1,1,1,1,3,1,1,3,2,TRUE
F0000150TZ,Jupiter Responsible Inc J Acc,GBP,52.8.GB00BJJQ5Q26,Jupiter Responsible Income Fund J Acc,1.2672,3,4,1,UK Equity Income,2.28488,0.14,-0.13,0.28,9.28,13.79,11.69,18.6,2.55,4.81,5.98,,1.38,0,-0.01,,aboveAvg,0.33,,47341487,1,13183.03121,2,0.59,1.02,92.66,17.22,0.2,1,1,1,1,1,1,3,1,1,3,2,TRUE
F0GBR04C3X,Jupiter Responsible Inc L Acc,GBX,52.8.GB0008337569,Jupiter Responsible Income Fund L Acc,126.33,3,4,1,UK Equity Income,2.29406,0.14,-0.14,0.25,9.2,13.62,11.54,18.24,2.44,4.75,5.94,0,1.68,0,-0.01,0,high,0.33,,47341487,1,13183.03121,2,0.49,1.02,92.64,17.21,0.19,1,1,1,1,1,1,3,1,1,3,2,FALSE
F00000QQTC,Jupiter UK Alpha Fund (IRL) I EUR Acc,EUR,52.8.IE00BFWH6616,Jupiter UK Alpha Fund (IRL) I EUR Acc,10.7899,3,3,,UK Large-Cap Equity,0,0.27,0.11,1.16,8.18,22.74,18.36,26.68,3.61,5.59,,0,1.2,0,0.01,,,7.5,,51717570,1,14070.91383,5,1.08,1.24,93.26,20.69,0.22,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000QQTE,Jupiter UK Alpha Fund (IRL) I GBP Acc,GBP,52.8.IE00BFWH6830,Jupiter UK Alpha Fund (IRL) I GBP Acc,14.9098,3,3,,UK Large-Cap Equity,0,0.68,0.01,0.38,8.58,16.2,13.33,22.28,3.1,7.91,,0,1.2,0,0.01,,aboveAvg,7.5,,51717570,1,14070.91383,5,1.15,1.25,94.01,20.88,0.22,1,1,1,1,1,1,2,1,2,3,2,TRUE
F00000QQTD,Jupiter UK Alpha Fund (IRL) I USD Acc,USD,52.8.IE00BFWH6723,Jupiter UK Alpha Fund (IRL) I USD Acc,12.2611,3,3,,UK Large-Cap Equity,0,0.86,-0.25,2.06,11.01,23.46,17.46,36.88,4.97,7.23,,0,1.2,0,0.01,,,7.5,,51717570,1,14070.91383,5,1,1.23,93.63,20.56,0.21,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000QQT8,Jupiter UK Alpha Fund (IRL) L EUR Acc,EUR,52.8.IE00BFWH6384,Jupiter UK Alpha Fund (IRL) L EUR Acc,12.3479,3,3,,UK Large-Cap Equity,0,0.26,0.09,1.1,7.98,22.28,17.97,25.71,2.91,4.98,,5,1.95,0,0.01,,high,7.5,,51717570,1,14070.91383,5,0.4,1.23,93.22,20.67,0.18,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000QQT9,Jupiter UK Alpha Fund (IRL) L GBP Acc,GBP,52.8.IE00BFWH6491,Jupiter UK Alpha Fund (IRL) L GBP Acc,13.2874,3,3,,UK Large-Cap Equity,0,0.67,0,0.32,8.38,15.76,12.96,21.35,2.33,7.07,,5,1.95,0,0.01,,high,7.5,,51717570,1,14070.91383,5,0.41,1.25,94,20.87,0.18,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000QQTA,Jupiter UK Alpha Fund (IRL) L USD Acc,USD,52.8.IE00BFWH6509,Jupiter UK Alpha Fund (IRL) L USD Acc,11.7929,2,3,,UK Large-Cap Equity,0,0.86,-0.26,1.99,10.81,22.98,17.06,35.83,4.2,6.41,,5,1.95,0,0.01,,high,7.5,,51717570,1,14070.91383,5,0.27,1.23,93.62,20.55,0.18,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000QQTG,Jupiter UK Alpha Fund (IRL) U1 GBP Acc,GBP,52.8.IE00BFWH6B63,Jupiter UK Alpha Fund (IRL) U1 GBP Acc,14.7631,3,3,,UK Large-Cap Equity,0,0.68,0.01,0.39,8.6,16.25,13.38,22.39,3.2,8.04,,0,1.12,0,0.01,,,7.5,,51717570,1,14070.91383,5,1.25,1.25,94.01,20.87,0.22,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000QQTH,Jupiter UK Alpha Fund (IRL) U1 USD Acc,USD,52.8.IE00BFWH6C70,Jupiter UK Alpha Fund (IRL) U1 USD Acc,12.6467,3,3,,UK Large-Cap Equity,0,0.86,-0.25,2.07,11.04,23.52,17.51,37,5.12,7.35,,0,1.11,0,0.01,,,7.5,,51717570,1,14070.91383,5,1.14,1.23,93.62,20.55,0.22,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000QQTJ,Jupiter UK Alpha Fund (IRL) U2 GBP Acc,GBP,52.8.IE00BFWH6F02,Jupiter UK Alpha Fund (IRL) U2 GBP Acc,14.6922,3,3,,UK Large-Cap Equity,0,0.68,0.01,0.4,8.62,16.3,13.41,22.48,3.28,8.12,,0,1.04,0,0.01,,,7.5,,51717570,1,14070.91383,5,1.33,1.25,94.01,20.88,0.23,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000QQTK,Jupiter UK Alpha Fund (IRL) U2 USD Acc,USD,52.8.IE00BFWH6G19,Jupiter UK Alpha Fund (IRL) U2 USD Acc,12.5807,3,3,,UK Large-Cap Equity,0,0.87,-0.25,2.07,11.05,23.51,17.49,37.03,5.17,7.33,,0,1.01,0,0.01,,,7.5,,51717570,1,14070.91383,5,1.19,1.23,93.62,20.55,0.22,1,1,1,1,1,1,2,1,2,3,2,FALSE
F000010FGD,Jupiter UK Alpha I GBP Acc,GBP,52.8.GB00BFYN3R70,Jupiter UK Alpha Fund I GBP Acc,1.862,4,3,,UK Large-Cap Equity,1.75692,-0.05,0.05,0.49,9.02,17.03,13.95,23.56,3.3,8.24,7.73,5,0.85,0,0.13,,belowAvg,11.5,,838071281,1,13711.85848,5,1.37,1.27,94.07,21.23,0.23,1,1,1,1,1,1,2,1,2,3,2,TRUE
F000010FGB,Jupiter UK Alpha L GBP Acc,GBP,52.8.GB00BFYN3P56,Jupiter UK Alpha Fund L GBP Acc,1.523,3,3,,UK Large-Cap Equity,1.76956,-0.07,0,0.46,8.86,16.62,13.66,22.62,2.53,7.42,,5,1.6,0,0.13,,high,11.5,,838071281,1,13711.85848,5,0.62,1.27,94.06,21.23,0.19,1,1,1,1,1,1,2,1,2,3,2,TRUE
F000010FGF,Jupiter UK Alpha U1 GBP Acc,GBP,52.8.GB00BFYN3T94,Jupiter UK Alpha Fund U1 GBP Acc,1.657,3,3,,UK Large-Cap Equity,1.7561,-0.06,0,0.49,9.01,17.1,13.96,23.66,3.37,8.3,,5,0.78,0,0.13,,belowAvg,11.5,,838071281,1,13711.85848,5,1.43,1.28,94.15,21.26,0.23,1,1,1,1,1,1,2,1,2,3,2,TRUE
F000010FGH,Jupiter UK Alpha U2 GBP Acc,GBP,52.8.GB00BFYN3W24,Jupiter UK Alpha Fund U2 GBP Acc,1.589,4,3,,UK Large-Cap Equity,1.75448,-0.06,0,0.51,9.06,17.1,13.99,23.75,3.46,8.39,,5,0.7,0,0.13,,belowAvg,11.5,,838071281,1,13711.85848,5,1.51,1.27,94.04,21.25,0.24,1,1,1,1,1,1,2,1,2,3,2,TRUE
F0000155BA,Jupiter UK Growth J Acc,GBP,52.8.GB00BJJQ5V78,Jupiter UK Growth Fund J Accumulation,2.6107,1,5,1,UK Flex-Cap Equity,0,0.3,0.16,0.1,9.07,9.75,9.45,3.24,-10.02,-3.39,,,1.44,0,1.01,,aboveAvg,0.92,,498934461,2,21906.10887,5,-11.55,1.39,84.06,24.51,-0.31,1,1,1,1,1,1,3,1,3,3,2,TRUE
F00000W0W3,Jupiter UK Growth L Acc,GBX,52.8.GB00BW4NVB69,Jupiter UK Growth Fund L Accumulation,260.26,1,5,1,UK Flex-Cap Equity,0,0.3,0.15,0.08,8.99,9.59,9.3,2.93,-10.11,-3.45,,0,1.74,0,1.01,0,high,0.92,,498934461,2,21906.10887,5,-11.65,1.39,84.03,24.5,-0.32,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000MWKP,Jupiter UK Growth I Acc,GBX,52.8.GB00B54CH949,Jupiter UK Growth I Acc,288.49,1,5,1,UK Flex-Cap Equity,0.5482,0.3,0.17,0.15,9.19,9.99,9.66,3.7,-9.43,-2.73,4.09,0,0.99,0,1.01,0,,0.92,,498934461,2,21906.10887,5,-10.91,1.39,84.03,24.52,-0.29,1,1,1,1,1,1,3,1,3,3,2,TRUE
F00000O7XW,Jupiter UK Mid Cap I GBP Acc,GBP,52.8.GB00B1XG9482,Jupiter UK Mid Cap Fund I GBP Acc,3.925,3,5,,UK Mid-Cap Equity,0.30636,0.36,0.59,0.26,8.37,15.88,8.07,34.51,5.23,11.67,13.8,0,0.92,0,0.18,,,12.5,,3528579153,6,3325.19961,5,0.95,1.15,87.42,27.12,0.3,1,1,1,1,1,1,2,1,2,3,2,TRUE
F0GBR04KD7,Jupiter UK Mid Cap L GBP Acc,GBP,52.8.GB00B1XG7999,Jupiter UK Mid Cap L GBP Acc,5.755,3,5,,UK Mid-Cap Equity,0,0.35,0.58,0.21,8.16,15.45,7.71,33.53,4.45,10.84,13.04,4,1.67,0,0.18,,high,12.5,,3528579153,6,3325.19961,4,0.2,1.15,87.42,27.12,0.27,1,1,1,1,1,1,2,1,2,3,2,FALSE
F000003WU9,Jupiter UK Mid Cap P GBP Acc,GBP,52.8.GB00B1XG8963,Jupiter UK Mid Cap P GBP Acc,5.002,3,5,,UK Mid-Cap Equity,0.11894,0.36,0.58,0.26,8.29,15.73,7.94,34.21,4.98,11.39,13.61,4,1.17,0,0.18,,aboveAvg,12.5,,3528579153,6,3325.19961,5,0.7,1.15,87.39,27.12,0.29,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000T1N5,Jupiter UK Mid Cap U1 GBP Acc,GBP,52.8.GB00BHBX8L33,Jupiter UK Mid Cap U1 GBP Acc,2.179,3,5,,UK Mid-Cap Equity,0.35973,0.37,0.6,0.32,8.41,15.97,8.14,34.67,5.32,11.76,,0,0.85,0,0.18,,,12.5,,3528579153,6,3325.19961,5,1.02,1.15,87.42,27.11,0.3,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000SJSG,Jupiter UK Mid Cap U2 GBP Acc,GBP,52.8.GB00BHBX8N56,Jupiter UK Mid Cap U2 GBP Acc,2.229,3,5,,UK Mid-Cap Equity,0.41504,0.36,0.63,0.32,8.41,15.97,8.15,34.76,5.41,11.84,,0,0.77,0,0.18,,,12.5,,3528579153,6,3325.19961,5,1.1,1.15,87.36,27.15,0.31,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000MKD7,Jupiter UK Smaller Companies I GBP Acc,GBP,52.8.GB00B1XG9599,Jupiter UK Smaller Companies Fund I GBP Acc,3.744,3,2,,UK Small-Cap Equity,0.1843,-0.27,0.11,0.89,12.13,18.52,12.4,37.39,8.16,14.3,14.25,0,1.05,0,0.07,,,17.42,,1415893010,9,1314.46697,3,0.58,0.86,80.75,22.76,0.44,1,1,1,1,1,1,2,1,2,3,2,TRUE
F0GBR04FHH,Jupiter UK Smaller Companies L GBP Acc,GBP,52.8.GB00B1XG7C26,Jupiter UK Smaller Companies Fund L GBP Acc,6.874,3,2,,UK Small-Cap Equity,0,-0.28,0.1,0.81,11.88,17.99,11.97,36.2,7.22,13.3,13.28,4,1.92,0,0.07,,high,17.42,,1415893010,9,1314.46697,3,-0.29,0.85,80.78,22.73,0.4,1,1,1,1,1,1,2,1,2,3,2,FALSE
F000003WUA,Jupiter UK Smaller Companies P GBP Acc,GBP,52.8.GB00B1XG8B83,Jupiter UK Smaller Companies Fund P GBP Acc,5.231,3,2,,UK Small-Cap Equity,0,-0.27,0.11,0.85,12.04,18.27,12.23,36.9,7.76,13.88,13.85,4,1.42,0,0.07,,avg,17.42,,1415893010,9,1314.46697,3,0.22,0.85,80.76,22.74,0.43,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000T1N9,Jupiter UK Smaller Companies U1 GBP Acc,GBP,52.8.GB00BHBX8S02,Jupiter UK Smaller Companies Fund U1 GBP Acc,2.363,3,2,,UK Small-Cap Equity,0.24739,-0.25,0.13,0.9,12.15,18.56,12.47,37.54,8.25,14.4,,0,0.96,0,0.07,,,17.42,,1415893010,9,1314.46697,3,0.67,0.85,80.76,22.74,0.45,1,1,1,1,1,1,2,1,2,3,2,FALSE
F00000SJSI,Jupiter UK Smaller Companies U2 GBP Acc,GBP,52.8.GB00BHBX8V31,Jupiter UK Smaller Companies Fund U2 GBP Acc,2.359,3,2,,UK Small-Cap Equity,0.31064,-0.25,0.13,0.94,12.23,18.6,12.49,37.63,8.36,14.5,,0,0.87,0,0.07,,,17.42,,1415893010,9,1314.46697,3,0.74,0.85,80.78,22.72,0.45,1,1,1,1,1,1,2,1,2,3,2,FALSE
F000002YCC,Jupiter UK Special Situations I Acc,GBX,52.8.GB00B4KL9F89,Jupiter UK Special Situations I Acc,272.23,4,3,,UK Large-Cap Equity,1.81756,-0.15,0.42,1.08,11.06,19.97,20.39,26.96,2.79,8.07,8.94,0,0.76,0,0.21,0,,14.58,,2133776040,1,11560.82769,4,0.58,1.19,89.46,20.35,0.19,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0000155BD,Jupiter UK Special Situations J Acc,GBP,52.8.GB00BJJQ5Y00,Jupiter UK Special Situations J Acc,2.1008,2,3,,UK Large-Cap Equity,1.25973,-0.15,0.41,1.02,10.87,19.57,20.03,26.1,1.9,,,,1.44,0,0.21,,aboveAvg,14.58,,2133776040,1,11560.82769,4,-0.29,1.19,89.45,20.35,0.15,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0000106XT,Jupiter UK Special Situations L Acc,GBX,52.8.GB00BF155811,Jupiter UK Special Situations L Acc,209.43,2,3,,UK Large-Cap Equity,1.05727,-0.15,0.4,0.99,10.78,19.39,19.87,25.72,1.8,,,,1.74,0,0.21,0,high,14.58,,2133776040,1,11560.82769,4,-0.39,1.19,89.47,20.34,0.14,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000Q7VA,Kennox Strategic Value A Acc,GBX,52.8.GB00B9B3CY80,Kennox Strategic Value Fund A Acc,146.2,1,2,2,Global Flex-Cap Equity,2.16036,-0.14,0.14,-0.41,5.18,8.46,9.92,7.18,-0.61,4.03,,5,0.97,0,0.06,0,,12.17,,81807924,4,6828.60724,1,-9.72,0.83,85.2,11.96,-0.05,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000Q7V8,Kennox Strategic Value Institutional Acc,GBX,52.8.GB00B8Y8GR43,Kennox Strategic Value Fund Institutional Acc,144,1,2,2,Global Flex-Cap Equity,1.98393,-0.14,0.14,-0.41,5.11,8.35,9.84,6.98,-0.82,3.82,,5,1.17,0,0.06,0,,12.17,,81807924,4,6828.60724,1,-9.95,0.83,85.26,11.97,-0.07,1,1,1,1,1,1,2,1,3,3,2,FALSE
F00000Q7V7,Kennox Strategic Value Professional Acc,GBX,52.8.GB00B9DH0K00,Kennox Strategic Value Fund Professional Acc,138.9,1,2,2,Global Flex-Cap Equity,1.7118,-0.14,0.14,-0.43,4.99,8.18,9.63,6.68,-1.13,3.51,,5,1.47,0,0.06,0,avg,12.17,,81807924,4,6828.60724,1,-10.23,0.83,85.36,11.98,-0.09,1,1,1,1,1,1,2,1,3,3,2,FALSE
F0GBR05YZP,Lazard Managed Equity A Acc,GBX,52.8.GB0032009606,Lazard Managed Equity Fund A Acc,445.008,3,4,2,Global Large-Cap Blend Equity,0.86644,0,0,-0.29,8.69,11.01,10.2,21.08,7.29,11.26,10.08,0,1.08,0,0.29,0,,4,,82450416,2,31398.86664,4,-4.29,1.07,95.36,15.52,0.51,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR06I4M,Lazard Multicap UK Income A Acc,GBP,52.8.GB0008470360,Lazard Multicap UK Income Fund A Acc,12.23264,3,3,3,UK Equity Income,2.8461,0.15,0.36,0.09,8.95,14.48,13.85,20.24,1.96,6.46,7.49,0,0.85,0,0.39,0,,17.25,,67642567,1,14772.819,3,-0.22,1.17,96.17,19.31,0.16,1,1,1,1,1,1,3,1,3,3,2,TRUE
F0GBR04DT9,Lazard Multicap UK Income B Acc,GBP,52.8.GB0008470147,Lazard Multicap UK Income Fund B Acc,15.58397,3,3,2,UK Equity Income,2.85519,0.15,0.35,0.05,8.81,14.2,13.6,19.64,1.46,5.92,6.95,3.75,1.35,0,0.39,0,aboveAvg,17.25,,67642567,1,14772.819,3,-0.72,1.17,96.18,19.3,0.13,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0000023NA,Lazard UK Omega A Acc,GBP,52.8.GB00B24DZY77,Lazard UK Omega Fund A Acc,2.96646,3,3,3,UK Large-Cap Equity,1.50581,0.1,0.34,0.51,8.76,12.83,12.44,22.14,1.21,6.51,7.68,0,1.05,0,0.81,0,,16.25,,279752099,1,19779.52692,4,-0.96,1.19,95.25,19.74,0.12,1,1,1,1,1,1,3,1,3,3,2,FALSE
F000001X0T,Lazard UK Omega B Acc,GBP,52.8.GB00B24DZV47,Lazard UK Omega Fund B Acc,2.74718,3,3,2,UK Large-Cap Equity,1.10275,0.09,0.33,0.46,8.62,12.56,12.2,21.54,0.71,5.99,6.93,3,1.55,0,0.81,0,high,16.25,,279752099,1,19779.52692,4,-1.46,1.19,95.25,19.73,0.09,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000OUIO,Lazard UK Omega C Acc,GBP,52.8.GB00B8HKDX21,Lazard UK Omega Fund C Acc,2.97311,3,3,3,UK Large-Cap Equity,1.70625,0.1,0.35,0.53,8.83,12.97,12.56,22.45,1.47,6.78,,0,0.8,0,0.81,0,,16.25,,279752099,1,19779.52692,4,-0.71,1.19,95.26,19.74,0.13,1,1,1,1,1,1,3,1,3,3,2,TRUE
F00000VYWV,Lazard UK Omega EA Acc,GBP,52.8.GB00BZ0XWM94,Lazard UK Omega Fund EA Acc,1.3797,3,3,3,UK Large-Cap Equity,1.91086,0.1,0.35,0.55,8.9,13.11,12.68,22.75,1.72,7.05,,3,0.55,0,0.81,0,,16.25,,279752099,1,19779.52692,4,-0.46,1.19,95.26,19.74,0.14,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR0521O,L\u0026G (N) Tracker A Acc,GBX,52.8.GB0008468174,Legal \u0026 General (N) Tracker Trust A Class Accumulation,233.2,3,3,3,UK Large-Cap Equity,1.9328,0.04,0.04,0.09,7.86,11.63,11.21,15.27,1.41,6.12,5.6,0,0.89,0,0.04,0,avg,21.67,,1893798716,1,21970.67586,3,-0.79,1.03,97.14,16.91,0.12,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000THCU,L\u0026G (N) Tracker C Acc,GBX,52.8.GB00BMSKNB79,Legal \u0026 General (N) Tracker Trust C Class Accumulation,72.12,4,3,4,UK Large-Cap Equity,2.59735,0.04,0.04,0.14,8.06,12.07,11.62,16.17,2.22,7.02,,0,0.1,0,0.04,0,,21.67,,1893798716,1,21970.67586,3,0.01,1.03,97.14,16.93,0.17,1,1,1,1,1,1,3,1,3,3,2,FALSE
F0GBR06LHF,L\u0026G (N) Tracker CTF Acc,GBX,52.8.GB00B068LB50,Legal \u0026 General (N) Tracker Trust CTF Class Accumulation,216.4,2,3,2,UK Large-Cap Equity,1.40186,0.05,0,0,7.66,11.26,10.92,14.56,0.75,5.5,5.12,0,1.54,0,0.04,0,aboveAvg,21.67,,1893798716,1,21970.67586,3,-1.43,1.03,97.1,16.92,0.08,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000OUU0,L\u0026G (N) Tracker I Acc,GBX,52.8.GB00B8386G47,Legal \u0026 General (N) Tracker Trust I Class Accumulation,252.4,3,3,4,UK Large-Cap Equity,2.56682,0.04,0.04,0.12,8.05,12.03,11.58,16.1,2.18,6.97,6.44,0,0.14,0,0.04,0,,21.67,,1893798716,1,21970.67586,3,-0.03,1.03,97.07,16.92,0.17,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000ZO5M,L\u0026G Growth C Acc,GBX,52.8.GB00BF7MD597,Legal \u0026 General Growth Trust C Class Accumulation,67.65,3,4,3,UK Flex-Cap Equity,0.71333,0.46,-0.31,0.62,7.72,13.13,7.79,19.8,6.17,,,0,0.5,0,1.05,0,,7.92,,300107928,6,4540.77693,4,5.64,1.3,66.79,25.79,0.36,1,1,1,1,1,1,3,1,3,3,2,FALSE
F00000OKGN,L\u0026G Growth F Acc,GBX,52.8.GB00B833WT44,Legal \u0026 General Growth Trust F Class Accumulation,145.5,3,4,3,UK Flex-Cap Equity,0.24384,0.48,-0.27,0.62,7.62,12.88,7.54,19.16,5.62,10.61,,0,1.03,0,1.05,0,belowAvg,7.92,,300107928,6,4540.77693,4,5.09,1.3,66.74,25.84,0.34,1,1,1,1,1,1,3,1,3,3,2,FALSE
