,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Active_Share_percent,Top3_sector_percent,Top5_sector_percent,Equity_Holding_Amount,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F00000ZIAF,13.77,1.83,1.51,10.31,2.3,13.35,-6.27,-6.85,1.58,-1.89,146,8,32,,18.93,46.06,69.72,19.77 Bil,33.49,27.99,27.74,6.01,0.3,63.93,57.5,78.66,32.32,10.41,34.36,61.38,15.43,76.78,71.34,55.58,82.31,28.17,19.39,66.81,41.48,29,82.8,45.95,41.66,62.42
F0GBR06IAX,14.03,1.79,1.58,10.27,2.41,13.35,-9.05,-8.21,-0.12,-2.72,401,213,31,-3.37,,46.4,68.19,22.11 Bil,36.02,28.52,25.7,5.12,0.67,65.57,60.7,81.63,32.43,12.79,36.71,73.9,23.84,84.23,76.07,41.17,85.86,28.03,13.84,77.92,41.99,27.58,89.69,49.73,44.07,65.71
F00000SVD5,15.16,1.92,1.31,10.41,2.28,10.91,-6.96,-6.47,-0.86,-1.95,42,5,38,53.1,72.22,57.27,73.17,11.61 Bil,11.54,40.07,32.31,11.07,0,68.39,68.19,96.72,48.44,10.05,48.44,64.48,18.23,97.96,90.26,70.39,92.58,24.71,5.76,37.39,28.08,13.6,81.24,30.69,29.47,46.14
F0GBR04P5W,15.16,1.92,1.31,10.41,2.28,10.91,-6.96,-6.47,-0.86,-1.95,42,5,38,53.1,72.22,57.27,73.17,11.61 Bil,11.54,40.07,32.31,11.07,0,68.39,68.19,96.72,48.44,10.05,48.44,64.48,18.23,97.96,90.26,70.39,92.58,24.71,5.76,37.39,28.08,13.6,81.24,30.69,29.47,46.14
F0GBR050J6,14.14,1.68,1.12,9.45,3.02,16.27,-1.44,-11.53,-8.83,-7.59,43,24,41,52,55.87,47.28,71.89,21.28 Bil,36.09,34.66,22.18,5.25,0.01,74.01,63.18,85.09,31.92,9.82,40.58,90.4,25.72,94.88,90.21,66.4,90.21,13.24,12.05,84.42,37.04,27.56,92.16,47.08,42.11,69.41
F00000XXVT,13.65,1.72,1.54,9.45,2.76,11.5,-6.81,-8.54,-2.11,-2.41,99,4,39,,,50.73,70.2,35.36 Bil,44.5,36.83,17.55,0.02,0,73.67,66.16,83.12,19.12,6.61,24.65,80.96,19.92,85.17,88.94,71.8,90.1,36.52,25.68,89.66,40.11,25.94,91.83,69.36,62.78,86.63
F00000MQUX,17.06,2.88,2.21,13.54,1.91,12.6,-6.19,-5.19,3.49,-1.64,141,6,46,150,61.58,44.79,70.03,16.87 Bil,29.39,28.05,25.74,9.6,1.78,34.21,19.72,60.54,59.34,31.83,62.91,70.61,11.45,83.37,70.83,31.6,77.27,32.3,12.88,67.96,41.06,35.66,92.56,38.81,37.32,48.75
F00000OOAU,14.49,1.55,1.27,8.8,2.75,15.85,-8.61,-7.96,-0.04,-2.7,378,248,31,0,,46.59,68.06,21.43 Bil,37.73,25.51,25.96,5.14,0.55,69.7,62.05,81.28,26.91,13.12,37.52,77.83,24.02,83.81,84.72,46.49,86.31,25.81,14.77,80.9,42.83,27.31,89.59,49.21,44.63,64.45
F00000OOAS,14.06,1.51,1.3,8.67,2.98,15.98,-7.27,-8.21,-2.41,-2.48,99,76,39,0,,51.51,71.54,34.22 Bil,45.89,30.69,19.49,0,0,73.28,66.07,83.15,19.49,6.81,26.04,79.73,20.01,84.96,89.01,59.19,89.93,32.73,18.37,89.61,45.07,26.39,92.01,69.34,62.75,87.24
F0GBR04GPJ,15.14,1.87,1.12,10,2.22,10.02,-7.02,-7.79,6.75,-4.45,133,5,30,1,53.49,51.77,72.51,10.82 Bil,26.34,20.34,38.08,12.42,2.06,73.06,43.59,76.92,49.7,21.03,52.92,73.74,23.63,91.97,88,56.03,88,20.48,8.74,66.86,25.49,19.29,88.68,29.18,28.75,44.49
F0GBR059RK,15.14,1.87,1.12,10,2.22,10.02,-7.02,-7.79,6.75,-4.45,133,5,30,1,53.49,51.77,72.51,10.82 Bil,26.34,20.34,38.08,12.42,2.06,73.06,43.59,76.92,49.7,21.03,52.92,73.74,23.63,91.97,88,56.03,88,20.48,8.74,66.86,25.49,19.29,88.68,29.18,28.75,44.49
F00000H6L3,16.11,2.28,1.7,12.22,2.51,9.51,-3.72,-7.66,-0.12,-0.58,53,44,31,96,66.19,44.67,68.35,9.71 Bil,17.81,21.36,43.28,12.6,0,46.66,29.68,83.38,33.14,19.04,51.57,52.61,32.89,95.55,60.74,40.9,85.29,28.02,12.45,78.42,24.29,18.95,85.3,27.55,24.33,37.86
F00000OTEI,16.11,2.28,1.7,12.22,2.51,9.51,-3.72,-7.66,-0.12,-0.58,53,44,31,96,66.19,44.67,68.35,9.71 Bil,17.81,21.36,43.28,12.6,0,46.66,29.68,83.38,33.14,19.04,51.57,52.61,32.89,95.55,60.74,40.9,85.29,28.02,12.45,78.42,24.29,18.95,85.3,27.55,24.33,37.86
F00000X3SE,13.36,1.73,1.28,8.67,2.6,11.17,-6.04,-6.01,5.08,-2.65,259,178,31,,26.75,46.34,67.67,19.20 Bil,34.39,25.3,26.43,7.96,0.6,73.84,51.27,82.36,21.97,8.19,29.89,68.25,14.76,81.47,75.66,35.87,81.99,31.26,12.1,77.09,38.69,28.99,87.29,42.35,41.04,58.93
F00000JWFU,14.18,1.75,1.5,9.78,2.52,11.64,-7.99,-8.16,-0.18,-2.62,397,205,,0,,46.19,68.15,22.10 Bil,35.55,29.52,24.33,4.91,0.52,69.29,60.66,81.51,27.96,13.47,37.53,74.44,24.75,83.96,84.22,43.4,85.84,29.38,15.02,81.6,35.77,26.72,88.95,47.39,44.57,64.83
F00000UEXJ,14.18,1.75,1.5,9.78,2.52,11.64,-7.99,-8.16,-0.18,-2.62,397,205,,0,,46.19,68.15,22.10 Bil,35.55,29.52,24.33,4.91,0.52,69.29,60.66,81.51,27.96,13.47,37.53,74.44,24.75,83.96,84.22,43.4,85.84,29.38,15.02,81.6,35.77,26.72,88.95,47.39,44.57,64.83
F00000QJ55,14.15,1.75,1.52,9.82,2.55,11.66,-8.06,-8.12,-0.46,-2.39,283,77,32,,,46.73,68.17,23.66 Bil,36.63,30.37,24.74,3.9,0.15,69.29,62.02,81,26.75,10.88,36.5,75.33,23.34,84.54,84.64,48.96,86.18,30.68,14.84,79.74,35.55,26.22,89.7,49.95,47.24,68.08
F00000QJ57,14.15,1.75,1.52,9.82,2.55,11.66,-8.06,-8.12,-0.46,-2.39,283,77,32,,,46.73,68.17,23.66 Bil,36.63,30.37,24.74,3.9,0.15,69.29,62.02,81,26.75,10.88,36.5,75.33,23.34,84.54,84.64,48.96,86.18,30.68,14.84,79.74,35.55,26.22,89.7,49.95,47.24,68.08
F00000OJM3,13.65,1.72,1.54,9.45,2.76,11.5,-6.82,-8.54,-2.1,-2.41,98,10,,,,50.74,70.21,35.36 Bil,44.43,36.77,17.53,0.02,0,73.33,65.49,83.84,19.44,6.51,26.81,80.65,20.87,84.5,88.71,69.02,90.01,36.55,19.18,89.28,40.31,26.06,91.49,69.13,62.75,86.5
F00000MDB1,15.86,1.39,1.54,11.31,2.25,12.26,-11.45,-3.43,4.94,1.99,26,5,50,8.52,76.07,58.49,76.88,12.49 Bil,24.89,29.18,27.17,12.07,0.94,51.91,28.86,72.66,33.07,25.38,60.46,88.33,23.37,94.4,79.94,54.98,89.54,28.52,19.44,94.55,69.64,42.09,92.74,32.74,31.74,64.43
F00000MDAZ,15.86,1.39,1.54,11.31,2.25,12.26,-11.45,-3.43,4.94,1.99,26,5,50,8.52,76.07,58.49,76.88,12.49 Bil,24.89,29.18,27.17,12.07,0.94,51.91,28.86,72.66,33.07,25.38,60.46,88.33,23.37,94.4,79.94,54.98,89.54,28.52,19.44,94.55,69.64,42.09,92.74,32.74,31.74,64.43
F0GBR064N7,16.62,2.6,1.17,12.7,1.78,9.72,-8.26,-3.54,12.7,1.18,32,1,33,23.25,80.79,54.87,79.03,6.99 Bil,10.64,21.99,44.91,15.46,0,60.36,29.36,76.02,61.45,6.47,67.74,74.49,5.35,92.5,65.72,39.32,93.18,29.96,25.98,98.72,35.06,31.04,90.97,25.71,25.71,55.73
F00000XWYS,15.24,1.98,0.95,9.58,1.99,10.88,-5.28,-7.74,10.87,-5.53,44,5,37,89,72.38,57.88,81.55,8.72 Bil,18.93,18.38,44.96,12.05,2.08,78.61,63.08,83.55,65.74,17.22,65.74,60.02,16.21,95.25,91.21,76.95,93.75,16.11,7.22,60.89,20.5,11.85,84.84,26.73,26.22,52.65
F00000WF4U,13.36,1.74,1.56,9.97,2.17,11.46,-2.81,-8.32,-3.51,-1.82,98,13,34,46.4,45.85,49.3,71.88,15.29 Bil,30.16,21.79,31.5,7.45,0.45,64.92,55.66,82.86,31.26,12.38,39.33,40.97,11.01,74.67,67.7,36.43,85.74,23.65,16.41,72.32,33.41,24.56,84.7,37.65,36.35,70.46
F00000WB5V,13.36,1.74,1.56,9.97,2.17,11.46,-2.81,-8.32,-3.51,-1.82,98,13,34,46.4,45.85,49.3,71.88,15.29 Bil,30.16,21.79,31.5,7.45,0.45,64.92,55.66,82.86,31.26,12.38,39.33,40.97,11.01,74.67,67.7,36.43,85.74,23.65,16.41,72.32,33.41,24.56,84.7,37.65,36.35,70.46
F00000W9ND,13.34,1.69,1.49,9.28,2.89,11.26,-4.97,-8.25,-3.45,-2.44,87,7,44,9,,52.24,72.84,37.20 Bil,44.54,32.76,15.43,0,0,75.58,68.38,83.35,16.65,5.89,25.85,84.36,20.11,88.57,89.92,68.58,90.62,40.25,18.31,87.79,42.01,26.11,91.53,72.22,65.91,86.6
F00000PBNN,17.23,2.43,1.87,10.74,2,11.22,-9.4,-7.88,4.1,-0.96,46,9,30,92,,49.88,69.39,17.32 Bil,27.61,30.27,31.21,7.28,0,57.27,23.13,66.32,45.01,25.15,74.74,81.38,17.45,89.93,77.68,51.56,80.73,31.5,13.69,74.2,45.82,27.04,89.41,37.3,32.89,53.7
F0GBR04RP4,17.23,2.43,1.87,10.74,2,11.22,-9.4,-7.88,4.1,-0.96,46,9,30,92,,49.88,69.39,17.32 Bil,27.61,30.27,31.21,7.28,0,57.27,23.13,66.32,45.01,25.15,74.74,81.38,17.45,89.93,77.68,51.56,80.73,31.5,13.69,74.2,45.82,27.04,89.41,37.3,32.89,53.7
F00000T2LI,17.23,2.43,1.87,10.74,2,11.22,-9.4,-7.88,4.1,-0.96,46,9,30,92,,49.88,69.39,17.32 Bil,27.61,30.27,31.21,7.28,0,57.27,23.13,66.32,45.01,25.15,74.74,81.38,17.45,89.93,77.68,51.56,80.73,31.5,13.69,74.2,45.82,27.04,89.41,37.3,32.89,53.7
F000000LLW,17.16,2.43,1.86,10.76,2.02,11.21,-9.34,-7.88,4.09,-1,46,9,32,-14.52,,49.09,69.15,17.87 Bil,29.03,31.74,32.42,6.5,0,57.34,23.37,66.31,43.06,24.98,73.6,81.5,15.84,90.25,78.86,50.7,81.42,31.5,13.8,73.6,45.02,27.05,89.44,38.32,32.62,54.01
F00000NF4R,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42,53,7,37,-27.45,59.78,51.31,77.3,16.84 Bil,25.84,29.49,41.49,2.35,0,72.78,35.33,77.76,50.92,17.74,53.48,71.7,26.32,92.16,83.35,60.38,84.68,28.75,13.61,87.19,40.99,18.87,88.59,38.03,36.63,42.22
F00000MF1W,15.82,2.28,1.49,12.94,2.41,8.66,-6.5,-6.41,6.31,0.42,53,7,37,163,59.78,51.31,77.3,,25.84,29.49,41.49,2.35,0,72.78,35.33,77.76,50.92,17.74,53.48,71.7,26.32,92.16,83.35,60.38,84.68,28.75,13.61,87.19,40.99,18.87,88.59,38.03,36.63,42.22
F0GBR04S1J,14.02,1.79,1.57,10.25,2.41,13.35,-9,-8.2,-0.07,-2.73,406,209,,-12.9,,46.37,68.24,21.98 Bil,35.61,28.24,25.53,5.18,0.67,70.01,62.2,78.97,27.3,12.4,38.66,75.55,24.14,83.73,84.26,48.4,86.97,29.16,14.44,72.74,36.16,27.5,89.29,47.8,44.35,64.33
F00000TGGO,16.06,2.7,1.78,13.81,3.25,8.64,-3.97,-5.55,-7.21,-1.77,39,2,35,,63.12,56.78,72.8,45.50 Bil,46.79,31.69,17.72,1.5,0.81,66.26,60.09,90.71,15.62,4.06,24.77,87.22,18.51,88.5,63.91,54.22,90.96,64.47,25.63,94.42,69.9,41.89,89.95,70.56,68.36,86.43
F00000TGFI,16.06,2.7,1.78,13.81,3.25,8.64,-3.97,-5.55,-7.21,-1.77,39,2,35,,63.12,56.78,72.8,45.50 Bil,46.79,31.69,17.72,1.5,0.81,66.26,60.09,90.71,15.62,4.06,24.77,87.22,18.51,88.5,63.91,54.22,90.96,64.47,25.63,94.42,69.9,41.89,89.95,70.56,68.36,86.43
F00000XY8K,17.81,2.26,1.31,10.37,1.83,11.95,-2.53,-5.65,10.93,-2.44,75,3,35,,,51.4,74.89,9.50 Bil,18.78,27.11,33.41,13.62,2.13,33.57,33.57,95.34,64.99,17.5,67.82,73.77,9.84,94.6,57.2,29.25,87.21,26.81,11.55,43.24,43.79,20.3,81.42,27.66,27.46,47.94
F00000VEBL,17.81,2.26,1.31,10.37,1.83,11.95,-2.53,-5.65,10.93,-2.44,75,3,35,,,51.4,74.89,9.50 Bil,18.78,27.11,33.41,13.62,2.13,33.57,33.57,95.34,64.99,17.5,67.82,73.77,9.84,94.6,57.2,29.25,87.21,26.81,11.55,43.24,43.79,20.3,81.42,27.66,27.46,47.94
F00000QQTA,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71,32,0,43,4.41,69.38,57.33,76.36,14.07 Bil,16.47,39.55,39.37,4.6,0,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F00000QQTC,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71,32,0,43,4.41,69.38,57.33,76.36,14.07 Bil,16.47,39.55,39.37,4.6,0,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F0GBR04APW,19.85,3.74,3.8,15,1.41,16.91,-1.29,-4.99,3.08,-0.96,62,14,36,96.3,72.22,50.96,74.33,17.20 Bil,27.65,23.99,41.05,3.9,0.32,14.17,3.36,23.65,75.29,36.46,81.78,32.78,5,81.79,32.55,9.71,66.7,33.17,10.49,52.48,52,14.78,84.73,36.96,34.32,51.63
F00000QKW2,14.06,1.8,1.64,10.7,2.42,14.58,-8.6,-8.57,-4.65,-1.65,69,4,,,40.85,45.9,66.3,22.07 Bil,35.55,30.5,29.44,2.24,0,59.83,20.19,74.87,33.97,15.34,90.55,71.11,16.38,94.23,75.79,19.78,86.44,23.4,5.36,62.33,31.51,12.24,81.24,49.66,29.13,49.66
F00000OZTY,14.16,1.75,1.49,9.77,2.52,11.64,-8.16,-8.19,-0.07,-2.62,403,214,31,-2.32,,46.13,68.14,22.04 Bil,35.69,29.57,24.09,4.93,0.69,69.74,62.72,81.21,27.75,12.51,37.84,75.19,26.78,83.6,83.85,43.25,85.75,29.12,14.53,80.37,36.34,28.04,89.4,47.29,44.13,65.31
F00000QTM9,14.16,1.75,1.49,9.77,2.52,11.64,-8.16,-8.19,-0.07,-2.62,403,214,31,-2.32,,46.13,68.14,22.04 Bil,35.69,29.57,24.09,4.93,0.69,69.74,62.72,81.21,27.75,12.51,37.84,75.19,26.78,83.6,83.85,43.25,85.75,29.12,14.53,80.37,36.34,28.04,89.4,47.29,44.13,65.31
F00000XIZ6,14.16,1.75,1.5,9.77,2.52,11.64,-8.08,-8.21,-0.06,-2.59,402,209,31,7.71,,46.18,68.19,22.11 Bil,35.65,29.56,23.98,4.86,0.7,69.28,61.71,81.78,28.1,12.11,37.14,74.22,24.59,83.66,84.34,47.58,85.88,29.35,14.5,75.38,36.15,27.67,89.87,47.36,44.31,64.02
F0GBR04RQ2,14.14,1.75,1.51,9.8,2.55,11.65,-8.04,-8.1,-0.37,-2.38,281,72,32,5,,46.78,68.29,,36.62,30.39,24.67,3.94,0.15,69.62,62.32,79.51,26.69,11.24,35.2,75.34,23.69,84.27,84.69,48.41,86.04,30.57,14.86,80.03,35.47,26.53,89.6,49.78,47.3,68.74
F00000QTM7,13.64,1.72,1.54,9.44,2.76,11.5,-6.8,-8.54,-2.11,-2.41,98,6,38,-7.55,,50.8,70.26,,42.59,35.26,16.76,0.01,0,73.28,66.83,83.55,19.58,5.58,26.02,80.62,22.2,83.78,88.67,68.8,89.96,36.42,18.75,89.12,40.42,26.38,91.75,69,62.89,87.15
F0GBR04RXW,16.16,3.04,1.83,14.55,2.06,9.3,-5.31,-8.18,3.59,-1.09,35,4,,46.53,76.09,51.67,75,13.05 Bil,16.58,36.51,41.01,3.26,0,87.73,83.25,96.68,28.63,8.71,46.18,51.68,16.69,96.82,71.96,68.65,93.87,22.9,12.23,69.46,32.78,20.66,88.27,31.53,28.61,46.16
F00000MQQW,16.16,3.04,1.83,14.55,2.06,9.3,-5.31,-8.18,3.59,-1.09,35,4,,46.53,76.09,51.67,75,13.05 Bil,16.58,36.51,41.01,3.26,0,87.73,83.25,96.68,28.63,8.71,46.18,51.68,16.69,96.82,71.96,68.65,93.87,22.9,12.23,69.46,32.78,20.66,88.27,31.53,28.61,46.16
F0GBR04AFJ,16.15,3.04,1.82,14.55,2.07,9.26,-5.39,-8.18,3.59,-1.05,35,101,,-34.58,76.12,51.87,75.12,13.02 Bil,16.56,36.25,40.9,3.24,0,86.74,82.98,96.66,27.73,8.9,46.39,53.31,16.66,96.7,70.62,68.51,93.81,24.39,12.37,69.51,36.05,20.66,88.21,31.24,29.17,46
F0GBR04AFL,16.15,3.04,1.82,14.55,2.07,9.26,-5.39,-8.18,3.59,-1.05,35,101,,-34.58,76.12,51.87,75.12,,16.56,36.25,40.9,3.24,0,86.74,82.98,96.66,27.73,8.9,46.39,53.31,16.66,96.7,70.62,68.51,93.81,24.39,12.37,69.51,36.05,20.66,88.21,31.24,29.17,46
F0000150TA,12.32,1.44,0.99,7.59,2.86,11.21,-7.91,-8.69,-1.77,-2.52,47,2,34,33.74,66.21,44.29,63.92,11.03 Bil,20.19,29.84,36.33,8.39,3.15,83.63,74.92,94.02,25.91,6.43,40.66,37.74,37.74,96.1,92.18,38.45,92.18,15.74,7.57,66.24,20.09,14.43,86.75,28.96,27.23,44.09
F00000MWK3,12.32,1.44,0.99,7.59,2.86,11.21,-7.91,-8.69,-1.77,-2.52,47,2,34,33.74,66.21,44.29,63.92,11.03 Bil,20.19,29.84,36.33,8.39,3.15,83.63,74.92,94.02,25.91,6.43,40.66,37.74,37.74,96.1,92.18,38.45,92.18,15.74,7.57,66.24,20.09,14.43,86.75,28.96,27.23,44.09
F0GBR04G9X,15.06,1.93,1.53,10.92,2.49,10.04,-7.56,-7.41,-1.16,-0.99,192,11,,105.09,49.6,47.02,65.35,16.21 Bil,29.47,22.76,27.63,10.45,0.87,71.64,52.07,73.69,26.52,11.61,59.52,77.2,19.6,92.44,76.79,49.52,80.26,33.76,12.95,64.57,38.71,24.16,88.62,37.15,32.1,46.35
F00000P5TW,15.81,2.03,1.46,11.88,2.17,11.51,-9.27,-6.12,2.03,-1.98,0,19,99,274.13,,49.39,72.01,10.73 Bil,20.56,22.54,38.26,11.76,1.22,63.04,33.19,75.39,38.79,25.32,53.32,70.1,16.83,86.68,69.97,41.78,80.1,27.87,14.79,68.33,37.67,32.89,88.41,29.31,29.31,45.7
F0GBR04MY7,13.45,2.17,1.51,9.09,2.7,11.08,-0.06,-7.03,7.97,-3.32,148,17,31,30.12,,48.16,70.72,17.99 Bil,30.81,23.71,40.77,3.69,0.02,75.54,58.75,81.75,18.98,8.02,36.26,58.9,15.72,87.86,79.51,35.28,87.16,35.84,13.6,71.62,28.61,21.64,87.79,41.72,41.4,63.55
F0GBR05AAU,13.45,2.17,1.51,9.09,2.7,11.08,-0.06,-7.03,7.97,-3.32,148,17,31,30.12,,48.16,70.72,17.99 Bil,30.81,23.71,40.77,3.69,0.02,75.54,58.75,81.75,18.98,8.02,36.26,58.9,15.72,87.86,79.51,35.28,87.16,35.84,13.6,71.62,28.61,21.64,87.79,41.72,41.4,63.55
F00000TGIQ,23.33,4.05,3.05,19.66,1.29,12.2,-0.25,4.58,26.33,7.69,31,2,42,,,49.71,73.78,7.04 Bil,12.37,24.98,43.58,12.73,2.53,15.05,11.35,89.1,80.33,12.9,84.48,70.73,6.33,90.19,9.01,5.55,88.22,35.02,8.44,69.86,34.39,30.39,92.8,23.2,21.56,59.03
F00000TQMJ,15.42,1.86,1.56,11.09,2.59,11.72,-5.9,-10.19,-6.7,-3.14,33,2,,,68.69,67.05,79.83,16.17 Bil,21.48,41.63,28.04,7,1.06,62.05,29.97,80.52,29.17,8.42,50.42,83.44,20.73,93.35,79.38,30.32,89.96,34.48,17.57,87.07,38.85,29.95,92.26,40.01,36.2,68.51
F00000TQMF,15.42,1.86,1.56,11.09,2.59,11.72,-5.9,-10.19,-6.7,-3.14,33,2,,,68.69,67.05,79.83,16.17 Bil,21.48,41.63,28.04,7,1.06,62.05,29.97,80.52,29.17,8.42,50.42,83.44,20.73,93.35,79.38,30.32,89.96,34.48,17.57,87.07,38.85,29.95,92.26,40.01,36.2,68.51
F0GBR04S9M,14.03,1.79,1.56,10.24,2.4,13.32,-8.59,-8.2,0.1,-2.78,368,169,31,-4.51,,46.19,68.05,21.82 Bil,35.59,28.24,25.76,5.3,0.62,65.63,62.26,81.72,32.49,11.68,37.35,74.07,24.03,84.17,75.59,46.55,85.83,27.94,14.16,74.93,42.04,26.97,89.69,49.43,44.55,62.85
F00000OBQZ,14.98,2.49,1.49,11.43,3.01,8.14,-6.58,-7.32,-1.88,-1.2,45,1,38,52.16,50.23,47.9,67.59,20.10 Bil,36.86,26.22,29.2,6.03,0,67.97,39.05,78.41,16.51,10,29.47,87.17,25.02,94.4,78.35,51.09,88.47,49.2,23.02,89.83,53.31,24.7,91.48,45.58,41.41,59.42
F0GBR04ELG,19.98,3.81,3.85,15.19,1.41,16.82,-1.42,-4.77,2.96,-0.77,62,7,36,40.72,72.77,50.81,74.05,16.55 Bil,27.37,24.66,41.97,3.99,0.7,14.09,3.09,23.66,75.63,34.6,82.18,33.07,4.94,82.24,31.59,9.5,66.02,33.29,10.4,51.65,53.84,14.79,84.6,36.24,34.89,53.11
F00000M88P,17.59,2.69,2.43,17.2,1.35,11.65,-3.81,-10.78,-11.1,-0.88,59,3,,85.09,79.54,60.14,78.63,12.57 Bil,22.76,34.4,44.35,12.81,0,51,16.88,51,71,23.52,85.93,51.92,9.04,89.7,70.17,12.88,70.17,24.6,9.88,90.72,55.4,23.47,90.71,29.81,29.42,64.19
F00000LYF6,13.82,1.76,1.4,9.7,2.43,11.67,-5.69,-6.92,1.54,-1.82,146,16,32,24.21,20.36,45.74,69.92,19.76 Bil,34.11,28.11,26.69,5.93,0.26,68.59,59.25,82.18,26.61,10.29,40.23,59.84,14.79,76.62,78.27,46.97,81.99,28.75,13.19,75.95,35.93,28.64,91.02,43.01,42.4,62.32
F0GBR06XGA,15.74,2.26,1.54,12.45,2.63,9.76,-6.69,-6.09,2.89,0.69,40,6,42,91,67.14,54.51,78.09,16.85 Bil,28.53,27.46,39.41,3.09,0,77.3,38.14,79.6,41.49,16.78,53.78,78.28,31.87,93.02,77.22,45.45,86.22,29.06,13.69,91.46,46.44,21.53,88.53,38.07,37.42,49.21
F00000JWLJ,10.78,0.97,0.61,5.67,2.16,9.44,1.25,-7.38,11.46,-4.04,177,19,,25,81.88,53.39,79.63,13.60 Bil,17.67,39.45,33.56,7.74,0,94.69,74.36,99.14,32.48,3.97,36.98,32.03,8.47,98.1,90.75,57.04,93.59,14.41,5.03,96.54,14.13,6.64,87.65,34.24,26.31,83.87
F00000TPCR,10.78,0.97,0.61,5.67,2.16,9.44,1.25,-7.38,11.46,-4.04,177,19,,25,81.88,53.39,79.63,13.60 Bil,17.67,39.45,33.56,7.74,0,94.69,74.36,99.14,32.48,3.97,36.98,32.03,8.47,98.1,90.75,57.04,93.59,14.41,5.03,96.54,14.13,6.64,87.65,34.24,26.31,83.87
F000010CMK,11.15,1.07,0.7,6.53,2.55,11.52,-8.18,-7.03,3.62,-4.68,33,4,,66.96,74.32,59.8,78.45,16.17 Bil,22.09,31.84,36.33,2.85,0,92.14,91.9,98.44,17.98,4.45,40.37,42.04,7.74,97.64,83.87,64.21,93.16,24.83,5.04,67.28,24.48,12.85,84.95,38.55,30.93,61.49
F0GBR06KYB,11.15,1.07,0.7,6.53,2.55,11.52,-8.18,-7.03,3.62,-4.68,33,4,,66.96,74.32,59.8,78.45,16.17 Bil,22.09,31.84,36.33,2.85,0,92.14,91.9,98.44,17.98,4.45,40.37,42.04,7.74,97.64,83.87,64.21,93.16,24.83,5.04,67.28,24.48,12.85,84.95,38.55,30.93,61.49
F0GBR06KYC,11.15,1.07,0.7,6.53,2.55,11.52,-8.18,-7.03,3.62,-4.68,33,4,,66.96,74.32,59.8,78.45,16.17 Bil,22.09,31.84,36.33,2.85,0,92.14,91.9,98.44,17.98,4.45,40.37,42.04,7.74,97.64,83.87,64.21,93.16,24.83,5.04,67.28,24.48,12.85,84.95,38.55,30.93,61.49
F00000J5DM,14.17,1.75,1.49,9.78,2.52,11.63,-8.11,-8.17,-0.04,-2.59,390,216,,,,46.12,68.16,,35.25,29.36,23.95,4.87,0.66,69.04,61.85,81.79,28.19,11.5,35.83,74.55,24.08,83.6,83.95,46.7,85.75,29.35,14.49,81.86,36.36,27.49,89.9,47.48,44.34,64.3
F00000NRQ7,14.17,1.75,1.49,9.78,2.52,11.63,-8.11,-8.17,-0.04,-2.59,390,216,,,,46.12,68.16,,35.25,29.36,23.95,4.87,0.66,69.04,61.85,81.79,28.19,11.5,35.83,74.55,24.08,83.6,83.95,46.7,85.75,29.35,14.49,81.86,36.36,27.49,89.9,47.48,44.34,64.3
F000010NXD,11,1.11,0.77,6.75,2.32,11.87,-10.74,-7.34,0.47,-4.97,39,14,38,,70.88,53.62,72.95,17.73 Bil,24.32,35.57,32.95,3.03,0,92.61,92.54,98.59,20.77,3.44,23.99,44.7,7.96,97.82,82.16,49.27,90.15,22.3,7.66,51.81,25.23,12.26,53.69,41.64,33.77,61.52
F000010FGB,14.09,1.7,1.33,10.5,1.73,11.65,-4.38,-8.46,-6.08,-1.69,32,0,44,,69.52,57.46,76.08,13.71 Bil,16.19,38.93,40.3,4.58,0,76.63,72.43,83.04,68.23,10.35,72.32,36.37,19.85,92.89,92.45,74.63,92.45,11.9,6.05,50.97,14.64,11.12,43.49,32.61,31.22,49.89
F000010FGD,14.09,1.7,1.33,10.5,1.73,11.65,-4.38,-8.46,-6.08,-1.69,32,0,44,,69.52,57.46,76.08,13.71 Bil,16.19,38.93,40.3,4.58,0,76.63,72.43,83.04,68.23,10.35,72.32,36.37,19.85,92.89,92.45,74.63,92.45,11.9,6.05,50.97,14.64,11.12,43.49,32.61,31.22,49.89
