SecId,company_1,percent_1,company_2,percent_2,company_3,percent_3,company_4,percent_4,company_5,percent_5,company_6,percent_6,company_7,percent_7,company_8,percent_8,company_9,percent_9,company_10,percent_10
F00000JUYT,Sanofi SA,4.26,Enel SpA,4.24,ASM International NV,3.54,EDP - Energias de Portugal SA,3.44,Total SE,2.89,Bank of Ireland Group PLC,2.84,Koninklijke Ahold Delhaize NV,2.7,Stellantis NV,2.59,Pernod Ricard SA,2.56,Smurfit Kappa Group PLC,2.42
F00000JUYU,Sanofi SA,4.26,Enel SpA,4.24,ASM International NV,3.54,EDP - Energias de Portugal SA,3.44,Total SE,2.89,Bank of Ireland Group PLC,2.84,Koninklijke Ahold Delhaize NV,2.7,Stellantis NV,2.59,Pernod Ricard SA,2.56,Smurfit Kappa Group PLC,2.42
F0GBR052U8,Roche Holding AG,3.99,Entain PLC,3.14,Enel SpA,3.09,EDP - Energias de Portugal SA,2.78,Alstom SA,2.4,Royal Dutch Shell PLC B,2.36,ASM International NV,2.3,Koninklijke Ahold Delhaize NV,2.27,Getinge AB Class B,2.26,Hugo Boss AG,2.21
0P0000LYIV,Roche Holding AG,3.99,Entain PLC,3.14,Enel SpA,3.09,EDP - Energias de Portugal SA,2.78,Alstom SA,2.4,Royal Dutch Shell PLC B,2.36,ASM International NV,2.3,Koninklijke Ahold Delhaize NV,2.27,Getinge AB Class B,2.26,Hugo Boss AG,2.21
0P00001A0M,Roche Holding AG,3.99,Entain PLC,3.14,Enel SpA,3.09,EDP - Energias de Portugal SA,2.78,Alstom SA,2.4,Royal Dutch Shell PLC B,2.36,ASM International NV,2.3,Koninklijke Ahold Delhaize NV,2.27,Getinge AB Class B,2.26,Hugo Boss AG,2.21
F00000OV1C,Stellantis NV,5.53,Veolia Environnement SA,5.28,Just Eat Takeaway.com NV,5.16,Carrefour,4.59,Compagnie de Saint-Gobain SA,4.51,Glencore PLC,4.36,ALD SA,3.96,B&M European Value Retail SA,3.96,Atacadao SA,3.78,Volvo AB B,3.41
F0GBR06MIL,Stellantis NV,5.53,Veolia Environnement SA,5.28,Just Eat Takeaway.com NV,5.16,Carrefour,4.59,Compagnie de Saint-Gobain SA,4.51,Glencore PLC,4.36,ALD SA,3.96,B&M European Value Retail SA,3.96,Atacadao SA,3.78,Volvo AB B,3.41
F00000OTNG,Stellantis NV,5.53,Veolia Environnement SA,5.28,Just Eat Takeaway.com NV,5.16,Carrefour,4.59,Compagnie de Saint-Gobain SA,4.51,Glencore PLC,4.36,ALD SA,3.96,B&M European Value Retail SA,3.96,Atacadao SA,3.78,Volvo AB B,3.41
F00000PC3G,Stellantis NV,5.53,Veolia Environnement SA,5.28,Just Eat Takeaway.com NV,5.16,Carrefour,4.59,Compagnie de Saint-Gobain SA,4.51,Glencore PLC,4.36,ALD SA,3.96,B&M European Value Retail SA,3.96,Atacadao SA,3.78,Volvo AB B,3.41
F0000045M1,Stellantis NV,5.53,Veolia Environnement SA,5.28,Just Eat Takeaway.com NV,5.16,Carrefour,4.59,Compagnie de Saint-Gobain SA,4.51,Glencore PLC,4.36,ALD SA,3.96,B&M European Value Retail SA,3.96,Atacadao SA,3.78,Volvo AB B,3.41
F0GBR06MIK,Stellantis NV,5.53,Veolia Environnement SA,5.28,Just Eat Takeaway.com NV,5.16,Carrefour,4.59,Compagnie de Saint-Gobain SA,4.51,Glencore PLC,4.36,ALD SA,3.96,B&M European Value Retail SA,3.96,Atacadao SA,3.78,Volvo AB B,3.41
F00000Q3YK,Akwel,6.7,Energean PLC,5.86,BFF Bank SpA,4.83,B&M European Value Retail SA,4.39,Banca Ifis,4.21,ALD SA,4.04,Peugeot Invest,3.92,Global Fashion Group SA Ordinary Shares,3.84,Future PLC,3.83,Sixt SE,3.56
F00000QHCO,Akwel,6.7,Energean PLC,5.86,BFF Bank SpA,4.83,B&M European Value Retail SA,4.39,Banca Ifis,4.21,ALD SA,4.04,Peugeot Invest,3.92,Global Fashion Group SA Ordinary Shares,3.84,Future PLC,3.83,Sixt SE,3.56
F000000RDD,Akwel,6.7,Energean PLC,5.86,BFF Bank SpA,4.83,B&M European Value Retail SA,4.39,Banca Ifis,4.21,ALD SA,4.04,Peugeot Invest,3.92,Global Fashion Group SA Ordinary Shares,3.84,Future PLC,3.83,Sixt SE,3.56
F00000M89N,Veolia Environnement SA,3.94,Just Eat Takeaway.com NV,3.77,Atacadao SA,2.98,Energean PLC,2.93,Stellantis NV,2.86,ALD SA,2.79,NN Group NV,2.7,B&M European Value Retail SA,2.69,Glencore PLC,2.58,Volvo AB B,2.58
F0GBR04S4D,ASML Holding NV,6.66,DSV Panalpina AS,5.24,LVMH Moet Hennessy Louis Vuitton SE,3.9,Ambu A/S Class B,3.84,Novo Nordisk A/S B,3.63,Infineon Technologies AG,3.57,Sika AG,3.48,Kingspan Group PLC,3.17,L'Oreal SA,3.15,Partners Group Holding AG,3.1
F00000O4Y5,ASML Holding NV,6.66,DSV Panalpina AS,5.24,LVMH Moet Hennessy Louis Vuitton SE,3.9,Ambu A/S Class B,3.84,Novo Nordisk A/S B,3.63,Infineon Technologies AG,3.57,Sika AG,3.48,Kingspan Group PLC,3.17,L'Oreal SA,3.15,Partners Group Holding AG,3.1
F00000WVAJ,ASML Holding NV,6.66,DSV Panalpina AS,5.24,LVMH Moet Hennessy Louis Vuitton SE,3.9,Ambu A/S Class B,3.84,Novo Nordisk A/S B,3.63,Infineon Technologies AG,3.57,Sika AG,3.48,Kingspan Group PLC,3.17,L'Oreal SA,3.15,Partners Group Holding AG,3.1
F000002SDO,Allianz SE,3.86,Total SE,3.77,Novartis AG,3.6,Munchener Ruckversicherungs-Gesellschaft AG,3.48,Sanofi SA,3.1,Fortum Oyj,3.09,Industria De Diseno Textil SA,3.05,UPM-Kymmene Oyj,2.9,,,,
F00000PLW7,Allianz SE,3.86,Total SE,3.77,Novartis AG,3.6,Munchener Ruckversicherungs-Gesellschaft AG,3.48,Sanofi SA,3.1,Fortum Oyj,3.09,Industria De Diseno Textil SA,3.05,UPM-Kymmene Oyj,2.9,,,,
F000000F6R,ASML Holding NV,5.31,LVMH Moet Hennessy Louis Vuitton SE,4.1,Siemens AG,2.65,Allianz SE,2.35,SAP SE,2.05,Iberdrola SA,1.89,BNP Paribas,1.74,Basf SE,1.73,,,,
F000000JV4,ASML Holding NV,5.31,LVMH Moet Hennessy Louis Vuitton SE,4.1,Siemens AG,2.65,Allianz SE,2.35,SAP SE,2.05,Iberdrola SA,1.89,BNP Paribas,1.74,Basf SE,1.73,,,,
F000010B5W,ASML Holding NV,5.31,LVMH Moet Hennessy Louis Vuitton SE,4.1,Siemens AG,2.65,Allianz SE,2.35,SAP SE,2.05,Iberdrola SA,1.89,BNP Paribas,1.74,Basf SE,1.73,,,,
F0000139KC,BNP Paribas,2.86,ASML Holding NV,2.73,AstraZeneca PLC,2.53,Siemens AG,2.51,ING Groep NV,2.29,Diageo PLC,2.29,Sanofi SA,2.21,Reckitt Benckiser Group PLC,2.12,Iberdrola SA,2.04,Intesa Sanpaolo,2
F0000139KE,BNP Paribas,2.86,ASML Holding NV,2.73,AstraZeneca PLC,2.53,Siemens AG,2.51,ING Groep NV,2.29,Diageo PLC,2.29,Sanofi SA,2.21,Reckitt Benckiser Group PLC,2.12,Iberdrola SA,2.04,Intesa Sanpaolo,2
F0000139KD,BNP Paribas,2.86,ASML Holding NV,2.73,AstraZeneca PLC,2.53,Siemens AG,2.51,ING Groep NV,2.29,Diageo PLC,2.29,Sanofi SA,2.21,Reckitt Benckiser Group PLC,2.12,Iberdrola SA,2.04,Intesa Sanpaolo,2
F0000139KF,BNP Paribas,2.86,ASML Holding NV,2.73,AstraZeneca PLC,2.53,Siemens AG,2.51,ING Groep NV,2.29,Diageo PLC,2.29,Sanofi SA,2.21,Reckitt Benckiser Group PLC,2.12,Iberdrola SA,2.04,Intesa Sanpaolo,2
F0000000K1,ASML Holding NV,9.72,LVMH Moet Hennessy Louis Vuitton SE,6.93,Worldline SA,4.08,Kingspan Group PLC,3.78,L'Oreal SA,3.5,adidas AG,3.25,Zalando SE,3.23,SAP SE,3.23,Infineon Technologies AG,3.22,Ryanair Holdings PLC,2.79
F000000JV5,ASML Holding NV,9.72,LVMH Moet Hennessy Louis Vuitton SE,6.93,Worldline SA,4.08,Kingspan Group PLC,3.78,L'Oreal SA,3.5,adidas AG,3.25,Zalando SE,3.23,SAP SE,3.23,Infineon Technologies AG,3.22,Ryanair Holdings PLC,2.79
F0000000K2,ASML Holding NV,9.72,LVMH Moet Hennessy Louis Vuitton SE,6.93,Worldline SA,4.08,Kingspan Group PLC,3.78,L'Oreal SA,3.5,adidas AG,3.25,Zalando SE,3.23,SAP SE,3.23,Infineon Technologies AG,3.22,Ryanair Holdings PLC,2.79
F00000W7F4,ASML Holding NV,9.72,LVMH Moet Hennessy Louis Vuitton SE,6.93,Worldline SA,4.08,Kingspan Group PLC,3.78,L'Oreal SA,3.5,adidas AG,3.25,Zalando SE,3.23,SAP SE,3.23,Infineon Technologies AG,3.22,Ryanair Holdings PLC,2.79
F00000VW7T,ASML Holding NV,9.72,LVMH Moet Hennessy Louis Vuitton SE,6.93,Worldline SA,4.08,Kingspan Group PLC,3.78,L'Oreal SA,3.5,adidas AG,3.25,Zalando SE,3.23,SAP SE,3.23,Infineon Technologies AG,3.22,Ryanair Holdings PLC,2.79
F00000WEDC,ASML Holding NV,9.72,LVMH Moet Hennessy Louis Vuitton SE,6.93,Worldline SA,4.08,Kingspan Group PLC,3.78,L'Oreal SA,3.5,adidas AG,3.25,Zalando SE,3.23,SAP SE,3.23,Infineon Technologies AG,3.22,Ryanair Holdings PLC,2.79
F00000P8AJ,ASML Holding NV,9.72,LVMH Moet Hennessy Louis Vuitton SE,6.93,Worldline SA,4.08,Kingspan Group PLC,3.78,L'Oreal SA,3.5,adidas AG,3.25,Zalando SE,3.23,SAP SE,3.23,Infineon Technologies AG,3.22,Ryanair Holdings PLC,2.79
F00000UQKS,Siemens AG,3.15,Roche Holding AG,3.14,Nestle SA,2.97,Koninklijke Philips NV,2.33,LVMH Moet Hennessy Louis Vuitton SE,2.32,Stellantis NV,2.26,Sanofi SA,2.26,UBS Group AG,2.17,ING Groep NV,2.14,Telefonaktiebolaget L M Ericsson Class B,2.08
F00000U3S4,Siemens AG,3.15,Roche Holding AG,3.14,Nestle SA,2.97,Koninklijke Philips NV,2.33,LVMH Moet Hennessy Louis Vuitton SE,2.32,Stellantis NV,2.26,Sanofi SA,2.26,UBS Group AG,2.17,ING Groep NV,2.14,Telefonaktiebolaget L M Ericsson Class B,2.08
F0000000K4,ASML Holding NV,7.54,DSV Panalpina AS,5.54,Infineon Technologies AG,4.85,Sika AG,4.3,Ambu A/S Class B,4.14,Novo Nordisk A/S B,3.65,SAP SE,3.46,Partners Group Holding AG,3.46,LVMH Moet Hennessy Louis Vuitton SE,3.31,Zalando SE,3.13
F000000JV6,ASML Holding NV,7.54,DSV Panalpina AS,5.54,Infineon Technologies AG,4.85,Sika AG,4.3,Ambu A/S Class B,4.14,Novo Nordisk A/S B,3.65,SAP SE,3.46,Partners Group Holding AG,3.46,LVMH Moet Hennessy Louis Vuitton SE,3.31,Zalando SE,3.13
F0000000K6,ASML Holding NV,7.54,DSV Panalpina AS,5.54,Infineon Technologies AG,4.85,Sika AG,4.3,Ambu A/S Class B,4.14,Novo Nordisk A/S B,3.65,SAP SE,3.46,Partners Group Holding AG,3.46,LVMH Moet Hennessy Louis Vuitton SE,3.31,Zalando SE,3.13
F00000O26J,ASML Holding NV,7.54,DSV Panalpina AS,5.54,Infineon Technologies AG,4.85,Sika AG,4.3,Ambu A/S Class B,4.14,Novo Nordisk A/S B,3.65,SAP SE,3.46,Partners Group Holding AG,3.46,LVMH Moet Hennessy Louis Vuitton SE,3.31,Zalando SE,3.13
F00000QIXJ,ASML Holding NV,7.54,DSV Panalpina AS,5.54,Infineon Technologies AG,4.85,Sika AG,4.3,Ambu A/S Class B,4.14,Novo Nordisk A/S B,3.65,SAP SE,3.46,Partners Group Holding AG,3.46,LVMH Moet Hennessy Louis Vuitton SE,3.31,Zalando SE,3.13
F00000ZEAH,ASML Holding NV,7.54,DSV Panalpina AS,5.54,Infineon Technologies AG,4.85,Sika AG,4.3,Ambu A/S Class B,4.14,Novo Nordisk A/S B,3.65,SAP SE,3.46,Partners Group Holding AG,3.46,LVMH Moet Hennessy Louis Vuitton SE,3.31,Zalando SE,3.13
F00000PWRH,ASML Holding NV,8.59,DSV Panalpina AS,6.79,Infineon Technologies AG,6.07,Sika AG,4.89,Ambu A/S Class B,4.46,Novo Nordisk A/S B,4.17,SAP SE,4.15,LVMH Moet Hennessy Louis Vuitton SE,4.1,Partners Group Holding AG,4.02,Zalando SE,3.74
F00000PWRI,ASML Holding NV,8.59,DSV Panalpina AS,6.79,Infineon Technologies AG,6.07,Sika AG,4.89,Ambu A/S Class B,4.46,Novo Nordisk A/S B,4.17,SAP SE,4.15,LVMH Moet Hennessy Louis Vuitton SE,4.1,Partners Group Holding AG,4.02,Zalando SE,3.74
F00000PWRK,ASML Holding NV,8.59,DSV Panalpina AS,6.79,Infineon Technologies AG,6.07,Sika AG,4.89,Ambu A/S Class B,4.46,Novo Nordisk A/S B,4.17,SAP SE,4.15,LVMH Moet Hennessy Louis Vuitton SE,4.1,Partners Group Holding AG,4.02,Zalando SE,3.74
F00000W7F5,ASML Holding NV,8.59,DSV Panalpina AS,6.79,Infineon Technologies AG,6.07,Sika AG,4.89,Ambu A/S Class B,4.46,Novo Nordisk A/S B,4.17,SAP SE,4.15,LVMH Moet Hennessy Louis Vuitton SE,4.1,Partners Group Holding AG,4.02,Zalando SE,3.74
F00000VCZR,ASML Holding NV,8.59,DSV Panalpina AS,6.79,Infineon Technologies AG,6.07,Sika AG,4.89,Ambu A/S Class B,4.46,Novo Nordisk A/S B,4.17,SAP SE,4.15,LVMH Moet Hennessy Louis Vuitton SE,4.1,Partners Group Holding AG,4.02,Zalando SE,3.74
F00000V4O5,ASML Holding NV,8.59,DSV Panalpina AS,6.79,Infineon Technologies AG,6.07,Sika AG,4.89,Ambu A/S Class B,4.46,Novo Nordisk A/S B,4.17,SAP SE,4.15,LVMH Moet Hennessy Louis Vuitton SE,4.1,Partners Group Holding AG,4.02,Zalando SE,3.74
F00000PWRY,ASML Holding NV,8.59,DSV Panalpina AS,6.79,Infineon Technologies AG,6.07,Sika AG,4.89,Ambu A/S Class B,4.46,Novo Nordisk A/S B,4.17,SAP SE,4.15,LVMH Moet Hennessy Louis Vuitton SE,4.1,Partners Group Holding AG,4.02,Zalando SE,3.74
F00000JPQM,ASML Holding NV,7.54,DSV Panalpina AS,5.54,Infineon Technologies AG,4.85,Sika AG,4.3,Ambu A/S Class B,4.14,Novo Nordisk A/S B,3.65,SAP SE,3.46,Partners Group Holding AG,3.46,LVMH Moet Hennessy Louis Vuitton SE,3.31,Zalando SE,3.13
F00000ZOT1,Covestro AG,3.48,Capgemini SE,3.32,Legrand SA,3.14,Straumann Holding AG,3.07,Teleperformance SE,3.02,Ambu A/S Class B,2.97,DCC PLC,2.91,Intermediate Capital Group PLC,2.85,HELLA GmbH & Co KGaA,2.83,Boliden AB,2.82
F0000043SB,Ambu A/S Class B,3.05,Evotec SE,2.9,ASM International NV,2.66,Storebrand ASA,2.61,Grafton Group PLC Shs,2.28,Georg Fischer AG,2.26,Elis SA,2.24,Howden Joinery Group PLC,2.18,SimCorp A/S,2.08,HELLA GmbH & Co KGaA,2.06
F0000043SC,Ambu A/S Class B,3.05,Evotec SE,2.9,ASM International NV,2.66,Storebrand ASA,2.61,Grafton Group PLC Shs,2.28,Georg Fischer AG,2.26,Elis SA,2.24,Howden Joinery Group PLC,2.18,SimCorp A/S,2.08,HELLA GmbH & Co KGaA,2.06
F00000X30H,Ambu A/S Class B,3.05,Evotec SE,2.9,ASM International NV,2.66,Storebrand ASA,2.61,Grafton Group PLC Shs,2.28,Georg Fischer AG,2.26,Elis SA,2.24,Howden Joinery Group PLC,2.18,SimCorp A/S,2.08,HELLA GmbH & Co KGaA,2.06
F00000OC95,Ambu A/S Class B,3.05,Evotec SE,2.9,ASM International NV,2.66,Storebrand ASA,2.61,Grafton Group PLC Shs,2.28,Georg Fischer AG,2.26,Elis SA,2.24,Howden Joinery Group PLC,2.18,SimCorp A/S,2.08,HELLA GmbH & Co KGaA,2.06
FOGBR05KEJ,Roche Holding AG,3.99,Entain PLC,3.14,Enel SpA,3.09,EDP - Energias de Portugal SA,2.78,Alstom SA,2.4,Royal Dutch Shell PLC B,2.36,ASM International NV,2.3,Koninklijke Ahold Delhaize NV,2.27,Getinge AB Class B,2.26,Hugo Boss AG,2.21
0P00006CWC,Roche Holding AG,3.99,Entain PLC,3.14,Enel SpA,3.09,EDP - Energias de Portugal SA,2.78,Alstom SA,2.4,Royal Dutch Shell PLC B,2.36,ASM International NV,2.3,Koninklijke Ahold Delhaize NV,2.27,Getinge AB Class B,2.26,Hugo Boss AG,2.21
F00000ZHOD,Roche Holding AG,3.99,Entain PLC,3.14,Enel SpA,3.09,EDP - Energias de Portugal SA,2.78,Alstom SA,2.4,Royal Dutch Shell PLC B,2.36,ASM International NV,2.3,Koninklijke Ahold Delhaize NV,2.27,Getinge AB Class B,2.26,Hugo Boss AG,2.21
F000013IQ0,Roche Holding AG,3.99,Entain PLC,3.14,Enel SpA,3.09,EDP - Energias de Portugal SA,2.78,Alstom SA,2.4,Royal Dutch Shell PLC B,2.36,ASM International NV,2.3,Koninklijke Ahold Delhaize NV,2.27,Getinge AB Class B,2.26,Hugo Boss AG,2.21
F00000J84S,Novo Nordisk A/S B,3.99,Nestle SA,3.71,Enel SpA,3.67,Swedish Match AB,3.61,Tryg A/S,3.5,Partners Group Holding AG,3.47,BHP Group PLC,3.37,RWE AG,3.34,Zurich Insurance Group AG,3.33,,
F000002MYQ,Allianz SE,4.01,Novartis AG,3.88,Total SE,3.79,Munchener Ruckversicherungs-Gesellschaft AG,3.49,Industria De Diseno Textil SA,3.01,Sanofi SA,2.99,Fortum Oyj,2.9,UPM-Kymmene Oyj,2.83,Storebrand ASA,2.64,Iberdrola SA,2.54
F000002MYR,Allianz SE,4.01,Novartis AG,3.88,Total SE,3.79,Munchener Ruckversicherungs-Gesellschaft AG,3.49,Industria De Diseno Textil SA,3.01,Sanofi SA,2.99,Fortum Oyj,2.9,UPM-Kymmene Oyj,2.83,Storebrand ASA,2.64,Iberdrola SA,2.54
F000002MYS,Allianz SE,4.01,Novartis AG,3.88,Total SE,3.79,Munchener Ruckversicherungs-Gesellschaft AG,3.49,Industria De Diseno Textil SA,3.01,Sanofi SA,2.99,Fortum Oyj,2.9,UPM-Kymmene Oyj,2.83,Storebrand ASA,2.64,Iberdrola SA,2.54
F00000ZLTS,Allianz SE,4.01,Novartis AG,3.88,Total SE,3.79,Munchener Ruckversicherungs-Gesellschaft AG,3.49,Industria De Diseno Textil SA,3.01,Sanofi SA,2.99,Fortum Oyj,2.9,UPM-Kymmene Oyj,2.83,Storebrand ASA,2.64,Iberdrola SA,2.54
F00000W7F6,Allianz SE,4.01,Novartis AG,3.88,Total SE,3.79,Munchener Ruckversicherungs-Gesellschaft AG,3.49,Industria De Diseno Textil SA,3.01,Sanofi SA,2.99,Fortum Oyj,2.9,UPM-Kymmene Oyj,2.83,Storebrand ASA,2.64,Iberdrola SA,2.54
F00000J84V,Novo Nordisk A/S B,3.99,Nestle SA,3.71,Enel SpA,3.67,Swedish Match AB,3.61,Tryg A/S,3.5,Partners Group Holding AG,3.47,BHP Group PLC,3.37,RWE AG,3.34,Zurich Insurance Group AG,3.33,,
F00000J71C,Novo Nordisk A/S B,3.99,Nestle SA,3.71,Enel SpA,3.67,Swedish Match AB,3.61,Tryg A/S,3.5,Partners Group Holding AG,3.47,BHP Group PLC,3.37,RWE AG,3.34,Zurich Insurance Group AG,3.33,,
F00000PAO2,Novo Nordisk A/S B,3.99,Nestle SA,3.71,Enel SpA,3.67,Swedish Match AB,3.61,Tryg A/S,3.5,Partners Group Holding AG,3.47,BHP Group PLC,3.37,RWE AG,3.34,Zurich Insurance Group AG,3.33,,
F0GBR04SJW,ASML Holding NV,6.98,Nestle SA,5.85,Deutsche Boerse AG,4.55,Ubisoft Entertainment,4.38,Novo Nordisk A/S B,4.15,Pernod Ricard SA,4.14,Heineken NV,3.94,Nemetschek SE,3.55,MTU Aero Engines AG,3.51,Straumann Holding AG,3.49
FOGBR05LNS,ASML Holding NV,6.98,Nestle SA,5.85,Deutsche Boerse AG,4.55,Ubisoft Entertainment,4.38,Novo Nordisk A/S B,4.15,Pernod Ricard SA,4.14,Heineken NV,3.94,Nemetschek SE,3.55,MTU Aero Engines AG,3.51,Straumann Holding AG,3.49
F00000PAP8,ASML Holding NV,6.98,Nestle SA,5.85,Deutsche Boerse AG,4.55,Ubisoft Entertainment,4.38,Novo Nordisk A/S B,4.15,Pernod Ricard SA,4.14,Heineken NV,3.94,Nemetschek SE,3.55,MTU Aero Engines AG,3.51,Straumann Holding AG,3.49
F0GBR04AWZ,ASML Holding NV,6.87,Nestle SA,4.92,Ubisoft Entertainment,4.65,Prudential PLC,4.28,Hannover Rueck SE,4.14,Novo Nordisk A/S B,4.01,London Stock Exchange Group PLC,3.96,MTU Aero Engines AG,3.77,Deutsche Boerse AG,3.77,,
F00000Q7RF,ASML Holding NV,6.87,Nestle SA,4.92,Ubisoft Entertainment,4.65,Prudential PLC,4.28,Hannover Rueck SE,4.14,Novo Nordisk A/S B,4.01,London Stock Exchange Group PLC,3.96,MTU Aero Engines AG,3.77,Deutsche Boerse AG,3.77,,
F00000HH48,ASML Holding NV,6.87,Nestle SA,4.92,Ubisoft Entertainment,4.65,Prudential PLC,4.28,Hannover Rueck SE,4.14,Novo Nordisk A/S B,4.01,London Stock Exchange Group PLC,3.96,MTU Aero Engines AG,3.77,Deutsche Boerse AG,3.77,,
F000001VR4,ASML Holding NV,6.87,Nestle SA,4.92,Ubisoft Entertainment,4.65,Prudential PLC,4.28,Hannover Rueck SE,4.14,Novo Nordisk A/S B,4.01,London Stock Exchange Group PLC,3.96,MTU Aero Engines AG,3.77,Deutsche Boerse AG,3.77,,
F0GBR052CJ,ASML Holding NV,4.28,Novo Nordisk A/S B,3.69,Schneider Electric SE,3.67,AXA SA,3.67,Adyen NV,3.53,Enel SpA,3.5,Teleperformance SE,3.3,NatWest Group PLC,3.23,RWE AG,3,Nordnet AB Ordinary Shares,2.92
F0GBR052CK,ASML Holding NV,4.28,Novo Nordisk A/S B,3.69,Schneider Electric SE,3.67,AXA SA,3.67,Adyen NV,3.53,Enel SpA,3.5,Teleperformance SE,3.3,NatWest Group PLC,3.23,RWE AG,3,Nordnet AB Ordinary Shares,2.92
F000001GEN,ASML Holding NV,4.71,AXA SA,4.27,Novo Nordisk A/S B,3.8,Schneider Electric SE,3.63,Adyen NV,3.52,Enel SpA,3.38,Teleperformance SE,3.34,NatWest Group PLC,3.19,BHP Group PLC,3.06,Alstom SA,3.05
F000001XHP,ASML Holding NV,4.71,AXA SA,4.27,Novo Nordisk A/S B,3.8,Schneider Electric SE,3.63,Adyen NV,3.52,Enel SpA,3.38,Teleperformance SE,3.34,NatWest Group PLC,3.19,BHP Group PLC,3.06,Alstom SA,3.05
F00000XH8D,ASML Holding NV,4.71,AXA SA,4.27,Novo Nordisk A/S B,3.8,Schneider Electric SE,3.63,Adyen NV,3.52,Enel SpA,3.38,Teleperformance SE,3.34,NatWest Group PLC,3.19,BHP Group PLC,3.06,Alstom SA,3.05
F000001GEQ,ASML Holding NV,4.71,AXA SA,4.27,Novo Nordisk A/S B,3.8,Schneider Electric SE,3.63,Adyen NV,3.52,Enel SpA,3.38,Teleperformance SE,3.34,NatWest Group PLC,3.19,BHP Group PLC,3.06,Alstom SA,3.05
F000000LQ3,Intermediate Capital Group PLC,4.35,Dermapharm Holding SE Bearer Shares,4.05,Interparfums,3.88,Kesko Oyj Class B,3.81,Diploma PLC,3.77,Teleperformance SE,3.52,Bachem Holding AG,3.44,Grafton Group PLC Shs,3.35,Troax Group AB A,3.3,,
F000001XHM,Intermediate Capital Group PLC,4.35,Dermapharm Holding SE Bearer Shares,4.05,Interparfums,3.88,Kesko Oyj Class B,3.81,Diploma PLC,3.77,Teleperformance SE,3.52,Bachem Holding AG,3.44,Grafton Group PLC Shs,3.35,Troax Group AB A,3.3,,
F00000XH8E,Intermediate Capital Group PLC,4.35,Dermapharm Holding SE Bearer Shares,4.05,Interparfums,3.88,Kesko Oyj Class B,3.81,Diploma PLC,3.77,Teleperformance SE,3.52,Bachem Holding AG,3.44,Grafton Group PLC Shs,3.35,Troax Group AB A,3.3,,
F000000LQ4,Intermediate Capital Group PLC,4.35,Dermapharm Holding SE Bearer Shares,4.05,Interparfums,3.88,Kesko Oyj Class B,3.81,Diploma PLC,3.77,Teleperformance SE,3.52,Bachem Holding AG,3.44,Grafton Group PLC Shs,3.35,Troax Group AB A,3.3,,
F000001XHN,Intermediate Capital Group PLC,4.35,Dermapharm Holding SE Bearer Shares,4.05,Interparfums,3.88,Kesko Oyj Class B,3.81,Diploma PLC,3.77,Teleperformance SE,3.52,Bachem Holding AG,3.44,Grafton Group PLC Shs,3.35,Troax Group AB A,3.3,,
F0000100W5,Smith (DS) PLC,2.8,GlaxoSmithKline PLC,2.67,Banco Santander SA,2.55,Nokia Oyj,2.38,Smith & Nephew PLC,2.23,Roche Holding AG,2.21,Carrefour,2.21,Lloyds Banking Group PLC,2.16,Talanx AG,2.14,,
F00000Q20H,Rexel SA,4.73,Cie Generale des Etablissements Michelin SA,4.01,Balfour Beatty PLC,3.95,Porsche Automobil Holding SE Participating Preferred,3.52,Basf SE,3.38,Salzgitter AG,2.98,Sainsbury (J) PLC,2.96,Wood Group (John) PLC,2.83,Andritz AG,2.67,,
F0000100W9,Rexel SA,4.73,Cie Generale des Etablissements Michelin SA,4.01,Balfour Beatty PLC,3.95,Porsche Automobil Holding SE Participating Preferred,3.52,Basf SE,3.38,Salzgitter AG,2.98,Sainsbury (J) PLC,2.96,Wood Group (John) PLC,2.83,Andritz AG,2.67,,
F00000LYE7,Veolia Environnement SA,3.94,Just Eat Takeaway.com NV,3.77,Atacadao SA,2.98,Energean PLC,2.93,Stellantis NV,2.86,ALD SA,2.79,NN Group NV,2.7,B&M European Value Retail SA,2.69,Glencore PLC,2.58,Volvo AB B,2.58
F00000PC3C,Veolia Environnement SA,3.94,Just Eat Takeaway.com NV,3.77,Atacadao SA,2.98,Energean PLC,2.93,Stellantis NV,2.86,ALD SA,2.79,NN Group NV,2.7,B&M European Value Retail SA,2.69,Glencore PLC,2.58,Volvo AB B,2.58
F00000LYE8,Veolia Environnement SA,3.94,Just Eat Takeaway.com NV,3.77,Atacadao SA,2.98,Energean PLC,2.93,Stellantis NV,2.86,ALD SA,2.79,NN Group NV,2.7,B&M European Value Retail SA,2.69,Glencore PLC,2.58,Volvo AB B,2.58
F00000LYE9,Veolia Environnement SA,3.94,Just Eat Takeaway.com NV,3.77,Atacadao SA,2.98,Energean PLC,2.93,Stellantis NV,2.86,ALD SA,2.79,NN Group NV,2.7,B&M European Value Retail SA,2.69,Glencore PLC,2.58,Volvo AB B,2.58
F00000ZZS6,Stellantis NV,5.65,Veolia Environnement SA,5.25,Just Eat Takeaway.com NV,5.22,Carrefour,4.91,Compagnie de Saint-Gobain SA,4.45,BFF Bank SpA,4.24,ALD SA,4.13,Volvo AB B,3.67,Elis SA,3.36,Akwel,3.27
