SecId,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent
F000002JGK,18.75,2.02,1.61,10.37,1.62,10.81,-8.37,-0.73,4.58,4.56
F000002JGM,18.75,2.02,1.61,10.37,1.62,10.81,-8.37,-0.73,4.58,4.56
F0GBR04BB5,20.36,2.99,2.21,18.25,2.41,7.14,6.79,-2.4,6.5,-0.04
F0GBR05ZT6,20.36,2.99,2.21,18.25,2.41,7.14,6.79,-2.4,6.5,-0.04
F0GBR04BB7,20.36,2.99,2.21,18.25,2.41,7.14,6.79,-2.4,6.5,-0.04
F0GBR04RN2,38.36,4.45,3.94,21.95,0.56,15.78,5.35,6.11,3.68,10.51
F0GBR04RN4,38.36,4.45,3.94,21.95,0.56,15.78,5.35,6.11,3.68,10.51
F00000VKPB,35.67,4.15,4.25,22.38,0.64,15.41,8.39,9.98,10.1,14
F0000104DE,35.67,4.15,4.25,22.38,0.64,15.41,8.39,9.98,10.1,14
F00000VKPC,35.67,4.15,4.25,22.38,0.64,15.41,8.39,9.98,10.1,14
F00000YP4W,35.67,4.15,4.25,22.38,0.64,15.41,8.39,9.98,10.1,14
F000005ETU,19.36,2.65,1.31,9.33,2.06,10.93,-2.55,-3.59,22.62,3.54
F00000QHNI,19.36,2.65,1.31,9.33,2.06,10.93,-2.55,-3.59,22.62,3.54
F00000VU2Y,19.36,2.65,1.31,9.33,2.06,10.93,-2.55,-3.59,22.62,3.54
F0GBR04CQI,17.69,2.04,1.16,9.8,1.9,10.36,-4.96,-2.08,10.4,4.36
F0GBR04RVH,17.69,2.04,1.16,9.8,1.9,10.36,-4.96,-2.08,10.4,4.36
F00000QHNK,17.69,2.04,1.16,9.8,1.9,10.36,-4.96,-2.08,10.4,4.36
F00000VU2X,17.69,2.04,1.16,9.8,1.9,10.36,-4.96,-2.08,10.4,4.36
F00000PPYP,17.69,2.04,1.16,9.8,1.9,10.36,-4.96,-2.08,10.4,4.36
F00000WBSY,17.69,2.04,1.16,9.8,1.9,10.36,-4.96,-2.08,10.4,4.36
F00000QHNM,19.56,2.67,1.48,10.35,1.34,10.5,-5.29,-7.67,20.37,5.07
F00000QHNO,19.56,2.67,1.48,10.35,1.34,10.5,-5.29,-7.67,20.37,5.07
F00000QHNQ,19.56,2.67,1.48,10.35,1.34,10.5,-5.29,-7.67,20.37,5.07
F00000QHNT,19.56,2.67,1.48,10.35,1.34,10.5,-5.29,-7.67,20.37,5.07
F00000QHNW,19.56,2.67,1.48,10.35,1.34,10.5,-5.29,-7.67,20.37,5.07
F00000XDKD,10.44,1.48,0.63,5.53,1.5,10.32,-14.78,-8.3,-13.58,-4.95
F000002RCJ,18.62,1.8,1.53,11.99,1.31,12.38,-9.25,-1.6,14.18,0.56
F000011982,27.19,3.41,1.75,16.18,0.83,10.93,-2.18,5.3,3.65,11.86
F00000WMDY,27.19,3.41,1.75,16.18,0.83,10.93,-2.18,5.3,3.65,11.86
F00000Z4A8,21.26,2.87,1.72,13.81,1.53,7.94,2.38,0.45,9.64,6.17
F00000ZGCY,32.27,6.26,4.29,25.05,0.93,13.28,4.18,2.54,9.55,9.04
F0000020RS,33.31,5.37,5.06,26.09,1.09,13.8,-1.91,3.97,7.85,9.71
F0GBR053BM,15.76,1.63,1.86,11.18,2.22,11.1,-5.58,-7.12,0.63,0.9
0P0000VHKV,15.76,1.63,1.86,11.18,2.22,11.1,-5.58,-7.12,0.63,0.9
0P00000AWF,15.76,1.63,1.86,11.18,2.22,11.1,-5.58,-7.12,0.63,0.9
F0000020S4,15.76,1.63,1.86,11.18,2.22,11.1,-5.58,-7.12,0.63,0.9
0P000102QC,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63
F00000PXEW,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63
0P000102QJ,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63
F00000PXHI,22.97,2.77,2.57,13.84,1.52,13.41,-4.31,-3.47,6.9,2.45
F00000VSR7,22.97,2.77,2.57,13.84,1.52,13.41,-4.31,-3.47,6.9,2.45
F00000PXHK,22.97,2.77,2.57,13.84,1.52,13.41,-4.31,-3.47,6.9,2.45
F00000PXHM,22.97,2.77,2.57,13.84,1.52,13.41,-4.31,-3.47,6.9,2.45
F00000SJ0A,18.66,0.88,8.93,22.73,2.83,7.86,-14.78,3.12,-14.13,5.4
F00000SJ08,18.66,0.88,8.93,22.73,2.83,7.86,-14.78,3.12,-14.13,5.4
F00000SJ07,18.66,0.88,8.93,22.73,2.83,7.86,-14.78,3.12,-14.13,5.4
F000000L7N,17.83,2.07,1.33,12.21,2.04,9.64,-6.77,-4.41,7.96,6.57
0P0000SVU6,17.83,2.07,1.33,12.21,2.04,9.64,-6.77,-4.41,7.96,6.57
0P0000SMJS,17.83,2.07,1.33,12.21,2.04,9.64,-6.77,-4.41,7.96,6.57
F00000P9NI,17.83,2.07,1.33,12.21,2.04,9.64,-6.77,-4.41,7.96,6.57
F000000L6M,17.83,2.07,1.33,12.21,2.04,9.64,-6.77,-4.41,7.96,6.57
F000000L7P,17.83,2.07,1.33,12.21,2.04,9.64,-6.77,-4.41,7.96,6.57
F000000L7O,17.83,2.07,1.33,12.21,2.04,9.64,-6.77,-4.41,7.96,6.57
F00000PXHO,16.73,2.04,1.07,7.7,2.6,8.08,-7.73,0.24,19.46,1.64
0P0000YWT8,16.73,2.04,1.07,7.7,2.6,8.08,-7.73,0.24,19.46,1.64
F00000PXHR,16.73,2.04,1.07,7.7,2.6,8.08,-7.73,0.24,19.46,1.64
F00001457X,14.86,1.97,1.04,7.29,3.06,8.26,3.12,-2.23,7.92,1.12
F000014763,14.86,1.97,1.04,7.29,3.06,8.26,3.12,-2.23,7.92,1.12
F0GBR04H9M,12.26,1.16,0.82,7.38,2.23,10.79,-11.17,-4.09,-2.52,-0.65
F0GBR04V8B,12.26,1.16,0.82,7.38,2.23,10.79,-11.17,-4.09,-2.52,-0.65
0P00011V1D,12.26,1.16,0.82,7.38,2.23,10.79,-11.17,-4.09,-2.52,-0.65
F0GBR04V83,12.26,1.16,0.82,7.38,2.23,10.79,-11.17,-4.09,-2.52,-0.65
F00000OYPS,18.5,2.21,1.89,13.71,1.92,9.77,-5.47,-4.36,6.3,1.72
F0GBR04RPX,18.5,2.21,1.89,13.71,1.92,9.77,-5.47,-4.36,6.3,1.72
F0GBR06I50,18.5,2.21,1.89,13.71,1.92,9.77,-5.47,-4.36,6.3,1.72
F00000OTTF,18.5,2.21,1.89,13.71,1.92,9.77,-5.47,-4.36,6.3,1.72
F0GBR04G0H,15.54,1.63,1.06,8.85,1.99,11.32,4.16,1.21,6.44,3.46
F00000NAZF,15.54,1.63,1.06,8.85,1.99,11.32,4.16,1.21,6.44,3.46
F0GBR052TR,15.54,1.63,1.06,8.85,1.99,11.32,4.16,1.21,6.44,3.46
F00000ZQV8,15.54,1.63,1.06,8.85,1.99,11.32,4.16,1.21,6.44,3.46
F0GBR052TQ,15.54,1.63,1.06,8.85,1.99,11.32,4.16,1.21,6.44,3.46
F0GBR052TS,15.54,1.63,1.06,8.85,1.99,11.32,4.16,1.21,6.44,3.46
F00000XVMZ,17.2,1.66,1.14,10,1.25,10.44,-15.49,-12.22,-2.6,-7.2
F000001APK,15.3,1.46,1.16,8.03,2.91,9.63,-16.49,-5.33,3.87,-7.04
F000001APJ,15.3,1.46,1.16,8.03,2.91,9.63,-16.49,-5.33,3.87,-7.04
F0GBR054PS,12.8,1,0.72,5.89,2.55,9.44,-4.04,-3.57,4.51,-1.69
F0GBR054PT,12.8,1,0.72,5.89,2.55,9.44,-4.04,-3.57,4.51,-1.69
F0GBR054PR,12.8,1,0.72,5.89,2.55,9.44,-4.04,-3.57,4.51,-1.69
F0GBR054PV,12.8,1,0.72,5.89,2.55,9.44,-4.04,-3.57,4.51,-1.69
F0GBR054PW,12.8,1,0.72,5.89,2.55,9.44,-4.04,-3.57,4.51,-1.69
F0GBR054PU,12.8,1,0.72,5.89,2.55,9.44,-4.04,-3.57,4.51,-1.69
F00000Y4H0,12.04,1.06,0.99,5.09,1.87,13.57,-11.66,-4.52,6.06,-1.88
F00000W0YB,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3
F00000W0K7,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3
F00000W0YG,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3
F00000W0YC,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3
0P0000XAR5,15.76,1.63,1.86,11.18,2.22,11.1,-5.58,-7.12,0.63,0.9
0P0000XAR6,15.76,1.63,1.86,11.18,2.22,11.1,-5.58,-7.12,0.63,0.9
F00000Q4BB,15.76,1.63,1.86,11.18,2.22,11.1,-5.58,-7.12,0.63,0.9
F0000021YV,27.81,3.91,2.01,19.29,1.45,8.28,1.34,2.57,14.54,3.52
F0000021YX,27.81,3.91,2.01,19.29,1.45,8.28,1.34,2.57,14.54,3.52
F00000W0YD,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3
F00000W0YH,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3
F00000W0YF,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3
F00000W0YJ,12.08,1.07,0.91,5.18,2.07,14.16,-12.61,-4.69,1.98,-2.3
F0GBR053WS,24.77,3.47,2.08,13.8,1.37,10.42,-2.45,0.5,14.6,4.89
F0000021YW,27.81,3.91,2.01,19.29,1.45,8.28,1.34,2.57,14.54,3.52
F000000IK5,30.26,4.97,3.13,21.2,1.19,12.5,0.68,1.48,17.96,7.4
F0000045M3,30.26,4.97,3.13,21.2,1.19,12.5,0.68,1.48,17.96,7.4
F00000T5QL,30.26,4.97,3.13,21.2,1.19,12.5,0.68,1.48,17.96,7.4
F00000V4Q4,17.5,1.86,1.48,11.62,1.57,11.53,-5.71,-2.6,7.48,0.88
F00000V4Q5,17.5,1.86,1.48,11.62,1.57,11.53,-5.71,-2.6,7.48,0.88
F00000V4Q6,17.5,1.86,1.48,11.62,1.57,11.53,-5.71,-2.6,7.48,0.88
F00000GXE3,17.22,0.92,7.07,19.38,2.81,6.4,-9.34,8.12,-0.86,11.4
F00000GXE7,17.22,0.92,7.07,19.38,2.81,6.4,-9.34,8.12,-0.86,11.4
F00001044P,17.22,0.92,7.07,19.38,2.81,6.4,-9.34,8.12,-0.86,11.4
F00000TFZM,24.63,2.95,1.81,14.98,0.95,14.32,-3.92,1.05,14.62,8.62
F00000QL4P,24.63,2.95,1.81,14.98,0.95,14.32,-3.92,1.05,14.62,8.62
F0GBR04RSV,27.57,3.06,3.29,18.64,1.22,11.52,-4.71,0.98,-11.37,9.36
F00000ITDV,27.57,3.06,3.29,18.64,1.22,11.52,-4.71,0.98,-11.37,9.36
F0GBR04CIV,27.57,3.06,3.29,18.64,1.22,11.52,-4.71,0.98,-11.37,9.36
F00000WWW9,18.12,2.03,1.62,11.75,2.06,9.78,-5.77,-3.06,3.26,0.29
F00000WWWA,18.12,2.03,1.62,11.75,2.06,9.78,-5.77,-3.06,3.26,0.29
0P00017K1R,18.12,2.03,1.62,11.75,2.06,9.78,-5.77,-3.06,3.26,0.29
F000005NTS,14.89,1.64,1.03,6.85,2.74,8.61,-2.48,-1.55,7.62,2.7
F00000PXHD,21.36,2.34,2.11,12.64,1.51,12.96,-6.42,0.1,8.96,2.09
F00000PXHF,21.36,2.34,2.11,12.64,1.51,12.96,-6.42,0.1,8.96,2.09
F00000PXHH,21.36,2.34,2.11,12.64,1.51,12.96,-6.42,0.1,8.96,2.09
F0GBR04DZU,18.78,1.46,1.4,8.76,1.46,7.05,-7.63,-5.3,1.01,8.83
F00000VSR9,18.78,1.46,1.4,8.76,1.46,7.05,-7.63,-5.3,1.01,8.83
F0GBR04N2J,18.78,1.46,1.4,8.76,1.46,7.05,-7.63,-5.3,1.01,8.83
F0GBR04N4G,18.78,1.46,1.4,8.76,1.46,7.05,-7.63,-5.3,1.01,8.83
F0GBR04BRT,16.49,1.85,1.53,10.62,2.45,10.49,-5.56,-4.05,-1.45,1.6
F0GBR04N2F,16.49,1.85,1.53,10.62,2.45,10.49,-5.56,-4.05,-1.45,1.6
0P00011V5S,16.49,1.85,1.53,10.62,2.45,10.49,-5.56,-4.05,-1.45,1.6
F0GBR04IGH,16.49,1.85,1.53,10.62,2.45,10.49,-5.56,-4.05,-1.45,1.6
F0GBR04N4E,16.49,1.85,1.53,10.62,2.45,10.49,-5.56,-4.05,-1.45,1.6
F00000PXES,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63
0P0001JN0I,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63
F00000PXER,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63
F00000PXEU,21.29,2.59,2.13,13.11,1.67,13.32,-5.23,-2.22,8.41,1.63
0P00000SFE,24.77,3.47,2.08,13.8,1.37,10.42,-2.45,0.5,14.6,4.89
0P0000G7ST,24.77,3.47,2.08,13.8,1.37,10.42,-2.45,0.5,14.6,4.89
0P00000I60,24.77,3.47,2.08,13.8,1.37,10.42,-2.45,0.5,14.6,4.89
F000001ULV,28.03,4.19,2.89,23.14,1.37,8.75,-2.3,2.18,20.28,6.06
F00000WZG7,28.03,4.19,2.89,23.14,1.37,8.75,-2.3,2.18,20.28,6.06
F00000VMS4,15.43,1.69,0.93,9.73,3.34,10.5,-9.01,-2.47,6.85,1.56
F00000Z64T,16.84,1.76,1.34,10.19,1.92,11.89,-7.82,-3.4,2.42,0.08
F00000XCJP,16.84,1.76,1.34,10.19,1.92,11.89,-7.82,-3.4,2.42,0.08
F00000XCJU,16.71,1.41,1.03,8.52,1.91,11.85,-12.45,-7.36,12.7,-0.73
F000015HGL,15.27,2.22,1.52,9.93,3.7,6.23,2.55,2.81,6.94,2.97
F000015HGM,15.27,2.22,1.52,9.93,3.7,6.23,2.55,2.81,6.94,2.97
F00000YXCO,19.47,2.3,1.73,13.86,1.43,16.49,3.09,1.96,22.98,7.51
F00000YXCN,19.47,2.3,1.73,13.86,1.43,16.49,3.09,1.96,22.98,7.51
F00000YXCQ,19.47,2.3,1.73,13.86,1.43,16.49,3.09,1.96,22.98,7.51
F00000YXCP,19.47,2.3,1.73,13.86,1.43,16.49,3.09,1.96,22.98,7.51
F00000YXCI,16.01,1.6,1.62,13.9,1.39,19.58,-33.22,4.13,17.32,11.83
F00000YXCH,16.01,1.6,1.62,13.9,1.39,19.58,-33.22,4.13,17.32,11.83
F00000YXCL,16.01,1.6,1.62,13.9,1.39,19.58,-33.22,4.13,17.32,11.83
F0000044CN,15.71,2.22,1.44,9.63,3.54,7.91,0.38,-2.71,2.78,-0.74
F00000VCDH,15.71,2.22,1.44,9.63,3.54,7.91,0.38,-2.71,2.78,-0.74
F00000JNRB,21.47,1.81,1.39,11.33,0.75,12.39,2.87,-2.56,9.9,4.12
F00000JNRC,21.47,1.81,1.39,11.33,0.75,12.39,2.87,-2.56,9.9,4.12
F00000VCEX,21.47,1.81,1.39,11.33,0.75,12.39,2.87,-2.56,9.9,4.12
F00000MU3M,12.91,1.8,1.72,9.11,3.39,9.39,-4.82,-2.29,1.4,3.06
F00000LWJO,12.85,1.78,1.66,8.72,3.69,9.32,-4.46,-2.24,1.9,2.68
F00000QL6S,12.85,1.78,1.66,8.72,3.69,9.32,-4.46,-2.24,1.9,2.68
F0GBR04N5Q,20.68,2.78,2.36,14.48,1.22,15.89,-6.34,2.29,16,2.7
0P00000IZO,20.68,2.78,2.36,14.48,1.22,15.89,-6.34,2.29,16,2.7
F00000OM8B,20.22,3.32,2.53,14.21,2.1,10.03,-3.34,-1.85,-0.04,-0.84
0P0001GBED,20.22,3.32,2.53,14.21,2.1,10.03,-3.34,-1.85,-0.04,-0.84
0P0001ESA3,20.22,3.32,2.53,14.21,2.1,10.03,-3.34,-1.85,-0.04,-0.84
F0GBR04TV9,13.84,1.8,1.26,8.42,3.65,7.43,-10.61,-3.01,-0.56,0.26
0P00000J08,13.84,1.8,1.26,8.42,3.65,7.43,-10.61,-3.01,-0.56,0.26
0P00000K88,13.84,1.8,1.26,8.42,3.65,7.43,-10.61,-3.01,-0.56,0.26
F00000ZPT3,22.72,2.34,2.48,15.06,1.24,9.87,-12.29,1.05,11.16,10.15
F00000ZVX8,22.72,2.34,2.48,15.06,1.24,9.87,-12.29,1.05,11.16,10.15
F0GBR06A4M,15.49,1.76,1.07,9.91,0.91,12.06,-1.9,-0.88,22.71,1.55
F00000ZW92,15.49,1.76,1.07,9.91,0.91,12.06,-1.9,-0.88,22.71,1.55
F0GBR06W8Z,17.01,1.76,1.02,9.31,1.09,12.99,-2.08,-0.66,21.44,-0.39
F00000ZW98,17.01,1.76,1.02,9.31,1.09,12.99,-2.08,-0.66,21.44,-0.39
F00000ZW97,17.01,1.76,1.02,9.31,1.09,12.99,-2.08,-0.66,21.44,-0.39
F00000SKYU,17.01,1.76,1.02,9.31,1.09,12.99,-2.08,-0.66,21.44,-0.39
F00000YCWM,15.49,1.76,1.07,9.91,0.91,12.06,-1.9,-0.88,22.71,1.55
F000002DRM,15.49,1.76,1.07,9.91,0.91,12.06,-1.9,-0.88,22.71,1.55
F00000ZN4Z,15.49,1.76,1.07,9.91,0.91,12.06,-1.9,-0.88,22.71,1.55
F00000YCY2,16.34,2.16,0.84,6.55,0.53,18.24,-1.82,-4.45,36.92,-3.7
F00000ZR8G,16.34,2.16,0.84,6.55,0.53,18.24,-1.82,-4.45,36.92,-3.7
F0GBR05S8O,16.87,1.63,1.07,9.94,1.89,10.99,-9.86,-7.73,10.56,-2.85
F0GBR06140,16.87,1.63,1.07,9.94,1.89,10.99,-9.86,-7.73,10.56,-2.85
F0GBR0573O,16.87,1.63,1.07,9.94,1.89,10.99,-9.86,-7.73,10.56,-2.85
F0000023MU,11.23,1.03,0.85,5.91,2.51,10.45,-10.55,-6.27,2.61,-1.74
F000002J9J,11.23,1.03,0.85,5.91,2.51,10.45,-10.55,-6.27,2.61,-1.74
F0000023MS,11.23,1.03,0.85,5.91,2.51,10.45,-10.55,-6.27,2.61,-1.74
F00000SJXW,22.64,2.88,1.54,12.85,0.77,11.12,-1.1,-1.78,34.34,-3.3
F00000SJXX,21.22,2.47,2.16,14.45,1.29,12.5,-11.01,-0.59,10.31,5.71
F000000ITQ,25.81,3.68,3.36,21.7,1.48,9.33,-5.98,0.5,7.58,5.82
F0000107PE,25.81,3.68,3.36,21.7,1.48,9.33,-5.98,0.5,7.58,5.82
F00000WNYB,20.37,2.5,2.09,22.64,1.43,10.9,-7.54,-2.04,15.24,6.08
F0GBR052FV,15.51,1.8,1.41,10.83,2.27,10.08,-1.55,-2.95,7.61,0.56
F0GBR05SLX,15.51,1.8,1.41,10.83,2.27,10.08,-1.55,-2.95,7.61,0.56
F00000PBLO,34.23,4.89,3.88,20.59,0.83,13.27,3.72,6.46,28.3,9.03
F000001A8A,14.17,1.34,0.98,7.04,1.89,10.49,-7.62,-6.68,12.08,0.14
F00000OQRQ,37.01,4.76,5.79,29.03,0.73,12.97,-11.17,-0.39,-0.54,11.27
F00000NMLN,37.01,4.76,5.79,29.03,0.73,12.97,-11.17,-0.39,-0.54,11.27
F00000VWZ1,37.01,4.76,5.79,29.03,0.73,12.97,-11.17,-0.39,-0.54,11.27
F0000001N2,15.43,1.72,1.16,9.36,2.76,9.48,-7.31,-2.91,-2.25,1.64
F00000WRBU,21.04,2.31,2.17,19.71,1.62,9.63,-9.7,-0.6,-0.91,2.97
F00000X9U5,21.04,2.31,2.17,19.71,1.62,9.63,-9.7,-0.6,-0.91,2.97
F0GBR04VEY,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
0P00000WGC,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
0P00000WGN,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
0P00000WGD,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
F00000Q2HD,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
0P00012S7B,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
0P00012S7C,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
0P00017U6H,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
0P00012S7D,15.78,2.22,1.66,12.15,2.28,13.25,-4.9,-2.97,3.33,0.87
F0GBR04F8U,21.25,2.39,2.63,20.73,1.08,9.77,-4.61,-16.12,16.44,6.19
F0GBR04F8W,30.78,3.92,3.44,22.72,0.68,14.3,5.52,-4.52,17.89,13.2
F0GBR04NSH,30.91,4.8,4.19,24.33,0.81,14.59,-6.93,0.37,1.8,9.75
F00000QP3R,30.91,4.8,4.19,24.33,0.81,14.59,-6.93,0.37,1.8,9.75
F00000ZCZD,30.91,4.8,4.19,24.33,0.81,14.59,-6.93,0.37,1.8,9.75
F00000QP5S,27.07,3.18,2.54,21.41,1.19,14.37,-15.27,-13.58,3.77,1.02
F00000YXEW,4.35,0.91,0.5,2.31,1.36,27.9,-9.83,-20.98,14.27,-11.78
F0GBR04M0B,30.73,4.97,3.66,20.25,1,11.81,2.96,2.32,7.22,11.42
F00000NPQS,30.73,4.97,3.66,20.25,1,11.81,2.96,2.32,7.22,11.42
F00000O4YW,30.73,4.97,3.66,20.25,1,11.81,2.96,2.32,7.22,11.42
F00000QVC3,30.73,4.97,3.66,20.25,1,11.81,2.96,2.32,7.22,11.42
F0000109PF,31.82,5.23,3.7,20.86,0.95,12.34,4.26,1.81,6.63,9.72
F00000WTU2,31.82,5.23,3.7,20.86,0.95,12.34,4.26,1.81,6.63,9.72
F00000WTU3,31.82,5.23,3.7,20.86,0.95,12.34,4.26,1.81,6.63,9.72
F000005MUA,29.69,5.97,3.03,19.21,0.71,15.38,6.84,10.54,29.67,9.13
F00000SSUQ,29.69,5.97,3.03,19.21,0.71,15.38,6.84,10.54,29.67,9.13
F00000QTGM,29.69,5.97,3.03,19.21,0.71,15.38,6.84,10.54,29.67,9.13
F00000ZD3G,29.69,5.97,3.03,19.21,0.71,15.38,6.84,10.54,29.67,9.13
F0GBR04M0F,31.69,5.89,2.98,19.22,0.55,14.01,8.27,9.65,25.32,11.99
F00000T2PB,31.69,5.89,2.98,19.22,0.55,14.01,8.27,9.65,25.32,11.99
F000010KFF,31.69,5.89,2.98,19.22,0.55,14.01,8.27,9.65,25.32,11.99
F00000THEC,30.73,4.97,3.66,20.25,1,11.81,2.96,2.32,7.22,11.42
F00000YENN,16.68,1.59,1.45,9.84,1.59,10.61,-7.96,-3.91,2.95,-0.28
F00000Z4XP,37.01,4.76,5.79,29.03,0.73,12.97,-11.17,-0.39,-0.54,11.27
F00000Z4XQ,37.01,4.76,5.79,29.03,0.73,12.97,-11.17,-0.39,-0.54,11.27
F00000Z4XN,37.01,4.76,5.79,29.03,0.73,12.97,-11.17,-0.39,-0.54,11.27
F00000Z4XO,37.01,4.76,5.79,29.03,0.73,12.97,-11.17,-0.39,-0.54,11.27
F00000NMLP,37.01,4.76,5.79,29.03,0.73,12.97,-11.17,-0.39,-0.54,11.27
F00000NPGA,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38
F00000NPG8,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38
F0000102PG,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38
F00000NPL6,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38
F00000NPL7,26.29,3.85,2.53,21.85,0.94,10.62,2.7,0.81,-1.99,1.38
F00000PQUA,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
F00000PNTP,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
F00000T50I,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
F00000MJJH,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
F00000U49J,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
F00000O6RX,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
F00000UQN7,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
F00000TF54,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
F00000UQN9,21.05,3.18,2.67,15.8,1.54,9.45,-2.33,-5.11,-7.15,-0.34
FOGBR05JLL,23.87,3.41,2.8,18.4,1.25,12.07,-2.2,-1.56,8.6,9.54
F000001AE6,23.87,3.41,2.8,18.4,1.25,12.07,-2.2,-1.56,8.6,9.54
F00000SX1X,23.87,3.41,2.8,18.4,1.25,12.07,-2.2,-1.56,8.6,9.54
F000001AE4,23.87,3.41,2.8,18.4,1.25,12.07,-2.2,-1.56,8.6,9.54
F0GBR04RZG,23.15,3.35,2.91,16.1,1.99,9.72,0.48,-1.51,0.73,2.91
F00000QS9O,23.15,3.35,2.91,16.1,1.99,9.72,0.48,-1.51,0.73,2.91
F0GBR06WS6,16.78,1.51,1.82,10.59,1.82,14.71,-3.86,-6.25,-10.32,8.39
F000001ATJ,16.78,1.51,1.82,10.59,1.82,14.71,-3.86,-6.25,-10.32,8.39
FOGBR05KLQ,17.76,2.04,1.7,11.98,2.04,10.96,-5.26,-3.3,3.7,0.52
F00000210Z,17.76,2.04,1.7,11.98,2.04,10.96,-5.26,-3.3,3.7,0.52
F00000JZ78,14.9,1.87,1.03,12.63,3.32,10.53,1.97,-4.3,-0.5,3.43
F00000Z9NH,14.9,1.87,1.03,12.63,3.32,10.53,1.97,-4.3,-0.5,3.43
F00000JZ77,14.9,1.87,1.03,12.63,3.32,10.53,1.97,-4.3,-0.5,3.43
FOGBR05KLR,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63
F00000WVHN,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63
F00000WTHK,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63
F00000SX1T,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63
F000000KD4,23.31,3.13,2.52,16.98,1.28,11.59,-3.19,-1.14,11.32,9.63
F000000EVD,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75
F00000Z9NI,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75
F00000VZO8,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75
F000001ATN,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75
F000010F2P,15.08,1.91,1.3,11.86,2.44,8.98,-1.86,-5.18,8.08,0.75
FOGBR05U13,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17
F00000PY8F,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17
F00000WTHL,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17
F000000KDC,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17
F000010F5D,15.17,1.89,1.37,11.93,2.4,8.88,-2.45,-5.5,8.46,1.17
