SecId,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Top3_sector_percent,Top5_sector_percent,Equity_Holding_Amount,giant_percent,large_percent,mid_percent,small_percent,micro_percent,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F0GBR06W4Y,18.56,2.28,1.25,12.7,1.12,13.81,-2.78,-1.32,22.83,4.88,218,67,11,108.42,66.89,81.81,2.66 Bil,0,0,66.23,31.2,0.45,22.98,7.38,32,93.3,69.13,94.36,6.42,1,45,21.86,8.89,29.49,14.07,6.3,30.87,45.98,26.58,91.73,11.48,8.62,11.69
F0GBR05VWJ,24.38,4.37,2.42,16.94,1.17,12.33,-3.37,-0.3,18.49,3.96,189,71,27,70.88,62.74,83.81,25.83 Bil,33.74,31.95,23.58,8.09,0.02,9,7.65,22.82,85.27,71.86,88.12,10.26,2.34,14.4,10.05,8.74,26.14,40.64,18.58,91.81,74.99,43.87,84.01,47.33,27.8,72.34
F0GBR05WP7,24.38,4.37,2.42,16.94,1.17,12.33,-3.37,-0.3,18.49,3.96,189,71,27,70.88,62.74,83.81,25.83 Bil,33.74,31.95,23.58,8.09,0.02,9,7.65,22.82,85.27,71.86,88.12,10.26,2.34,14.4,10.05,8.74,26.14,40.64,18.58,91.81,74.99,43.87,84.01,47.33,27.8,72.34
F0GBR04MXS,24.38,4.37,2.42,16.94,1.17,12.33,-3.37,-0.3,18.49,3.96,189,71,27,70.88,62.74,83.81,25.83 Bil,33.74,31.95,23.58,8.09,0.02,9,7.65,22.82,85.27,71.86,88.12,10.26,2.34,14.4,10.05,8.74,26.14,40.64,18.58,91.81,74.99,43.87,84.01,47.33,27.8,72.34
F0GBR05VWF,10.8,1.08,0.78,5.99,2.68,10.66,-8.38,-4.42,7.13,-0.9,257,52,23,75.33,61.99,82.04,19.09 Bil,31.29,30.74,19.66,11.39,0.55,91.53,90.51,98.41,23.13,4.38,25.25,27.11,9.86,93.17,87.58,46.83,89.18,29.88,16.94,70.35,24.05,19.17,73.19,39.86,35.26,60.96
F0GBR055EU,10.8,1.08,0.78,5.99,2.68,10.66,-8.38,-4.42,7.13,-0.9,257,52,23,75.33,61.99,82.04,19.09 Bil,31.29,30.74,19.66,11.39,0.55,91.53,90.51,98.41,23.13,4.38,25.25,27.11,9.86,93.17,87.58,46.83,89.18,29.88,16.94,70.35,24.05,19.17,73.19,39.86,35.26,60.96
F0GBR04MXU,10.8,1.08,0.78,5.99,2.68,10.66,-8.38,-4.42,7.13,-0.9,257,52,23,75.33,61.99,82.04,19.09 Bil,31.29,30.74,19.66,11.39,0.55,91.53,90.51,98.41,23.13,4.38,25.25,27.11,9.86,93.17,87.58,46.83,89.18,29.88,16.94,70.35,24.05,19.17,73.19,39.86,35.26,60.96
F0GBR05S10,10.8,1.08,0.78,5.99,2.68,10.66,-8.38,-4.42,7.13,-0.9,257,52,23,75.33,61.99,82.04,19.09 Bil,31.29,30.74,19.66,11.39,0.55,91.53,90.51,98.41,23.13,4.38,25.25,27.11,9.86,93.17,87.58,46.83,89.18,29.88,16.94,70.35,24.05,19.17,73.19,39.86,35.26,60.96
F00000YDBN,17.52,2.13,1.67,13.64,1.94,10.13,-2.78,-1.15,14.36,3.68,95,33,26,62.21,55.8,79.32,33.01 Bil,41.71,29.89,20.9,3.39,0,38.39,32.74,71.74,64.47,19.56,64.68,31.4,7,32.67,61.25,18.5,62.6,50.13,36.79,75.84,40.72,30.47,63.82,62.56,48.66,64.03
F0GBR04DQ1,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F000000P5P,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F0GBR04DQ3,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F00000WH5I,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F0000007HL,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F000000P5O,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F00000H592,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F0000105IZ,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F0000102U1,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F0GBR04X5Y,17.46,2.4,1.77,11.73,2.23,9.68,-5.69,-3.23,8.85,0.63,63,23,31,55.24,42.65,66.89,58.87 Bil,55.84,34.05,5.8,0,0,55.09,36.86,72.52,34.39,18.32,62.61,59,21.82,73.18,42.65,27.86,76.27,69.76,33.36,91.39,64.25,35.28,67.69,84.51,68.97,86.07
F0GBR05WLD,12.94,1.53,1.13,8.38,2.91,10.27,-5.77,-3.78,7.83,-0.16,215,99,18,70.96,58.05,75.16,20.09 Bil,32.18,27,24.54,9.25,0.6,80.24,79.47,93.44,17.22,8.26,22.75,32.03,17.52,69.57,76.8,66.06,85.45,45.22,29.55,71.25,30.35,27.58,74,41.81,35.04,48.82
F000000AW5,12.94,1.53,1.13,8.38,2.91,10.27,-5.77,-3.78,7.83,-0.16,215,99,18,70.96,58.05,75.16,20.09 Bil,32.18,27,24.54,9.25,0.6,80.24,79.47,93.44,17.22,8.26,22.75,32.03,17.52,69.57,76.8,66.06,85.45,45.22,29.55,71.25,30.35,27.58,74,41.81,35.04,48.82
F0GBR069OV,12.94,1.53,1.13,8.38,2.91,10.27,-5.77,-3.78,7.83,-0.16,215,99,18,70.96,58.05,75.16,20.09 Bil,32.18,27,24.54,9.25,0.6,80.24,79.47,93.44,17.22,8.26,22.75,32.03,17.52,69.57,76.8,66.06,85.45,45.22,29.55,71.25,30.35,27.58,74,41.81,35.04,48.82
F00000MFMC,12.94,1.53,1.13,8.38,2.91,10.27,-5.77,-3.78,7.83,-0.16,215,99,18,70.96,58.05,75.16,20.09 Bil,32.18,27,24.54,9.25,0.6,80.24,79.47,93.44,17.22,8.26,22.75,32.03,17.52,69.57,76.8,66.06,85.45,45.22,29.55,71.25,30.35,27.58,74,41.81,35.04,48.82
F0000102U0,12.94,1.53,1.13,8.38,2.91,10.27,-5.77,-3.78,7.83,-0.16,215,99,18,70.96,58.05,75.16,20.09 Bil,32.18,27,24.54,9.25,0.6,80.24,79.47,93.44,17.22,8.26,22.75,32.03,17.52,69.57,76.8,66.06,85.45,45.22,29.55,71.25,30.35,27.58,74,41.81,35.04,48.82
F000000FQ9,12.94,1.53,1.13,8.38,2.91,10.27,-5.77,-3.78,7.83,-0.16,215,99,18,70.96,58.05,75.16,20.09 Bil,32.18,27,24.54,9.25,0.6,80.24,79.47,93.44,17.22,8.26,22.75,32.03,17.52,69.57,76.8,66.06,85.45,45.22,29.55,71.25,30.35,27.58,74,41.81,35.04,48.82
F00000TEXB,17.95,1.98,1.75,10.41,2.2,14.46,-7.57,0.3,5.69,1.55,45,1,31,60.96,45.22,66.84,26.05 Bil,32.85,36.63,23.19,5.94,0,34.72,34.72,80.63,37.74,32.39,82.04,56.63,16.12,82.16,66.33,16.5,81.46,56.16,26.55,72.36,35.61,12.87,60.61,48.24,35.55,53.49
F00000H0A7,17.95,1.98,1.75,10.41,2.2,14.46,-7.57,0.3,5.69,1.55,45,1,31,60.96,45.22,66.84,26.05 Bil,32.85,36.63,23.19,5.94,0,34.72,34.72,80.63,37.74,32.39,82.04,56.63,16.12,82.16,66.33,16.5,81.46,56.16,26.55,72.36,35.61,12.87,60.61,48.24,35.55,53.49
F00000W8H5,17.95,1.98,1.75,10.41,2.2,14.46,-7.57,0.3,5.69,1.55,45,1,31,60.96,45.22,66.84,26.05 Bil,32.85,36.63,23.19,5.94,0,34.72,34.72,80.63,37.74,32.39,82.04,56.63,16.12,82.16,66.33,16.5,81.46,56.16,26.55,72.36,35.61,12.87,60.61,48.24,35.55,53.49
F00000W8H8,17.95,1.98,1.75,10.41,2.2,14.46,-7.57,0.3,5.69,1.55,45,1,31,60.96,45.22,66.84,26.05 Bil,32.85,36.63,23.19,5.94,0,34.72,34.72,80.63,37.74,32.39,82.04,56.63,16.12,82.16,66.33,16.5,81.46,56.16,26.55,72.36,35.61,12.87,60.61,48.24,35.55,53.49
F00000UON5,28.45,3.88,3.02,16.67,0.91,12.8,0.89,0.99,14,9.18,54,0,31,12.3,50.85,81.01,3.83 Bil,0,7.32,68.67,24.01,0,8.48,1,47.91,95.55,49.69,98.42,27.84,8.45,99.17,21.94,12.92,75.63,34.08,4.78,36.06,91.66,66.77,95.82,13.34,5.92,15.1
F00000UON7,28.45,3.88,3.02,16.67,0.91,12.8,0.89,0.99,14,9.18,54,0,31,12.3,50.85,81.01,3.83 Bil,0,7.32,68.67,24.01,0,8.48,1,47.91,95.55,49.69,98.42,27.84,8.45,99.17,21.94,12.92,75.63,34.08,4.78,36.06,91.66,66.77,95.82,13.34,5.92,15.1
F00000UON2,28.45,3.88,3.02,16.67,0.91,12.8,0.89,0.99,14,9.18,54,0,31,12.3,50.85,81.01,3.83 Bil,0,7.32,68.67,24.01,0,8.48,1,47.91,95.55,49.69,98.42,27.84,8.45,99.17,21.94,12.92,75.63,34.08,4.78,36.06,91.66,66.77,95.82,13.34,5.92,15.1
F00000UOMW,28.45,3.88,3.02,16.67,0.91,12.8,0.89,0.99,14,9.18,54,0,31,12.3,50.85,81.01,3.83 Bil,0,7.32,68.67,24.01,0,8.48,1,47.91,95.55,49.69,98.42,27.84,8.45,99.17,21.94,12.92,75.63,34.08,4.78,36.06,91.66,66.77,95.82,13.34,5.92,15.1
F00000UOMS,28.45,3.88,3.02,16.67,0.91,12.8,0.89,0.99,14,9.18,54,0,31,12.3,50.85,81.01,3.83 Bil,0,7.32,68.67,24.01,0,8.48,1,47.91,95.55,49.69,98.42,27.84,8.45,99.17,21.94,12.92,75.63,34.08,4.78,36.06,91.66,66.77,95.82,13.34,5.92,15.1
F00000UOMP,28.45,3.88,3.02,16.67,0.91,12.8,0.89,0.99,14,9.18,54,0,31,12.3,50.85,81.01,3.83 Bil,0,7.32,68.67,24.01,0,8.48,1,47.91,95.55,49.69,98.42,27.84,8.45,99.17,21.94,12.92,75.63,34.08,4.78,36.06,91.66,66.77,95.82,13.34,5.92,15.1
F00000UONC,28.45,3.88,3.02,16.67,0.91,12.8,0.89,0.99,14,9.18,54,0,31,12.3,50.85,81.01,3.83 Bil,0,7.32,68.67,24.01,0,8.48,1,47.91,95.55,49.69,98.42,27.84,8.45,99.17,21.94,12.92,75.63,34.08,4.78,36.06,91.66,66.77,95.82,13.34,5.92,15.1
F00000UONI,28.45,3.88,3.02,16.67,0.91,12.8,0.89,0.99,14,9.18,54,0,31,12.3,50.85,81.01,3.83 Bil,0,7.32,68.67,24.01,0,8.48,1,47.91,95.55,49.69,98.42,27.84,8.45,99.17,21.94,12.92,75.63,34.08,4.78,36.06,91.66,66.77,95.82,13.34,5.92,15.1
F00000VTC9,30.22,6.34,4.68,21.97,1.12,9.75,-3.49,2.42,-4.31,6.54,37,7,48,54.37,48.81,76.29,22.25 Bil,22.57,54.35,20.79,0.89,0,11.05,2.12,15.69,87.16,78.34,96.94,82.36,4.32,95.31,64.14,14.86,66.5,84.01,8.63,86.09,78.72,36.53,91.9,48.55,40.92,50.82
F0000155AX,30.22,6.34,4.68,21.97,1.12,9.75,-3.49,2.42,-4.31,6.54,37,7,48,54.37,48.81,76.29,22.25 Bil,22.57,54.35,20.79,0.89,0,11.05,2.12,15.69,87.16,78.34,96.94,82.36,4.32,95.31,64.14,14.86,66.5,84.01,8.63,86.09,78.72,36.53,91.9,48.55,40.92,50.82
F0000105GQ,30.22,6.34,4.68,21.97,1.12,9.75,-3.49,2.42,-4.31,6.54,37,7,48,54.37,48.81,76.29,22.25 Bil,22.57,54.35,20.79,0.89,0,11.05,2.12,15.69,87.16,78.34,96.94,82.36,4.32,95.31,64.14,14.86,66.5,84.01,8.63,86.09,78.72,36.53,91.9,48.55,40.92,50.82
F00000SQMB,30.47,6.14,4.77,22.51,1.08,9.82,-2.87,2.34,-2.51,5.9,43,129,45,-57,50.75,77.53,23.50 Bil,21.69,51.88,24.18,0.68,0,10.1,2.8,14.94,88.57,68.75,96.9,79.15,5.15,96.57,63.43,24.87,63.61,80.82,9.12,82.42,78.8,39.27,91.71,45.48,36.35,48.54
F00000SQMA,30.47,6.14,4.77,22.51,1.08,9.82,-2.87,2.34,-2.51,5.9,43,129,45,-57,50.75,77.53,23.50 Bil,21.69,51.88,24.18,0.68,0,10.1,2.8,14.94,88.57,68.75,96.9,79.15,5.15,96.57,63.43,24.87,63.61,80.82,9.12,82.42,78.8,39.27,91.71,45.48,36.35,48.54
F000000278,30.47,6.14,4.77,22.51,1.08,9.82,-2.87,2.34,-2.51,5.9,43,129,45,-57,50.75,77.53,23.50 Bil,21.69,51.88,24.18,0.68,0,10.1,2.8,14.94,88.57,68.75,96.9,79.15,5.15,96.57,63.43,24.87,63.61,80.82,9.12,82.42,78.8,39.27,91.71,45.48,36.35,48.54
F000000275,30.47,6.14,4.77,22.51,1.08,9.82,-2.87,2.34,-2.51,5.9,43,129,45,-57,50.75,77.53,23.50 Bil,21.69,51.88,24.18,0.68,0,10.1,2.8,14.94,88.57,68.75,96.9,79.15,5.15,96.57,63.43,24.87,63.61,80.82,9.12,82.42,78.8,39.27,91.71,45.48,36.35,48.54
F000002NWZ,30.47,6.14,4.77,22.51,1.08,9.82,-2.87,2.34,-2.51,5.9,43,129,45,-57,50.75,77.53,23.50 Bil,21.69,51.88,24.18,0.68,0,10.1,2.8,14.94,88.57,68.75,96.9,79.15,5.15,96.57,63.43,24.87,63.61,80.82,9.12,82.42,78.8,39.27,91.71,45.48,36.35,48.54
F00000MWJV,30.22,6.34,4.68,21.97,1.12,9.75,-3.49,2.42,-4.31,6.54,37,7,48,54.37,48.81,76.29,22.25 Bil,22.57,54.35,20.79,0.89,0,11.05,2.12,15.69,87.16,78.34,96.94,82.36,4.32,95.31,64.14,14.86,66.5,84.01,8.63,86.09,78.72,36.53,91.9,48.55,40.92,50.82
F00000MWJX,18.73,2.67,1.93,10.8,2.94,9.91,3.6,-3.34,1.89,3.58,45,7,33,57.29,51.73,70.29,24.88 Bil,42.18,37.02,10.81,7.62,0,35.88,30.75,68.84,29.07,25.6,65.54,79.44,20.26,86.86,71.39,26.2,75.36,88.8,27.93,91.56,54.12,39.07,86.68,53.74,39.67,64.49
F0000155AZ,18.73,2.67,1.93,10.8,2.94,9.91,3.6,-3.34,1.89,3.58,45,7,33,57.29,51.73,70.29,24.88 Bil,42.18,37.02,10.81,7.62,0,35.88,30.75,68.84,29.07,25.6,65.54,79.44,20.26,86.86,71.39,26.2,75.36,88.8,27.93,91.56,54.12,39.07,86.68,53.74,39.67,64.49
F000000AT8,18.73,2.67,1.93,10.8,2.94,9.91,3.6,-3.34,1.89,3.58,45,7,33,57.29,51.73,70.29,24.88 Bil,42.18,37.02,10.81,7.62,0,35.88,30.75,68.84,29.07,25.6,65.54,79.44,20.26,86.86,71.39,26.2,75.36,88.8,27.93,91.56,54.12,39.07,86.68,53.74,39.67,64.49
F00000VZBL,38.79,7.39,6.09,30.9,0.73,14.33,-2.69,3.09,-2.47,12.18,24,12,56,,67.53,89.36,33.39 Bil,34.02,48.28,17.24,0,0,3.71,1,88.49,94.97,11.64,97.92,36.5,6.54,87.83,15.81,2.4,85.82,40.84,23.81,89.85,73.56,22.9,89.6,64.36,52.96,92
F00000X3G2,22.3,2.63,2.23,20.82,1.4,11.01,-8.94,-2.55,15.15,3.23,43,37,35,,77.12,93.77,14.78 Bil,13.42,30.61,26.76,1.8,0,16.91,7.04,38.73,76.48,54.27,91.89,17.38,7.06,48.86,45.61,10.17,64.9,62.78,20.26,77.59,42.68,16.79,81.39,38.15,28.98,47.86
F000000F68,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F000000ASN,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F000000ASM,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F000000QZT,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F0000020PS,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F0000020PU,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F00000XJDR,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,,,,,,,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F00000JRWX,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F00000JRWY,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F00000JRX0,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F000000QZS,14.49,2.13,1.28,7.26,3.77,9.44,3.47,-0.25,9.63,-0.02,69,25,,-19.75,53.72,74.23,26.62 Bil,32.28,35.77,29.08,1.31,0,77.21,72.11,94.99,6.18,5.54,16.16,88.95,27.6,90.62,49.19,45.97,79.72,88.57,46.85,93.07,44.19,24.64,70.11,49.08,38.58,49.08
F00000MAVV,11.98,1.14,0.82,5.18,2.61,14.53,-17.73,-7.54,-0.15,-4.74,27,0,53,662.54,61.51,82.18,16.51 Bil,31.67,32.27,25.4,9.1,0,87.64,8.32,91.39,52.74,14.31,89.8,20.89,2.76,93.11,90.98,25.57,93.68,21.91,6.19,97.37,17.02,7.2,84.05,48.33,27.84,88.17
F00000YE5O,11.98,1.14,0.82,5.18,2.61,14.53,-17.73,-7.54,-0.15,-4.74,27,0,53,662.54,61.51,82.18,16.51 Bil,31.67,32.27,25.4,9.1,0,87.64,8.32,91.39,52.74,14.31,89.8,20.89,2.76,93.11,90.98,25.57,93.68,21.91,6.19,97.37,17.02,7.2,84.05,48.33,27.84,88.17
F00000YE5N,11.98,1.14,0.82,5.18,2.61,14.53,-17.73,-7.54,-0.15,-4.74,27,0,53,662.54,61.51,82.18,,31.67,32.27,25.4,9.1,0,87.64,8.32,91.39,52.74,14.31,89.8,20.89,2.76,93.11,90.98,25.57,93.68,21.91,6.19,97.37,17.02,7.2,84.05,48.33,27.84,88.17
F0GBR04RVQ,11.98,1.14,0.82,5.18,2.61,14.53,-17.73,-7.54,-0.15,-4.74,27,0,53,662.54,61.51,82.18,16.51 Bil,31.67,32.27,25.4,9.1,0,87.64,8.32,91.39,52.74,14.31,89.8,20.89,2.76,93.11,90.98,25.57,93.68,21.91,6.19,97.37,17.02,7.2,84.05,48.33,27.84,88.17
F00000TUO9,18.59,2.32,2.02,11.85,1.95,10.99,-4.37,-3.27,3.12,0.82,80,4,31,219.75,45.13,67.76,55.41 Bil,58.93,37.58,3.44,0,0,31.3,27.31,59.26,51.9,28.54,72.68,56.49,13.29,73.74,40.66,26.1,70.98,77.91,48.42,94.64,54.23,33.65,75.32,86.97,64.78,87.97
F00000TUOA,18.59,2.32,2.02,11.85,1.95,10.99,-4.37,-3.27,3.12,0.82,80,4,31,219.75,45.13,67.76,55.41 Bil,58.93,37.58,3.44,0,0,31.3,27.31,59.26,51.9,28.54,72.68,56.49,13.29,73.74,40.66,26.1,70.98,77.91,48.42,94.64,54.23,33.65,75.32,86.97,64.78,87.97
F00000TUOB,18.59,2.32,2.02,11.85,1.95,10.99,-4.37,-3.27,3.12,0.82,80,4,31,219.75,45.13,67.76,55.41 Bil,58.93,37.58,3.44,0,0,31.3,27.31,59.26,51.9,28.54,72.68,56.49,13.29,73.74,40.66,26.1,70.98,77.91,48.42,94.64,54.23,33.65,75.32,86.97,64.78,87.97
F00000OB15,23.17,3.44,3.11,15.86,2.13,11.15,3.81,1.03,11.4,7.88,38,7,,,54.21,74.04,57.14 Bil,29.44,36.78,9.58,3.15,3.45,65.61,65.61,92.02,23.47,7.37,23.47,76.09,34.16,89.2,34.58,27.64,76.91,83.99,30.82,94.61,69.7,31.16,87.84,53.5,37.92,54.1
F00000OB17,23.17,3.44,3.11,15.86,2.13,11.15,3.81,1.03,11.4,7.88,38,7,,,54.21,74.04,,29.44,36.78,9.58,3.15,3.45,65.61,65.61,92.02,23.47,7.37,23.47,76.09,34.16,89.2,34.58,27.64,76.91,83.99,30.82,94.61,69.7,31.16,87.84,53.5,37.92,54.1
F00000OB2D,23.17,3.44,3.11,15.86,2.13,11.15,3.81,1.03,11.4,7.88,38,7,,,54.21,74.04,57.14 Bil,29.44,36.78,9.58,3.15,3.45,65.61,65.61,92.02,23.47,7.37,23.47,76.09,34.16,89.2,34.58,27.64,76.91,83.99,30.82,94.61,69.7,31.16,87.84,53.5,37.92,54.1
F0GBR04GM3,12.22,1.38,1.04,7.48,1.74,10.9,-15.35,-5.48,13.42,0.1,40,1,35,170.71,57.24,76.39,21.89 Bil,41.53,33.05,18.33,5.28,0,76.34,45.14,97.98,72.69,17.65,88.72,60.71,2.95,98.61,90.1,72.69,92.56,28.44,5.68,61.4,19.28,3.49,39.68,45.98,34.4,67.73
F0GBR05343,12.22,1.38,1.04,7.48,1.74,10.9,-15.35,-5.48,13.42,0.1,40,1,35,170.71,57.24,76.39,21.89 Bil,41.53,33.05,18.33,5.28,0,76.34,45.14,97.98,72.69,17.65,88.72,60.71,2.95,98.61,90.1,72.69,92.56,28.44,5.68,61.4,19.28,3.49,39.68,45.98,34.4,67.73
F00000OWFI,12.22,1.38,1.04,7.48,1.74,10.9,-15.35,-5.48,13.42,0.1,40,1,35,170.71,57.24,76.39,21.89 Bil,41.53,33.05,18.33,5.28,0,76.34,45.14,97.98,72.69,17.65,88.72,60.71,2.95,98.61,90.1,72.69,92.56,28.44,5.68,61.4,19.28,3.49,39.68,45.98,34.4,67.73
F00000S9KA,12.22,1.38,1.04,7.48,1.74,10.9,-15.35,-5.48,13.42,0.1,40,1,35,170.71,57.24,76.39,21.89 Bil,41.53,33.05,18.33,5.28,0,76.34,45.14,97.98,72.69,17.65,88.72,60.71,2.95,98.61,90.1,72.69,92.56,28.44,5.68,61.4,19.28,3.49,39.68,45.98,34.4,67.73
F00000X7KU,12.66,1.64,1.35,10.19,1.21,18.68,-13.51,-5.94,-0.89,-3.45,199,2,,,56.82,80.19,9.05 Bil,23.92,17.92,53.53,21.27,3.55,,,,,,,,,,,,,,,,,,,,,
F00000TEO5,12.66,1.64,1.35,10.19,1.21,18.68,-13.51,-5.94,-0.89,-3.45,199,2,,,56.82,80.19,9.05 Bil,23.92,17.92,53.53,21.27,3.55,,,,,,,,,,,,,,,,,,,,,
