SecId,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension
F00000W4UU,BNY Mellon Global Emerging Mkts B Acc,5,4,Global Emerging Markets Equity,0,2.64,6.1,6,-3.33,3.22,25.21,18.63,15.13,0,0.99,0.4,0.75,280606435,3,32909.03012,5,9.61,1.09,84.61,18.86,0.99,3,3,3,TRUE
F00000W4UX,BNY Mellon Global Emerging Mkts F Acc,5,4,Global Emerging Markets Equity,0,2.65,6.13,6.08,-3.18,3.41,25.57,18.99,15.46,0,0.69,0.4,0.75,280606435,3,32909.03012,5,9.92,1.09,84.62,18.86,1,3,3,3,TRUE
F00000W4UW,BNY Mellon Global Emerging Mkts Int WAcc,5,4,Global Emerging Markets Equity,0,2.64,6.11,6.04,-3.26,3.31,25.4,18.82,15.29,0,0.84,0.4,0.75,280606435,3,32909.03012,5,9.77,1.09,84.61,18.86,0.99,3,3,3,TRUE
F00000W50J,BNY Mellon Global Emerging Mkts GBP Acc,5,4,Global Emerging Markets Equity,0,2.62,6.03,5.81,-3.67,2.74,24.36,17.84,14.37,0,1.66,0.4,0.75,280606435,3,32909.03012,5,8.94,1.09,84.61,18.85,0.95,3,3,3,TRUE
F0GBR04L4F,BNY Mellon Asian Equity EUR A Acc,3,4,Asia-Pacific ex-Japan Equity,0,2.46,2.89,1.15,-7.86,0.03,17.66,16.44,11.54,5,2.32,0.56,0.75,45417335,3,36176.71271,5,5.49,1.12,88.65,18.33,0.82,3,3,3,FALSE
F00000NB3V,BNY Mellon Asian Equity EUR B Acc,3,4,Asia-Pacific ex-Japan Equity,0,2.47,2.94,1.28,-7.63,0.37,18.26,17.02,12.1,5,1.82,0.56,0.75,45417335,3,36176.71271,5,5.99,1.12,88.64,18.34,0.85,3,3,3,FALSE
F0GBR059OY,BNY Mellon Asian Equity EUR C Acc,3,4,Asia-Pacific ex-Japan Equity,0,2.48,2.98,1.41,-7.4,0.7,18.84,17.61,12.66,5,1.32,0.56,0.75,45417335,3,36176.71271,5,6.5,1.12,88.65,18.35,0.87,3,3,3,FALSE
F0GBR04KJA,BNY Mellon Asian Equity USD A Acc,3,4,Asia-Pacific ex-Japan Equity,0,3.43,2.74,-1.48,-9.32,-3.26,18.23,17.28,12.87,5,2.32,0.56,0.75,45417335,3,36176.71271,5,5.53,1.11,88.51,18.31,0.82,3,3,3,FALSE
F0GBR04KKI,BNY Mellon Asian Equity USD B Acc,3,4,Asia-Pacific ex-Japan Equity,0,3.44,2.79,-1.36,-9.09,-2.93,18.82,17.86,13.44,5,1.82,0.56,0.75,45417335,3,36176.71271,5,6.03,1.11,88.51,18.32,0.85,3,3,3,FALSE
F0GBR04KJG,BNY Mellon Asian Equity USD C Acc,4,4,Asia-Pacific ex-Japan Equity,0,3.45,2.83,-1.23,-8.86,-2.61,19.41,18.46,14,5,1.32,0.56,0.75,45417335,3,36176.71271,5,6.54,1.11,88.51,18.33,0.87,3,3,3,FALSE
F00000PBUR,BNY Mellon Asian Equity USD W Acc,4,4,Asia-Pacific ex-Japan Equity,0,3.46,2.85,-1.17,-8.74,-2.44,19.71,18.75,14.29,5,1.07,0.56,0.75,45417335,3,36176.71271,5,6.79,1.11,88.5,18.33,0.89,3,3,3,TRUE
F00000YPWA,BNY Mellon Global Em Mkts CHF E Acc,5,5,Global Emerging Markets Equity,0,3.44,6.84,4.79,-4.94,6.13,28.69,17.7,,5,0.68,0.55,0.75,53820703,3,29166.19207,5,8.39,1.07,84.77,18.66,0.92,3,3,3,FALSE
F00000PGOB,BNY Mellon Global Em Mkts EUR A Acc,4,5,Global Emerging Markets Equity,0,2.78,5.43,5.41,-3.83,4.6,25.74,17.36,11.98,5,2.18,0.55,0.75,53820703,3,29166.19207,5,6.93,1.07,85.26,18.46,0.85,3,3,3,FALSE
F000010N5Z,BNY Mellon Global Em Mkts EUR W Acc,5,5,Global Emerging Markets Equity,0,2.8,5.54,5.74,-3.22,5.48,27.31,18.85,,5,0.93,0.55,0.75,53820703,3,29166.19207,5,8.2,1.07,85.25,18.48,0.92,3,3,3,FALSE
F00000PO01,BNY Mellon Global Em Mkts USD A Acc,4,5,Global Emerging Markets Equity,0,3.74,5.26,2.66,-5.36,1.14,26.32,18.15,13.29,5,2.18,0.55,0.75,53820703,3,29166.19207,5,6.9,1.06,85.32,18.46,0.85,3,3,3,FALSE
F00000P6Y1,BNY Mellon Global Em Mkts USD C,5,5,Global Emerging Markets Equity,0,3.77,5.36,2.93,-4.87,1.84,27.61,19.4,14.46,5,1.18,0.55,0.75,53820703,3,29166.19207,5,7.96,1.06,85.3,18.51,0.91,3,3,3,FALSE
F00000W7IR,BNY Mellon Global Em Mkts USD C Acc,5,5,Global Emerging Markets Equity,0,3.77,5.36,2.93,-4.87,1.85,27.61,19.39,14.45,5,1.18,0.55,0.75,53820703,3,29166.19207,5,7.95,1.06,85.3,18.5,0.91,3,3,3,FALSE
F00000YNIJ,BNY Mellon Global Em Mkts USD E Acc,5,5,Global Emerging Markets Equity,0,3.78,5.41,3.06,-4.62,2.19,28.25,19.95,,5,0.68,0.55,0.75,53820703,3,29166.19207,5,8.41,1.06,85.4,18.51,0.93,3,3,3,FALSE
F00000WAYS,BNY Mellon Global Em Mkts USD W Acc,5,5,Global Emerging Markets Equity,0,3.77,5.38,2.99,-4.76,2.01,27.92,19.54,14.66,5,0.93,0.55,0.75,53820703,3,29166.19207,5,8.05,1.07,85.5,18.51,0.91,3,3,3,TRUE
F00000OYVA,BNY Mellon Oriental B Acc,4,4,Asia-Pacific ex-Japan Equity,0,2.62,3.75,1.5,-7.22,-1.76,17.49,18.13,14.65,0,1.06,0.38,0.75,136257548,3,36208.84096,5,8.49,1.13,87.6,18.66,0.97,3,3,3,TRUE
F0GBR04RQF,BNY Mellon Oriental EUR Acc,3,4,Asia-Pacific ex-Japan Equity,0,2.48,2.94,1.26,-7.17,2.05,20.52,18.65,12.92,0,2.23,0.38,0.75,136257548,3,36208.84096,5,7.32,1.14,87.27,18.7,0.91,3,3,3,FALSE
F0GBR06HU4,BNY Mellon Oriental Expt 1 Acc,4,4,Asia-Pacific ex-Japan Equity,0.11024,2.64,3.79,1.61,-7.02,-1.49,17.97,18.61,15.12,0,0.66,0.38,0.75,136257548,3,36208.84096,5,8.89,1.14,87.59,18.67,0.99,3,3,3,FALSE
F0GBR06HU2,BNY Mellon Oriental Inst Acc,4,4,Asia-Pacific ex-Japan Equity,0,2.63,3.75,1.48,-7.26,-1.82,17.38,18.01,14.55,0,1.15,0.38,0.75,136257548,3,36208.84096,5,8.39,1.13,87.6,18.66,0.97,3,3,3,FALSE
F00000OTTT,BNY Mellon Oriental Inst W Acc,4,4,Asia-Pacific ex-Japan Equity,0,2.63,3.77,1.54,-7.15,-1.66,17.66,18.3,14.83,0,0.9,0.38,0.75,136257548,3,36208.84096,5,8.64,1.13,87.59,18.67,0.98,3,3,3,TRUE
F00000PT9Y,Brandes Emerging Markets Value A Euro,1,3,Global Emerging Markets Equity,0,1.57,1.49,-2.62,2.25,7.26,19.94,2.15,1.97,5,1.91,0.05,9.33,23538387,1,12794.28569,4,-6.54,1.05,79.72,18.86,0.11,2,2,2,FALSE
F00000TEO1,Brandes Emerging Markets Value I Euro,1,3,Global Emerging Markets Equity,0,1.55,1.55,-2.41,2.69,8.01,21.04,3.17,2.86,5,0.9,0.05,9.33,23538387,1,12794.28569,5,-5.54,1.05,79.63,18.86,0.17,2,2,2,TRUE
F00000PT9X,Brandes Emerging Markets Value A USD,1,3,Global Emerging Markets Equity,0,2.51,1.47,-5.41,0.36,4.16,20.07,3.12,3.41,5,1.95,0.05,9.33,23538387,1,12794.28569,4,-6.1,1.03,79.42,18.49,0.13,2,2,2,FALSE
F00000OAR8,Brandes Emerging Markets Value I USD,1,3,Global Emerging Markets Equity,0,2.59,1.59,-5.08,0.9,5,21.5,4.08,4.26,5,0.89,0.05,9.33,23538387,1,12794.28569,4,-5.22,1.03,79.54,18.54,0.18,2,2,2,FALSE
F0GBR0659U,C WorldWide Emerging Markets 1A,5,4,Global Emerging Markets Equity,0,3.51,3.65,1.14,-3.42,5.42,23.85,16.37,13.65,0,1.92,0.37,6.33,28800458,3,31865.10451,4,5.18,1.04,94.25,16.77,0.82,3,3,3,FALSE
0P00000MEU,C WorldWide Emerging Markets 1A EUR,5,4,Global Emerging Markets Equity,0,2.44,3.49,3.33,-2.07,8.78,23.37,15.45,12.31,0,1.92,0.37,6.33,28800458,3,31865.10451,4,5.18,1.04,94.25,16.8,0.82,3,3,3,FALSE
0P0000G7SG,C WorldWide Emerging Markets 1A NOK,5,4,Global Emerging Markets Equity,0,1.85,1.34,4.41,-1.71,6.78,20.29,17.66,14.61,0,1.92,0.37,6.33,28800458,3,31865.10451,4,5.18,1.04,94.25,16.45,0.84,3,3,3,FALSE
0P0000196W,C WorldWide Emerging Markets 1A SEK,5,4,Global Emerging Markets Equity,0,1.83,2.91,3.88,-1.84,10.35,21.25,13.97,13.65,0,1.92,0.37,6.33,28800458,3,31865.10451,4,5.18,1.04,94.25,15.89,0.86,3,3,3,FALSE
F0GBR04BHF,Candriam Eqs L Em Mkts C EUR Cap,4,2,Global Emerging Markets Equity,0,1.7,0.1,-1.02,-2.43,8.69,22.66,13.56,10.78,3.5,2.1,0.26,27.25,1765590712,3,31237.68495,3,3.45,1.03,94.76,15.98,0.74,2,3,3,FALSE
F0GBR04V8Q,Candriam Eqs L Em Mkts I EUR Cap,5,2,Global Emerging Markets Equity,0,1.93,0.53,-0.94,-1.65,9.27,23.09,13.43,10.96,0,0.91,0.26,27.25,1765590712,3,31237.68495,3,3.19,1.04,94.93,16.07,0.73,2,3,3,FALSE
F00000WZDI,Candriam Eqs L Em Mkts I GBP Cap,5,2,Global Emerging Markets Equity,0,2.03,1.07,-1.2,-2.31,3.59,18.93,11.59,11.8,0,0.91,0.26,27.25,1765590712,3,31237.68495,3,3.17,1.03,96.24,15.77,0.74,2,3,3,TRUE
F00000WZDJ,Candriam Eqs L Em Mkts R GBP Cap,5,2,Global Emerging Markets Equity,0,1.77,0.73,-1.04,-2.67,3.62,19.7,12.78,12.32,3.5,1.2,0.26,27.25,1765590712,3,31237.68495,3,4.42,1.02,95.68,15.72,0.81,2,3,3,TRUE
