SecId,Equity_Holding,giant_percent,large_percent,mid_percent,small_percent,micro_percent
F0GBR04RW7,2.90 Bil,0.00,14.60,51.62,28.17,5.56
F00000OPTX,2.90 Bil,0.00,14.60,51.62,28.17,5.56
F0GBR04RW5,2.90 Bil,0.00,14.60,51.62,28.17,5.56
F0GBR04RVX,14.76 Bil,33.23,21.80,30.34,13.41,0.00
F00000OPTM,14.76 Bil,33.23,21.80,30.34,13.41,0.00
F0GBR04RV1,14.76 Bil,33.23,21.80,30.34,13.41,0.00
F0GBR04RYY,13.45 Bil,30.78,22.30,28.28,16.88,0.00
F00000OPTN,13.45 Bil,30.78,22.30,28.28,16.88,0.00
F0GBR04RYX,13.45 Bil,30.78,22.30,28.28,16.88,0.00
F0GBR04RW2,13.57 Bil,31.53,24.11,26.10,13.52,4.08
F00000Q8RZ,13.57 Bil,31.53,24.11,26.10,13.52,4.08
F00000OPTU,13.57 Bil,31.53,24.11,26.10,13.52,4.08
F0GBR04RVY,13.57 Bil,31.53,24.11,26.10,13.52,4.08
F00000YV7N,2.15 Bil,0.00,4.11,54.87,30.96,6.13
F00000YV7P,2.15 Bil,0.00,4.11,54.87,30.96,6.13
F00000YV7Q,2.15 Bil,0.00,4.11,54.87,30.96,6.13
F00000YV7M,2.15 Bil,0.00,4.11,54.87,30.96,6.13
F0GBR04EAM,12.74 Bil,29.41,19.99,37.29,11.59,0.00
F0GBR06IAU,12.74 Bil,29.41,19.99,37.29,11.59,0.00
F000000FRV,2.93 Bil,11.23,15.48,26.44,34.03,12.04
F00000OPVC,2.93 Bil,11.23,15.48,26.44,34.03,12.04
F000000FRT,2.93 Bil,11.23,15.48,26.44,34.03,12.04
F0GBR04RUO,1.90 Bil,0.00,2.93,50.22,42.11,0.00
F00000P8DU,1.90 Bil,0.00,2.93,50.22,42.11,0.00
F00000Y4IZ,1.90 Bil,0.00,2.93,50.22,42.11,0.00
F000000213,1.90 Bil,0.00,2.93,50.22,42.11,0.00
F0GBR0549B,1.79 Bil,0.00,3.28,49.68,44.04,0.93
F00000OPUU,1.79 Bil,0.00,3.28,49.68,44.04,0.93
F0GBR04O7W,1.79 Bil,0.00,3.28,49.68,44.04,0.93
F0GBR06XPG,5.05 Bil,0.00,23.72,57.50,16.53,0.00
F00000P8DS,5.05 Bil,0.00,23.72,57.50,16.53,0.00
F0GBR04RVV,1.17 Bil,0.00,0.00,35.55,57.43,4.33
F00000WRZP,1.17 Bil,0.00,0.00,35.55,57.43,4.33
F00000Q8RS,,0.00,0.00,35.55,57.43,4.33
F00000OPTZ,1.17 Bil,0.00,0.00,35.55,57.43,4.33
F0GBR04RV5,1.17 Bil,0.00,0.00,35.55,57.43,4.33
F00000WRZM,2.28 Bil,0.00,20.29,23.65,48.52,6.25
F0GBR06XQ6,2.28 Bil,0.00,20.29,23.65,48.52,6.25
F00000Q8S3,2.28 Bil,0.00,20.29,23.65,48.52,6.25
F00000OPVE,2.28 Bil,0.00,20.29,23.65,48.52,6.25
F0GBR06MNV,2.28 Bil,0.00,20.29,23.65,48.52,6.25
F0GBR06IAX,22.11 Bil,36.02,28.52,25.70,5.12,0.67
F0GBR06IAY,22.11 Bil,36.02,28.52,25.70,5.12,0.67
F0GBR04RM3,8.57 Bil,19.37,23.73,34.15,19.54,1.60
F0GBR053P3,8.57 Bil,19.37,23.73,34.15,19.54,1.60
F000003YGM,14.97 Bil,27.16,25.19,36.78,7.29,0.44
F0000005ZF,3.86 Bil,6.70,12.49,53.09,25.14,2.11
F0000005Z9,3.86 Bil,6.70,12.49,53.09,25.14,2.11
F0GBR04NOX,9.50 Bil,20.06,37.79,13.07,20.04,7.20
F0GBR04Z15,9.50 Bil,20.06,37.79,13.07,20.04,7.20
F0GBR06HTG,9.50 Bil,20.06,37.79,13.07,20.04,7.20
F00000PI8Z,7.76 Bil,10.21,22.44,42.12,17.27,1.48
F00000P9SW,7.76 Bil,10.21,22.44,42.12,17.27,1.48
F0GBR06U39,1.07 Bil,0.00,0.00,32.97,55.95,10.77
F00000271D,1.07 Bil,0.00,0.00,32.97,55.95,10.77
F00000MBOY,19.85 Bil,22.40,43.16,29.34,3.85,0.00
F00000MJU1,8.12 Bil,16.83,29.25,91.77,4.82,0.00
F00000MJTZ,8.12 Bil,16.83,29.25,91.77,4.82,0.00
F000014XX1,12.70 Bil,13.32,39.20,32.12,6.88,0.36
F000003U77,12.70 Bil,13.32,39.20,32.12,6.88,0.36
F0GBR04FG6,12.70 Bil,13.32,39.20,32.12,6.88,0.36
F0GBR06KDH,12.80 Bil,13.21,39.13,31.76,6.72,0.35
F0GBR06KDN,6.34 Bil,8.59,27.06,35.55,18.46,0.00
F000014XWZ,12.13 Bil,19.67,39.72,25.35,15.71,0.00
F00000O7HQ,12.13 Bil,19.67,39.72,25.35,15.71,0.00
F0GBR04C7X,12.13 Bil,19.67,39.72,25.35,15.71,0.00
F000014XXB,5.82 Bil,8.38,28.64,34.99,19.82,2.92
F00000NKOC,5.82 Bil,8.38,28.64,34.99,19.82,2.92
F0GBR04SCW,5.82 Bil,8.38,28.64,34.99,19.82,2.92
F000014XXD,6.28 Bil,8.69,27.14,35.97,18.89,0.00
F000003U7B,6.28 Bil,8.69,27.14,35.97,18.89,0.00
F0GBR04E9A,6.28 Bil,8.69,27.14,35.97,18.89,0.00
F00000UMAF,21.44 Bil,25.92,41.27,30.80,0.00,0.00
F00000UMAI,21.44 Bil,25.92,41.27,30.80,0.00,0.00
F00000Y8YN,,,,30.80,0.00,0.00
F00000UMAO,,25.92,41.27,30.80,0.00,0.00
F0GBR06HVF,,0.00,0.00,41.43,54.83,1.77
F00000P8DV,,0.00,0.00,41.43,54.83,1.77
F00000Y4J0,1.30 Bil,0.00,0.00,41.43,54.83,1.77
F0GBR04RV2,1.30 Bil,0.00,0.00,41.43,54.83,1.77
F00000J5DM,,35.25,29.36,23.95,4.87,0.66
F00000NRQ7,,35.25,29.36,23.95,4.87,0.66
F00000OOVI,,35.25,29.36,23.95,4.87,0.66
F00000J5DN,22.01 Bil,35.25,29.36,23.95,4.87,0.66
F00000P6YC,,35.25,29.36,23.95,4.87,0.66
F00000XMNY,,35.25,29.36,23.95,4.87,0.66
F00000X3SE,19.20 Bil,34.39,25.30,26.43,7.96,0.60
F0GBR04EAP,8.07 Bil,15.36,22.41,47.68,11.15,0.00
F000002XX1,7.76 Bil,10.21,22.44,42.12,17.27,1.48
F0GBR050DD,15.75 Bil,28.92,33.19,20.38,11.49,0.92
F0GBR04S31,1.81 Bil,0.00,0.84,53.36,38.83,3.71
F0GBR050CG,1.81 Bil,0.00,0.84,53.36,38.83,3.71
F0GBR04FKN,9.64 Bil,21.29,37.73,15.69,19.02,6.04
0P0000VHN0,17.20 Bil,27.65,23.99,41.05,3.90,0.32
0P0000VHN1,17.20 Bil,27.65,23.99,41.05,3.90,0.32
F0000020SC,17.20 Bil,27.65,23.99,41.05,3.90,0.32
0P0000VHN2,17.20 Bil,27.65,23.99,41.05,3.90,0.32
0P0000X5CU,17.20 Bil,27.65,23.99,41.05,3.90,0.32
F00000XVRP,17.20 Bil,27.65,23.99,41.05,3.90,0.32
F0GBR04ARJ,28.33 Bil,30.61,44.82,20.29,2.47,0.09
0P0000RZ3H,28.33 Bil,30.61,44.82,20.29,2.47,0.09
F000000F9X,28.33 Bil,30.61,44.82,20.29,2.47,0.09
0P0000VHOE,28.33 Bil,30.61,44.82,20.29,2.47,0.09
F0000020MO,28.33 Bil,30.61,44.82,20.29,2.47,0.09
0P0000VHOG,28.33 Bil,30.61,44.82,20.29,2.47,0.09
F00001071O,20.59 Bil,31.56,26.39,22.83,6.05,0.00
F00000ONYS,43.05 Bil,42.50,33.19,19.65,1.99,0.13
F0GBR06IQR,,42.50,33.19,19.65,1.99,0.13
F00000MQUX,16.87 Bil,29.39,28.05,25.74,9.60,1.78
F0GBR06IQT,16.87 Bil,29.39,28.05,25.74,9.60,1.78
F0GBR04ELG,16.55 Bil,27.37,24.66,41.97,3.99,0.70
F00000J007,16.55 Bil,27.37,24.66,41.97,3.99,0.70
F00000T33V,16.55 Bil,27.37,24.66,41.97,3.99,0.70
F000010KU7,16.55 Bil,27.37,24.66,41.97,3.99,0.70
F0GBR04RTV,21.69 Bil,39.48,17.44,29.28,7.55,0.00
F00000MJPT,21.69 Bil,39.48,17.44,29.28,7.55,0.00
F00000VFX1,21.69 Bil,39.48,17.44,29.28,7.55,0.00
F00000WNYU,21.69 Bil,39.48,17.44,29.28,7.55,0.00
F0GBR04RTX,4.55 Bil,17.11,9.73,42.04,27.13,2.53
F00000HHAW,4.55 Bil,17.11,9.73,42.04,27.13,2.53
F00000VFW6,4.55 Bil,17.11,9.73,42.04,27.13,2.53
F0GBR04EM8,21.93 Bil,35.91,29.96,24.77,4.98,0.60
F0GBR04CJ2,21.93 Bil,35.91,29.96,24.77,4.98,0.60
F0GBR04DHW,7.22 Bil,13.53,23.71,37.26,20.85,1.76
F0GBR053M8,7.22 Bil,13.53,23.71,37.26,20.85,1.76
F00000Q9TV,7.22 Bil,13.53,23.71,37.26,20.85,1.76
F00000Q9TT,7.22 Bil,13.53,23.71,37.26,20.85,1.76
F00000Q9TU,7.22 Bil,13.53,23.71,37.26,20.85,1.76
F0GBR04SD6,7.03 Bil,17.10,16.55,28.08,24.28,2.70
F00000OT4O,7.03 Bil,17.10,16.55,28.08,24.28,2.70
F0GBR04RSL,12.15 Bil,31.01,18.99,33.00,16.11,0.00
F0GBR04CIN,12.15 Bil,31.01,18.99,33.00,16.11,0.00
F000003W7H,12.15 Bil,31.01,18.99,33.00,16.11,0.00
F0GBR04FIF,17.15 Bil,33.82,25.85,26.44,10.56,0.00
F00000OT4M,17.15 Bil,33.82,25.85,26.44,10.56,0.00
F0GBR06DJP,2.57 Bil,0.00,0.00,67.59,32.32,0.00
F0GBR06DJQ,2.57 Bil,0.00,0.00,67.59,32.32,0.00
F00000Z4EO,2.57 Bil,0.00,0.00,67.59,32.32,0.00
F00000OLVY,2.57 Bil,0.00,0.00,67.59,32.32,0.00
F0GBR04CJR,690.06 Mil,0.00,0.00,10.31,66.92,20.77
F0GBR04CJT,690.06 Mil,0.00,0.00,10.31,66.92,20.77
F0GBR04CJV,690.06 Mil,0.00,0.00,10.31,66.92,20.77
F000003YAQ,38.96 Bil,37.23,38.70,19.27,1.61,0.00
F000002KPD,11.97 Bil,31.88,16.58,32.12,10.12,4.69
F00000P77M,11.97 Bil,31.88,16.58,32.12,10.12,4.69
F00000P7MS,7.17 Bil,17.19,22.70,41.45,15.96,1.46
F0GBR04EAV,7.17 Bil,17.19,22.70,41.45,15.96,1.46
F00000MTB9,1.98 Bil,0.00,2.59,50.39,43.59,2.59
F0GBR0659Q,38.96 Bil,37.23,38.70,19.27,1.61,0.00
F00000PIZX,14.00 Bil,24.94,27.03,33.68,8.58,2.08
F00000PIZT,14.00 Bil,24.94,27.03,33.68,8.58,2.08
F00000PJ02,14.05 Bil,24.34,27.23,37.01,7.18,1.95
F00000PIZY,14.05 Bil,24.34,27.23,37.01,7.18,1.95
F0GBR04RMZ,5.45 Bil,6.85,13.73,63.12,10.15,3.70
F0GBR06XPX,9.02 Bil,20.17,23.81,33.71,15.65,2.07
F00000YQCX,32.30 Bil,42.23,33.07,19.95,2.56,0.29
F00000V370,1.98 Bil,0.00,2.59,50.39,43.59,2.59
F00000MKL8,1.98 Bil,0.00,2.59,50.39,43.59,2.59
F000011GGB,1.98 Bil,0.00,2.59,50.39,43.59,2.59
F00000OP3E,5.68 Bil,17.29,20.93,29.73,21.44,9.44
F00000P77X,5.68 Bil,17.29,20.93,29.73,21.44,9.44
F0GBR04S5A,5.68 Bil,17.29,20.93,29.73,21.44,9.44
F00000X08A,4.65 Bil,15.42,15.81,34.21,24.00,8.85
F00000WY1P,4.65 Bil,15.42,15.81,34.21,24.00,8.85
F00000WY1Q,4.65 Bil,15.42,15.81,34.21,24.00,8.85
F00000WY1R,4.65 Bil,15.42,15.81,34.21,24.00,8.85
F00001024G,7.85 Bil,16.98,16.11,46.22,18.27,1.02
F00001024F,7.85 Bil,16.98,16.11,46.22,18.27,1.02
F00000ZMH5,13.38 Bil,26.95,21.91,37.41,11.67,0.70
F00000ZMH6,13.38 Bil,26.95,21.91,37.41,11.67,0.70
F0GBR06P37,5.45 Bil,6.85,13.73,63.12,10.15,3.70
F0000108JY,5.45 Bil,6.85,13.73,63.12,10.15,3.70
F00000ZFZT,4.48 Bil,7.28,13.42,50.63,26.39,0.43
F00000ZFZU,4.48 Bil,7.28,13.42,50.63,26.39,0.43
F000002X67,9.02 Bil,20.17,23.81,33.71,15.65,2.07
F00000VHJH,9.02 Bil,20.17,23.81,33.71,15.65,2.07
F00000O0OS,9.02 Bil,20.17,23.81,33.71,15.65,2.07
F0GBR06XPT,7.53 Bil,15.10,27.02,34.08,17.11,4.35
F00000O0O2,7.53 Bil,15.10,27.02,34.08,17.11,4.35
F00000YQD3,29.90 Bil,41.16,32.67,20.56,3.02,0.46
F00000YQCN,22.00 Bil,35.98,29.83,24.39,4.97,0.70
F0000103C7,22.00 Bil,35.98,29.83,24.39,4.97,0.70
F0000103C8,22.00 Bil,35.98,29.83,24.39,4.97,0.70
F0000103C9,22.00 Bil,35.98,29.83,24.39,4.97,0.70
F000014I6G,14.88 Bil,32.66,20.89,29.38,11.94,1.92
F000014I6I,15.02 Bil,33.69,19.36,28.28,11.74,1.92
F000014I6M,22.02 Bil,36.04,29.91,24.43,4.95,0.69
F0GBR04APW,17.20 Bil,27.65,23.99,41.05,3.90,0.32
F00000PJ00,14.05 Bil,24.34,27.23,37.01,7.18,1.95
F00000PIZV,14.00 Bil,24.94,27.03,33.68,8.58,2.08
F00000OYVK,23.22 Bil,31.74,33.47,29.66,2.04,0.00
F00000O51U,23.22 Bil,31.74,33.47,29.66,2.04,0.00
F0GBR068AW,23.22 Bil,31.74,33.47,29.66,2.04,0.00
F0GBR04S23,4.03 Bil,8.20,21.80,32.68,33.45,5.41
F00000OPY7,4.03 Bil,8.20,21.80,32.68,33.45,5.41
F00000SGH5,4.30 Bil,7.68,21.89,36.96,27.52,2.45
F0GBR04CUU,13.20 Bil,20.53,29.43,36.92,10.40,0.00
F00000QS9S,13.20 Bil,20.53,29.43,36.92,10.40,0.00
F0000043NQ,7.21 Bil,17.12,22.88,38.51,13.99,6.56
F0000043NR,7.21 Bil,17.12,22.88,38.51,13.99,6.56
F00000VKYD,7.21 Bil,17.12,22.88,38.51,13.99,6.56
F00000N703,20.01 Bil,35.83,26.32,32.42,2.90,0.00
F00000OBQT,20.01 Bil,35.83,26.32,32.42,2.90,0.00
F00000OBQR,20.01 Bil,35.83,26.32,32.42,2.90,0.00
F00000N705,6.76 Bil,21.77,16.68,23.59,32.42,1.19
F00000WZIY,6.76 Bil,21.77,16.68,23.59,32.42,1.19
F00000OBQV,6.76 Bil,21.77,16.68,23.59,32.42,1.19
F00000OBQU,6.76 Bil,21.77,16.68,23.59,32.42,1.19
F00000WZIZ,2.08 Bil,0.00,0.00,59.63,37.19,0.00
F00000OBQX,2.08 Bil,0.00,0.00,59.63,37.19,0.00
F00000OBQW,2.08 Bil,0.00,0.00,59.63,37.19,0.00
F00000OBQZ,20.10 Bil,36.86,26.22,29.20,6.03,0.00
F00000OBQY,20.10 Bil,36.86,26.22,29.20,6.03,0.00
F00000OBQP,12.14 Bil,25.81,23.24,37.29,9.82,1.53
F00000OBQO,12.14 Bil,25.81,23.24,37.29,9.82,1.53
F00000ZWX7,2.90 Bil,15.22,27.57,7.13,20.05,26.85
F000010DEF,2.90 Bil,15.22,27.57,7.13,20.05,26.85
F00000O8FZ,6.90 Bil,13.92,19.45,41.24,22.35,0.92
F0GBR06KJM,6.90 Bil,13.92,19.45,41.24,22.35,0.92
F0GBR06THP,6.90 Bil,13.92,19.45,41.24,22.35,0.92
F00000JVU0,6.90 Bil,13.92,19.45,41.24,22.35,0.92
F00000JVTV,6.90 Bil,13.92,19.45,41.24,22.35,0.92
F0GBR04OC1,723.10 Mil,0.00,0.00,14.29,61.32,20.66
F000003VYC,723.10 Mil,0.00,0.00,14.29,61.32,20.66
F00000YQH5,723.10 Mil,0.00,0.00,14.29,61.32,20.66
F00000YQH6,723.10 Mil,0.00,0.00,14.29,61.32,20.66
F00000YQH7,723.10 Mil,0.00,0.00,14.29,61.32,20.66
F0GBR04OCB,10.02 Bil,14.17,46.37,30.51,6.95,0.79
F000003VYM,10.02 Bil,14.17,46.37,30.51,6.95,0.79
F00000YQH8,10.02 Bil,14.17,46.37,30.51,6.95,0.79
F00000YQH9,10.02 Bil,14.17,46.37,30.51,6.95,0.79
F00000YQHA,10.02 Bil,14.17,46.37,30.51,6.95,0.79
F0GBR04OC5,19.89 Bil,36.57,22.10,36.44,3.32,0.08
F000003VYU,19.89 Bil,36.57,22.10,36.44,3.32,0.08
F000003VYG,19.89 Bil,36.57,22.10,36.44,3.32,0.08
F00000YQHD,19.89 Bil,36.57,22.10,36.44,3.32,0.08
F00000YQHE,19.89 Bil,36.57,22.10,36.44,3.32,0.08
F00000YQHF,19.89 Bil,36.57,22.10,36.44,3.32,0.08
F0GBR05B96,34.14 Bil,46.92,31.55,19.92,0.00,0.00
F0GBR04UN1,34.14 Bil,46.92,31.55,19.92,0.00,0.00
F0GBR06I25,34.14 Bil,46.92,31.55,19.92,0.00,0.00
F00000YQJW,34.14 Bil,46.92,31.55,19.92,0.00,0.00
F0GBR04OC3,21.33 Bil,37.40,25.31,25.07,5.31,0.68
F00000OTTN,23.22 Bil,31.74,33.47,29.66,2.04,0.00
F000001U4X,23.22 Bil,31.74,33.47,29.66,2.04,0.00
F00000OYV1,27.32 Bil,31.69,36.59,27.56,1.08,0.00
F0GBR06JTX,27.32 Bil,31.69,36.59,27.56,1.08,0.00
F0GBR068AV,27.32 Bil,31.69,36.59,27.56,1.08,0.00
F00000YQJX,21.33 Bil,37.40,25.31,25.07,5.31,0.68
F0GBR05B97,17.90 Bil,33.56,21.08,39.60,3.65,0.22
F0GBR04OC9,17.90 Bil,33.56,21.08,39.60,3.65,0.22
F0GBR06HYX,17.90 Bil,33.56,21.08,39.60,3.65,0.22
F000003VYO,17.90 Bil,33.56,21.08,39.60,3.65,0.22
F00000OTTJ,27.32 Bil,31.69,36.59,27.56,1.08,0.00
F000002YI4,27.32 Bil,31.69,36.59,27.56,1.08,0.00
F00000OYVM,24.01 Bil,31.71,29.32,32.67,3.97,0.00
F0GBR06I18,24.01 Bil,31.71,29.32,32.67,3.97,0.00
F0GBR068AX,24.01 Bil,31.71,29.32,32.67,3.97,0.00
F00000OTTW,24.01 Bil,31.71,29.32,32.67,3.97,0.00
F00000Q5MF,7.23 Bil,13.04,18.27,31.47,33.34,0.00
F00000Q2JI,7.23 Bil,13.04,18.27,31.47,33.34,0.00
F00000Q2JH,7.23 Bil,13.04,18.27,31.47,33.34,0.00
F00000QLHW,7.23 Bil,13.04,18.27,31.47,33.34,0.00
F00000QCPX,7.23 Bil,13.04,18.27,31.47,33.34,0.00
F00000XIZ6,22.11 Bil,35.65,29.56,23.98,4.86,0.70
F0000008TC,22.11 Bil,35.65,29.56,23.98,4.86,0.70
F000002IQX,11.49 Bil,14.96,21.78,52.87,6.30,0.00
F00000ZLKE,2.56 Bil,5.02,7.88,36.61,30.34,9.08
F00000PZ8X,3.54 Bil,0.00,31.33,39.33,23.15,6.19
F00000WN52,4.23 Bil,8.91,23.87,35.80,20.71,9.14
F00000WN53,4.23 Bil,8.91,23.87,35.80,20.71,9.14
FOGBR05K77,13.02 Bil,27.16,25.48,34.77,9.92,1.30
F0GBR04V97,1.63 Bil,0.00,0.00,54.63,37.94,4.44
F0GBR04V7X,15.01 Bil,22.26,38.78,28.99,7.55,1.21
F00000P7PQ,6.35 Bil,12.68,25.82,26.56,31.69,0.00
F000000ET6,6.35 Bil,12.68,25.82,26.56,31.69,0.00
F000003U7T,4.51 Bil,20.88,20.02,18.61,20.78,18.37
F0000002T2,4.51 Bil,20.88,20.02,18.61,20.78,18.37
F000003VCR,3.80 Bil,16.83,22.22,19.41,20.08,20.34
F00000M88P,12.57 Bil,22.76,34.40,44.35,12.81,0.00
F00000M88R,12.57 Bil,22.76,34.40,44.35,12.81,0.00
F00000OKC5,42.06 Bil,51.06,22.83,20.45,0.51,0.00
F00000T39K,4.39 Bil,8.20,21.66,33.06,31.08,4.12
F000001AU3,4.39 Bil,8.20,21.66,33.06,31.08,4.12
F0GBR04S1J,21.98 Bil,35.61,28.24,25.53,5.18,0.67
F00000SRPL,21.98 Bil,35.61,28.24,25.53,5.18,0.67
F0GBR04G9X,16.21 Bil,29.47,22.76,27.63,10.45,0.87
F00000QS9T,41.14 Bil,51.94,22.20,21.25,0.75,0.00
F00000YQJY,17.90 Bil,33.56,21.08,39.60,3.65,0.22
F00000YQJZ,17.90 Bil,33.56,21.08,39.60,3.65,0.22
F00000YQK0,17.90 Bil,33.56,21.08,39.60,3.65,0.22
F0GBR04UML,8.31 Bil,15.29,27.31,35.62,13.48,3.59
F00000VDJW,8.31 Bil,15.29,27.31,35.62,13.48,3.59
F00000P0VM,16.02 Bil,24.16,46.26,15.85,12.70,0.25
F0GBR04DEY,793.47 Mil,0.00,0.00,13.26,67.50,17.45
F000005F1I,793.47 Mil,0.00,0.00,13.26,67.50,17.45
F00000SVGS,793.47 Mil,0.00,0.00,13.26,67.50,17.45
F00000P0VD,793.47 Mil,0.00,0.00,13.26,67.50,17.45
F00000OJM3,35.36 Bil,44.43,36.77,17.53,0.02,0.00
F00000OJM4,35.36 Bil,44.43,36.77,17.53,0.02,0.00
F00000P25J,35.36 Bil,44.43,36.77,17.53,0.02,0.00
F00000OJM5,35.36 Bil,44.43,36.77,17.53,0.02,0.00
F00000QJ55,23.66 Bil,36.63,30.37,24.74,3.90,0.15
F00000QJ56,23.66 Bil,36.63,30.37,24.74,3.90,0.15
F00000QJ57,23.66 Bil,36.63,30.37,24.74,3.90,0.15
F00000QJ59,23.66 Bil,36.63,30.37,24.74,3.90,0.15
F00000OJM6,3.23 Bil,4.08,3.70,56.64,20.70,0.80
F00000OJM7,3.23 Bil,4.08,3.70,56.64,20.70,0.80
F00000P25K,3.23 Bil,4.08,3.70,56.64,20.70,0.80
F00000OJM8,3.23 Bil,4.08,3.70,56.64,20.70,0.80
F00000JWFU,22.10 Bil,35.55,29.52,24.33,4.91,0.52
F00000OJS3,22.10 Bil,35.55,29.52,24.33,4.91,0.52
F00000UEXJ,22.10 Bil,35.55,29.52,24.33,4.91,0.52
F0GBR06K5N,22.10 Bil,35.55,29.52,24.33,4.91,0.52
F00000NOT6,22.10 Bil,35.55,29.52,24.33,4.91,0.52
F00000YXWR,37.18 Bil,47.63,34.96,16.52,0.00,0.00
F0GBR05KL3,37.18 Bil,47.63,34.96,16.52,0.00,0.00
F00000NU98,37.18 Bil,47.63,34.96,16.52,0.00,0.00
F0GBR057W2,37.18 Bil,47.63,34.96,16.52,0.00,0.00
F00000461J,7.42 Bil,13.97,21.93,38.68,17.31,1.96
F00000461H,7.42 Bil,13.97,21.93,38.68,17.31,1.96
F00000QK4R,7.42 Bil,13.97,21.93,38.68,17.31,1.96
F0GBR06KRP,6.74 Bil,11.06,35.05,24.49,16.34,9.69
F0GBR05RDR,6.74 Bil,11.06,35.05,24.49,16.34,9.69
F00000QK4W,6.74 Bil,11.06,35.05,24.49,16.34,9.69
F0GBR064N7,6.99 Bil,10.64,21.99,44.91,15.46,0.00
F0GBR064N8,6.99 Bil,10.64,21.99,44.91,15.46,0.00
F000014OUS,6.99 Bil,10.64,21.99,44.91,15.46,0.00
F00000QK4Q,6.99 Bil,10.64,21.99,44.91,15.46,0.00
F000002XXL,17.75 Bil,28.52,28.34,31.90,7.93,0.00
F0GBR06LR6,20.50 Bil,32.92,28.00,30.92,5.09,0.00
F0000008R6,20.50 Bil,32.92,28.00,30.92,5.09,0.00
F0GBR06IV3,21.64 Bil,35.61,28.98,25.48,5.11,0.44
F0000008UQ,21.64 Bil,35.61,28.98,25.48,5.11,0.44
F0GBR06IV2,21.64 Bil,35.61,28.98,25.48,5.11,0.44
F0GBR04NA1,3.28 Bil,5.92,9.41,47.91,36.43,0.00
F00000MPUP,3.28 Bil,5.92,9.41,47.91,36.43,0.00
F000013LAW,3.28 Bil,5.92,9.41,47.91,36.43,0.00
F0GBR06NY5,3.28 Bil,5.92,9.41,47.91,36.43,0.00
F00000THLI,7.11 Bil,20.78,25.68,20.09,22.42,10.12
F000013LAX,7.11 Bil,20.78,25.68,20.09,22.42,10.12
F0GBR04SB6,7.11 Bil,20.78,25.68,20.09,22.42,10.12
F0GBR04DDS,1.18 Bil,0.00,0.00,32.98,56.95,8.40
F00000V7B5,5.51 Bil,13.13,21.14,34.72,15.64,11.14
F00000XQDE,11.55 Bil,24.79,21.31,30.97,20.43,1.57
F00000YEFI,8.98 Bil,24.27,26.00,21.05,20.82,0.00
F00000OOAS,34.22 Bil,45.89,30.69,19.49,0.00,0.00
F0GBR04CPU,34.22 Bil,45.89,30.69,19.49,0.00,0.00
F000013LB4,1.18 Bil,0.00,0.00,32.98,56.95,8.40
F0GBR04SA6,,0.00,0.00,32.98,56.95,8.40
F0GBR04S4U,1.12 Bil,0.11,0.11,27.82,60.55,7.98
F00000OZX9,1.12 Bil,0.11,0.11,27.82,60.55,7.98
F00000OYE4,1.12 Bil,0.11,0.11,27.82,60.55,7.98
F00000OOAW,3.11 Bil,4.34,3.60,53.13,23.20,0.69
F0GBR04CPY,3.11 Bil,4.34,3.60,53.13,23.20,0.69
F00000OOAU,21.43 Bil,37.73,25.51,25.96,5.14,0.55
F0GBR04CPQ,21.43 Bil,37.73,25.51,25.96,5.14,0.55
F00000OWP8,23.17 Bil,37.26,37.80,18.80,5.48,0.00
F0GBR04CO3,23.17 Bil,37.26,37.80,18.80,5.48,0.00
F00000OWPC,20.76 Bil,35.88,35.46,21.91,5.89,0.00
F0GBR04COB,20.76 Bil,35.88,35.46,21.91,5.89,0.00
F0GBR06SUW,20.76 Bil,35.88,35.46,21.91,5.89,0.00
F00000MA8K,6.42 Bil,15.95,20.01,37.11,16.96,6.21
F00000MA8M,6.42 Bil,15.95,20.01,37.11,16.96,6.21
F00000PT2X,6.42 Bil,15.95,20.01,37.11,16.96,6.21
F00000XUJI,6.42 Bil,15.95,20.01,37.11,16.96,6.21
F000010P2T,14.34 Bil,20.66,44.54,19.19,13.80,0.31
F0GBR04P5V,8.00 Bil,12.35,30.20,32.02,22.83,2.04
F000005F14,8.00 Bil,12.35,30.20,32.02,22.83,2.04
F00000SVFV,8.00 Bil,12.35,30.20,32.02,22.83,2.04
F00000P0VI,8.00 Bil,12.35,30.20,32.02,22.83,2.04
F0GBR04P5W,11.61 Bil,11.54,40.07,32.31,11.07,0.00
F00000SVD5,11.61 Bil,11.54,40.07,32.31,11.07,0.00
F00000P0VF,11.61 Bil,11.54,40.07,32.31,11.07,0.00
F0GBR06IWJ,22.83 Bil,35.74,28.09,29.65,2.84,0.00
F00000XAQM,22.83 Bil,35.74,28.09,29.65,2.84,0.00
F00000XAQO,22.83 Bil,35.74,28.09,29.65,2.84,0.00
F0000020ID,12.26 Bil,19.17,39.09,23.79,4.39,8.78
F0GBR04RX5,12.26 Bil,19.17,39.09,23.79,4.39,8.78
F00000SVE1,12.26 Bil,19.17,39.09,23.79,4.39,8.78
F00000P0VG,12.26 Bil,19.17,39.09,23.79,4.39,8.78
F0GBR04RX6,9.42 Bil,17.94,33.76,24.02,8.43,10.41
F0000020IB,9.42 Bil,17.94,33.76,24.02,8.43,10.41
F00000SVFX,9.42 Bil,17.94,33.76,24.02,8.43,10.41
F00000P0VO,9.42 Bil,17.94,33.76,24.02,8.43,10.41
