SecId,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F0GBR06DJP,68.29,29.42,81.12,71.77,30.94,79.51,50.12,14.38,99.11,27.82,11.4,78.13,19.89,3.56,47.15,26.76,8.2,89.51,11.76,9.08,16.02
F0GBR06DJQ,68.29,29.42,81.12,71.77,30.94,79.51,50.12,14.38,99.11,27.82,11.4,78.13,19.89,3.56,47.15,26.76,8.2,89.51,11.76,9.08,16.02
F00000Z4EO,68.29,29.42,81.12,71.77,30.94,79.51,50.12,14.38,99.11,27.82,11.4,78.13,19.89,3.56,47.15,26.76,8.2,89.51,11.76,9.08,16.02
F00000OLVY,68.29,29.42,81.12,71.77,30.94,79.51,50.12,14.38,99.11,27.82,11.4,78.13,19.89,3.56,47.15,26.76,8.2,89.51,11.76,9.08,16.02
F0GBR04CJR,28.48,12.78,30.29,93.61,81.65,95.34,14.5,5.61,93.98,23.98,6.82,31.27,7.61,2.15,29.63,39.47,39.47,97.66,3.23,2.15,4.79
F0GBR04CJT,28.48,12.78,30.29,93.61,81.65,95.34,14.5,5.61,93.98,23.98,6.82,31.27,7.61,2.15,29.63,39.47,39.47,97.66,3.23,2.15,4.79
F0GBR04CJV,28.48,12.78,30.29,93.61,81.65,95.34,14.5,5.61,93.98,23.98,6.82,31.27,7.61,2.15,29.63,39.47,39.47,97.66,3.23,2.15,4.79
F000003YAQ,61.65,36.43,71.06,54.47,28.21,55.01,58.91,30.74,91.46,46.12,29.41,87.58,47.9,35.81,83.18,60.88,44.02,85.79,66.08,58.36,78.61
F000002KPD,65.15,36.17,80.42,15.74,10.93,32.91,80.71,14.01,92.73,28.87,28.87,86.75,52.91,10.52,81.15,48.79,23.39,89.37,31.5,31.35,52.13
F00000P77M,65.15,36.17,80.42,15.74,10.93,32.91,80.71,14.01,92.73,28.87,28.87,86.75,52.91,10.52,81.15,48.79,23.39,89.37,31.5,31.35,52.13
F00000P7MS,23.51,16.12,67.81,64.67,34.74,78.13,68.52,12.84,87.28,48.76,48.76,85.98,23.45,9.58,71.07,28.44,20.08,88.94,22.96,22.96,48.56
F0GBR04EAV,23.51,16.12,67.81,64.67,34.74,78.13,68.52,12.84,87.28,48.76,48.76,85.98,23.45,9.58,71.07,28.44,20.08,88.94,22.96,22.96,48.56
F00000MTB9,19.87,6.18,24.81,92.06,83.7,94.98,31.15,4.85,94.07,20.62,8.6,38.76,13.87,3.65,31.25,44.29,15.58,90.28,9.31,8.51,13.19
F0GBR0659Q,61.65,36.43,71.06,54.47,28.21,55.01,58.91,30.74,91.46,46.12,29.41,87.58,47.9,35.81,83.18,60.88,44.02,85.79,66.08,58.36,78.61
F00000PIZX,77.22,77.22,91.99,17.5,5.37,17.5,78.16,19.27,92.37,85.93,82.46,94.32,30.55,13.43,86.8,24.31,17.22,90.5,47.55,44.3,73.67
F00000PIZT,77.22,77.22,91.99,17.5,5.37,17.5,78.16,19.27,92.37,85.93,82.46,94.32,30.55,13.43,86.8,24.31,17.22,90.5,47.55,44.3,73.67
F00000PJ02,78.08,78.08,91.7,17.23,4.81,17.23,75.36,22.34,91.83,83.71,82.81,94.11,31.69,13.16,85.95,26.54,15.08,89.66,47.25,43.85,68.09
F00000PIZY,78.08,78.08,91.7,17.23,4.81,17.23,75.36,22.34,91.83,83.71,82.81,94.11,31.69,13.16,85.95,26.54,15.08,89.66,47.25,43.85,68.09
F0GBR04RMZ,6.32,3.8,14.54,92.55,78.3,93.67,29.54,4.46,96.09,4.84,3.49,11.34,15.63,3.3,30.68,65.1,23.8,91.42,19.23,16.24,23.57
F0GBR06XPX,62.61,62.61,92.22,43.79,15.31,58.75,56.16,28.85,94.76,57.02,57.02,86.8,18.27,7.37,40.48,30.6,19.96,81.2,27.99,27.8,40.76
F00000YQCX,61.01,57.62,68.61,33.9,22.38,37,67.24,36.65,69.57,73.41,59.57,74.67,43.26,34.51,63.75,45.11,37.2,77.42,61.59,58.69,69.6
F00000V370,19.87,6.18,24.81,92.06,83.7,94.98,31.15,4.85,94.07,20.62,8.6,38.76,13.87,3.65,31.25,44.29,15.58,90.28,9.31,8.51,13.19
F00000MKL8,19.87,6.18,24.81,92.06,83.7,94.98,31.15,4.85,94.07,20.62,8.6,38.76,13.87,3.65,31.25,44.29,15.58,90.28,9.31,8.51,13.19
F000011GGB,19.87,6.18,24.81,92.06,83.7,94.98,31.15,4.85,94.07,20.62,8.6,38.76,13.87,3.65,31.25,44.29,15.58,90.28,9.31,8.51,13.19
F00000OP3E,25.6,18.21,33.54,78,68.89,85.92,63.87,10.45,94.07,29.34,14.48,62.25,22.85,5.52,46.02,69.54,27.54,92.92,18.75,18.29,25.79
F00000P77X,25.6,18.21,33.54,78,68.89,85.92,63.87,10.45,94.07,29.34,14.48,62.25,22.85,5.52,46.02,69.54,27.54,92.92,18.75,18.29,25.79
F0GBR04S5A,25.6,18.21,33.54,78,68.89,85.92,63.87,10.45,94.07,29.34,14.48,62.25,22.85,5.52,46.02,69.54,27.54,92.92,18.75,18.29,25.79
F00000X08A,27.46,15.83,34.64,80.68,67.9,85.37,45.92,10.89,79.39,18.56,11.1,37.05,18.9,5.84,19.34,48.37,30.5,91.03,16.51,14.99,18.25
F00000WY1P,27.46,15.83,34.64,80.68,67.9,85.37,45.92,10.89,79.39,18.56,11.1,37.05,18.9,5.84,19.34,48.37,30.5,91.03,16.51,14.99,18.25
F00000WY1Q,27.46,15.83,34.64,80.68,67.9,85.37,45.92,10.89,79.39,18.56,11.1,37.05,18.9,5.84,19.34,48.37,30.5,91.03,16.51,14.99,18.25
F00000WY1R,27.46,15.83,34.64,80.68,67.9,85.37,45.92,10.89,79.39,18.56,11.1,37.05,18.9,5.84,19.34,48.37,30.5,91.03,16.51,14.99,18.25
F00001024G,38.11,21.81,38.46,67.84,29.16,69.78,62.58,12.47,85.29,18.97,14.16,36.91,26.08,10.25,46.15,56.66,26.11,83.54,25.05,22.56,30.17
F00001024F,38.11,21.81,38.46,67.84,29.16,69.78,62.58,12.47,85.29,18.97,14.16,36.91,26.08,10.25,46.15,56.66,26.11,83.54,25.05,22.56,30.17
F00000ZMH5,16.03,12.91,20.05,80.07,69,81.64,18.98,11.91,69.18,15.47,13.74,26.44,22.48,13.31,31.08,39.88,24.08,58.32,35.63,34.86,38.27
F00000ZMH6,16.03,12.91,20.05,80.07,69,81.64,18.98,11.91,69.18,15.47,13.74,26.44,22.48,13.31,31.08,39.88,24.08,58.32,35.63,34.86,38.27
F0GBR06P37,6.32,3.8,14.54,92.55,78.3,93.67,29.54,4.46,96.09,4.84,3.49,11.34,15.63,3.3,30.68,65.1,23.8,91.42,19.23,16.24,23.57
F0000108JY,6.32,3.8,14.54,92.55,78.3,93.67,29.54,4.46,96.09,4.84,3.49,11.34,15.63,3.3,30.68,65.1,23.8,91.42,19.23,16.24,23.57
F00000ZFZT,12,3.94,17.23,91.11,84.04,95.71,17.9,9.04,90.71,4.95,3.51,22.44,15,3.19,23.09,36.21,26.81,90.95,16.92,14,19.42
F00000ZFZU,12,3.94,17.23,91.11,84.04,95.71,17.9,9.04,90.71,4.95,3.51,22.44,15,3.19,23.09,36.21,26.81,90.95,16.92,14,19.42
F000002X67,62.61,62.61,92.22,43.79,15.31,58.75,56.16,28.85,94.76,57.02,57.02,86.8,18.27,7.37,40.48,30.6,19.96,81.2,27.99,27.8,40.76
F00000VHJH,62.61,62.61,92.22,43.79,15.31,58.75,56.16,28.85,94.76,57.02,57.02,86.8,18.27,7.37,40.48,30.6,19.96,81.2,27.99,27.8,40.76
F00000O0OS,62.61,62.61,92.22,43.79,15.31,58.75,56.16,28.85,94.76,57.02,57.02,86.8,18.27,7.37,40.48,30.6,19.96,81.2,27.99,27.8,40.76
F0GBR06XPT,85.63,78.11,95.56,21.06,4.66,21.06,52.88,21.36,95.85,68.42,65.38,89.19,19.25,7.36,69.91,30.91,19.35,86.13,23.92,23.62,48.78
F00000O0O2,85.63,78.11,95.56,21.06,4.66,21.06,52.88,21.36,95.85,68.42,65.38,89.19,19.25,7.36,69.91,30.91,19.35,86.13,23.92,23.62,48.78
F00000YQD3,62.81,59.09,71.11,32.6,19.62,36.12,68.83,34.19,73.2,76.06,60.07,77.65,39.27,29.31,63.53,43.38,35.78,80.94,58.55,54.95,67.6
F00000YQCN,69.7,61.62,78.35,27.74,13.43,33.45,75.43,24.06,83.52,83.9,62.41,85.78,29.32,17.82,63.43,36.68,27.86,89.82,47.34,43.95,61.16
F0000103C7,69.7,61.62,78.35,27.74,13.43,33.45,75.43,24.06,83.52,83.9,62.41,85.78,29.32,17.82,63.43,36.68,27.86,89.82,47.34,43.95,61.16
F0000103C8,69.7,61.62,78.35,27.74,13.43,33.45,75.43,24.06,83.52,83.9,62.41,85.78,29.32,17.82,63.43,36.68,27.86,89.82,47.34,43.95,61.16
F0000103C9,69.7,61.62,78.35,27.74,13.43,33.45,75.43,24.06,83.52,83.9,62.41,85.78,29.32,17.82,63.43,36.68,27.86,89.82,47.34,43.95,61.16
F000014I6G,63.19,55.75,71.74,40.58,20.28,50.69,75.15,38.83,83.94,68.04,63.05,84.59,32.05,20.58,44.08,51.05,25.6,86.85,34.68,34.56,47.23
F000014I6I,67.41,57.19,73.41,31.89,18.14,38.51,77.67,32.48,84.12,66.17,60.31,81.95,34.57,20.9,43.59,49.73,27.11,87.69,35.59,34.8,46.59
F000014I6M,69.39,65.3,75.57,27.81,14.87,33.25,74.58,61.94,81.38,84.35,80.53,85.47,29.32,17.7,40.67,35.84,27.61,80.58,47.32,44.08,53.63
F0GBR04APW,14.17,3.36,23.65,75.29,36.46,81.78,32.78,5,81.79,32.55,9.71,66.7,33.17,10.49,52.48,52,14.78,84.73,36.96,34.32,51.63
F00000PJ00,78.08,78.08,91.7,17.23,4.81,17.23,75.36,22.34,91.83,83.71,82.81,94.11,31.69,13.16,85.95,26.54,15.08,89.66,47.25,43.85,68.09
F00000PIZV,77.22,77.22,91.99,17.5,5.37,17.5,78.16,19.27,92.37,85.93,82.46,94.32,30.55,13.43,86.8,24.31,17.22,90.5,47.55,44.3,73.67
F00000OYVK,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F00000O51U,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F0GBR068AW,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F0GBR04S23,90.4,70.49,93.17,50.59,16.15,73.28,42.95,11.66,92.97,67.62,25.53,78.01,15.22,8.2,39.83,59.1,38.53,94.92,14.13,12.55,26.72
F00000OPY7,90.4,70.49,93.17,50.59,16.15,73.28,42.95,11.66,92.97,67.62,25.53,78.01,15.22,8.2,39.83,59.1,38.53,94.92,14.13,12.55,26.72
F00000SGH5,47.4,26.46,82.5,59.56,27.24,90.97,11.3,11.3,98.05,31.87,14.73,81.35,10.81,4.1,35.82,14.47,10.16,82.49,16.48,10.18,27.11
F0GBR04CUU,52.1,20.44,52.1,62.75,13.55,82.77,67.66,7.66,88.3,52.45,11.32,60.57,29.33,10.57,89.59,57.24,27.92,91.16,32.4,32.4,46.63
F00000QS9S,52.1,20.44,52.1,62.75,13.55,82.77,67.66,7.66,88.3,52.45,11.32,60.57,29.33,10.57,89.59,57.24,27.92,91.16,32.4,32.4,46.63
F0000043NQ,49.99,39.8,70.2,61.78,28.69,65.44,51.57,21.7,87.04,53.29,33.83,77.04,20.98,8.68,41.55,43.65,34.85,87.42,23.42,22.27,33.04
F0000043NR,49.99,39.8,70.2,61.78,28.69,65.44,51.57,21.7,87.04,53.29,33.83,77.04,20.98,8.68,41.55,43.65,34.85,87.42,23.42,22.27,33.04
F00000VKYD,49.99,39.8,70.2,61.78,28.69,65.44,51.57,21.7,87.04,53.29,33.83,77.04,20.98,8.68,41.55,43.65,34.85,87.42,23.42,22.27,33.04
F00000N703,75.65,56.04,84.93,9.48,6.5,19.9,83.69,30.07,92.25,74.85,40.77,83.78,47.45,20.55,88.27,49.37,24.48,91.32,46.13,39.59,55.65
F00000OBQT,75.65,56.04,84.93,9.48,6.5,19.9,83.69,30.07,92.25,74.85,40.77,83.78,47.45,20.55,88.27,49.37,24.48,91.32,46.13,39.59,55.65
F00000OBQR,75.65,56.04,84.93,9.48,6.5,19.9,83.69,30.07,92.25,74.85,40.77,83.78,47.45,20.55,88.27,49.37,24.48,91.32,46.13,39.59,55.65
F00000N705,39.13,26.3,63.59,54.36,33.7,67.75,79.84,17.25,93.83,44.37,17.09,72.36,28.93,8.78,52.9,47.57,25.06,93.89,23.32,18.46,26.09
F00000WZIY,39.13,26.3,63.59,54.36,33.7,67.75,79.84,17.25,93.83,44.37,17.09,72.36,28.93,8.78,52.9,47.57,25.06,93.89,23.32,18.46,26.09
F00000OBQV,39.13,26.3,63.59,54.36,33.7,67.75,79.84,17.25,93.83,44.37,17.09,72.36,28.93,8.78,52.9,47.57,25.06,93.89,23.32,18.46,26.09
F00000OBQU,39.13,26.3,63.59,54.36,33.7,67.75,79.84,17.25,93.83,44.37,17.09,72.36,28.93,8.78,52.9,47.57,25.06,93.89,23.32,18.46,26.09
F00000WZIZ,27.7,16.24,70.48,82.3,56.53,87.1,55.85,6.03,98.7,10.09,5.11,14.06,21.39,3.88,37.03,54.61,12.1,93.1,10.44,9.22,13.01
F00000OBQX,27.7,16.24,70.48,82.3,56.53,87.1,55.85,6.03,98.7,10.09,5.11,14.06,21.39,3.88,37.03,54.61,12.1,93.1,10.44,9.22,13.01
F00000OBQW,27.7,16.24,70.48,82.3,56.53,87.1,55.85,6.03,98.7,10.09,5.11,14.06,21.39,3.88,37.03,54.61,12.1,93.1,10.44,9.22,13.01
F00000OBQZ,67.97,39.05,78.41,16.51,10,29.47,87.17,25.02,94.4,78.35,51.09,88.47,49.2,23.02,89.83,53.31,24.7,91.48,45.58,41.41,59.42
F00000OBQY,67.97,39.05,78.41,16.51,10,29.47,87.17,25.02,94.4,78.35,51.09,88.47,49.2,23.02,89.83,53.31,24.7,91.48,45.58,41.41,59.42
F00000OBQP,54.28,30.52,70.78,31.37,16.02,56.15,87.69,30.1,94.86,71.74,32.77,80.74,54.57,20.74,95.07,61.1,28.35,90.65,33.82,29.54,43.01
F00000OBQO,54.28,30.52,70.78,31.37,16.02,56.15,87.69,30.1,94.86,71.74,32.77,80.74,54.57,20.74,95.07,61.1,28.35,90.65,33.82,29.54,43.01
F00000ZWX7,93.18,84.83,96.5,16.02,4.97,27.53,83.16,59.71,99.02,89.1,69.27,92.36,15.73,4.45,35.66,77.87,23.36,92.5,12.3,11.13,21.31
F000010DEF,93.18,84.83,96.5,16.02,4.97,27.53,83.16,59.71,99.02,89.1,69.27,92.36,15.73,4.45,35.66,77.87,23.36,92.5,12.3,11.13,21.31
F00000O8FZ,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F0GBR06KJM,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F0GBR06THP,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F00000JVU0,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F00000JVTV,70.25,37.84,74.41,30.26,20.74,47.58,80.15,22.94,92.9,45.51,14.76,61.33,32.13,10.47,49.4,67.5,34.43,93.24,21.78,21.28,30.91
F0GBR04OC1,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F000003VYC,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F00000YQH5,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F00000YQH6,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F00000YQH7,35.7,14.49,53.39,83.45,64.86,90.47,74.57,4.63,96.54,16.38,4.54,31.35,5.37,2.22,33.7,88.46,63.65,99.18,3.64,3.38,5.92
F0GBR04OCB,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F000003VYM,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F00000YQH8,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F00000YQH9,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F00000YQHA,91.21,5.69,95.18,20.15,8.83,87.3,92.35,14.75,96.73,78.75,16.83,88.96,16.34,12.19,51.91,39.14,21.26,91.18,29.88,25.56,43.44
F0GBR04OC5,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F000003VYU,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F000003VYG,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F00000YQHD,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F00000YQHE,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F00000YQHF,73.99,69.04,87.73,20.04,6.21,20.04,75.74,15.83,89.41,83.79,32.16,87.13,30.16,14.97,77.31,35.13,22.37,85.19,46.06,43.47,64.71
F0GBR05B96,73.8,65.62,82.42,18.93,7.2,26.74,80.45,21.43,84.59,89.4,60.65,89.48,32.47,18.55,89.25,44.79,26.2,91.8,69.79,62.6,87.15
F0GBR04UN1,73.8,65.62,82.42,18.93,7.2,26.74,80.45,21.43,84.59,89.4,60.65,89.48,32.47,18.55,89.25,44.79,26.2,91.8,69.79,62.6,87.15
F0GBR06I25,73.8,65.62,82.42,18.93,7.2,26.74,80.45,21.43,84.59,89.4,60.65,89.48,32.47,18.55,89.25,44.79,26.2,91.8,69.79,62.6,87.15
F00000YQJW,73.8,65.62,82.42,18.93,7.2,26.74,80.45,21.43,84.59,89.4,60.65,89.48,32.47,18.55,89.25,44.79,26.2,91.8,69.79,62.6,87.15
F0GBR04OC3,69.81,61.99,81.29,27.3,11.86,37.75,78.08,24.5,83.49,84.62,45.62,85.04,24.84,14.46,81.68,43.55,27.53,89.43,48.38,44.31,64.16
F00000OTTN,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F000001U4X,58.15,18.59,71.17,39.65,17.67,65.34,83.56,15.05,92.97,73.34,44.27,84.9,41.81,34.58,93.94,54.46,35.8,89.54,50.56,42.38,65.05
F00000OYV1,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F0GBR06JTX,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F0GBR068AV,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F00000YQJX,69.81,61.99,81.29,27.3,11.86,37.75,78.08,24.5,83.49,84.62,45.62,85.04,24.84,14.46,81.68,43.55,27.53,89.43,48.38,44.31,64.16
F0GBR05B97,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F0GBR04OC9,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F0GBR06HYX,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F000003VYO,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F00000OTTJ,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F000002YI4,79.58,23.81,90.08,16.18,9.34,50.28,78.31,8.52,93.61,82.57,78.34,95.89,44.42,23.92,98.37,37.6,20.93,92.1,56.82,48.68,71.53
F00000OYVM,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F0GBR06I18,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F0GBR068AX,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F00000OTTW,30.42,12.19,63.81,61.59,23.57,74.55,86.11,7.85,86.93,63.55,39.67,83.59,49.58,26.76,96.85,59.66,34.72,88.14,50.03,39.85,62.5
F00000Q5MF,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
F00000Q2JI,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
F00000Q2JH,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
F00000QLHW,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
F00000QCPX,76.94,23.4,79.16,85.54,22.18,93.1,4.42,4.42,99.76,90.61,33.6,97.28,3.82,1,11.21,9.9,2.96,47.28,17.98,10.76,27.83
F00000XIZ6,69.28,61.71,81.78,28.1,12.11,37.14,74.22,24.59,83.66,84.34,47.58,85.88,29.35,14.5,75.38,36.15,27.67,89.87,47.36,44.31,64.02
F0000008TC,69.28,61.71,81.78,28.1,12.11,37.14,74.22,24.59,83.66,84.34,47.58,85.88,29.35,14.5,75.38,36.15,27.67,89.87,47.36,44.31,64.02
F000002IQX,22.53,16.47,81.42,76.78,9.16,76.78,68.92,15.24,90.73,18.88,18.75,80.19,33.77,9.12,88.77,40.2,38.48,92.75,30.13,30.13,45.21
F00000ZLKE,6.51,4.12,25.16,84.32,68.15,90.84,56.77,2.17,96.35,3.26,2.3,6.9,17.44,2.51,35.4,88.98,43.22,95.63,13.07,5.57,15.84
F00000PZ8X,19.04,12.35,38.1,83.3,60.23,94.75,37.84,5.44,98.49,5.32,2.96,25.59,11.53,2.61,32.16,38.78,10.01,90.24,14.52,13.03,22.02
F00000WN52,90.46,45.62,99.07,50.38,2.61,69.5,39.81,28.89,99.44,75.69,2.94,84.74,8.36,2.57,54.43,21.18,10.72,81.5,16.09,8.07,25.29
F00000WN53,90.46,45.62,99.07,50.38,2.61,69.5,39.81,28.89,99.44,75.69,2.94,84.74,8.36,2.57,54.43,21.18,10.72,81.5,16.09,8.07,25.29
FOGBR05K77,74.51,64.93,80.13,32.9,12.33,40.29,62.89,20.51,88.76,82.42,53.22,84.42,24.64,11.22,62.89,27.8,22.91,86.39,31.95,30.49,50.1
F0GBR04V97,58.27,35.19,67.85,84.67,44.45,85.69,24.23,11.25,96.52,31.98,15.59,34.51,8.96,2.86,31.88,20.55,10.71,86.43,7.87,7.31,12.47
F0GBR04V7X,92.78,89.27,96.89,28.21,3.74,37.12,38.34,9.73,95.62,78.56,22.81,83.05,13.85,5.09,41.61,23.01,19.32,81.48,36.74,32.28,56.91
F00000P7PQ,59.45,42.82,85.33,63.18,23.79,73.99,44,11.24,93.34,48.04,38.82,86.19,26.78,6.56,43.27,48.47,17.7,82.94,22.32,21.36,43.17
F000000ET6,59.45,42.82,85.33,63.18,23.79,73.99,44,11.24,93.34,48.04,38.82,86.19,26.78,6.56,43.27,48.47,17.7,82.94,22.32,21.36,43.17
F000003U7T,78.08,71.61,90.82,69.24,15.64,73.64,28,19.77,97.01,77.58,37,79.72,6.22,3.82,16.01,26.44,23.03,88.69,16.26,14.38,27.08
F0000002T2,78.08,71.61,90.82,69.24,15.64,73.64,28,19.77,97.01,77.58,37,79.72,6.22,3.82,16.01,26.44,23.03,88.69,16.26,14.38,27.08
F000003VCR,78.13,71.18,92.51,75.12,19.33,78.72,23.41,16.75,96.47,73.81,28.36,79.81,6.36,3.96,14.11,28.26,25.04,89.56,14.64,12.64,23.73
F00000M88P,51,16.88,51,71,23.52,85.93,51.92,9.04,89.7,70.17,12.88,70.17,24.6,9.88,90.72,55.4,23.47,90.71,29.81,29.42,64.19
F00000M88R,51,16.88,51,71,23.52,85.93,51.92,9.04,89.7,70.17,12.88,70.17,24.6,9.88,90.72,55.4,23.47,90.71,29.81,29.42,64.19
F00000OKC5,17.76,17.55,80.8,8.59,6.35,21.36,42.23,6.72,98.65,73.09,37.8,76.57,95.36,91.23,99.48,86.22,32.26,92.15,64.15,60.95,84.32
F00000T39K,89.53,61.79,92.61,42.8,17.44,68.2,39.5,28.12,96.29,70.72,9.86,93.61,15.38,7.28,53.5,49.4,18.78,92.79,14.66,12.86,72.69
F000001AU3,89.53,61.79,92.61,42.8,17.44,68.2,39.5,28.12,96.29,70.72,9.86,93.61,15.38,7.28,53.5,49.4,18.78,92.79,14.66,12.86,72.69
F0GBR04S1J,70.01,62.2,78.97,27.3,12.4,38.66,75.55,24.14,83.73,84.26,48.4,86.97,29.16,14.44,72.74,36.16,27.5,89.29,47.8,44.35,64.33
