SecId,Style,Style_5_Min,Style_5_Max,Yield,Yield_5_Min,Yield_5_Max,Momentum,Momentum_5_Min,Momentum_5_Max,Quality,Quality_5_Min,Quality_5_Max,Volatility,Volatility_5_Min,Volatility_5_Max,Liquidity,Liquidity_5_Min,Liquidity_5_Max,Size,Size_5_Min,Size_5_Max
F00000SRPL,70.01,62.2,78.97,27.3,12.4,38.66,75.55,24.14,83.73,84.26,48.4,86.97,29.16,14.44,72.74,36.16,27.5,89.29,47.8,44.35,64.33
F0GBR04G9X,71.64,52.07,73.69,26.52,11.61,59.52,77.2,19.6,92.44,76.79,49.52,80.26,33.76,12.95,64.57,38.71,24.16,88.62,37.15,32.1,46.35
F00000QS9T,79.6,49.7,85.56,9.77,3.84,26.97,93.29,13.79,96.83,89.43,79.32,92.93,78.93,17.24,93.86,43.15,22.85,89.73,69.1,44.65,78.23
F00000YQJY,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F00000YQJZ,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F00000YQK0,71.66,59.19,80.62,20.99,9.37,36.74,73.49,15.6,88.7,82.73,30.31,87.09,30.83,12.13,72.38,34.41,21.66,88.16,42.47,41.23,62.43
F0GBR04UML,75.32,69.21,87.4,22.1,10.9,24.27,69.7,17.86,93.34,69.69,55.62,83.24,30.25,11.78,73.7,40.62,27.08,87.38,26.97,26.05,34.07
F00000VDJW,75.32,69.21,87.4,22.1,10.9,24.27,69.7,17.86,93.34,69.69,55.62,83.24,30.25,11.78,73.7,40.62,27.08,87.38,26.97,26.05,34.07
F00000P0VM,81.03,81.03,97.44,27.02,7.31,33.1,77.85,34.45,97.43,88.54,60.05,88.54,20.87,6.4,38.67,21.9,18.75,81.78,37.63,32.21,44.71
F0GBR04DEY,14.78,5.62,24.3,97.16,84.63,97.16,27.72,4.88,92.18,19.83,9.75,29.98,6.53,1,25.29,77.41,45.68,98.07,3.01,2.63,5.91
F000005F1I,14.78,5.62,24.3,97.16,84.63,97.16,27.72,4.88,92.18,19.83,9.75,29.98,6.53,1,25.29,77.41,45.68,98.07,3.01,2.63,5.91
F00000SVGS,14.78,5.62,24.3,97.16,84.63,97.16,27.72,4.88,92.18,19.83,9.75,29.98,6.53,1,25.29,77.41,45.68,98.07,3.01,2.63,5.91
F00000P0VD,14.78,5.62,24.3,97.16,84.63,97.16,27.72,4.88,92.18,19.83,9.75,29.98,6.53,1,25.29,77.41,45.68,98.07,3.01,2.63,5.91
F00000OJM3,73.33,65.49,83.84,19.44,6.51,26.81,80.65,20.87,84.5,88.71,69.02,90.01,36.55,19.18,89.28,40.31,26.06,91.49,69.13,62.75,86.5
F00000OJM4,73.33,65.49,83.84,19.44,6.51,26.81,80.65,20.87,84.5,88.71,69.02,90.01,36.55,19.18,89.28,40.31,26.06,91.49,69.13,62.75,86.5
F00000P25J,73.33,65.49,83.84,19.44,6.51,26.81,80.65,20.87,84.5,88.71,69.02,90.01,36.55,19.18,89.28,40.31,26.06,91.49,69.13,62.75,86.5
F00000OJM5,73.33,65.49,83.84,19.44,6.51,26.81,80.65,20.87,84.5,88.71,69.02,90.01,36.55,19.18,89.28,40.31,26.06,91.49,69.13,62.75,86.5
F00000QJ55,69.29,62.02,81,26.75,10.88,36.5,75.33,23.34,84.54,84.64,48.96,86.18,30.68,14.84,79.74,35.55,26.22,89.7,49.95,47.24,68.08
F00000QJ56,69.29,62.02,81,26.75,10.88,36.5,75.33,23.34,84.54,84.64,48.96,86.18,30.68,14.84,79.74,35.55,26.22,89.7,49.95,47.24,68.08
F00000QJ57,69.29,62.02,81,26.75,10.88,36.5,75.33,23.34,84.54,84.64,48.96,86.18,30.68,14.84,79.74,35.55,26.22,89.7,49.95,47.24,68.08
F00000QJ59,69.29,62.02,81,26.75,10.88,36.5,75.33,23.34,84.54,84.64,48.96,86.18,30.68,14.84,79.74,35.55,26.22,89.7,49.95,47.24,68.08
F00000OJM6,40.45,33.27,59.08,79.61,51.44,80.43,30.11,9.85,95.81,38.68,24.46,40.38,15.02,5.62,39.57,22.92,10.43,86.14,15.18,13.84,17.02
F00000OJM7,40.45,33.27,59.08,79.61,51.44,80.43,30.11,9.85,95.81,38.68,24.46,40.38,15.02,5.62,39.57,22.92,10.43,86.14,15.18,13.84,17.02
F00000P25K,40.45,33.27,59.08,79.61,51.44,80.43,30.11,9.85,95.81,38.68,24.46,40.38,15.02,5.62,39.57,22.92,10.43,86.14,15.18,13.84,17.02
F00000OJM8,40.45,33.27,59.08,79.61,51.44,80.43,30.11,9.85,95.81,38.68,24.46,40.38,15.02,5.62,39.57,22.92,10.43,86.14,15.18,13.84,17.02
F00000JWFU,69.29,60.66,81.51,27.96,13.47,37.53,74.44,24.75,83.96,84.22,43.4,85.84,29.38,15.02,81.6,35.77,26.72,88.95,47.39,44.57,64.83
F00000OJS3,69.29,60.66,81.51,27.96,13.47,37.53,74.44,24.75,83.96,84.22,43.4,85.84,29.38,15.02,81.6,35.77,26.72,88.95,47.39,44.57,64.83
F00000UEXJ,69.29,60.66,81.51,27.96,13.47,37.53,74.44,24.75,83.96,84.22,43.4,85.84,29.38,15.02,81.6,35.77,26.72,88.95,47.39,44.57,64.83
F0GBR06K5N,69.29,60.66,81.51,27.96,13.47,37.53,74.44,24.75,83.96,84.22,43.4,85.84,29.38,15.02,81.6,35.77,26.72,88.95,47.39,44.57,64.83
F00000NOT6,69.29,60.66,81.51,27.96,13.47,37.53,74.44,24.75,83.96,84.22,43.4,85.84,29.38,15.02,81.6,35.77,26.72,88.95,47.39,44.57,64.83
F00000YXWR,75.7,68.18,84.26,16.49,5.85,26.39,84.44,20.2,86.92,90.02,68.68,91.06,40.24,18.28,87.7,42.03,25.86,91.76,72.4,65.8,86.42
F0GBR05KL3,75.7,68.18,84.26,16.49,5.85,26.39,84.44,20.2,86.92,90.02,68.68,91.06,40.24,18.28,87.7,42.03,25.86,91.76,72.4,65.8,86.42
F00000NU98,75.7,68.18,84.26,16.49,5.85,26.39,84.44,20.2,86.92,90.02,68.68,91.06,40.24,18.28,87.7,42.03,25.86,91.76,72.4,65.8,86.42
F0GBR057W2,75.7,68.18,84.26,16.49,5.85,26.39,84.44,20.2,86.92,90.02,68.68,91.06,40.24,18.28,87.7,42.03,25.86,91.76,72.4,65.8,86.42
F00000461J,76.48,74.64,95.31,23.22,7.22,31.51,54.57,15.78,96.55,53.42,25.64,71.64,25.25,7.69,42.18,39.6,23.73,88.16,25.03,19.96,34.07
F00000461H,76.48,74.64,95.31,23.22,7.22,31.51,54.57,15.78,96.55,53.42,25.64,71.64,25.25,7.69,42.18,39.6,23.73,88.16,25.03,19.96,34.07
F00000QK4R,76.48,74.64,95.31,23.22,7.22,31.51,54.57,15.78,96.55,53.42,25.64,71.64,25.25,7.69,42.18,39.6,23.73,88.16,25.03,19.96,34.07
F0GBR06KRP,93.15,90.33,98.89,22.15,2.59,28.16,31.45,13.03,97.48,68.94,26.47,84.23,18.65,6.23,47.39,36.08,17.87,91.22,23.19,18.87,34.8
F0GBR05RDR,93.15,90.33,98.89,22.15,2.59,28.16,31.45,13.03,97.48,68.94,26.47,84.23,18.65,6.23,47.39,36.08,17.87,91.22,23.19,18.87,34.8
F00000QK4W,93.15,90.33,98.89,22.15,2.59,28.16,31.45,13.03,97.48,68.94,26.47,84.23,18.65,6.23,47.39,36.08,17.87,91.22,23.19,18.87,34.8
F0GBR064N7,60.36,29.36,76.02,61.45,6.47,67.74,74.49,5.35,92.5,65.72,39.32,93.18,29.96,25.98,98.72,35.06,31.04,90.97,25.71,25.71,55.73
F0GBR064N8,60.36,29.36,76.02,61.45,6.47,67.74,74.49,5.35,92.5,65.72,39.32,93.18,29.96,25.98,98.72,35.06,31.04,90.97,25.71,25.71,55.73
F000014OUS,60.36,29.36,76.02,61.45,6.47,67.74,74.49,5.35,92.5,65.72,39.32,93.18,29.96,25.98,98.72,35.06,31.04,90.97,25.71,25.71,55.73
F00000QK4Q,60.36,29.36,76.02,61.45,6.47,67.74,74.49,5.35,92.5,65.72,39.32,93.18,29.96,25.98,98.72,35.06,31.04,90.97,25.71,25.71,55.73
F000002XXL,77.18,59.34,78.34,22.97,9.13,26.21,81.77,21.99,95.01,90.21,71.37,91.88,36.91,16.24,91.06,30.24,22.76,87.31,40.21,39.91,57.79
F0GBR06LR6,77.75,66.53,84.17,20.27,6.69,24.77,82.76,30.7,92.42,90.19,70.24,91.93,38.38,14.83,82.09,31,23.31,86.69,45.63,45.63,58.62
F0000008R6,77.75,66.53,84.17,20.27,6.69,24.77,82.76,30.7,92.42,90.19,70.24,91.93,38.38,14.83,82.09,31,23.31,86.69,45.63,45.63,58.62
F0GBR06IV3,67.82,60.54,82.02,29.2,11.19,39.4,74.4,24.81,89.78,83.55,51.2,84.7,29.91,12.13,72.6,37.78,27.99,89.58,46.92,45.3,62.01
F0000008UQ,67.82,60.54,82.02,29.2,11.19,39.4,74.4,24.81,89.78,83.55,51.2,84.7,29.91,12.13,72.6,37.78,27.99,89.58,46.92,45.3,62.01
F0GBR06IV2,67.82,60.54,82.02,29.2,11.19,39.4,74.4,24.81,89.78,83.55,51.2,84.7,29.91,12.13,72.6,37.78,27.99,89.58,46.92,45.3,62.01
F0GBR04NA1,26.69,15.57,72.9,86.63,42.18,88.02,26.58,8.23,88.89,17.26,11.89,59.35,13.63,3.76,40.77,72.68,21.56,89.39,13.61,13.19,25.84
F00000MPUP,26.69,15.57,72.9,86.63,42.18,88.02,26.58,8.23,88.89,17.26,11.89,59.35,13.63,3.76,40.77,72.68,21.56,89.39,13.61,13.19,25.84
F000013LAW,26.69,15.57,72.9,86.63,42.18,88.02,26.58,8.23,88.89,17.26,11.89,59.35,13.63,3.76,40.77,72.68,21.56,89.39,13.61,13.19,25.84
F0GBR06NY5,26.69,15.57,72.9,86.63,42.18,88.02,26.58,8.23,88.89,17.26,11.89,59.35,13.63,3.76,40.77,72.68,21.56,89.39,13.61,13.19,25.84
F00000THLI,85,70.62,88.35,26.03,9.76,46.77,72.22,22.88,95.86,71.4,21.6,82.09,19.43,5.57,28.05,79.29,53.5,97.34,21.72,10.15,21.72
F000013LAX,85,70.62,88.35,26.03,9.76,46.77,72.22,22.88,95.86,71.4,21.6,82.09,19.43,5.57,28.05,79.29,53.5,97.34,21.72,10.15,21.72
F0GBR04SB6,85,70.62,88.35,26.03,9.76,46.77,72.22,22.88,95.86,71.4,21.6,82.09,19.43,5.57,28.05,79.29,53.5,97.34,21.72,10.15,21.72
F0GBR04DDS,17.68,8.75,34.31,95.6,81.54,95.6,23.18,5.77,96.2,6.24,6.24,29.58,7.49,2.16,23.59,68.89,28.48,95.21,5.23,4.7,7.22
F00000V7B5,66.42,32.62,66.42,46.1,32.13,64.04,54.67,16.64,86.13,47.81,26.55,70.25,21.18,6.23,32.42,52.47,34.62,89.13,19.27,16.32,25.43
F00000XQDE,18.56,3.41,21.71,70.47,44.55,85.5,86.13,12.36,86.7,43.82,14.28,78.15,40.23,6.18,70.42,75.54,17.92,95.3,29.97,20.56,34.63
F00000YEFI,68.67,25.36,77.64,16.41,10.83,22.35,89.58,17.26,92.29,74.98,61.46,92.87,41.25,5.27,69.71,36.47,21.66,91.83,28.27,26.1,39.04
F00000OOAS,73.28,66.07,83.15,19.49,6.81,26.04,79.73,20.01,84.96,89.01,59.19,89.93,32.73,18.37,89.61,45.07,26.39,92.01,69.34,62.75,87.24
F0GBR04CPU,73.28,66.07,83.15,19.49,6.81,26.04,79.73,20.01,84.96,89.01,59.19,89.93,32.73,18.37,89.61,45.07,26.39,92.01,69.34,62.75,87.24
F000013LB4,17.68,8.75,34.31,95.6,81.54,95.6,23.18,5.77,96.2,6.24,6.24,29.58,7.49,2.16,23.59,68.89,28.48,95.21,5.23,4.7,7.22
F0GBR04SA6,17.68,8.75,34.31,95.6,81.54,95.6,23.18,5.77,96.2,6.24,6.24,29.58,7.49,2.16,23.59,68.89,28.48,95.21,5.23,4.7,7.22
F0GBR04S4U,17.21,3.57,41.53,94.52,80.86,95.68,4.62,1,95.06,6.61,3.01,18.99,4.57,2.09,15.96,32.02,21.08,98.14,5.77,2.23,11.28
F00000OZX9,17.21,3.57,41.53,94.52,80.86,95.68,4.62,1,95.06,6.61,3.01,18.99,4.57,2.09,15.96,32.02,21.08,98.14,5.77,2.23,11.28
F00000OYE4,17.21,3.57,41.53,94.52,80.86,95.68,4.62,1,95.06,6.61,3.01,18.99,4.57,2.09,15.96,32.02,21.08,98.14,5.77,2.23,11.28
F00000OOAW,43.38,33.16,56.88,76.97,51.78,76.97,68.53,10.46,95.98,38.78,23.97,40.68,9.59,5.46,42.57,31.87,10.51,85.97,15.7,13.61,16.88
F0GBR04CPY,43.38,33.16,56.88,76.97,51.78,76.97,68.53,10.46,95.98,38.78,23.97,40.68,9.59,5.46,42.57,31.87,10.51,85.97,15.7,13.61,16.88
F00000OOAU,69.7,62.05,81.28,26.91,13.12,37.52,77.83,24.02,83.81,84.72,46.49,86.31,25.81,14.77,80.9,42.83,27.31,89.59,49.21,44.63,64.45
F0GBR04CPQ,69.7,62.05,81.28,26.91,13.12,37.52,77.83,24.02,83.81,84.72,46.49,86.31,25.81,14.77,80.9,42.83,27.31,89.59,49.21,44.63,64.45
F00000OWP8,79.48,69.83,90.27,22.97,7.96,29.29,91.28,24.59,94.24,87.74,42.5,91.12,19.54,13.7,89.43,44.74,27.82,92.73,50.15,44.51,73.79
F0GBR04CO3,79.48,69.83,90.27,22.97,7.96,29.29,91.28,24.59,94.24,87.74,42.5,91.12,19.54,13.7,89.43,44.74,27.82,92.73,50.15,44.51,73.79
F00000OWPC,78.54,63.7,86.74,26.26,10.11,46.83,91.25,25.58,94.39,85.28,45.28,88.9,18.77,12.99,84.38,51,29.85,92.04,46.07,41.92,69.22
F0GBR04COB,78.54,63.7,86.74,26.26,10.11,46.83,91.25,25.58,94.39,85.28,45.28,88.9,18.77,12.99,84.38,51,29.85,92.04,46.07,41.92,69.22
F0GBR06SUW,78.54,63.7,86.74,26.26,10.11,46.83,91.25,25.58,94.39,85.28,45.28,88.9,18.77,12.99,84.38,51,29.85,92.04,46.07,41.92,69.22
F00000MA8K,56.33,41.17,69.63,52.32,29.08,67.36,55.3,21.68,86.93,57.59,35.15,76.48,21.98,9.04,34.6,40.68,35.68,86.97,25.08,22.18,30.84
F00000MA8M,56.33,41.17,69.63,52.32,29.08,67.36,55.3,21.68,86.93,57.59,35.15,76.48,21.98,9.04,34.6,40.68,35.68,86.97,25.08,22.18,30.84
F00000PT2X,56.33,41.17,69.63,52.32,29.08,67.36,55.3,21.68,86.93,57.59,35.15,76.48,21.98,9.04,34.6,40.68,35.68,86.97,25.08,22.18,30.84
F00000XUJI,56.33,41.17,69.63,52.32,29.08,67.36,55.3,21.68,86.93,57.59,35.15,76.48,21.98,9.04,34.6,40.68,35.68,86.97,25.08,22.18,30.84
F000010P2T,82.52,82.52,97.09,28.83,5.89,33.74,75.1,32.99,98.09,92.98,70.99,93.49,20.34,5.61,33.05,19.89,16.85,87.07,35.17,28.63,40.07
F0GBR04P5V,56.62,41.17,71.22,34.68,11.59,45.44,81.93,19.97,95.64,82.57,72.43,95.35,32.5,14.81,80.58,73.62,50.8,93.88,22.89,22.47,34.45
F000005F14,56.62,41.17,71.22,34.68,11.59,45.44,81.93,19.97,95.64,82.57,72.43,95.35,32.5,14.81,80.58,73.62,50.8,93.88,22.89,22.47,34.45
F00000SVFV,56.62,41.17,71.22,34.68,11.59,45.44,81.93,19.97,95.64,82.57,72.43,95.35,32.5,14.81,80.58,73.62,50.8,93.88,22.89,22.47,34.45
F00000P0VI,56.62,41.17,71.22,34.68,11.59,45.44,81.93,19.97,95.64,82.57,72.43,95.35,32.5,14.81,80.58,73.62,50.8,93.88,22.89,22.47,34.45
F0GBR04P5W,68.39,68.19,96.72,48.44,10.05,48.44,64.48,18.23,97.96,90.26,70.39,92.58,24.71,5.76,37.39,28.08,13.6,81.24,30.69,29.47,46.14
F00000SVD5,68.39,68.19,96.72,48.44,10.05,48.44,64.48,18.23,97.96,90.26,70.39,92.58,24.71,5.76,37.39,28.08,13.6,81.24,30.69,29.47,46.14
F00000P0VF,68.39,68.19,96.72,48.44,10.05,48.44,64.48,18.23,97.96,90.26,70.39,92.58,24.71,5.76,37.39,28.08,13.6,81.24,30.69,29.47,46.14
F0GBR06IWJ,77.68,63.73,82.73,18.36,6.2,23.76,67.36,9.24,81.36,79.67,35.4,82.99,34,14.58,87.35,32.54,25.71,88.02,48.51,43.97,65.5
F00000XAQM,77.68,63.73,82.73,18.36,6.2,23.76,67.36,9.24,81.36,79.67,35.4,82.99,34,14.58,87.35,32.54,25.71,88.02,48.51,43.97,65.5
F00000XAQO,77.68,63.73,82.73,18.36,6.2,23.76,67.36,9.24,81.36,79.67,35.4,82.99,34,14.58,87.35,32.54,25.71,88.02,48.51,43.97,65.5
F0000020ID,66.15,27.29,75.25,20.62,15.2,76.95,82.04,16.98,97.01,86.35,30.49,87.93,28.71,4.18,57.83,34.92,25.89,92.68,31.27,19.25,36.67
F0GBR04RX5,66.15,27.29,75.25,20.62,15.2,76.95,82.04,16.98,97.01,86.35,30.49,87.93,28.71,4.18,57.83,34.92,25.89,92.68,31.27,19.25,36.67
F00000SVE1,66.15,27.29,75.25,20.62,15.2,76.95,82.04,16.98,97.01,86.35,30.49,87.93,28.71,4.18,57.83,34.92,25.89,92.68,31.27,19.25,36.67
F00000P0VG,66.15,27.29,75.25,20.62,15.2,76.95,82.04,16.98,97.01,86.35,30.49,87.93,28.71,4.18,57.83,34.92,25.89,92.68,31.27,19.25,36.67
F0GBR04RX6,62.53,27.24,74.23,31.79,20.92,77.41,76.8,16.95,97.04,79.89,31.54,83.64,24.75,4.28,50.7,38.51,25.19,93.27,26.79,17.65,34.14
F0000020IB,62.53,27.24,74.23,31.79,20.92,77.41,76.8,16.95,97.04,79.89,31.54,83.64,24.75,4.28,50.7,38.51,25.19,93.27,26.79,17.65,34.14
F00000SVFX,62.53,27.24,74.23,31.79,20.92,77.41,76.8,16.95,97.04,79.89,31.54,83.64,24.75,4.28,50.7,38.51,25.19,93.27,26.79,17.65,34.14
F00000P0VO,62.53,27.24,74.23,31.79,20.92,77.41,76.8,16.95,97.04,79.89,31.54,83.64,24.75,4.28,50.7,38.51,25.19,93.27,26.79,17.65,34.14
F0GBR04DEW,81.03,81.03,97.44,27.02,7.31,33.1,77.85,34.45,97.43,88.54,60.05,88.54,20.87,6.4,38.67,21.9,18.75,81.78,37.63,32.21,44.71
F0000023ND,81.03,81.03,97.44,27.02,7.31,33.1,77.85,34.45,97.43,88.54,60.05,88.54,20.87,6.4,38.67,21.9,18.75,81.78,37.63,32.21,44.71
F00000SVGQ,81.03,81.03,97.44,27.02,7.31,33.1,77.85,34.45,97.43,88.54,60.05,88.54,20.87,6.4,38.67,21.9,18.75,81.78,37.63,32.21,44.71
F0GBR06IE5,17.21,3.57,41.53,94.52,80.86,95.68,4.62,1,95.06,6.61,3.01,18.99,4.57,2.09,15.96,32.02,21.08,98.14,5.77,2.23,11.28
F0GBR04NSQ,,,,,,,,,,,,,,,,,,,,,
F00000OZZZ,,,,,,,,,,,,,,,,,,,,,
F00000OV0F,,,,,,,,,,,,,,,,,,,,,
F00000VFT7,,,,,,,,,,,,,,,,,,,,,
F00000QQT8,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F00000QQT9,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F00000QQTA,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F00000QQTG,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F00000QQTH,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F00000QQTJ,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F00000QQTK,70.54,70.54,85.48,58.55,10.19,72.17,34.13,19.36,94.97,87.36,65.76,92.5,14.02,6.2,64.57,17.09,11.07,83.47,35.5,31.61,51.65
F000010FGD,76.63,72.43,83.04,68.23,10.35,72.32,36.37,19.85,92.89,92.45,74.63,92.45,11.9,6.05,50.97,14.64,11.12,43.49,32.61,31.22,49.89
F000010FGB,76.63,72.43,83.04,68.23,10.35,72.32,36.37,19.85,92.89,92.45,74.63,92.45,11.9,6.05,50.97,14.64,11.12,43.49,32.61,31.22,49.89
F000010FGF,76.63,72.43,83.04,68.23,10.35,72.32,36.37,19.85,92.89,92.45,74.63,92.45,11.9,6.05,50.97,14.64,11.12,43.49,32.61,31.22,49.89
F000010FGH,76.63,72.43,83.04,68.23,10.35,72.32,36.37,19.85,92.89,92.45,74.63,92.45,11.9,6.05,50.97,14.64,11.12,43.49,32.61,31.22,49.89
F0000155BA,31.2,27.05,83.89,67.27,22.99,83.07,74.2,13.84,100,47.88,31.49,91.06,65.57,2.46,71.01,57.51,13.24,93.26,40.54,15.5,45.76
F00000W0W3,31.2,27.05,83.89,67.27,22.99,83.07,74.2,13.84,100,47.88,31.49,91.06,65.57,2.46,71.01,57.51,13.24,93.26,40.54,15.5,45.76
F00000MWKP,31.2,27.05,83.89,67.27,22.99,83.07,74.2,13.84,100,47.88,31.49,91.06,65.57,2.46,71.01,57.51,13.24,93.26,40.54,15.5,45.76
F00000O7XW,4.8,3.83,15.88,98.12,86.52,98.59,8.6,2.03,92.04,14.76,5.37,31.51,9.74,2.1,24.99,28.91,5.67,75.57,14.65,12.44,16.29
F0GBR04KD7,4.8,3.83,15.88,98.12,86.52,98.59,8.6,2.03,92.04,14.76,5.37,31.51,9.74,2.1,24.99,28.91,5.67,75.57,14.65,12.44,16.29
F000003WU9,4.8,3.83,15.88,98.12,86.52,98.59,8.6,2.03,92.04,14.76,5.37,31.51,9.74,2.1,24.99,28.91,5.67,75.57,14.65,12.44,16.29
F00000T1N5,4.8,3.83,15.88,98.12,86.52,98.59,8.6,2.03,92.04,14.76,5.37,31.51,9.74,2.1,24.99,28.91,5.67,75.57,14.65,12.44,16.29
F00000SJSG,4.8,3.83,15.88,98.12,86.52,98.59,8.6,2.03,92.04,14.76,5.37,31.51,9.74,2.1,24.99,28.91,5.67,75.57,14.65,12.44,16.29
F00000MKD7,7.79,4.31,13.29,97.37,90.59,98.02,26.75,1,89.24,6.2,5.28,19.39,8.78,2.36,22.24,61.67,31.61,94.63,7.15,5.29,9.55
F0GBR04FHH,7.79,4.31,13.29,97.37,90.59,98.02,26.75,1,89.24,6.2,5.28,19.39,8.78,2.36,22.24,61.67,31.61,94.63,7.15,5.29,9.55
F000003WUA,7.79,4.31,13.29,97.37,90.59,98.02,26.75,1,89.24,6.2,5.28,19.39,8.78,2.36,22.24,61.67,31.61,94.63,7.15,5.29,9.55
F00000T1N9,7.79,4.31,13.29,97.37,90.59,98.02,26.75,1,89.24,6.2,5.28,19.39,8.78,2.36,22.24,61.67,31.61,94.63,7.15,5.29,9.55
F00000SJSI,7.79,4.31,13.29,97.37,90.59,98.02,26.75,1,89.24,6.2,5.28,19.39,8.78,2.36,22.24,61.67,31.61,94.63,7.15,5.29,9.55
F000002YCC,93.49,83.35,97.86,18.77,4.95,63.3,76.06,26.38,96.87,90.27,78.32,91.87,16.12,9.77,49.4,20.76,13.96,75.7,31.92,30.1,39.91
F0000155BD,93.49,83.35,97.86,18.77,4.95,63.3,76.06,26.38,96.87,90.27,78.32,91.87,16.12,9.77,49.4,20.76,13.96,75.7,31.92,30.1,39.91
F0000106XT,93.49,83.35,97.86,18.77,4.95,63.3,76.06,26.38,96.87,90.27,78.32,91.87,16.12,9.77,49.4,20.76,13.96,75.7,31.92,30.1,39.91
F00000Q7VA,89.51,81.09,97.55,12.53,6.8,27.86,91.16,14.28,95.2,17.06,17.06,57.72,41.11,21.5,71.6,71.97,48.73,93.02,24.84,24.82,37.75
F00000Q7V8,89.51,81.09,97.55,12.53,6.8,27.86,91.16,14.28,95.2,17.06,17.06,57.72,41.11,21.5,71.6,71.97,48.73,93.02,24.84,24.82,37.75
F00000Q7V7,89.51,81.09,97.55,12.53,6.8,27.86,91.16,14.28,95.2,17.06,17.06,57.72,41.11,21.5,71.6,71.97,48.73,93.02,24.84,24.82,37.75
F0GBR05YZP,57.44,28.21,66.3,45.84,21.66,57.62,56.17,19.43,76.28,74.33,45.2,80.99,38.32,35.07,80.43,60.77,49.33,88.29,54.68,53.01,72.85
F0GBR06I4M,76.12,75.3,89.89,21.6,4.88,21.6,73.74,24.46,89.46,74.82,50.02,86.36,26.85,14.56,74.35,37.5,26.53,91.69,38.29,33.27,47.43
F0GBR04DT9,76.12,75.3,89.89,21.6,4.88,21.6,73.74,24.46,89.46,74.82,50.02,86.36,26.85,14.56,74.35,37.5,26.53,91.69,38.29,33.27,47.43
F0000023NA,75.56,46.79,86.25,30.44,8.41,61.51,61.06,17.87,90.5,86.69,48,94.52,24.45,9.34,68.57,23.88,18.15,89.04,45.43,42.72,68.77
F000001X0T,75.56,46.79,86.25,30.44,8.41,61.51,61.06,17.87,90.5,86.69,48,94.52,24.45,9.34,68.57,23.88,18.15,89.04,45.43,42.72,68.77
F00000OUIO,75.56,46.79,86.25,30.44,8.41,61.51,61.06,17.87,90.5,86.69,48,94.52,24.45,9.34,68.57,23.88,18.15,89.04,45.43,42.72,68.77
F00000VYWV,75.56,46.79,86.25,30.44,8.41,61.51,61.06,17.87,90.5,86.69,48,94.52,24.45,9.34,68.57,23.88,18.15,89.04,45.43,42.72,68.77
F0GBR0521O,69.78,61.99,81.36,27.68,12.66,38.77,75.28,24.56,83.54,83.91,43.01,85.91,29.19,14.58,80.29,36.29,27.08,89.77,47.39,44,65.34
F00000THCU,69.78,61.99,81.36,27.68,12.66,38.77,75.28,24.56,83.54,83.91,43.01,85.91,29.19,14.58,80.29,36.29,27.08,89.77,47.39,44,65.34
F0GBR06LHF,69.78,61.99,81.36,27.68,12.66,38.77,75.28,24.56,83.54,83.91,43.01,85.91,29.19,14.58,80.29,36.29,27.08,89.77,47.39,44,65.34
F00000OUU0,69.78,61.99,81.36,27.68,12.66,38.77,75.28,24.56,83.54,83.91,43.01,85.91,29.19,14.58,80.29,36.29,27.08,89.77,47.39,44,65.34
F00000ZO5M,6.19,3.68,29.59,94.51,73.09,98.61,18.19,13.58,97.97,49.28,17.42,85.59,12.3,1,59.91,19.06,3.79,74.93,20.66,15.1,37.19
F00000OKGN,6.19,3.68,29.59,94.51,73.09,98.61,18.19,13.58,97.97,49.28,17.42,85.59,12.3,1,59.91,19.06,3.79,74.93,20.66,15.1,37.19
F000001W50,6.19,3.68,29.59,94.51,73.09,98.61,18.19,13.58,97.97,49.28,17.42,85.59,12.3,1,59.91,19.06,3.79,74.93,20.66,15.1,37.19
F0GBR05PUD,6.19,3.68,29.59,94.51,73.09,98.61,18.19,13.58,97.97,49.28,17.42,85.59,12.3,1,59.91,19.06,3.79,74.93,20.66,15.1,37.19
