SecId,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Active_Share_percent,Top3_sector_percent,Top5_sector_percent
F0GBR04FG6,45,12,\u2014,59.00,72.40,59.12,75.67
F0GBR06KDH,45,11,\u2014,98.00,72.43,58.98,75.46
F0GBR06KDN,42,6,\u2014,\u2014,78.49,62.23,83.98
F000014XWZ,54,2,\u2014,424.00,75.09,67.6,87.34
F00000O7HQ,54,2,\u2014,424.00,75.09,67.6,87.34
F0GBR04C7X,54,2,\u2014,424.00,75.09,67.6,87.34
F000014XXB,50,4,\u2014,125.00,82.32,78.34,92.21
F00000NKOC,50,4,\u2014,125.00,82.32,78.34,92.21
F0GBR04SCW,50,4,\u2014,125.00,82.32,78.34,92.21
F000014XXD,42,7,35,150.00,78.53,62.39,84.05
F000003U7B,42,7,35,150.00,78.53,62.39,84.05
F0GBR04E9A,42,7,35,150.00,78.53,62.39,84.05
F00000UMAF,22,13,62,\u2014,,100,100
F00000UMAI,22,13,62,\u2014,,100,100
F00000Y8YN,22,13,62,\u2014,,100,100
F00000UMAO,22,13,62,\u2014,,100,100
F0GBR06HVF,53,6,34,37.35,,56.89,81.73
F00000P8DV,53,6,34,37.35,,56.89,81.73
F00000Y4J0,53,6,34,37.35,,56.89,81.73
F0GBR04RV2,53,6,34,37.35,,56.89,81.73
F00000J5DM,390,216,\u2014,\u2014,,46.12,68.16
F00000NRQ7,390,216,\u2014,\u2014,,46.12,68.16
F00000OOVI,390,216,\u2014,\u2014,,46.12,68.16
F00000J5DN,390,216,\u2014,\u2014,,46.12,68.16
F00000P6YC,390,216,\u2014,\u2014,,46.12,68.16
F00000XMNY,390,216,\u2014,\u2014,,46.12,68.16
F00000X3SE,259,178,31,\u2014,26.75,46.34,67.67
F0GBR04EAP,37,6,40,18.68,78.77,51.27,77.93
F000002XX1,48,8,34,9.03,73.00,66.52,86.44
F0GBR050DD,45,2,45,19.61,61.15,61.02,79.09
F0GBR04S31,52,2,30,28.94,95.58,62.45,78.57
F0GBR050CG,52,2,30,28.94,95.58,62.45,78.57
F0GBR04FKN,47,2,45,-7.38,70.05,57.56,80.8
0P0000VHN0,62,14,36,96.30,72.22,50.96,74.33
0P0000VHN1,62,14,36,96.30,72.22,50.96,74.33
F0000020SC,62,14,36,96.30,72.22,50.96,74.33
0P0000VHN2,62,14,36,96.30,72.22,50.96,74.33
0P0000X5CU,62,14,36,96.30,72.22,50.96,74.33
F00000XVRP,62,14,36,96.30,72.22,50.96,74.33
F0GBR04ARJ,45,37,56,30.03,80.17,100,100
0P0000RZ3H,45,37,56,30.03,80.17,100,100
F000000F9X,45,37,56,30.03,80.17,100,100
0P0000VHOE,45,37,56,30.03,80.17,100,100
F0000020MO,45,37,56,30.03,80.17,100,100
0P0000VHOG,45,37,56,30.03,80.17,100,100
F00001071O,43,5,53,\u2014,63.68,45.11,71.51
F00000ONYS,0,11,100,13.97,90.46,40.44,62.29
F0GBR06IQR,0,11,100,13.97,90.46,40.44,62.29
F00000MQUX,141,6,46,150.00,61.58,44.79,70.03
F0GBR06IQT,141,6,46,150.00,61.58,44.79,70.03
F0GBR04ELG,62,7,36,40.72,72.77,50.81,74.05
F00000J007,62,7,36,40.72,72.77,50.81,74.05
F00000T33V,62,7,36,40.72,72.77,50.81,74.05
F000010KU7,62,7,36,40.72,72.77,50.81,74.05
F0GBR04RTV,45,5,40,51.70,65.39,55.14,79.58
F00000MJPT,45,5,40,51.70,65.39,55.14,79.58
F00000VFX1,45,5,40,51.70,65.39,55.14,79.58
F00000WNYU,45,5,40,51.70,65.39,55.14,79.58
F0GBR04RTX,77,4,27,109.08,72.49,55.2,72.6
F00000HHAW,77,4,27,109.08,72.49,55.2,72.6
F00000VFW6,77,4,27,109.08,72.49,55.2,72.6
F0GBR04EM8,388,181,31,-16.28,,46.12,68.23
F0GBR04CJ2,388,181,31,-16.28,,46.12,68.23
F0GBR04DHW,73,5,29,31.75,63.14,54.32,74.86
F0GBR053M8,73,5,29,31.75,63.14,54.32,74.86
F00000Q9TV,73,5,29,31.75,63.14,54.32,74.86
F00000Q9TT,73,5,29,31.75,63.14,54.32,74.86
F00000Q9TU,73,5,29,31.75,63.14,54.32,74.86
F0GBR04SD6,61,32,34,50.13,66.58,53.93,72.48
F00000OT4O,61,32,34,50.13,66.58,53.93,72.48
F0GBR04RSL,33,5,45,79.72,68.45,55.48,79.18
F0GBR04CIN,33,5,45,79.72,68.45,55.48,79.18
F000003W7H,33,5,45,79.72,68.45,55.48,79.18
F0GBR04FIF,30,6,46,58.31,62.36,61.87,85.46
F00000OT4M,30,6,46,58.31,62.36,61.87,85.46
F0GBR06DJP,26,3,49,67.83,,64.82,85.38
F0GBR06DJQ,26,3,49,67.83,,64.82,85.38
F00000Z4EO,26,3,49,67.83,,64.82,85.38
F00000OLVY,26,3,49,67.83,,64.82,85.38
F0GBR04CJR,81,4,21,56.17,,54.31,76.64
F0GBR04CJT,81,4,21,56.17,,54.31,76.64
F0GBR04CJV,81,4,21,56.17,,54.31,76.64
F000003YAQ,78,5,24,49.00,86.43,46.49,68.18
F000002KPD,36,5,50,117.00,,56.26,75.99
F00000P77M,36,5,50,117.00,,56.26,75.99
F00000P7MS,54,3,33,143.00,,59.43,77.34
F0GBR04EAV,54,3,33,143.00,,59.43,77.34
F00000MTB9,71,3,23,\u2014,,57.75,73.79
F0GBR0659Q,78,5,24,49.00,86.43,46.49,68.18
F00000PIZX,60,11,\u2014,\u2014,,46.52,65.18
F00000PIZT,60,11,\u2014,\u2014,,46.52,65.18
F00000PJ02,58,12,\u2014,\u2014,,46.35,65.92
F00000PIZY,58,12,\u2014,\u2014,,46.35,65.92
F0GBR04RMZ,33,1,51,5.60,86.59,45.28,71.87
F0GBR06XPX,188,7,20,121.22,52.21,50.3,70.85
F00000YQCX,"2,226",221,16,\u2014,54.24,41.04,63.03
F00000V370,71,3,23,\u2014,,57.75,73.79
F00000MKL8,71,3,23,\u2014,,57.75,73.79
F000011GGB,71,3,23,\u2014,,57.75,73.79
F00000OP3E,63,11,33,24.00,,51.65,69.41
F00000P77X,63,11,33,24.00,,51.65,69.41
F0GBR04S5A,63,11,33,24.00,,51.65,69.41
F00000X08A,73,4,26,0.62,,47.05,68.31
F00000WY1P,73,4,26,0.62,,47.05,68.31
F00000WY1Q,73,4,26,0.62,,47.05,68.31
F00000WY1R,73,4,26,0.62,,47.05,68.31
F00001024G,56,2,37,\u2014,70.71,60.11,82.87
F00001024F,56,2,37,\u2014,70.71,60.11,82.87
F00000ZMH5,185,7,26,\u2014,91.28,53.46,73.79
F00000ZMH6,185,7,26,\u2014,91.28,53.46,73.79
F0GBR06P37,33,1,51,5.60,86.59,45.28,71.87
F0000108JY,33,1,51,5.60,86.59,45.28,71.87
F00000ZFZT,54,2,35,\u2014,82.60,56.69,82.69
F00000ZFZU,54,2,35,\u2014,82.60,56.69,82.69
F000002X67,188,7,20,121.22,52.21,50.3,70.85
F00000VHJH,188,7,20,121.22,52.21,50.3,70.85
F00000O0OS,188,7,20,121.22,52.21,50.3,70.85
F0GBR06XPT,92,3,28,107.13,70.24,59.1,77.23
F00000O0O2,92,3,28,107.13,70.24,59.1,77.23
F00000YQD3,"2,191",229,19,\u2014,61.45,41.92,63.54
F00000YQCN,401,214,31,\u2014,,46.13,68.12
F0000103C7,401,214,31,\u2014,,46.13,68.12
F0000103C8,401,214,31,\u2014,,46.13,68.12
F0000103C9,401,214,31,\u2014,,46.13,68.12
F000014I6G,37,5,50,\u2014,62.91,51.51,75.15
F000014I6I,37,4,50,\u2014,61.30,50.95,76.33
F000014I6M,392,208,31,\u2014,,46.13,68.11
F0GBR04APW,62,14,36,96.30,72.22,50.96,74.33
F00000PJ00,58,12,\u2014,\u2014,,46.35,65.92
F00000PIZV,60,11,\u2014,\u2014,,46.52,65.18
F00000OYVK,51,3,40,98.00,52.22,49.75,69.97
F00000O51U,51,3,40,98.00,52.22,49.75,69.97
F0GBR068AW,51,3,40,98.00,52.22,49.75,69.97
F0GBR04S23,97,9,\u2014,95.80,87.38,60.87,76.85
F00000OPY7,97,9,\u2014,95.80,87.38,60.87,76.85
F00000SGH5,56,2,\u2014,\u2014,83.34,46.69,67.42
F0GBR04CUU,43,3,\u2014,144.00,72.75,56.99,78.3
F00000QS9S,43,3,\u2014,144.00,72.75,56.99,78.3
F0000043NQ,0,12,98,45.07,,49.53,73.89
F0000043NR,0,12,98,45.07,,49.53,73.89
F00000VKYD,0,12,98,45.07,,49.53,73.89
F00000N703,47,1,35,21.48,49.22,51,68.41
F00000OBQT,47,1,35,21.48,49.22,51,68.41
F00000OBQR,47,1,35,21.48,49.22,51,68.41
F00000N705,42,2,25,70.22,67.56,56.62,79.73
F00000WZIY,42,2,25,70.22,67.56,56.62,79.73
F00000OBQV,42,2,25,70.22,67.56,56.62,79.73
F00000OBQU,42,2,25,70.22,67.56,56.62,79.73
F00000WZIZ,36,1,33,53.14,,69.72,87.95
F00000OBQX,36,1,33,53.14,,69.72,87.95
F00000OBQW,36,1,33,53.14,,69.72,87.95
F00000OBQZ,45,1,38,52.16,50.23,47.9,67.59
F00000OBQY,45,1,38,52.16,50.23,47.9,67.59
F00000OBQP,47,1,34,32.79,59.44,54.65,74.52
F00000OBQO,47,1,34,32.79,59.44,54.65,74.52
F00000ZWX7,47,8,37,\u2014,77.11,53.38,73.65
F000010DEF,47,8,37,\u2014,77.11,53.38,73.65
F00000O8FZ,75,11,28,304.66,68.98,63.2,82.08
F0GBR06KJM,75,11,28,304.66,68.98,63.2,82.08
F0GBR06THP,75,11,28,304.66,68.98,63.2,82.08
F00000JVU0,75,11,28,304.66,68.98,63.2,82.08
F00000JVTV,75,11,28,304.66,68.98,63.2,82.08
F0GBR04OC1,68,5,23,81.98,,58.3,77.77
F000003VYC,68,5,23,81.98,,58.3,77.77
F00000YQH5,68,5,23,81.98,,58.3,77.77
F00000YQH6,68,5,23,81.98,,58.3,77.77
F00000YQH7,68,5,23,81.98,,58.3,77.77
F0GBR04OCB,47,6,39,91.24,76.08,56.6,79.63
F000003VYM,47,6,39,91.24,76.08,56.6,79.63
F00000YQH8,47,6,39,91.24,76.08,56.6,79.63
F00000YQH9,47,6,39,91.24,76.08,56.6,79.63
F00000YQHA,47,6,39,91.24,76.08,56.6,79.63
F0GBR04OC5,180,17,34,28.18,27.23,49.84,70.97
F000003VYU,180,17,34,28.18,27.23,49.84,70.97
F000003VYG,180,17,34,28.18,27.23,49.84,70.97
F00000YQHD,180,17,34,28.18,27.23,49.84,70.97
F00000YQHE,180,17,34,28.18,27.23,49.84,70.97
F00000YQHF,180,17,34,28.18,27.23,49.84,70.97
F0GBR05B96,99,11,40,23.87,,51.51,71.61
F0GBR04UN1,99,11,40,23.87,,51.51,71.61
F0GBR06I25,99,11,40,23.87,,51.51,71.61
F00000YQJW,99,11,40,23.87,,51.51,71.61
F0GBR04OC3,387,200,30,23.18,,46.59,67.98
F00000OTTN,51,3,40,98.00,52.22,49.75,69.97
F000001U4X,51,3,40,98.00,52.22,49.75,69.97
F00000OYV1,41,3,39,175.00,63.73,51.04,71.91
F0GBR06JTX,41,3,39,175.00,63.73,51.04,71.91
F0GBR068AV,41,3,39,175.00,63.73,51.04,71.91
F00000YQJX,387,200,30,23.18,,46.59,67.98
F0GBR05B97,155,16,32,62.26,38.06,49.15,71.59
F0GBR04OC9,155,16,32,62.26,38.06,49.15,71.59
F0GBR06HYX,155,16,32,62.26,38.06,49.15,71.59
F000003VYO,155,16,32,62.26,38.06,49.15,71.59
F00000OTTJ,41,3,39,175.00,63.73,51.04,71.91
F000002YI4,41,3,39,175.00,63.73,51.04,71.91
F00000OYVM,33,3,47,38.00,,52.81,77.08
F0GBR06I18,33,3,47,38.00,,52.81,77.08
F0GBR068AX,33,3,47,38.00,,52.81,77.08
F00000OTTW,33,3,47,38.00,,52.81,77.08
F00000Q5MF,42,12,55,\u2014,99.19,70.44,95.91
F00000Q2JI,42,12,55,\u2014,99.19,70.44,95.91
F00000Q2JH,42,12,55,\u2014,99.19,70.44,95.91
F00000QLHW,42,12,55,\u2014,99.19,70.44,95.91
F00000QCPX,42,12,55,\u2014,99.19,70.44,95.91
F00000XIZ6,402,209,31,7.71,,46.18,68.19
F0000008TC,402,209,31,7.71,,46.18,68.19
F000002IQX,50,8,32,\u2014,75.59,50.94,72.76
F00000ZLKE,31,29,43,\u2014,,61.24,84.89
F00000PZ8X,25,1,60,7.22,,92.02,100
F00000WN52,33,1,32,\u2014,81.75,48.37,69.63
F00000WN53,33,1,32,\u2014,81.75,48.37,69.63
FOGBR05K77,441,21,27,10.55,23.67,47.45,69.8
F0GBR04V97,348,22,12,14.22,,60.92,77.29
F0GBR04V7X,215,10,41,18.09,53.55,58.95,79.92
F00000P7PQ,52,2,32,131.50,72.71,48.01,70.4
F000000ET6,52,2,32,131.50,72.71,48.01,70.4
F000003U7T,237,6,23,101.70,53.22,48.81,69.57
F0000002T2,237,6,23,101.70,53.22,48.81,69.57
F000003VCR,294,10,19,156.00,60.52,52.3,71.43
F00000M88P,59,3,\u2014,85.09,79.54,60.14,78.63
F00000M88R,59,3,\u2014,85.09,79.54,60.14,78.63
F00000OKC5,114,4,\u2014,92.70,53.72,55.8,76.92
F00000T39K,94,6,\u2014,51.58,85.25,59.59,76.04
F000001AU3,94,6,\u2014,51.58,85.25,59.59,76.04
F0GBR04S1J,406,209,\u2014,-12.90,,46.37,68.24
F00000SRPL,406,209,\u2014,-12.90,,46.37,68.24
F0GBR04G9X,192,11,\u2014,105.09,49.60,47.02,65.35
F00000QS9T,44,3,\u2014,48.80,53.81,56.81,77.19
F00000YQJY,155,16,32,62.26,38.06,49.15,71.59
F00000YQJZ,155,16,32,62.26,38.06,49.15,71.59
F00000YQK0,155,16,32,62.26,38.06,49.15,71.59
F0GBR04UML,175,13,31,17.71,,50.53,73.55
F00000VDJW,175,13,31,17.71,,50.53,73.55
F00000P0VM,42,14,45,47.48,68.89,44.36,69.49
F0GBR04DEY,77,7,25,42.02,,61.72,76.76
F000005F1I,77,7,25,42.02,,61.72,76.76
F00000SVGS,77,7,25,42.02,,61.72,76.76
F00000P0VD,77,7,25,42.02,,61.72,76.76
F00000OJM3,98,10,\u2014,\u2014,,50.74,70.21
F00000OJM4,98,10,\u2014,\u2014,,50.74,70.21
F00000P25J,98,10,\u2014,\u2014,,50.74,70.21
F00000OJM5,98,10,\u2014,\u2014,,50.74,70.21
F00000QJ55,283,77,32,\u2014,,46.73,68.17
F00000QJ56,283,77,32,\u2014,,46.73,68.17
F00000QJ57,283,77,32,\u2014,,46.73,68.17
F00000QJ59,283,77,32,\u2014,,46.73,68.17
F00000OJM6,185,75,\u2014,\u2014,,57.14,73.45
F00000OJM7,185,75,\u2014,\u2014,,57.14,73.45
F00000P25K,185,75,\u2014,\u2014,,57.14,73.45
F00000OJM8,185,75,\u2014,\u2014,,57.14,73.45
F00000JWFU,397,205,\u2014,0.00,,46.19,68.15
F00000OJS3,397,205,\u2014,0.00,,46.19,68.15
F00000UEXJ,397,205,\u2014,0.00,,46.19,68.15
F0GBR06K5N,397,205,\u2014,0.00,,46.19,68.15
F00000NOT6,397,205,\u2014,0.00,,46.19,68.15
F00000YXWR,87,9,\u2014,8.83,,52.25,72.87
F0GBR05KL3,87,9,\u2014,8.83,,52.25,72.87
F00000NU98,87,9,\u2014,8.83,,52.25,72.87
F0GBR057W2,87,9,\u2014,8.83,,52.25,72.87
F00000461J,39,2,47,41.61,77.62,56.72,75.56
F00000461H,39,2,47,41.61,77.62,56.72,75.56
F00000QK4R,39,2,47,41.61,77.62,56.72,75.56
F0GBR06KRP,57,3,40,20.20,77.67,59.78,80.78
F0GBR05RDR,57,3,40,20.20,77.67,59.78,80.78
F00000QK4W,57,3,40,20.20,77.67,59.78,80.78
F0GBR064N7,32,1,33,23.25,80.79,54.87,79.03
F0GBR064N8,32,1,33,23.25,80.79,54.87,79.03
F000014OUS,32,1,33,23.25,80.79,54.87,79.03
F00000QK4Q,32,1,33,23.25,80.79,54.87,79.03
F000002XXL,47,5,36,41.00,56.28,55.82,77.1
F0GBR06LR6,55,5,34,26.00,47.24,53.79,74.54
F0000008R6,55,5,34,26.00,47.24,53.79,74.54
F0GBR06IV3,351,195,30,15.00,4.36,46.62,68.36
F0000008UQ,351,195,30,15.00,4.36,46.62,68.36
F0GBR06IV2,351,195,30,15.00,4.36,46.62,68.36
F0GBR04NA1,66,8,30,157.00,84.39,55.02,76.55
F00000MPUP,66,8,30,157.00,84.39,55.02,76.55
F000013LAW,66,8,30,157.00,84.39,55.02,76.55
F0GBR06NY5,66,8,30,157.00,84.39,55.02,76.55
F00000THLI,73,15,26,-14.00,62.29,52.42,67.6
F000013LAX,73,15,26,-14.00,62.29,52.42,67.6
F0GBR04SB6,73,15,26,-14.00,62.29,52.42,67.6
F0GBR04DDS,108,12,22,21.00,,56.39,80.95
F00000V7B5,0,8,100,\u2014,,48.65,72.08
F00000XQDE,29,1,48,\u2014,78.58,56.66,81.24
F00000YEFI,25,2,46,\u2014,67.76,52.15,72.87
F00000OOAS,99,76,39,0.00,,51.51,71.54
F0GBR04CPU,99,76,39,0.00,,51.51,71.54
F000013LB4,108,12,22,21.00,,56.39,80.95
F0GBR04SA6,108,12,22,21.00,,56.39,80.95
F0GBR04S4U,91,8,28,61.70,,61.19,83.61
F00000OZX9,91,8,28,61.70,,61.19,83.61
F00000OYE4,91,8,28,61.70,,61.19,83.61
F00000OOAW,180,126,13,49.73,,58.92,75.15
F0GBR04CPY,180,126,13,49.73,,58.92,75.15
F00000OOAU,378,248,31,0.00,,46.59,68.06
F0GBR04CPQ,378,248,31,0.00,,46.59,68.06
F00000OWP8,42,39,44,59.22,,45,69.39
F0GBR04CO3,42,39,44,59.22,,45,69.39
F00000OWPC,43,60,41,89.19,,46.51,70.7
F0GBR04COB,43,60,41,89.19,,46.51,70.7
F0GBR06SUW,43,60,41,89.19,,46.51,70.7
F00000MA8K,0,15,92,\u2014,,47.48,70.29
F00000MA8M,0,15,92,\u2014,,47.48,70.29
F00000PT2X,0,15,92,\u2014,,47.48,70.29
F00000XUJI,0,15,92,\u2014,,47.48,70.29
F000010P2T,37,6,47,\u2014,68.20,43.71,67.99
F0GBR04P5V,43,4,41,25.12,72.25,47.21,70.39
F000005F14,43,4,41,25.12,72.25,47.21,70.39
F00000SVFV,43,4,41,25.12,72.25,47.21,70.39
F00000P0VI,43,4,41,25.12,72.25,47.21,70.39
F0GBR04P5W,42,5,38,53.10,72.22,57.27,73.17
F00000SVD5,42,5,38,53.10,72.22,57.27,73.17
F00000P0VF,42,5,38,53.10,72.22,57.27,73.17
F0GBR06IWJ,162,8,33,50.53,22.51,47.46,68.17
F00000XAQM,162,8,33,50.53,22.51,47.46,68.17
F00000XAQO,162,8,33,50.53,22.51,47.46,68.17
F0000020ID,52,27,41,30.21,70.22,40.86,64.5
F0GBR04RX5,52,27,41,30.21,70.22,40.86,64.5
F00000SVE1,52,27,41,30.21,70.22,40.86,64.5
F00000P0VG,52,27,41,30.21,70.22,40.86,64.5
F0GBR04RX6,57,21,\u2014,18.30,70.92,41.99,63.7
F0000020IB,57,21,\u2014,18.30,70.92,41.99,63.7
F00000SVFX,57,21,\u2014,18.30,70.92,41.99,63.7
F00000P0VO,57,21,\u2014,18.30,70.92,41.99,63.7
F0GBR04DEW,42,14,45,47.48,68.89,44.36,69.49
F0000023ND,42,14,45,47.48,68.89,44.36,69.49
F00000SVGQ,42,14,45,47.48,68.89,44.36,69.49
F0GBR06IE5,91,8,28,61.70,,61.19,83.61
F0GBR04NSQ,4,66,40,9.99,100.00,48.63,71.2
F00000OZZZ,4,66,40,9.99,100.00,48.63,71.2
F00000OV0F,4,66,40,9.99,100.00,48.63,71.2
F00000VFT7,4,66,40,9.99,100.00,48.63,71.2
F00000QQT8,32,0,43,4.41,69.38,57.33,76.36
F00000QQT9,32,0,43,4.41,69.38,57.33,76.36
F00000QQTA,32,0,43,4.41,69.38,57.33,76.36
F00000QQTG,32,0,43,4.41,69.38,57.33,76.36
F00000QQTH,32,0,43,4.41,69.38,57.33,76.36
F00000QQTJ,32,0,43,4.41,69.38,57.33,76.36
F00000QQTK,32,0,43,4.41,69.38,57.33,76.36
F000010FGD,32,0,44,\u2014,69.52,57.46,76.08
F000010FGB,32,0,44,\u2014,69.52,57.46,76.08
F000010FGF,32,0,44,\u2014,69.52,57.46,76.08
F000010FGH,32,0,44,\u2014,69.52,57.46,76.08
F0000155BA,33,4,46,188.53,73.38,50.43,76.99
F00000W0W3,33,4,46,188.53,73.38,50.43,76.99
F00000MWKP,33,4,46,188.53,73.38,50.43,76.99
F00000O7XW,35,4,51,51.70,,72.97,91.24
F0GBR04KD7,35,4,51,51.70,,72.97,91.24
F000003WU9,35,4,51,51.70,,72.97,91.24
F00000T1N5,35,4,51,51.70,,72.97,91.24
F00000SJSG,35,4,51,51.70,,72.97,91.24
F00000MKD7,76,4,29,112.00,,57.18,81.22
F0GBR04FHH,76,4,29,112.00,,57.18,81.22
F000003WUA,76,4,29,112.00,,57.18,81.22
F00000T1N9,76,4,29,112.00,,57.18,81.22
F00000SJSI,76,4,29,112.00,,57.18,81.22
F000002YCC,44,6,43,66.44,82.26,56.17,79.44
F0000155BD,44,6,43,66.44,82.26,56.17,79.44
F0000106XT,44,6,43,66.44,82.26,56.17,79.44
F00000Q7VA,28,2,49,\u2014,98.78,54.32,73.77
F00000Q7V8,28,2,49,\u2014,98.78,54.32,73.77
F00000Q7V7,28,2,49,\u2014,98.78,54.32,73.77
F0GBR05YZP,99,2,\u2014,160.22,87.57,50.34,70.96
F0GBR06I4M,71,12,\u2014,84.55,54.61,46.39,67.01
F0GBR04DT9,71,12,\u2014,84.55,54.61,46.39,67.01
F0000023NA,32,2,\u2014,246.07,64.86,58.73,77.55
F000001X0T,32,2,\u2014,246.07,64.86,58.73,77.55
F00000OUIO,32,2,\u2014,246.07,64.86,58.73,77.55
F00000VYWV,32,2,\u2014,246.07,64.86,58.73,77.55
F0GBR0521O,404,212,31,3.91,,46.17,68.16
F00000THCU,404,212,31,3.91,,46.17,68.16
F0GBR06LHF,404,212,31,3.91,,46.17,68.16
F00000OUU0,404,212,31,3.91,,46.17,68.16
F00000ZO5M,24,4,41,105.09,,66.86,87.05
F00000OKGN,24,4,41,105.09,,66.86,87.05
F000001W50,24,4,41,105.09,,66.86,87.05
F0GBR05PUD,24,4,41,105.09,,66.86,87.05
F00000QTM7,98,6,38,-7.55,,50.8,70.26
F00000OZTW,98,6,38,-7.55,,50.8,70.26
F0GBR06I71,98,6,38,-7.55,,50.8,70.26
F0GBR0602H,98,6,38,-7.55,,50.8,70.26
F0GBR04RQ2,281,72,32,5.00,,46.78,68.29
F0GBR04D9J,69,10,33,155.25,60.13,55.19,74.82
F000000OD2,69,10,33,155.25,60.13,55.19,74.82
F00000OYYE,69,10,33,155.25,60.13,55.19,74.82
F00000LYF6,146,16,32,24.21,20.36,45.74,69.92
F00000ZW9X,146,16,32,24.21,20.36,45.74,69.92
F0000102YE,45,2,31,\u2014,,56.85,75.88
F00000MAI0,45,2,31,\u2014,,56.85,75.88
F00000MAHY,45,2,31,\u2014,,56.85,75.88
F00000MA49,45,2,31,\u2014,,56.85,75.88
F00000QTM9,403,214,31,-2.32,,46.13,68.14
F000002KDL,125,13,28,222.53,51.95,55.28,79.01
F00000P00B,125,13,28,222.53,51.95,55.28,79.01
F00000OS9Z,125,13,28,222.53,51.95,55.28,79.01
F00000WF7I,73,17,35,\u2014,55.30,51.43,71.6
F00000WF7E,73,17,35,\u2014,55.30,51.43,71.6
F00000WB5V,98,13,34,46.40,45.85,49.3,71.88
F00000WB5X,98,13,34,46.40,45.85,49.3,71.88
F00000WF4U,98,13,34,46.40,45.85,49.3,71.88
F0GBR04S54,117,13,29,103.93,52.40,59.24,79.11
F00000Q4AV,117,13,29,103.93,52.40,59.24,79.11
F00000OQRH,117,13,29,103.93,52.40,59.24,79.11
F000000PXG,117,13,29,103.93,52.40,59.24,79.11
F00000ZX12,39,21,34,0.00,99.17,60.62,86.14
F00000Y61R,39,21,34,0.00,99.17,60.62,86.14
F00000V18M,39,21,34,0.00,99.17,60.62,86.14
F00000ONVN,39,21,34,0.00,99.17,60.62,86.14
F0000040Q9,39,21,34,0.00,99.17,60.62,86.14
F0000040QB,39,21,34,0.00,99.17,60.62,86.14
F0000108X4,38,12,34,19.64,99.17,61.66,86.95
F0000150T8,38,12,34,19.64,99.17,61.66,86.95
F0000108X2,38,12,34,19.64,99.17,61.66,86.95
F0000108X6,38,12,34,19.64,99.17,61.66,86.95
F0000150TA,47,2,34,33.74,66.21,44.29,63.92
F000010G0B,47,2,34,33.74,66.21,44.29,63.92
F00000MWK3,47,2,34,33.74,66.21,44.29,63.92
F00000MWK7,37,7,47,42.07,80.97,61.97,81.03
F0000151EF,37,7,47,42.07,80.97,61.97,81.03
F0000109A5,37,7,47,42.07,80.97,61.97,81.03
F00000VT9Y,37,7,47,42.07,80.97,61.97,81.03
F00000OSWI,41,5,38,-13.54,71.91,50.44,72.13
F0000150TZ,41,5,38,-13.54,71.91,50.44,72.13
F0GBR04C3X,41,5,38,-13.54,71.91,50.44,72.13
F00000QQTC,32,0,43,4.41,69.38,57.33,76.36
F00000QQTE,32,0,43,4.41,69.38,57.33,76.36
F00000QQTD,32,0,43,4.41,69.38,57.33,76.36
F00000OZTY,403,214,31,-2.32,,46.13,68.14
F0000102YI,403,214,31,-2.32,,46.13,68.14
F0GBR06HX1,403,214,31,-2.32,,46.13,68.14
F0GBR04C2Y,403,214,31,-2.32,,46.13,68.14
F00000U46L,179,8,13,\u2014,,60.19,75.38
F00000U3Y2,47,1,37,\u2014,63.36,56.42,75.79
F0GBR04GTH,32,2,31,45.30,64.49,59.02,78.13
F00000P5TW,0,19,99,274.13,,49.39,72.01
F0GBR04MZL,0,19,99,274.13,,49.39,72.01
F00000SK3U,0,19,99,274.13,,49.39,72.01
F0GBR06HWQ,45,7,\u2014,48.85,86.64,63.53,87.23
F00000P7AC,39,7,\u2014,59.71,90.57,72.96,91.59
F0GBR04S8U,72,13,38,75.01,67.05,50.68,70.02
F00000OO5L,72,13,38,75.01,67.05,50.68,70.02
F00000OO5M,72,13,38,75.01,67.05,50.68,70.02
F0GBR04JJG,72,13,38,75.01,67.05,50.68,70.02
F0GBR04GHM,84,35,32,14.89,68.37,49.85,69.51
F0GBR04S95,77,4,41,13.64,78.12,50.62,71.94
F000005JRK,77,4,41,13.64,78.12,50.62,71.94
F000013D2J,77,4,41,13.64,78.12,50.62,71.94
F00000OO8B,77,4,41,13.64,78.12,50.62,71.94
F0GBR04JI4,77,4,41,13.64,78.12,50.62,71.94
F0GBR04S97,73,5,24,22.68,,62.92,79.55
F00000OO8F,73,5,24,22.68,,62.92,79.55
F0GBR04JO9,73,5,24,22.68,,62.92,79.55
F0GBR04S98,43,6,32,46.24,77.56,60.25,87.63
F00000OO8L,43,6,32,46.24,77.56,60.25,87.63
F0GBR04JLW,43,6,32,46.24,77.56,60.25,87.63
F00000VEBL,75,3,35,\u2014,,51.4,74.89
F00000TULL,75,3,35,\u2014,,51.4,74.89
F00000XY8K,75,3,35,\u2014,,51.4,74.89
F00000VT25,31,2,45,\u2014,,50.98,73.25
F0GBR06M5A,70,7,29,324.81,64.98,58.03,80.25
F0GBR04S8K,70,7,29,324.81,64.98,58.03,80.25
F00000QU2P,64,5,32,\u2014,68.21,59.89,85.32
F0GBR050JO,99,31,39,6.00,,51.53,71.59
F00000NMF9,113,8,29,\u2014,88.64,53.2,69.49
F00000PBFB,113,8,29,\u2014,88.64,53.2,69.49
F00000O7XO,45,1,37,95.00,67.24,48.45,68.98
