SecId,company_1,percent_1,company_2,percent_2,company_3,percent_3,company_4,percent_4,company_5,percent_5,company_6,percent_6,company_7,percent_7,company_8,percent_8,company_9,percent_9,company_10,percent_10
F0GBR04C7Q,Reach PLC,4,Wincanton PLC,2.69,SIG PLC,2.68,Redde Northgate PLC,2.51,Vitec Group (The) PLC,2.41,TI Fluid Systems PLC,2.36,Morgan Advanced Materials PLC,2.36,Just Group PLC,2.34,Vectura Group PLC,2.24,Brewin Dolphin Holdings PLC,2.17
F0GBR04AX4,AstraZeneca PLC,7.47,Diageo PLC,4.98,Prudential PLC,4.58,AVEVA Group PLC,3.91,Close Brothers Group PLC,3.66,Unilever PLC,3.09,RELX PLC,2.99,Marshalls PLC,2.93,,,,
F00000PAUJ,AstraZeneca PLC,7.47,Diageo PLC,4.98,Prudential PLC,4.58,AVEVA Group PLC,3.91,Close Brothers Group PLC,3.66,Unilever PLC,3.09,RELX PLC,2.99,Marshalls PLC,2.93,,,,
F0GBR04RLZ,Diploma PLC,3.72,GB Group PLC,3.7,RELX PLC,3.67,AVEVA Group PLC,3.44,Gamma Communications PLC,3.02,Prudential PLC,2.93,Coca-Cola HBC AG,2.74,Softcat PLC,2.74,Grafton Group PLC Shs,2.56,Ferguson PLC,2.43
F0GBR04SDJ,Diploma PLC,3.72,GB Group PLC,3.7,RELX PLC,3.67,AVEVA Group PLC,3.44,Gamma Communications PLC,3.02,Prudential PLC,2.93,Coca-Cola HBC AG,2.74,Softcat PLC,2.74,Grafton Group PLC Shs,2.56,Ferguson PLC,2.43
F0GBR06N02,AstraZeneca PLC,7.33,Diageo PLC,4.97,Prudential PLC,4.69,AVEVA Group PLC,3.92,Close Brothers Group PLC,3.73,Unilever PLC,3.06,RELX PLC,3.05,Croda International PLC,2.95,Standard Chartered PLC,2.93,,
F00000Y4IY,AstraZeneca PLC,7.33,Diageo PLC,4.97,Prudential PLC,4.69,AVEVA Group PLC,3.92,Close Brothers Group PLC,3.73,Unilever PLC,3.06,RELX PLC,3.05,Croda International PLC,2.95,Standard Chartered PLC,2.93,,
F00000XURC,AstraZeneca PLC,7.33,Diageo PLC,4.97,Prudential PLC,4.69,AVEVA Group PLC,3.92,Close Brothers Group PLC,3.73,Unilever PLC,3.06,RELX PLC,3.05,Croda International PLC,2.95,Standard Chartered PLC,2.93,,
F0000040PB,Unilever PLC,5.22,AstraZeneca PLC,5.02,HSBC Holdings PLC,4.78,Rio Tinto PLC,3.7,Diageo PLC,3.55,Royal Dutch Shell PLC Class A,3.26,GlaxoSmithKline PLC,3.23,BP PLC,3.18,British American Tobacco PLC,3.12,,
F00000S7PM,Unilever PLC,5.22,AstraZeneca PLC,5.02,HSBC Holdings PLC,4.78,Rio Tinto PLC,3.7,Diageo PLC,3.55,Royal Dutch Shell PLC Class A,3.26,GlaxoSmithKline PLC,3.23,BP PLC,3.18,British American Tobacco PLC,3.12,,
F00000XMNZ,Unilever PLC,5.22,AstraZeneca PLC,5.02,HSBC Holdings PLC,4.78,Rio Tinto PLC,3.7,Diageo PLC,3.55,Royal Dutch Shell PLC Class A,3.26,GlaxoSmithKline PLC,3.23,BP PLC,3.18,British American Tobacco PLC,3.12,,
F00000WRZN,Howden Joinery Group PLC,3.72,Bellway PLC,3.26,Kainos Group PLC,3.23,AVEVA Group PLC,3.07,Genuit Group PLC,3.03,Intermediate Capital Group PLC,2.46,Smith (DS) PLC,2.42,Countryside Properties PLC,2.33,Prudential PLC,2.32,Grafton Group PLC Shs,2.22
F0GBR04RW7,Howden Joinery Group PLC,3.72,Bellway PLC,3.26,Kainos Group PLC,3.23,AVEVA Group PLC,3.07,Genuit Group PLC,3.03,Intermediate Capital Group PLC,2.46,Smith (DS) PLC,2.42,Countryside Properties PLC,2.33,Prudential PLC,2.32,Grafton Group PLC Shs,2.22
F00000OPTX,Howden Joinery Group PLC,3.72,Bellway PLC,3.26,Kainos Group PLC,3.23,AVEVA Group PLC,3.07,Genuit Group PLC,3.03,Intermediate Capital Group PLC,2.46,Smith (DS) PLC,2.42,Countryside Properties PLC,2.33,Prudential PLC,2.32,Grafton Group PLC Shs,2.22
F0GBR04RW5,Howden Joinery Group PLC,3.72,Bellway PLC,3.26,Kainos Group PLC,3.23,AVEVA Group PLC,3.07,Genuit Group PLC,3.03,Intermediate Capital Group PLC,2.46,Smith (DS) PLC,2.42,Countryside Properties PLC,2.33,Prudential PLC,2.32,Grafton Group PLC Shs,2.22
F0GBR04RVX,AstraZeneca PLC,5.33,Diageo PLC,5.24,British American Tobacco PLC,4.58,Prudential PLC,4.09,BP PLC,4,Rio Tinto PLC,3.21,Vodafone Group PLC,3.12,London Stock Exchange Group PLC,3.11,Entain PLC,2.88,BHP Group PLC,2.73
F00000OPTM,AstraZeneca PLC,5.33,Diageo PLC,5.24,British American Tobacco PLC,4.58,Prudential PLC,4.09,BP PLC,4,Rio Tinto PLC,3.21,Vodafone Group PLC,3.12,London Stock Exchange Group PLC,3.11,Entain PLC,2.88,BHP Group PLC,2.73
F0GBR04RV1,AstraZeneca PLC,5.33,Diageo PLC,5.24,British American Tobacco PLC,4.58,Prudential PLC,4.09,BP PLC,4,Rio Tinto PLC,3.21,Vodafone Group PLC,3.12,London Stock Exchange Group PLC,3.11,Entain PLC,2.88,BHP Group PLC,2.73
F0GBR04RYY,AstraZeneca PLC,5.77,BHP Group PLC,4.25,Prudential PLC,4.14,Diageo PLC,4.01,British American Tobacco PLC,3.93,Royal Dutch Shell PLC B,3.91,Glencore PLC,3.65,Entain PLC,3.26,National Grid PLC,3.21,BP PLC,2.9
F00000OPTN,AstraZeneca PLC,5.77,BHP Group PLC,4.25,Prudential PLC,4.14,Diageo PLC,4.01,British American Tobacco PLC,3.93,Royal Dutch Shell PLC B,3.91,Glencore PLC,3.65,Entain PLC,3.26,National Grid PLC,3.21,BP PLC,2.9
F0GBR04RYX,AstraZeneca PLC,5.77,BHP Group PLC,4.25,Prudential PLC,4.14,Diageo PLC,4.01,British American Tobacco PLC,3.93,Royal Dutch Shell PLC B,3.91,Glencore PLC,3.65,Entain PLC,3.26,National Grid PLC,3.21,BP PLC,2.9
F0GBR04RW2,AstraZeneca PLC,5.82,British American Tobacco PLC,4.63,BP PLC,4.53,Entain PLC,4.06,Rio Tinto PLC,3.55,GlaxoSmithKline PLC,3.24,National Grid PLC,3.2,BHP Group PLC,2.99,Vodafone Group PLC,2.95,Barclays PLC,2.88
F00000Q8RZ,AstraZeneca PLC,5.82,British American Tobacco PLC,4.63,BP PLC,4.53,Entain PLC,4.06,Rio Tinto PLC,3.55,GlaxoSmithKline PLC,3.24,National Grid PLC,3.2,BHP Group PLC,2.99,Vodafone Group PLC,2.95,Barclays PLC,2.88
F00000OPTU,AstraZeneca PLC,5.82,British American Tobacco PLC,4.63,BP PLC,4.53,Entain PLC,4.06,Rio Tinto PLC,3.55,GlaxoSmithKline PLC,3.24,National Grid PLC,3.2,BHP Group PLC,2.99,Vodafone Group PLC,2.95,Barclays PLC,2.88
F0GBR04RVY,AstraZeneca PLC,5.82,British American Tobacco PLC,4.63,BP PLC,4.53,Entain PLC,4.06,Rio Tinto PLC,3.55,GlaxoSmithKline PLC,3.24,National Grid PLC,3.2,BHP Group PLC,2.99,Vodafone Group PLC,2.95,Barclays PLC,2.88
F00000YV7N,CVS Group PLC,4.05,Gamma Communications PLC,3.96,Countryside Properties PLC,3.82,Kainos Group PLC,3.57,Genuit Group PLC,3.41,Grafton Group PLC Shs,3.28,Intermediate Capital Group PLC,3.22,Howden Joinery Group PLC,3.1,FDM Group (Holdings) PLC,2.87,,
F00000YV7P,CVS Group PLC,4.05,Gamma Communications PLC,3.96,Countryside Properties PLC,3.82,Kainos Group PLC,3.57,Genuit Group PLC,3.41,Grafton Group PLC Shs,3.28,Intermediate Capital Group PLC,3.22,Howden Joinery Group PLC,3.1,FDM Group (Holdings) PLC,2.87,,
F00000YV7Q,CVS Group PLC,4.05,Gamma Communications PLC,3.96,Countryside Properties PLC,3.82,Kainos Group PLC,3.57,Genuit Group PLC,3.41,Grafton Group PLC Shs,3.28,Intermediate Capital Group PLC,3.22,Howden Joinery Group PLC,3.1,FDM Group (Holdings) PLC,2.87,,
F00000YV7M,CVS Group PLC,4.05,Gamma Communications PLC,3.96,Countryside Properties PLC,3.82,Kainos Group PLC,3.57,Genuit Group PLC,3.41,Grafton Group PLC Shs,3.28,Intermediate Capital Group PLC,3.22,Howden Joinery Group PLC,3.1,FDM Group (Holdings) PLC,2.87,,
F0GBR04EAM,AstraZeneca PLC,4.78,Diageo PLC,4.65,Rio Tinto PLC,4.02,BHP Group PLC,3.82,Unilever PLC,3.59,RELX PLC,3.51,Standard Chartered PLC,3.05,Close Brothers Group PLC,3.04,National Grid PLC,2.75,Coca-Cola HBC AG,2.72
F0GBR06IAU,AstraZeneca PLC,4.78,Diageo PLC,4.65,Rio Tinto PLC,4.02,BHP Group PLC,3.82,Unilever PLC,3.59,RELX PLC,3.51,Standard Chartered PLC,3.05,Close Brothers Group PLC,3.04,National Grid PLC,2.75,Coca-Cola HBC AG,2.72
F000000FRV,Close Brothers Group PLC,4.65,Vistry Group PLC,4.59,Tyman PLC,4.35,Diversified Energy Co PLC,4.19,Glencore PLC,4.03,John Laing Group PLC,3.97,Entain PLC,3.49,DFS Furniture PLC,3.23,Randall & Quilter Investment Holdings Ltd,3.23,OSB Group PLC,3.02
F00000OPVC,Close Brothers Group PLC,4.65,Vistry Group PLC,4.59,Tyman PLC,4.35,Diversified Energy Co PLC,4.19,Glencore PLC,4.03,John Laing Group PLC,3.97,Entain PLC,3.49,DFS Furniture PLC,3.23,Randall & Quilter Investment Holdings Ltd,3.23,OSB Group PLC,3.02
F000000FRT,Close Brothers Group PLC,4.65,Vistry Group PLC,4.59,Tyman PLC,4.35,Diversified Energy Co PLC,4.19,Glencore PLC,4.03,John Laing Group PLC,3.97,Entain PLC,3.49,DFS Furniture PLC,3.23,Randall & Quilter Investment Holdings Ltd,3.23,OSB Group PLC,3.02
F0GBR04RUO,Impax Asset Management Group PLC,3.55,Future PLC,3.16,Marshalls PLC,3.08,Kainos Group PLC,2.97,Games Workshop Group PLC,2.91,Gamma Communications PLC,2.77,Bytes Technology Group PLC Ordinary Shares,2.75,Keywords Studios PLC,2.73,Genus PLC,2.64,,
F00000P8DU,Impax Asset Management Group PLC,3.55,Future PLC,3.16,Marshalls PLC,3.08,Kainos Group PLC,2.97,Games Workshop Group PLC,2.91,Gamma Communications PLC,2.77,Bytes Technology Group PLC Ordinary Shares,2.75,Keywords Studios PLC,2.73,Genus PLC,2.64,,
F00000Y4IZ,Impax Asset Management Group PLC,3.55,Future PLC,3.16,Marshalls PLC,3.08,Kainos Group PLC,2.97,Games Workshop Group PLC,2.91,Gamma Communications PLC,2.77,Bytes Technology Group PLC Ordinary Shares,2.75,Keywords Studios PLC,2.73,Genus PLC,2.64,,
F000000213,Impax Asset Management Group PLC,3.55,Future PLC,3.16,Marshalls PLC,3.08,Kainos Group PLC,2.97,Games Workshop Group PLC,2.91,Gamma Communications PLC,2.77,Bytes Technology Group PLC Ordinary Shares,2.75,Keywords Studios PLC,2.73,Genus PLC,2.64,,
F0GBR0549B,Impax Asset Management Group PLC,4.12,Kainos Group PLC,3.38,Gamma Communications PLC,3.18,Games Workshop Group PLC,3.12,Keywords Studios PLC,3.04,Future PLC,2.93,Computacenter PLC,2.87,Bytes Technology Group PLC Ordinary Shares,2.86,Team17 Group PLC,2.83,RWS Holdings PLC,2.81
F00000OPUU,Impax Asset Management Group PLC,4.12,Kainos Group PLC,3.38,Gamma Communications PLC,3.18,Games Workshop Group PLC,3.12,Keywords Studios PLC,3.04,Future PLC,2.93,Computacenter PLC,2.87,Bytes Technology Group PLC Ordinary Shares,2.86,Team17 Group PLC,2.83,RWS Holdings PLC,2.81
F0GBR04O7W,Impax Asset Management Group PLC,4.12,Kainos Group PLC,3.38,Gamma Communications PLC,3.18,Games Workshop Group PLC,3.12,Keywords Studios PLC,3.04,Future PLC,2.93,Computacenter PLC,2.87,Bytes Technology Group PLC Ordinary Shares,2.86,Team17 Group PLC,2.83,RWS Holdings PLC,2.81
F0GBR06XPG,AVEVA Group PLC,3.62,Prudential PLC,3.61,Close Brothers Group PLC,3.13,National Grid PLC,2.85,RELX PLC,2.83,Mondi PLC,2.7,SSE PLC,2.69,Standard Chartered PLC,2.61,Avast PLC,2.53,Genuit Group PLC,2.46
F00000P8DS,AVEVA Group PLC,3.62,Prudential PLC,3.61,Close Brothers Group PLC,3.13,National Grid PLC,2.85,RELX PLC,2.83,Mondi PLC,2.7,SSE PLC,2.69,Standard Chartered PLC,2.61,Avast PLC,2.53,Genuit Group PLC,2.46
F0GBR04RVV,Future PLC,4.01,Kainos Group PLC,3.87,Gamma Communications PLC,3.73,XP Power Ltd,3.55,Bytes Technology Group PLC Ordinary Shares,3.18,Hilton Food Group PLC,3.03,Team17 Group PLC,2.97,Impax Asset Management Group PLC,2.85,GlobalData PLC,2.62,,
F00000WRZP,Future PLC,4.01,Kainos Group PLC,3.87,Gamma Communications PLC,3.73,XP Power Ltd,3.55,Bytes Technology Group PLC Ordinary Shares,3.18,Hilton Food Group PLC,3.03,Team17 Group PLC,2.97,Impax Asset Management Group PLC,2.85,GlobalData PLC,2.62,,
F00000Q8RS,Future PLC,4.01,Kainos Group PLC,3.87,Gamma Communications PLC,3.73,XP Power Ltd,3.55,Bytes Technology Group PLC Ordinary Shares,3.18,Hilton Food Group PLC,3.03,Team17 Group PLC,2.97,Impax Asset Management Group PLC,2.85,GlobalData PLC,2.62,,
F00000OPTZ,Future PLC,4.01,Kainos Group PLC,3.87,Gamma Communications PLC,3.73,XP Power Ltd,3.55,Bytes Technology Group PLC Ordinary Shares,3.18,Hilton Food Group PLC,3.03,Team17 Group PLC,2.97,Impax Asset Management Group PLC,2.85,GlobalData PLC,2.62,,
F0GBR04RV5,Future PLC,4.01,Kainos Group PLC,3.87,Gamma Communications PLC,3.73,XP Power Ltd,3.55,Bytes Technology Group PLC Ordinary Shares,3.18,Hilton Food Group PLC,3.03,Team17 Group PLC,2.97,Impax Asset Management Group PLC,2.85,GlobalData PLC,2.62,,
F00000WRZM,888 Holdings PLC,4.8,Glencore PLC,4.43,Vesuvius PLC,4.14,Indivior PLC,4.08,Bodycote PLC,3.97,Standard Chartered PLC,3.95,Entain PLC,3.87,Just Group PLC,3.75,Alfa Financial Software Holdings PLC,3.72,Barclays PLC,3.22
F0GBR06XQ6,888 Holdings PLC,4.8,Glencore PLC,4.43,Vesuvius PLC,4.14,Indivior PLC,4.08,Bodycote PLC,3.97,Standard Chartered PLC,3.95,Entain PLC,3.87,Just Group PLC,3.75,Alfa Financial Software Holdings PLC,3.72,Barclays PLC,3.22
F00000Q8S3,888 Holdings PLC,4.8,Glencore PLC,4.43,Vesuvius PLC,4.14,Indivior PLC,4.08,Bodycote PLC,3.97,Standard Chartered PLC,3.95,Entain PLC,3.87,Just Group PLC,3.75,Alfa Financial Software Holdings PLC,3.72,Barclays PLC,3.22
F00000OPVE,888 Holdings PLC,4.8,Glencore PLC,4.43,Vesuvius PLC,4.14,Indivior PLC,4.08,Bodycote PLC,3.97,Standard Chartered PLC,3.95,Entain PLC,3.87,Just Group PLC,3.75,Alfa Financial Software Holdings PLC,3.72,Barclays PLC,3.22
F0GBR06MNV,888 Holdings PLC,4.8,Glencore PLC,4.43,Vesuvius PLC,4.14,Indivior PLC,4.08,Bodycote PLC,3.97,Standard Chartered PLC,3.95,Entain PLC,3.87,Just Group PLC,3.75,Alfa Financial Software Holdings PLC,3.72,Barclays PLC,3.22
F0GBR06IAX,Unilever PLC,4.49,AstraZeneca PLC,4.42,HSBC Holdings PLC,3.88,Diageo PLC,3.26,GlaxoSmithKline PLC,2.77,Rio Tinto PLC,2.75,British American Tobacco PLC,2.59,BP PLC,2.54,Royal Dutch Shell PLC Class A,2.31,Royal Dutch Shell PLC B,1.99
F0GBR06IAY,Unilever PLC,4.49,AstraZeneca PLC,4.42,HSBC Holdings PLC,3.88,Diageo PLC,3.26,GlaxoSmithKline PLC,2.77,Rio Tinto PLC,2.75,British American Tobacco PLC,2.59,BP PLC,2.54,Royal Dutch Shell PLC Class A,2.31,Royal Dutch Shell PLC B,1.99
F0GBR04RM3,AstraZeneca PLC,5.35,Rio Tinto PLC,3.78,S4 Capital PLC,3.69,Diageo PLC,3.67,Anglo American PLC,3.31,GB Group PLC,2.97,Synthomer PLC,2.79,Prudential PLC,2.73,Glencore PLC,2.5,RELX PLC,2.5
F0GBR053P3,AstraZeneca PLC,5.35,Rio Tinto PLC,3.78,S4 Capital PLC,3.69,Diageo PLC,3.67,Anglo American PLC,3.31,GB Group PLC,2.97,Synthomer PLC,2.79,Prudential PLC,2.73,Glencore PLC,2.5,RELX PLC,2.5
F000003YGM,Anglo American PLC,5.37,Rio Tinto PLC,4.44,BP PLC,3.55,Phoenix Group Holdings PLC,3.49,AstraZeneca PLC,3.27,GlaxoSmithKline PLC,3.16,Ashtead Group PLC,2.87,Unilever PLC,2.84,Ferguson PLC,2.75,Legal & General Group PLC,2.73
F0000005ZF,Rio Tinto PLC,4.57,Standard Chartered PLC,3.33,Coca-Cola HBC AG,3.15,Gamma Communications PLC,3.1,Countryside Properties PLC,2.91,Grafton Group PLC Shs,2.8,Dunelm Group PLC,2.79,RELX PLC,2.78,GB Group PLC,2.76,Wetherspoon (J D) PLC,2.69
F0000005Z9,Rio Tinto PLC,4.57,Standard Chartered PLC,3.33,Coca-Cola HBC AG,3.15,Gamma Communications PLC,3.1,Countryside Properties PLC,2.91,Grafton Group PLC Shs,2.8,Dunelm Group PLC,2.79,RELX PLC,2.78,GB Group PLC,2.76,Wetherspoon (J D) PLC,2.69
F0GBR04NOX,Standard Chartered PLC,5.17,Glencore PLC,5.08,BP PLC,4.85,HSBC Holdings PLC,4.83,Anglo American PLC,4.79,Royal Dutch Shell PLC B,4.76,Barclays PLC,4.5,Vodafone Group PLC,4.01,Tesco PLC,2.88,Legal & General Group PLC,2.8
F0GBR04Z15,Standard Chartered PLC,5.17,Glencore PLC,5.08,BP PLC,4.85,HSBC Holdings PLC,4.83,Anglo American PLC,4.79,Royal Dutch Shell PLC B,4.76,Barclays PLC,4.5,Vodafone Group PLC,4.01,Tesco PLC,2.88,Legal & General Group PLC,2.8
F0GBR06HTG,Standard Chartered PLC,5.17,Glencore PLC,5.08,BP PLC,4.85,HSBC Holdings PLC,4.83,Anglo American PLC,4.79,Royal Dutch Shell PLC B,4.76,Barclays PLC,4.5,Vodafone Group PLC,4.01,Tesco PLC,2.88,Legal & General Group PLC,2.8
F00000PI8Z,Intermediate Capital Group PLC,4.23,Phoenix Group Holdings PLC,4.05,Melrose Industries PLC,3.75,Prudential PLC,3.43,Compass Group PLC,3.12,Vodafone Group PLC,3.12,Smith (DS) PLC,3.08,St James's Place PLC,3.06,BAE Systems PLC,2.98,Unilever PLC,2.89
F00000P9SW,Intermediate Capital Group PLC,4.23,Phoenix Group Holdings PLC,4.05,Melrose Industries PLC,3.75,Prudential PLC,3.43,Compass Group PLC,3.12,Vodafone Group PLC,3.12,Smith (DS) PLC,3.08,St James's Place PLC,3.06,BAE Systems PLC,2.98,Unilever PLC,2.89
F0GBR06U39,Gamma Communications PLC,3.77,GB Group PLC,3.69,Watches of Switzerland Group PLC,3.18,S4 Capital PLC,2.69,Robert Walters PLC,2.66,IntegraFin Holdings PLC,2.63,Wetherspoon (J D) PLC,2.46,Team17 Group PLC,2.44,Diploma PLC,2.27,Grafton Group PLC Shs,2.13
F00000271D,Gamma Communications PLC,3.77,GB Group PLC,3.69,Watches of Switzerland Group PLC,3.18,S4 Capital PLC,2.69,Robert Walters PLC,2.66,IntegraFin Holdings PLC,2.63,Wetherspoon (J D) PLC,2.46,Team17 Group PLC,2.44,Diploma PLC,2.27,Grafton Group PLC Shs,2.13
F00000MBOY,Anglo American PLC,7.26,Freeport-McMoRan Inc,6.02,Newmont Corp,4.44,BHP Group PLC,3.93,Alcoa Corp,3.85,Rio Tinto Ltd,3.83,Rio Tinto PLC,3.61,BHP Group Ltd,3.3,Lundin Mining Corp,3.26,Franco-Nevada Corp,2.93
F00000MJU1,Wizz Air Holdings PLCCFD,5.42,BHP Group PLC,4.65,London Stock Exchange Group PLCCFD,4.64,Meggitt PLCCFD,4.6,Rotork PLC,4.56,Rio Tinto PLCCFD,4.54,Electrocomponents PLC,4.54,Ashtead Group PLCCFD,4.51,Howden Joinery Group PLCCFD,4.49,Weir Group PLC,4.48
F00000MJTZ,Wizz Air Holdings PLCCFD,5.42,BHP Group PLC,4.65,London Stock Exchange Group PLCCFD,4.64,Meggitt PLCCFD,4.6,Rotork PLC,4.56,Rio Tinto PLCCFD,4.54,Electrocomponents PLC,4.54,Ashtead Group PLCCFD,4.51,Howden Joinery Group PLCCFD,4.49,Weir Group PLC,4.48
F000014XX1,Anglo American PLC,4.59,London Stock Exchange Group PLC,4.27,Barclays PLC,4,Aviva PLC,3.61,Smiths Group PLC,3.52,Tesco PLC,3.39,Direct Line Insurance Group PLC,3.21,Legal & General Group PLC,2.98,Phoenix Group Holdings PLC,2.93,,
F000003U77,Anglo American PLC,4.59,London Stock Exchange Group PLC,4.27,Barclays PLC,4,Aviva PLC,3.61,Smiths Group PLC,3.52,Tesco PLC,3.39,Direct Line Insurance Group PLC,3.21,Legal & General Group PLC,2.98,Phoenix Group Holdings PLC,2.93,,
F0GBR04FG6,Anglo American PLC,4.59,London Stock Exchange Group PLC,4.27,Barclays PLC,4,Aviva PLC,3.61,Smiths Group PLC,3.52,Tesco PLC,3.39,Direct Line Insurance Group PLC,3.21,Legal & General Group PLC,2.98,Phoenix Group Holdings PLC,2.93,,
F0GBR06KDH,Anglo American PLC,4.44,London Stock Exchange Group PLC,4.09,Barclays PLC,3.88,Tesco PLC,3.54,Aviva PLC,3.47,Smiths Group PLC,3.35,Direct Line Insurance Group PLC,3.05,Legal & General Group PLC,2.97,,,,
F0GBR06KDN,BP PLC,4.73,Jet2 PLC Ordinary Shares,4.38,Barclays PLC,4,AstraZeneca PLC,3.82,Associated British Foods PLC,3.66,Anglo American PLC,3.52,Johnson Service Group PLC,3.47,Tesco PLC,3.28,Imperial Brands PLC,3.11,,
F000014XWZ,Royal Dutch Shell PLC B,6.47,Rio Tinto PLC,5.61,Anglo American PLC,4.6,Barclays PLC,4.55,Glencore PLC,4.26,Legal & General Group PLC,3.95,OSB Group PLC,3.66,Drax Group PLC,3.44,Phoenix Group Holdings PLC,3.42,Imperial Brands PLC,3.25
F00000O7HQ,Royal Dutch Shell PLC B,6.47,Rio Tinto PLC,5.61,Anglo American PLC,4.6,Barclays PLC,4.55,Glencore PLC,4.26,Legal & General Group PLC,3.95,OSB Group PLC,3.66,Drax Group PLC,3.44,Phoenix Group Holdings PLC,3.42,Imperial Brands PLC,3.25
F0GBR04C7X,Royal Dutch Shell PLC B,6.47,Rio Tinto PLC,5.61,Anglo American PLC,4.6,Barclays PLC,4.55,Glencore PLC,4.26,Legal & General Group PLC,3.95,OSB Group PLC,3.66,Drax Group PLC,3.44,Phoenix Group Holdings PLC,3.42,Imperial Brands PLC,3.25
F000014XXB,Entain PLC,4.86,Barclays PLC,4.73,British American Tobacco PLC,4.52,Prudential PLC,3.74,Melrose Industries PLC,3.34,Anglo American PLC,3.27,Oxford Instruments PLC,3.14,Tesco PLC,3.01,,,,
F00000NKOC,Entain PLC,4.86,Barclays PLC,4.73,British American Tobacco PLC,4.52,Prudential PLC,3.74,Melrose Industries PLC,3.34,Anglo American PLC,3.27,Oxford Instruments PLC,3.14,Tesco PLC,3.01,,,,
F0GBR04SCW,Entain PLC,4.86,Barclays PLC,4.73,British American Tobacco PLC,4.52,Prudential PLC,3.74,Melrose Industries PLC,3.34,Anglo American PLC,3.27,Oxford Instruments PLC,3.14,Tesco PLC,3.01,,,,
F000014XXD,AstraZeneca PLC,4.05,Jet2 PLC Ordinary Shares,3.96,Barclays PLC,3.72,Anglo American PLC,3.61,IG Group Holdings PLC,3.16,Associated British Foods PLC,3.16,Imperial Brands PLC,2.95,Johnson Service Group PLC,2.92,Computacenter PLC,2.89,,
F000003U7B,AstraZeneca PLC,4.05,Jet2 PLC Ordinary Shares,3.96,Barclays PLC,3.72,Anglo American PLC,3.61,IG Group Holdings PLC,3.16,Associated British Foods PLC,3.16,Imperial Brands PLC,2.95,Johnson Service Group PLC,2.92,Computacenter PLC,2.89,,
F0GBR04E9A,AstraZeneca PLC,4.05,Jet2 PLC Ordinary Shares,3.96,Barclays PLC,3.72,Anglo American PLC,3.61,IG Group Holdings PLC,3.16,Associated British Foods PLC,3.16,Imperial Brands PLC,2.95,Johnson Service Group PLC,2.92,Computacenter PLC,2.89,,
F00000UMAF,British American Tobacco PLC,9.08,Fevertree Drinks PLC,8.38,Imperial Brands PLC,7.75,Nomad Foods Ltd,7.37,L'Occitane International SA,6.42,Philip Morris International Inc,5,Heineken Holding NV,4.77,Chocoladefabriken Lindt & Spruengli AG,4.6,Altria Group Inc,4.39,Davide Campari-Milano NV Az nom Post Frazionamento,4.36
F00000UMAI,British American Tobacco PLC,9.08,Fevertree Drinks PLC,8.38,Imperial Brands PLC,7.75,Nomad Foods Ltd,7.37,L'Occitane International SA,6.42,Philip Morris International Inc,5,Heineken Holding NV,4.77,Chocoladefabriken Lindt & Spruengli AG,4.6,Altria Group Inc,4.39,Davide Campari-Milano NV Az nom Post Frazionamento,4.36
F00000Y8YN,British American Tobacco PLC,9.08,Fevertree Drinks PLC,8.38,Imperial Brands PLC,7.75,Nomad Foods Ltd,7.37,L'Occitane International SA,6.42,Philip Morris International Inc,5,Heineken Holding NV,4.77,Chocoladefabriken Lindt & Spruengli AG,4.6,Altria Group Inc,4.39,Davide Campari-Milano NV Az nom Post Frazionamento,4.36
F00000UMAO,British American Tobacco PLC,9.08,Fevertree Drinks PLC,8.38,Imperial Brands PLC,7.75,Nomad Foods Ltd,7.37,L'Occitane International SA,6.42,Philip Morris International Inc,5,Heineken Holding NV,4.77,Chocoladefabriken Lindt & Spruengli AG,4.6,Altria Group Inc,4.39,Davide Campari-Milano NV Az nom Post Frazionamento,4.36
F0GBR06HVF,Future PLC,4.75,Gamma Communications PLC,4.12,Kainos Group PLC,3.58,GB Group PLC,3.24,Games Workshop Group PLC,3.16,XP Power Ltd,3.12,discoverIE Group PLC,3.03,Hilton Food Group PLC,3,Morgan Sindall Group PLC,2.87,Bytes Technology Group PLC Ordinary Shares,2.73
F00000P8DV,Future PLC,4.75,Gamma Communications PLC,4.12,Kainos Group PLC,3.58,GB Group PLC,3.24,Games Workshop Group PLC,3.16,XP Power Ltd,3.12,discoverIE Group PLC,3.03,Hilton Food Group PLC,3,Morgan Sindall Group PLC,2.87,Bytes Technology Group PLC Ordinary Shares,2.73
F00000Y4J0,Future PLC,4.75,Gamma Communications PLC,4.12,Kainos Group PLC,3.58,GB Group PLC,3.24,Games Workshop Group PLC,3.16,XP Power Ltd,3.12,discoverIE Group PLC,3.03,Hilton Food Group PLC,3,Morgan Sindall Group PLC,2.87,Bytes Technology Group PLC Ordinary Shares,2.73
F0GBR04RV2,Future PLC,4.75,Gamma Communications PLC,4.12,Kainos Group PLC,3.58,GB Group PLC,3.24,Games Workshop Group PLC,3.16,XP Power Ltd,3.12,discoverIE Group PLC,3.03,Hilton Food Group PLC,3,Morgan Sindall Group PLC,2.87,Bytes Technology Group PLC Ordinary Shares,2.73
